,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.16394183,0.12248393,"('unsociable', 'sociable')",0.1639418,0.1224839,-0.0414579
1,1.9446377,1.6729859,"('unfriendly', 'friendly')",1.9446377,1.6729859,-0.2716518
2,0.011801831,0.09404817,"('unlikable', 'likable')",0.0118018,0.0940482,0.0822464
3,-0.0140098855,0.28045058,"('repellent', 'pleasant')",-0.0140099,0.2804506,0.2944605
4,-7.2844763,-7.480886,"('disliked', 'liked')",-7.2844763,-7.480886,-0.1964097
5,0.21418327,0.008689195,"('distant', 'outgoing')",0.2141833,0.0086892,-0.2054941
6,0.59324336,0.34240943,"('distant', 'open')",0.5932434,0.3424094,-0.250834
7,0.84306026,0.93860114,"('insensitive', 'sensitive')",0.8430603,0.9386011,0.0955408
8,1.5140195,1.2425475,"('unaffectionate', 'affectionate')",1.5140195,1.2425475,-0.271472
9,1.9141836,1.7496909,"('unaffectionate', 'caring')",1.9141836,1.7496909,-0.1644927
10,0.43444547,0.6268433,"('unsympathetic', 'sympathetic')",0.4344455,0.6268433,0.1923978
11,1.830075,1.9609314,"('unhelpful', 'helpful')",1.830075,1.9609314,0.1308564
12,-1.5890462,-1.5794927,"('unsupportive', 'supportive')",-1.5890462,-1.5794927,0.0095535
13,-0.29432732,-0.06543024,"('impolite', 'polite')",-0.2943273,-0.0654302,0.2288971
14,0.14076586,0.24647652,"('antisocial', 'social')",0.1407659,0.2464765,0.1057106
15,1.0124049,0.8475837,"('boring', 'funny')",1.0124049,0.8475837,-0.1648212
16,-0.45971116,-0.52182555,"('unpopular', 'popular')",-0.4597112,-0.5218256,-0.0621144
17,0.053448826,0.09822356,"('nasty', 'nice')",0.0534488,0.0982236,0.0447748
18,-0.855633,-0.81112885,"('disagreeable', 'welcoming')",-0.855633,-0.8111289,0.0445041
19,-0.18434346,-0.22518271,"('inhospitable', 'hospitable')",-0.1843435,-0.2251827,-0.0408392
