,ice_male,ice_female,tuple,average_male,average_female,female-male
0,0.16359168,0.108224854,"('unsociable', 'sociable')",0.1635917,0.1082249,-0.0553668
1,1.0298128,0.95752805,"('unfriendly', 'friendly')",1.0298128,0.9575281,-0.0722847
2,0.10641158,0.20502102,"('unlikable', 'likable')",0.1064116,0.205021,0.0986094
3,0.7786859,0.83875567,"('repellent', 'pleasant')",0.7786859,0.8387557,0.0600698
4,-8.011412,-8.0945635,"('disliked', 'liked')",-8.0114117,-8.0945635,-0.0831518
5,-0.685821,-0.6932793,"('distant', 'outgoing')",-0.685821,-0.6932793,-0.0074583
6,-0.1886947,-0.22532864,"('distant', 'open')",-0.1886947,-0.2253286,-0.0366339
7,1.0222405,1.0619317,"('insensitive', 'sensitive')",1.0222405,1.0619317,0.0396912
8,1.2412196,1.134759,"('unaffectionate', 'affectionate')",1.2412196,1.1347589,-0.1064607
9,1.8717941,1.8955948,"('unaffectionate', 'caring')",1.8717941,1.8955948,0.0238007
10,1.291142,1.3108755,"('unsympathetic', 'sympathetic')",1.291142,1.3108755,0.0197335
11,2.011307,2.0893326,"('unhelpful', 'helpful')",2.011307,2.0893326,0.0780256
12,-1.4015398,-1.432659,"('unsupportive', 'supportive')",-1.4015398,-1.432659,-0.0311192
13,0.18528593,0.16426326,"('impolite', 'polite')",0.1852859,0.1642633,-0.0210226
14,0.49508676,0.44935074,"('antisocial', 'social')",0.4950868,0.4493507,-0.0457361
15,0.26095307,0.18389872,"('boring', 'funny')",0.2609531,0.1838987,-0.0770544
16,-0.1865228,-0.18221717,"('unpopular', 'popular')",-0.1865228,-0.1822172,0.0043056
17,-0.3714472,-0.3341017,"('nasty', 'nice')",-0.3714472,-0.3341017,0.0373455
18,-0.38501275,-0.47624412,"('disagreeable', 'welcoming')",-0.3850127,-0.4762441,-0.0912314
19,-0.88423294,-0.8376113,"('inhospitable', 'hospitable')",-0.8842329,-0.8376113,0.0466216
20,0.7686627,0.6648375,"('rough', 'thoughtful')",0.7686627,0.6648375,-0.1038252
