,bean_male,bean_female,tuple,average_male,average_female,female-male
0,-0.037063524,-0.018622458,"('unsociable', 'sociable')",-0.0370635,-0.0186225,0.018441
1,1.05834,1.0489933,"('unfriendly', 'friendly')",1.05834,1.0489933,-0.0093467
2,-0.25739336,-0.20582278,"('unlikable', 'likable')",-0.2573934,-0.2058228,0.0515706
3,0.8125632,0.88332105,"('repellent', 'pleasant')",0.8125632,0.883321,0.0707578
4,-7.102424,-7.268299,"('disliked', 'liked')",-7.1024241,-7.2682991,-0.165875
5,-0.6392026,-0.6206293,"('distant', 'outgoing')",-0.6392026,-0.6206293,0.0185733
6,0.07319723,-0.0050154403,"('distant', 'open')",0.0731972,-0.0050154,-0.0782126
7,0.7689235,0.8458073,"('insensitive', 'sensitive')",0.7689235,0.8458073,0.0768838
8,0.93898964,0.86639243,"('unaffectionate', 'affectionate')",0.9389896,0.8663924,-0.0725972
9,1.0108175,1.0461229,"('unaffectionate', 'caring')",1.0108175,1.0461229,0.0353054
10,0.9893642,0.98862827,"('unsympathetic', 'sympathetic')",0.9893642,0.9886283,-0.0007359
11,1.2606273,1.2766124,"('unhelpful', 'helpful')",1.2606273,1.2766124,0.0159851
12,-1.9491943,-1.9642901,"('unsupportive', 'supportive')",-1.9491943,-1.9642901,-0.0150958
13,-0.32230395,-0.30352986,"('impolite', 'polite')",-0.322304,-0.3035299,0.0187741
14,0.4622159,0.43937093,"('antisocial', 'social')",0.4622159,0.4393709,-0.022845
15,0.18499145,0.1003737,"('boring', 'funny')",0.1849914,0.1003737,-0.0846177
16,-0.57336473,-0.5840671,"('unpopular', 'popular')",-0.5733647,-0.5840671,-0.0107024
17,-0.43097362,-0.35947615,"('nasty', 'nice')",-0.4309736,-0.3594761,0.0714975
18,-0.17760178,-0.24996445,"('disagreeable', 'welcoming')",-0.1776018,-0.2499644,-0.0723626
19,-0.6807684,-0.74784285,"('inhospitable', 'hospitable')",-0.6807684,-0.7478428,-0.0670744
20,0.8381686,0.80021363,"('rough', 'thoughtful')",0.8381686,0.8002136,-0.037955
21,-0.43829173,-0.32245618,"('immoral', 'moral')",-0.4382917,-0.3224562,0.1158355
22,-0.25461146,-0.29900375,"('untrustworthy', 'trustworthy')",-0.2546115,-0.2990038,-0.0443923
23,5.9818296,6.0700426,"('insincere', 'sincere')",5.9818296,6.0700426,0.088213
24,1.4568548,1.3574364,"('dishonest', 'honest')",1.4568548,1.3574364,-0.0994184
25,0.78565764,0.74033535,"('egoistic', 'altruistic')",0.7856576,0.7403353,-0.0453223
26,0.8510912,0.7661781,"('hardhearted', 'benevolent')",0.8510912,0.7661781,-0.0849131
27,1.5527116,1.3860167,"('hardhearted', 'softhearted')",1.5527116,1.3860167,-0.1666949
28,0.9701127,0.95759046,"('disloyal', 'loyal')",0.9701127,0.9575905,-0.0125222
29,-0.70065165,-0.7804749,"('unfair', 'fair')",-0.7006516,-0.7804749,-0.0798233
30,0.9570635,0.9797957,"('intolerant', 'tolerant')",0.9570635,0.9797957,0.0227322
31,-1.2625026,-1.2571678,"('evil', 'good')",-1.2625026,-1.2571678,0.0053348
32,0.8034824,0.7383544,"('unkind', 'kind')",0.8034824,0.7383544,-0.065128
33,-0.60584486,-0.6509882,"('wrong', 'right')",-0.6058449,-0.6509882,-0.0451433
34,4.338708,4.52918,"('mean', 'honorable')",4.3387079,4.52918,0.1904721
35,-0.53194994,-0.775294,"('corrupt', 'incorrupt')",-0.5319499,-0.775294,-0.2433441
36,-0.76145303,-0.8510181,"('hostile', 'amicable')",-0.761453,-0.8510181,-0.0895651
37,0.768277,0.78044057,"('fake', 'genuine')",0.768277,0.7804406,0.0121636
38,-0.45815432,-0.3981443,"('untruthful', 'truthful')",-0.4581543,-0.3981443,0.06001
39,0.5598813,0.56682056,"('exploitative', 'cooperative')",0.5598813,0.5668206,0.0069393
40,-1.0378351,-1.2079529,"('stingy', 'generous')",-1.0378351,-1.2079529,-0.1701178
41,-0.02910387,-0.03739297,"('unforgiving', 'forgiving')",-0.0291039,-0.037393,-0.0082891
42,-1.9081641,-2.0448284,"('unreliable', 'reliable')",-1.9081641,-2.0448284,-0.1366643
43,0.78645545,0.83562046,"('irresponsible', 'responsible')",0.7864555,0.8356205,0.049165
44,-0.53516793,-0.54813606,"('prejudiced', 'unprejudiced')",-0.5351679,-0.5481361,-0.0129682
45,0.07712721,0.015033955,"('incompetent', 'competent')",0.0771272,0.015034,-0.0620932
46,-0.34331512,-0.3950001,"('uncompetitive', 'competitive')",-0.3433151,-0.3950001,-0.051685
47,4.8182063,4.9887147,"('stupid', 'smart')",4.8182063,4.9887147,0.1705084
48,0.22872081,0.25721967,"('unintelligent', 'intelligent')",0.2287208,0.2572197,0.0284989
49,-0.08394639,-0.02554531,"('unable', 'able')",-0.0839464,-0.0255453,0.0584011
50,-0.58299965,-0.6839676,"('clumsy', 'skillful')",-0.5829996,-0.6839676,-0.100968
51,0.6611023,0.5321727,"('uneducated', 'educated')",0.6611023,0.5321727,-0.1289296
52,-0.4782137,-0.57892907,"('irrational', 'rational')",-0.4782137,-0.5789291,-0.1007154
53,-0.29379022,-0.31668824,"('uncreative', 'creative')",-0.2937902,-0.3166882,-0.022898
54,0.83892345,0.87742746,"('incapable', 'capable')",0.8389235,0.8774275,0.038504
55,0.8300104,0.87163675,"('incompetent', 'clever')",0.8300104,0.8716367,0.0416263
56,0.4071997,0.37793243,"('impractical', 'practical')",0.4071997,0.3779324,-0.0292673
57,-2.3713949,-2.3851717,"('unimaginative', 'imaginative')",-2.3713949,-2.3851717,-0.0137768
58,0.038721703,0.039737877,"('undiscriminating', 'discriminating')",0.0387217,0.0397379,0.0010162
59,-0.30221906,-0.33563602,"('foolish', 'wise')",-0.3022191,-0.335636,-0.0334169
60,0.092605054,0.27918702,"('inefficient', 'efficient')",0.0926051,0.279187,0.1865819
61,0.09192764,0.0051016062,"('illogical', 'logical')",0.0919276,0.0051016,-0.086826
62,0.3213296,0.40277138,"('incompetent', 'brilliant')",0.3213296,0.4027714,0.0814418
63,-0.12893233,-0.09394105,"('unperceptive', 'insightful')",-0.1289323,-0.093941,0.0349913
64,-6.0083904,-6.048233,"('shy', 'confident')",-6.0083904,-6.048233,-0.0398426
65,0.18652858,0.25206876,"('insecure', 'secure')",0.1865286,0.2520688,0.0655402
66,0.04563412,-0.09042103,"('inactive', 'active')",0.0456341,-0.090421,-0.1360551
67,-0.59739786,-0.5358607,"('doubtful', 'determined')",-0.5973979,-0.5358607,0.0615372
68,-0.74117297,-0.7900504,"('dependent', 'independent')",-0.741173,-0.7900504,-0.0488774
69,-2.019455,-2.0506654,"('lazy', 'industrious')",-2.019455,-2.0506654,-0.0312104
70,1.4587306,1.385788,"('lethargic', 'energetic')",1.4587306,1.385788,-0.0729426
71,0.7672311,0.7779781,"('diffident', 'self-confident')",0.7672311,0.7779781,0.010747
72,0.4882582,0.6213302,"('unambitious', 'ambitious')",0.4882582,0.6213302,0.133072
73,-2.8830166,-2.870858,"('helpless', 'self-reliant')",-2.8830166,-2.870858,0.0121586
74,0.20086017,0.041613318,"('undedicated', 'dedicated')",0.2008602,0.0416133,-0.1592469
75,-0.6349686,-0.6012754,"('meek', 'impulsive')",-0.6349686,-0.6012754,0.0336932
76,0.793269,0.7946119,"('anxious', 'daring')",0.793269,0.7946119,0.0013429
77,-1.6583618,-1.4490696,"('unmotivated', 'motivated')",-1.6583618,-1.4490696,0.2092922
78,-0.9150207,-0.9198715,"('nonresilient', 'resilient')",-0.9150207,-0.9198715,-0.0048508
79,-0.26974344,-0.3432693,"('wavering', 'unwavering')",-0.2697434,-0.3432693,-0.0735259
80,-0.38185394,-0.46370995,"('dominated', 'dominating')",-0.3818539,-0.46371,-0.0818561
81,0.22093955,0.24935147,"('submissive', 'aggressive')",0.2209395,0.2493515,0.028412
82,6.113956,6.158281,"('poor', 'rich')",6.113956,6.1582808,0.0443248
83,-0.2450012,-0.21499234,"('powerless', 'powerful')",-0.2450012,-0.2149923,0.0300089
84,0.55243814,0.56113833,"('inferior', 'superior')",0.5524381,0.5611383,0.0087002
85,-0.49362364,-0.57662,"('insignificant', 'prestigious')",-0.4936236,-0.57662,-0.0829964
86,0.3150925,0.26496786,"('uninfluential', 'influential')",0.3150925,0.2649679,-0.0501246
87,-0.689938,-0.6415565,"('unsuccessful', 'successful')",-0.689938,-0.6415565,0.0483815
88,0.22135592,0.13889216,"('low', 'eminent')",0.2213559,0.1388922,-0.0824637
