,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.65048814,-0.74100345,"('unsociable', 'sociable')",-0.6504881,-0.7410035,-0.0905154
1,0.63860303,0.64841294,"('unfriendly', 'friendly')",0.638603,0.6484129,0.0098099
2,0.70440686,0.5570206,"('unlikable', 'likable')",0.7044069,0.5570206,-0.1473863
3,-1.5366755,-1.6536484,"('repellent', 'pleasant')",-1.5366755,-1.6536484,-0.1169729
4,-0.84046555,-0.6577069,"('disliked', 'liked')",-0.8404655,-0.6577069,0.1827586
5,1.0468878,1.2357284,"('distant', 'outgoing')",1.0468878,1.2357284,0.1888406
6,1.092867,1.336922,"('distant', 'open')",1.092867,1.336922,0.244055
7,-1.3241211,-1.3004725,"('insensitive', 'sensitive')",-1.3241211,-1.3004725,0.0236486
8,0.8835541,0.78721875,"('unaffectionate', 'affectionate')",0.8835541,0.7872187,-0.0963354
9,0.8569045,0.7814337,"('unaffectionate', 'caring')",0.8569045,0.7814337,-0.0754708
10,-1.7554005,-1.8632032,"('unsympathetic', 'sympathetic')",-1.7554005,-1.8632032,-0.1078027
11,-0.85028476,-1.0345796,"('unhelpful', 'helpful')",-0.8502848,-1.0345796,-0.1842948
12,-0.4386385,-0.44241878,"('unsupportive', 'supportive')",-0.4386385,-0.4424188,-0.0037803
13,-1.1638318,-1.344935,"('impolite', 'polite')",-1.1638318,-1.3449351,-0.1811033
14,-1.3500764,-1.484034,"('antisocial', 'social')",-1.3500764,-1.4840339,-0.1339575
15,1.0868577,1.0297335,"('boring', 'funny')",1.0868577,1.0297335,-0.0571242
16,0.25155717,0.40656424,"('unpopular', 'popular')",0.2515572,0.4065642,0.155007
17,0.26611578,0.34001622,"('nasty', 'nice')",0.2661158,0.3400162,0.0739004
18,-0.22724424,-0.1725782,"('disagreeable', 'welcoming')",-0.2272442,-0.1725782,0.054666
19,0.16674915,0.2169627,"('inhospitable', 'hospitable')",0.1667491,0.2169627,0.0502136
20,0.2222678,0.12888187,"('rough', 'thoughtful')",0.2222678,0.1288819,-0.0933859
21,-0.36444438,-0.43924215,"('immoral', 'moral')",-0.3644444,-0.4392422,-0.0747978
22,-0.3744457,-0.43910205,"('untrustworthy', 'trustworthy')",-0.3744457,-0.4391021,-0.0646564
23,0.15770231,-0.09781394,"('insincere', 'sincere')",0.1577023,-0.0978139,-0.2555162
24,-0.23557696,-0.32977837,"('dishonest', 'honest')",-0.235577,-0.3297784,-0.0942014
25,2.2693856,2.333895,"('egoistic', 'altruistic')",2.2693856,2.333895,0.0645094
26,0.8237898,0.6793087,"('hardhearted', 'benevolent')",0.8237898,0.6793087,-0.1444811
27,1.097548,1.0445061,"('hardhearted', 'softhearted')",1.097548,1.0445061,-0.0530419
28,-0.30814904,-0.48947012,"('disloyal', 'loyal')",-0.308149,-0.4894701,-0.1813211
29,-0.516896,-0.46930715,"('unfair', 'fair')",-0.516896,-0.4693072,0.0475888
30,-0.7853916,-0.9726021,"('intolerant', 'tolerant')",-0.7853916,-0.9726021,-0.1872105
31,-0.098064676,0.18094991,"('evil', 'good')",-0.0980647,0.1809499,0.2790146
32,0.490367,0.23142134,"('unkind', 'kind')",0.490367,0.2314213,-0.2589457
33,0.931834,0.9268844,"('wrong', 'right')",0.931834,0.9268844,-0.0049496
34,0.9596106,1.004799,"('mean', 'honorable')",0.9596106,1.004799,0.0451884
35,1.6179304,1.7699934,"('corrupt', 'incorrupt')",1.6179304,1.7699934,0.152063
36,0.817924,0.89350927,"('hostile', 'amicable')",0.817924,0.8935093,0.0755853
37,0.20922866,0.05508651,"('fake', 'genuine')",0.2092287,0.0550865,-0.1541422
38,0.09926238,0.1383343,"('untruthful', 'truthful')",0.0992624,0.1383343,0.0390719
39,-0.45405796,-0.5509454,"('exploitative', 'cooperative')",-0.454058,-0.5509454,-0.0968874
40,0.08320984,0.14300007,"('stingy', 'generous')",0.0832098,0.1430001,0.0597903
41,-0.11535102,-0.13446534,"('unforgiving', 'forgiving')",-0.115351,-0.1344653,-0.0191143
42,-1.0719389,-1.0354804,"('unreliable', 'reliable')",-1.0719389,-1.0354804,0.0364585
43,-1.2842581,-1.4512669,"('irresponsible', 'responsible')",-1.2842581,-1.4512669,-0.1670088
44,0.023586266,-0.0013236515,"('prejudiced', 'unprejudiced')",0.0235863,-0.0013237,-0.02491
45,-0.9797113,-0.9448216,"('incompetent', 'competent')",-0.9797113,-0.9448216,0.0348897
46,-1.1662272,-1.3028384,"('uncompetitive', 'competitive')",-1.1662272,-1.3028384,-0.1366112
47,0.9672193,0.8670713,"('stupid', 'smart')",0.9672193,0.8670713,-0.100148
48,-0.28533056,-0.29968217,"('unintelligent', 'intelligent')",-0.2853306,-0.2996822,-0.0143516
49,-0.009503424,0.11355758,"('unable', 'able')",-0.0095034,0.1135576,0.123061
50,-0.6186504,-0.70006037,"('clumsy', 'skillful')",-0.6186504,-0.7000604,-0.08141
51,-1.3179442,-1.4599888,"('uneducated', 'educated')",-1.3179442,-1.4599888,-0.1420446
52,0.8437714,0.767094,"('irrational', 'rational')",0.8437714,0.767094,-0.0766774
53,-0.6806452,-0.63967234,"('uncreative', 'creative')",-0.6806452,-0.6396723,0.0409729
54,0.65200394,0.66394025,"('incapable', 'capable')",0.6520039,0.6639403,0.0119364
55,-1.0668029,-1.1287931,"('incompetent', 'clever')",-1.0668029,-1.1287931,-0.0619902
56,-0.5192895,-0.55023277,"('impractical', 'practical')",-0.5192895,-0.5502328,-0.0309433
57,-1.6860272,-1.7518321,"('unimaginative', 'imaginative')",-1.6860272,-1.7518321,-0.0658049
58,-1.1431739,-1.1569016,"('undiscriminating', 'discriminating')",-1.1431739,-1.1569016,-0.0137277
59,0.6124217,0.62203616,"('foolish', 'wise')",0.6124217,0.6220362,0.0096145
60,-0.8559312,-0.9013823,"('inefficient', 'efficient')",-0.8559312,-0.9013823,-0.0454511
61,-0.57371503,-0.7387266,"('illogical', 'logical')",-0.573715,-0.7387266,-0.1650116
62,-0.5171495,-0.64364684,"('incompetent', 'brilliant')",-0.5171495,-0.6436468,-0.1264973
63,-0.61570096,-0.6343938,"('unperceptive', 'insightful')",-0.615701,-0.6343938,-0.0186928
64,-1.9539932,-1.9085261,"('shy', 'confident')",-1.9539932,-1.9085261,0.0454671
65,-1.5809481,-1.7632105,"('insecure', 'secure')",-1.5809481,-1.7632105,-0.1822624
66,-0.15136944,-0.06984848,"('inactive', 'active')",-0.1513694,-0.0698485,0.0815209
67,-0.2767022,-0.33102936,"('doubtful', 'determined')",-0.2767022,-0.3310294,-0.0543272
68,-0.6473173,-0.59478366,"('dependent', 'independent')",-0.6473173,-0.5947837,0.0525336
69,1.3242421,1.483709,"('lazy', 'industrious')",1.3242421,1.483709,0.1594669
70,-1.1666399,-1.2799314,"('lethargic', 'energetic')",-1.1666399,-1.2799314,-0.1132915
71,0.73990744,0.88966846,"('diffident', 'self-confident')",0.7399074,0.8896685,0.1497611
72,-1.2151809,-1.3789715,"('unambitious', 'ambitious')",-1.2151809,-1.3789715,-0.1637906
73,-0.10969408,-0.04840879,"('helpless', 'self-reliant')",-0.1096941,-0.0484088,0.0612853
74,0.27237839,0.20288943,"('undedicated', 'dedicated')",0.2723784,0.2028894,-0.069489
75,0.7864826,0.88038325,"('meek', 'impulsive')",0.7864826,0.8803833,0.0939007
76,-0.72041214,-0.7319784,"('anxious', 'daring')",-0.7204121,-0.7319784,-0.0115663
77,-0.941969,-0.87119883,"('unmotivated', 'motivated')",-0.941969,-0.8711988,0.0707702
78,0.24801672,0.34738025,"('nonresilient', 'resilient')",0.2480167,0.3473803,0.0993636
79,0.68631,0.96834224,"('wavering', 'unwavering')",0.68631,0.9683422,0.2820322
80,-0.8089228,-0.9390425,"('dominated', 'dominating')",-0.8089228,-0.9390425,-0.1301197
81,-1.1184324,-1.2296065,"('submissive', 'aggressive')",-1.1184324,-1.2296065,-0.1111741
82,0.5934757,0.4726236,"('poor', 'rich')",0.5934757,0.4726236,-0.1208521
83,-0.3493227,-0.41798937,"('powerless', 'powerful')",-0.3493227,-0.4179894,-0.0686667
84,0.21553338,0.10374071,"('inferior', 'superior')",0.2155334,0.1037407,-0.1117927
85,1.1476135,1.3242973,"('insignificant', 'prestigious')",1.1476135,1.3242973,0.1766838
86,-1.2791893,-1.3458971,"('uninfluential', 'influential')",-1.2791893,-1.3458971,-0.0667078
87,-0.22742651,-0.35467872,"('unsuccessful', 'successful')",-0.2274265,-0.3546787,-0.1272522
88,-0.019289624,-0.18224455,"('low', 'eminent')",-0.0192896,-0.1822446,-0.162955
