,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,0.3007514,0.002031561,"('unsociable', 'sociable')",0.3007514,0.0020316,-0.2987198
1,1.6290965,1.8310909,"('unfriendly', 'friendly')",1.6290965,1.8310909,0.2019944
2,0.6217591,0.680071,"('unlikable', 'likable')",0.6217591,0.680071,0.0583119
3,1.1857357,1.0237746,"('repellent', 'pleasant')",1.1857357,1.0237746,-0.1619611
4,-7.148491,-7.1519823,"('disliked', 'liked')",-7.1484909,-7.1519823,-0.0034914
5,-0.24074222,-0.090631165,"('distant', 'outgoing')",-0.2407422,-0.0906312,0.150111
6,0.22316404,0.33133823,"('distant', 'open')",0.223164,0.3313382,0.1081742
7,1.6678629,1.3511581,"('insensitive', 'sensitive')",1.6678629,1.3511581,-0.3167048
8,1.6436338,1.7114878,"('unaffectionate', 'affectionate')",1.6436338,1.7114878,0.067854
9,1.587715,1.7516301,"('unaffectionate', 'caring')",1.587715,1.7516301,0.1639151
10,1.4507536,1.0308794,"('unsympathetic', 'sympathetic')",1.4507536,1.0308794,-0.4198742
11,1.7612549,1.6165408,"('unhelpful', 'helpful')",1.7612549,1.6165408,-0.1447141
12,-1.0958289,-1.2673539,"('unsupportive', 'supportive')",-1.0958289,-1.2673539,-0.171525
13,0.071459755,-0.2710795,"('impolite', 'polite')",0.0714598,-0.2710795,-0.3425393
14,0.28162536,-0.055437803,"('antisocial', 'social')",0.2816254,-0.0554378,-0.3370632
15,0.3095419,0.43042588,"('boring', 'funny')",0.3095419,0.4304259,0.120884
16,-0.50635755,-0.26578334,"('unpopular', 'popular')",-0.5063576,-0.2657833,0.2405743
17,0.078283414,0.1754581,"('nasty', 'nice')",0.0782834,0.1754581,0.0971747
18,-0.19167942,-0.2264302,"('disagreeable', 'welcoming')",-0.1916794,-0.2264302,-0.0347508
19,-0.19986506,0.053388327,"('inhospitable', 'hospitable')",-0.1998651,0.0533883,0.2532534
20,0.74491245,0.4810074,"('rough', 'thoughtful')",0.7449124,0.4810074,-0.263905
21,-0.009074293,-0.23539475,"('immoral', 'moral')",-0.0090743,-0.2353947,-0.2263204
22,0.19413847,0.01947029,"('untrustworthy', 'trustworthy')",0.1941385,0.0194703,-0.1746682
23,6.603743,6.617963,"('insincere', 'sincere')",6.6037431,6.6179628,0.0142197
24,1.8995522,1.704154,"('dishonest', 'honest')",1.8995522,1.704154,-0.1953982
25,0.8073022,0.9478829,"('egoistic', 'altruistic')",0.8073022,0.9478829,0.1405807
26,0.25610048,0.2836393,"('hardhearted', 'benevolent')",0.2561005,0.2836393,0.0275388
27,1.8221755,1.5117656,"('hardhearted', 'softhearted')",1.8221755,1.5117656,-0.3104099
28,1.5657119,1.554101,"('disloyal', 'loyal')",1.5657119,1.554101,-0.0116109
29,-0.2991047,-0.43927583,"('unfair', 'fair')",-0.2991047,-0.4392758,-0.1401711
30,1.1101888,0.8376095,"('intolerant', 'tolerant')",1.1101888,0.8376095,-0.2725793
31,-1.0017389,-0.6966614,"('evil', 'good')",-1.0017389,-0.6966614,0.3050775
32,1.349006,1.1812732,"('unkind', 'kind')",1.3490061,1.1812732,-0.1677329
33,-0.88545954,-0.6856381,"('wrong', 'right')",-0.8854595,-0.6856381,0.1998214
34,4.576893,4.805399,"('mean', 'honorable')",4.5768929,4.8053989,0.228506
35,-0.94998264,-0.7879594,"('corrupt', 'incorrupt')",-0.9499826,-0.7879594,0.1620232
36,-0.54898447,-0.14469591,"('hostile', 'amicable')",-0.5489845,-0.1446959,0.4042886
37,1.0722386,1.0396279,"('fake', 'genuine')",1.0722386,1.0396279,-0.0326107
38,-0.19460584,-0.08859667,"('untruthful', 'truthful')",-0.1946058,-0.0885967,0.1060091
39,-0.005861763,-0.08636675,"('exploitative', 'cooperative')",-0.0058618,-0.0863668,-0.080505
40,-0.62314427,-0.9005585,"('stingy', 'generous')",-0.6231443,-0.9005585,-0.2774142
41,0.03612192,-0.073020875,"('unforgiving', 'forgiving')",0.0361219,-0.0730209,-0.1091428
42,-1.6481911,-1.9488251,"('unreliable', 'reliable')",-1.6481911,-1.9488251,-0.300634
43,1.517867,1.2098334,"('irresponsible', 'responsible')",1.517867,1.2098334,-0.3080336
44,-1.4867365,-1.7234623,"('prejudiced', 'unprejudiced')",-1.4867365,-1.7234623,-0.2367258
45,0.63735706,0.19777119,"('incompetent', 'competent')",0.6373571,0.1977712,-0.4395859
46,-0.5339924,-1.0080496,"('uncompetitive', 'competitive')",-0.5339924,-1.0080496,-0.4740572
47,5.6983175,5.816011,"('stupid', 'smart')",5.6983175,5.816011,0.1176935
48,0.97050786,0.7238838,"('unintelligent', 'intelligent')",0.9705079,0.7238838,-0.2466241
49,-0.25336623,-0.34402102,"('unable', 'able')",-0.2533662,-0.344021,-0.0906548
50,0.25602508,0.38797164,"('clumsy', 'skillful')",0.2560251,0.3879716,0.1319465
51,0.66274214,0.43070537,"('uneducated', 'educated')",0.6627421,0.4307054,-0.2320367
52,-0.45606068,-0.2763623,"('irrational', 'rational')",-0.4560607,-0.2763623,0.1796984
53,0.7798233,0.7623067,"('uncreative', 'creative')",0.7798233,0.7623067,-0.0175166
54,1.159137,1.3667524,"('incapable', 'capable')",1.159137,1.3667524,0.2076154
55,1.1502033,0.6978901,"('incompetent', 'clever')",1.1502033,0.6978901,-0.4523132
56,0.4017402,0.10157735,"('impractical', 'practical')",0.4017402,0.1015773,-0.3001629
57,-2.4319706,-2.8203,"('unimaginative', 'imaginative')",-2.4319706,-2.8203001,-0.3883295
58,0.03917385,-0.120514445,"('undiscriminating', 'discriminating')",0.0391738,-0.1205144,-0.1596882
59,0.050743535,0.428228,"('foolish', 'wise')",0.0507435,0.428228,0.3774845
60,0.2697855,-0.14490311,"('inefficient', 'efficient')",0.2697855,-0.1449031,-0.4146886
61,0.7049936,0.328772,"('illogical', 'logical')",0.7049936,0.328772,-0.3762216
62,1.2032763,0.73842067,"('incompetent', 'brilliant')",1.2032763,0.7384207,-0.4648556
63,0.97611934,0.7239369,"('unperceptive', 'insightful')",0.9761193,0.7239369,-0.2521824
64,-5.946162,-6.1649466,"('shy', 'confident')",-5.9461622,-6.1649466,-0.2187844
65,1.0287635,0.7005963,"('insecure', 'secure')",1.0287635,0.7005963,-0.3281672
66,0.1712669,0.16619703,"('inactive', 'active')",0.1712669,0.166197,-0.0050699
67,-1.1057009,-1.0136819,"('doubtful', 'determined')",-1.1057009,-1.0136819,0.092019
68,-0.6444629,-0.7869503,"('dependent', 'independent')",-0.6444629,-0.7869503,-0.1424874
69,-1.7187257,-1.5434649,"('lazy', 'industrious')",-1.7187257,-1.5434649,0.1752608
70,1.8009305,1.3714739,"('lethargic', 'energetic')",1.8009305,1.3714739,-0.4294566
71,0.55925596,0.6766437,"('diffident', 'self-confident')",0.559256,0.6766437,0.1173877
72,0.8361159,0.8089661,"('unambitious', 'ambitious')",0.8361159,0.8089661,-0.0271498
73,-2.9061487,-2.682759,"('helpless', 'self-reliant')",-2.9061487,-2.682759,0.2233897
74,0.35325167,0.14261821,"('undedicated', 'dedicated')",0.3532517,0.1426182,-0.2106335
75,-0.8383818,-0.60646534,"('meek', 'impulsive')",-0.8383818,-0.6064653,0.2319165
76,1.1162866,0.63467026,"('anxious', 'daring')",1.1162866,0.6346703,-0.4816163
77,-1.145925,-1.1370192,"('unmotivated', 'motivated')",-1.145925,-1.1370192,0.0089058
78,-0.2962328,-0.44180956,"('nonresilient', 'resilient')",-0.2962328,-0.4418096,-0.1455768
79,0.11690721,0.41218337,"('wavering', 'unwavering')",0.1169072,0.4121834,0.2952762
80,0.11347437,-0.2610203,"('dominated', 'dominating')",0.1134744,-0.2610203,-0.3744947
81,0.1501216,-0.19439533,"('submissive', 'aggressive')",0.1501216,-0.1943953,-0.3445169
82,6.452523,6.5667734,"('poor', 'rich')",6.4525232,6.5667734,0.1142502
83,-0.6787021,-0.7386256,"('powerless', 'powerful')",-0.6787021,-0.7386256,-0.0599235
84,0.14448221,0.28120857,"('inferior', 'superior')",0.1444822,0.2812086,0.1367264
85,-1.1072912,-0.71057034,"('insignificant', 'prestigious')",-1.1072912,-0.7105703,0.3967209
