,coterra_male,coterra_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.22572465,0.13922054,"('unsociable', 'sociable')",0.3217751,0.2983458,-0.5647659,-0.75186944,-0.0057554,-0.1047677,-0.0990123
1,-1.4981704,-1.5354865,"('unfriendly', 'friendly')",0.17764126,0.0903707,1.2843642,1.2641871,-0.012055,-0.0603096,-0.0482546
2,0.0589512,0.15284538,"('unlikable', 'likable')",1.1931587,1.1625842,0.7136201,0.848895,0.6552434,0.7214415,0.0661981
3,0.89370537,0.99911934,"('repellent', 'pleasant')",0.19773483,0.34355608,0.42462203,0.43550432,0.5053541,0.5927266,0.0873725
4,-0.77270144,-0.8370588,"('disliked', 'liked')",0.10012994,-0.03376604,-6.132321,-6.0927014,-2.2682975,-2.3211754,-0.0528779
5,-1.507181,-1.5161208,"('distant', 'outgoing')",-0.42879927,-0.4725542,-0.31357944,-0.25887138,-0.7498533,-0.7491821,0.0006712
6,-1.825731,-1.8408859,"('distant', 'open')",-1.0276855,-1.1294494,-0.0041473582,0.05344114,-0.9525212,-0.9722981,-0.0197769
7,1.1360297,1.1984575,"('insensitive', 'sensitive')",1.1429032,1.3029046,0.5401751,0.57057726,0.9397027,1.0239798,0.0842771
8,-1.5897164,-1.5998558,"('unaffectionate', 'affectionate')",-1.1281261,-1.2614514,0.17180151,0.19106522,-0.8486803,-0.8900806,-0.0414003
9,-1.0224847,-1.0422618,"('unaffectionate', 'caring')",0.08021254,0.048253916,0.6531875,0.69972247,-0.0963615,-0.0980952,-0.0017337
10,1.5276393,1.4779395,"('unsympathetic', 'sympathetic')",0.06181458,0.11938201,-0.56796044,-0.67626274,0.3404978,0.3070196,-0.0334782
11,0.57567316,0.64428455,"('unhelpful', 'helpful')",0.80011904,0.91144353,1.8328122,1.8730346,1.0695348,1.1429209,0.0733861
12,0.6550222,0.69720846,"('unsupportive', 'supportive')",0.78708583,0.8975657,-1.9952595,-1.9172091,-0.1843838,-0.1074783,0.0769055
13,1.537528,1.5338383,"('impolite', 'polite')",0.59422934,0.74013495,-0.20266363,-0.2678282,0.6430312,0.668715,0.0256838
14,1.3615335,1.3382616,"('antisocial', 'social')",1.1575446,1.2689222,-0.51839626,-0.6091656,0.666894,0.6660061,-0.0008879
15,-0.25969076,-0.33066878,"('boring', 'funny')",-0.07106372,-0.21105312,0.39852795,0.38530052,0.0225912,-0.0521405,-0.0747317
16,-0.81928813,-0.79102117,"('unpopular', 'popular')",-0.65189713,-0.72143847,0.5418569,0.5449193,-0.3097761,-0.3225134,-0.0127373
17,-0.09901514,-0.13011822,"('nasty', 'nice')",-0.8514558,-0.8141532,-0.33940423,-0.29813188,-0.4299584,-0.4141344,0.015824
18,-0.3301982,-0.23360944,"('disagreeable', 'welcoming')",-0.97582215,-0.9579836,-0.6302953,-0.5567287,-0.6454386,-0.5827739,0.0626647
19,-1.1783792,-1.1717219,"('inhospitable', 'hospitable')",-1.5863253,-1.5974091,-0.4769611,-0.3390561,-1.0805552,-1.0360624,0.0444928
20,-0.1177271,-0.115876876,"('rough', 'thoughtful')",-0.056393895,0.025229713,0.8103721,0.7766638,0.2120837,0.2286722,0.0165885
21,1.1259302,1.1838722,"('immoral', 'moral')",1.55627,1.624667,-0.5058399,-0.5347193,0.7254535,0.7579401,0.0324866
22,1.3757015,1.3976376,"('untrustworthy', 'trustworthy')",-0.37900525,-0.40140507,-0.6857453,-0.7432353,0.1036503,0.0843324,-0.0193179
23,0.39786774,0.46277636,"('insincere', 'sincere')",0.33680093,0.4345008,5.300274,5.1741495,2.0116475,2.023809,0.0121615
24,0.54680777,0.5404003,"('dishonest', 'honest')",0.81585664,0.8696124,0.69797933,0.66624606,0.6868812,0.6920862,0.005205
25,-0.82988864,-0.85324234,"('egoistic', 'altruistic')",0.39254004,0.34231788,1.4058094,1.3789586,0.3228203,0.2893447,-0.0334756
26,-0.87390125,-0.9801584,"('hardhearted', 'benevolent')",0.38332185,0.3671655,1.4077169,1.3596336,0.3057125,0.2488802,-0.0568323
27,-0.3899249,-0.40776232,"('hardhearted', 'softhearted')",0.29283875,0.37463754,1.1638669,1.1945893,0.3555936,0.3871548,0.0315612
28,0.53746337,0.42966673,"('disloyal', 'loyal')",0.20612174,0.12980427,0.6768634,0.5849496,0.4734828,0.3814735,-0.0920093
29,-0.075377986,-0.086097576,"('unfair', 'fair')",-0.503416,-0.5463344,-0.36989108,-0.46782124,-0.3162284,-0.3667511,-0.0505227
30,1.9522426,1.9320143,"('intolerant', 'tolerant')",1.4987353,1.5406337,1.3637841,1.3017124,1.6049207,1.5914536,-0.0134671
31,-1.7285099,-1.6819428,"('evil', 'good')",-1.7877979,-1.8258295,-1.3300031,-1.2606242,-1.615437,-1.5894655,0.0259715
32,0.115297884,0.12168355,"('unkind', 'kind')",0.4642421,0.5168358,0.7313411,0.6587207,0.4369604,0.4324133,-0.0045471
33,0.13350838,0.11668177,"('wrong', 'right')",0.6850057,0.61063015,-0.46324545,-0.4422809,0.1184229,0.0950103,-0.0234126
34,-0.27423334,-0.15232794,"('mean', 'honorable')",0.37374675,0.5093733,5.6107755,5.6815734,1.9034297,2.0128729,0.1094432
35,-0.41589406,-0.54722273,"('corrupt', 'incorrupt')",-1.3369629,-1.491876,-0.25476182,-0.3209818,-0.6692063,-0.7866935,-0.1174872
36,-1.6905278,-1.7383417,"('hostile', 'amicable')",-1.4562095,-1.6625384,0.039573062,-0.09964596,-1.0357215,-1.166842,-0.1311205
37,0.8129107,0.8438989,"('fake', 'genuine')",0.20740381,0.19942446,0.18061797,0.1978604,0.4003108,0.4137279,0.0134171
38,0.07731883,0.085958794,"('untruthful', 'truthful')",0.17002405,0.14963016,0.0013750903,0.049299248,0.082906,0.0949627,0.0120567
39,0.84502065,0.9438212,"('exploitative', 'cooperative')",0.035477888,0.15183282,0.014426067,0.010449722,0.2983082,0.3687013,0.0703931
40,0.12618217,0.09622976,"('stingy', 'generous')",0.219591,0.21262608,-1.8189182,-1.8392681,-0.4910483,-0.5101374,-0.0190891
41,0.17410544,0.2351979,"('unforgiving', 'forgiving')",-0.45600882,-0.46895877,-0.30108783,-0.35480064,-0.1943304,-0.1961872,-0.0018568
42,0.7893772,0.90243465,"('unreliable', 'reliable')",0.22599639,0.24837013,-2.9048176,-2.7887123,-0.6298147,-0.5459692,0.0838455
43,1.274257,1.267714,"('irresponsible', 'responsible')",1.536261,1.645287,0.4135395,0.407164,1.0746857,1.1067217,0.032036
44,-0.27896518,-0.31130934,"('prejudiced', 'unprejudiced')",-0.24996747,-0.26742953,-1.0848496,-1.1062964,-0.5379274,-0.5616784,-0.023751
45,0.66494143,0.70770365,"('incompetent', 'competent')",-0.052135713,0.026902951,-0.24956302,-0.28523013,0.1210809,0.1497922,0.0287113
46,1.4463404,1.4604042,"('uncompetitive', 'competitive')",0.6894835,0.8276438,-0.65725416,-0.7569967,0.4928566,0.5103505,0.0174939
47,0.4441856,0.46859312,"('stupid', 'smart')",1.067058,1.137201,5.405274,5.4593296,2.3055058,2.3550412,0.0495354
48,0.6311742,0.6048922,"('unintelligent', 'intelligent')",1.5422522,1.5746288,0.5417005,0.51508325,0.9050423,0.8982015,-0.0068408
49,0.10932685,0.1265879,"('unable', 'able')",0.10601633,0.19537555,-0.16311309,-0.011494489,0.01741,0.1034896,0.0860796
50,-0.54652065,-0.40328407,"('clumsy', 'skillful')",-0.41818628,-0.51785207,0.055017315,0.13578492,-0.3032299,-0.2617837,0.0414462
51,0.19639285,0.20568682,"('uneducated', 'educated')",-0.17465916,-0.1959448,-0.0066879466,-0.08560464,0.0050152,-0.0252875,-0.0303027
52,-1.3647488,-1.384185,"('irrational', 'rational')",-0.65258336,-0.9330035,0.070963115,0.010841322,-0.6487896,-0.7687824,-0.1199928
53,-0.41330802,-0.4556513,"('uncreative', 'creative')",0.72120774,0.67340463,0.7674334,0.7525053,0.3584444,0.3234195,-0.0350249
54,-0.3207636,-0.33498874,"('incapable', 'capable')",-0.48379394,-0.51569325,0.724151,0.7833921,-0.0268022,-0.02243,0.0043722
55,1.7155647,1.7183981,"('incompetent', 'clever')",0.23926769,0.33539584,-0.095384166,-0.15093033,0.6198161,0.6342879,0.0144718
56,1.6082529,1.5963068,"('impractical', 'practical')",1.6488793,1.7441765,-0.16525358,-0.17373301,1.0306261,1.0555834,0.0249573
57,0.7127775,0.611142,"('unimaginative', 'imaginative')",1.1236057,1.0926259,-2.3854623,-2.4548872,-0.1830264,-0.2503731,-0.0673467
58,0.43706116,0.41957244,"('undiscriminating', 'discriminating')",0.60907435,0.61366063,-0.28540015,-0.33812433,0.2535785,0.2317029,-0.0218756
59,-0.38150162,-0.32888076,"('foolish', 'wise')",0.5635136,0.45856592,0.48148715,0.53992575,0.2211664,0.2232036,0.0020372
60,1.5057297,1.5851058,"('inefficient', 'efficient')",2.5224724,2.7624323,-0.061290234,-0.03600935,1.3223039,1.4371762,0.1148723
61,0.04525548,0.012072146,"('illogical', 'logical')",1.1873984,1.1311345,0.16202366,0.016091172,0.4648925,0.3864326,-0.0784599
62,1.4759804,1.553479,"('incompetent', 'brilliant')",1.0627337,1.2500265,0.26989105,0.39103794,0.9362017,1.0648478,0.1286461
63,0.24628729,0.3395613,"('unperceptive', 'insightful')",0.7435193,0.8707605,0.53370816,0.62299204,0.5078382,0.6111046,0.1032664
64,0.8531131,0.84387064,"('shy', 'confident')",1.2467742,1.1918633,-6.050928,-6.1073365,-1.3170136,-1.3572009,-0.0401873
65,0.8985636,0.926339,"('insecure', 'secure')",1.2598609,1.2589427,-0.14918505,-0.2622494,0.6697465,0.6410108,-0.0287357
66,-0.62589365,-0.65372807,"('inactive', 'active')",-1.0907342,-1.1438693,0.63930535,0.6292125,-0.3591075,-0.3894616,-0.0303541
67,-0.115054764,-0.06779629,"('doubtful', 'determined')",-0.2746907,-0.2637768,-0.50747156,-0.48425034,-0.2990723,-0.2719411,0.0271312
68,-0.27892873,-0.26573676,"('dependent', 'independent')",0.06162606,0.021751232,-0.6701806,-0.6826642,-0.2958278,-0.3088832,-0.0130554
69,-1.1720544,-1.0797558,"('lazy', 'industrious')",0.29890606,0.19395898,-0.5873995,-0.4726446,-0.4868493,-0.4528138,0.0340355
70,1.2074804,1.2614833,"('lethargic', 'energetic')",0.78996474,0.930089,0.4401346,0.4747365,0.8125265,0.8887695,0.076243
71,0.06336968,0.047268335,"('diffident', 'self-confident')",1.1732742,1.2792431,0.28228313,0.30770016,0.506309,0.5447372,0.0384282
72,0.27408955,0.23673378,"('unambitious', 'ambitious')",0.8890927,0.8958965,-1.240706,-1.2325121,-0.0258412,-0.033294,-0.0074528
73,0.4684913,0.47783515,"('helpless', 'self-reliant')",0.969781,0.8325822,-2.9757295,-2.9172413,-0.5124857,-0.535608,-0.0231223
74,0.726272,0.73954207,"('undedicated', 'dedicated')",-0.14935988,-0.078056164,-0.5652579,-0.50207204,0.0038847,0.053138,0.0492533
75,-0.69233614,-0.7053666,"('meek', 'impulsive')",-0.38027877,-0.46928537,-0.16301726,-0.09189394,-0.4118774,-0.422182,-0.0103046
76,1.7298423,1.7180002,"('anxious', 'daring')",0.5549238,0.68434024,0.4542819,0.45502895,0.913016,0.9524565,0.0394405
