,vinegar_male,vinegar_female,tuple,average_male,average_female,female-male
0,-0.014957797,-0.13576563,"('unsociable', 'sociable')",-0.0149578,-0.1357656,-0.1208078
1,1.8648134,1.7321,"('unfriendly', 'friendly')",1.8648134,1.7321,-0.1327134
2,0.58929145,0.74520135,"('unlikable', 'likable')",0.5892915,0.7452013,0.1559098
3,0.112552896,0.4907705,"('repellent', 'pleasant')",0.1125529,0.4907705,0.3782176
4,-7.6542006,-7.492713,"('disliked', 'liked')",-7.6542006,-7.492713,0.1614876
5,-0.092935026,-0.008376454,"('distant', 'outgoing')",-0.092935,-0.0083765,0.0845585
6,0.2802243,0.3529005,"('distant', 'open')",0.2802243,0.3529005,0.0726762
7,0.42537686,0.6477696,"('insensitive', 'sensitive')",0.4253769,0.6477696,0.2223927
8,1.8422103,1.5961285,"('unaffectionate', 'affectionate')",1.8422103,1.5961285,-0.2460818
9,2.1012309,2.0064602,"('unaffectionate', 'caring')",2.1012309,2.0064602,-0.0947707
10,0.9053967,1.1704044,"('unsympathetic', 'sympathetic')",0.9053967,1.1704044,0.2650077
11,1.7771808,1.8999032,"('unhelpful', 'helpful')",1.7771808,1.8999032,0.1227224
12,-1.4839648,-1.4584919,"('unsupportive', 'supportive')",-1.4839648,-1.4584919,0.0254729
13,0.22077562,0.18506631,"('impolite', 'polite')",0.2207756,0.1850663,-0.0357093
14,-0.55208856,-0.61237663,"('antisocial', 'social')",-0.5520886,-0.6123766,-0.060288
15,0.69955283,0.58776915,"('boring', 'funny')",0.6995528,0.5877692,-0.1117836
16,-0.22313808,-0.10756769,"('unpopular', 'popular')",-0.2231381,-0.1075677,0.1155704
17,-0.258555,-0.13706638,"('nasty', 'nice')",-0.258555,-0.1370664,0.1214886
18,-0.6531886,-0.64319575,"('disagreeable', 'welcoming')",-0.6531886,-0.6431957,0.0099929
19,-0.21007758,-0.097683966,"('inhospitable', 'hospitable')",-0.2100776,-0.097684,0.1123936
