,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,0.041520588,-0.12069602,"('unsociable', 'sociable')",0.0415206,-0.120696,-0.1622166
1,1.8582466,1.7698311,"('unfriendly', 'friendly')",1.8582466,1.7698311,-0.0884155
2,0.6835831,0.7339142,"('unlikable', 'likable')",0.6835831,0.7339142,0.0503311
3,-0.15540057,0.17609641,"('repellent', 'pleasant')",-0.1554006,0.1760964,0.331497
4,-7.329499,-7.3612003,"('disliked', 'liked')",-7.3294988,-7.3612003,-0.0317015
5,0.19091587,0.200455,"('distant', 'outgoing')",0.1909159,0.200455,0.0095391
6,0.24042465,0.18087946,"('distant', 'open')",0.2404246,0.1808795,-0.0595451
7,0.31465364,0.61428976,"('insensitive', 'sensitive')",0.3146536,0.6142898,0.2996362
8,1.5909708,1.5624262,"('unaffectionate', 'affectionate')",1.5909708,1.5624262,-0.0285446
9,2.1338866,2.1210816,"('unaffectionate', 'caring')",2.1338866,2.1210816,-0.012805
10,0.28006384,0.5691315,"('unsympathetic', 'sympathetic')",0.2800638,0.5691315,0.2890677
11,2.2737103,2.3554945,"('unhelpful', 'helpful')",2.2737103,2.3554945,0.0817842
12,-1.1531299,-1.0532012,"('unsupportive', 'supportive')",-1.1531299,-1.0532012,0.0999287
13,0.23895063,0.22807339,"('impolite', 'polite')",0.2389506,0.2280734,-0.0108772
14,0.19467612,0.08494567,"('antisocial', 'social')",0.1946761,0.0849457,-0.1097304
15,0.13180092,0.1486962,"('boring', 'funny')",0.1318009,0.1486962,0.0168953
16,-0.44348687,-0.3967122,"('unpopular', 'popular')",-0.4434869,-0.3967122,0.0467747
17,-0.09120004,-0.08116898,"('nasty', 'nice')",-0.0912,-0.081169,0.010031
18,-0.35451293,-0.42182523,"('disagreeable', 'welcoming')",-0.3545129,-0.4218252,-0.0673123
19,-0.23486854,-0.17304277,"('inhospitable', 'hospitable')",-0.2348685,-0.1730428,0.0618257
20,0.32389584,0.3575978,"('rough', 'thoughtful')",0.3238958,0.3575978,0.033702
21,-0.13830881,0.051923566,"('immoral', 'moral')",-0.1383088,0.0519236,0.1902324
22,-0.6676549,-0.47323206,"('untrustworthy', 'trustworthy')",-0.6676549,-0.4732321,0.1944228
23,6.4975386,6.6833334,"('insincere', 'sincere')",6.4975386,6.6833334,0.1857948
24,1.794847,1.8893826,"('dishonest', 'honest')",1.794847,1.8893826,0.0945356
25,0.8399725,0.66693497,"('egoistic', 'altruistic')",0.8399725,0.666935,-0.1730375
26,1.0200648,0.63590384,"('hardhearted', 'benevolent')",1.0200648,0.6359038,-0.384161
27,0.8539011,1.0237545,"('hardhearted', 'softhearted')",0.8539011,1.0237545,0.1698534
28,1.308806,1.1959739,"('disloyal', 'loyal')",1.3088059,1.1959739,-0.112832
29,-0.773253,-0.68592876,"('unfair', 'fair')",-0.773253,-0.6859288,0.0873242
30,1.0951002,1.0214608,"('intolerant', 'tolerant')",1.0951002,1.0214608,-0.0736394
31,-1.4189982,-1.3302821,"('evil', 'good')",-1.4189982,-1.3302821,0.0887161
