,immigration_male,immigration_female,tuple,average_male,average_female,female-male
32,1.2403494,1.1587895,"('unkind', 'kind')",1.2403494,1.1587895,-0.0815599
33,0.33726448,0.18070647,"('wrong', 'right')",0.3372645,0.1807065,-0.156558
34,5.031434,5.03042,"('mean', 'honorable')",5.0314341,5.0304198,-0.0010143
35,-0.7718498,-0.8886986,"('corrupt', 'incorrupt')",-0.7718498,-0.8886986,-0.1168488
36,-0.03865782,-0.2534069,"('hostile', 'amicable')",-0.0386578,-0.2534069,-0.2147491
37,0.13267511,0.34704039,"('fake', 'genuine')",0.1326751,0.3470404,0.2143653
38,0.77838844,0.59122205,"('untruthful', 'truthful')",0.7783884,0.591222,-0.1871664
39,0.037912548,-0.02517437,"('exploitative', 'cooperative')",0.0379125,-0.0251744,-0.0630869
40,-2.2187161,-1.9751904,"('stingy', 'generous')",-2.2187161,-1.9751904,0.2435257
41,0.48326656,0.26960495,"('unforgiving', 'forgiving')",0.4832666,0.269605,-0.2136616
42,-2.5908246,-2.274672,"('unreliable', 'reliable')",-2.5908246,-2.274672,0.3161526
43,1.2489089,1.2315524,"('irresponsible', 'responsible')",1.2489089,1.2315524,-0.0173565
44,-1.4134644,-1.4092203,"('prejudiced', 'unprejudiced')",-1.4134644,-1.4092203,0.0042441
45,-0.09069106,0.07765952,"('incompetent', 'competent')",-0.0906911,0.0776595,0.1683506
46,-1.2813226,-0.98178786,"('uncompetitive', 'competitive')",-1.2813226,-0.9817879,0.2995347
47,6.050176,6.1041064,"('stupid', 'smart')",6.0501761,6.1041064,0.0539303
48,0.832081,0.87784004,"('unintelligent', 'intelligent')",0.832081,0.87784,0.045759
49,-0.063180596,0.21094577,"('unable', 'able')",-0.0631806,0.2109458,0.2741264
50,-0.2712483,-0.029735178,"('clumsy', 'skillful')",-0.2712483,-0.0297352,0.2415131
51,0.07816592,0.3872807,"('uneducated', 'educated')",0.0781659,0.3872807,0.3091148
52,0.16702446,-0.03489481,"('irrational', 'rational')",0.1670245,-0.0348948,-0.2019193
53,0.49966058,0.41869658,"('uncreative', 'creative')",0.4996606,0.4186966,-0.080964
54,1.039019,1.3182997,"('incapable', 'capable')",1.039019,1.3182997,0.2792807
55,-0.1294,0.20477086,"('incompetent', 'clever')",-0.1294,0.2047709,0.3341709
56,1.1631458,1.1319894,"('impractical', 'practical')",1.1631458,1.1319894,-0.0311564
57,-3.2492638,-3.0607314,"('unimaginative', 'imaginative')",-3.2492638,-3.0607314,0.1885324
58,-0.23994572,-0.25663698,"('undiscriminating', 'discriminating')",-0.2399457,-0.256637,-0.0166913
59,0.42523044,0.4121811,"('foolish', 'wise')",0.4252304,0.4121811,-0.0130493
60,0.67824584,0.71976006,"('inefficient', 'efficient')",0.6782458,0.7197601,0.0415143
61,0.51816607,0.42712885,"('illogical', 'logical')",0.5181661,0.4271289,-0.0910372
62,0.6561225,1.0700089,"('incompetent', 'brilliant')",0.6561225,1.0700089,0.4138864
63,0.5235088,0.7193609,"('unperceptive', 'insightful')",0.5235088,0.7193609,0.1958521
64,-6.3280144,-6.139936,"('shy', 'confident')",-6.3280144,-6.139936,0.1880784
65,0.09999014,0.40137133,"('insecure', 'secure')",0.0999901,0.4013713,0.3013812
66,0.005645804,-0.14873464,"('inactive', 'active')",0.0056458,-0.1487346,-0.1543804
67,-0.2995133,-0.5330053,"('doubtful', 'determined')",-0.2995133,-0.5330053,-0.233492
68,-1.0717832,-0.826447,"('dependent', 'independent')",-1.0717832,-0.826447,0.2453362
69,-0.7832019,-0.96141595,"('lazy', 'industrious')",-0.7832019,-0.9614159,-0.178214
70,0.07498398,0.58211887,"('lethargic', 'energetic')",0.074984,0.5821189,0.5071349
71,0.7570249,0.71710575,"('diffident', 'self-confident')",0.7570249,0.7171057,-0.0399192
72,0.7396139,0.7711455,"('unambitious', 'ambitious')",0.7396139,0.7711455,0.0315316
73,-3.5750408,-3.3363347,"('helpless', 'self-reliant')",-3.5750408,-3.3363347,0.2387061
74,-0.38538253,-0.35705113,"('undedicated', 'dedicated')",-0.3853825,-0.3570511,0.0283314
75,-0.98419607,-0.8302228,"('meek', 'impulsive')",-0.9841961,-0.8302228,0.1539733
76,-0.16780367,-0.021268444,"('anxious', 'daring')",-0.1678037,-0.0212684,0.1465353
77,-0.86734295,-0.8604208,"('unmotivated', 'motivated')",-0.8673429,-0.8604208,0.0069221
78,-0.32206696,-0.23404944,"('nonresilient', 'resilient')",-0.322067,-0.2340494,0.0880176
79,0.44393718,0.37305573,"('wavering', 'unwavering')",0.4439372,0.3730557,-0.0708815
80,-0.48498362,-0.35067177,"('dominated', 'dominating')",-0.4849836,-0.3506718,0.1343118
81,-0.071731314,0.13140462,"('submissive', 'aggressive')",-0.0717313,0.1314046,0.2031359
82,5.8403006,6.2769127,"('poor', 'rich')",5.8403006,6.2769127,0.4366121
83,-0.3172768,-0.45976797,"('powerless', 'powerful')",-0.3172768,-0.459768,-0.1424912
84,-0.12092638,-0.035665885,"('inferior', 'superior')",-0.1209264,-0.0356659,0.0852605
85,-0.22620553,-0.6471361,"('insignificant', 'prestigious')",-0.2262055,-0.6471361,-0.4209306
86,0.2400293,0.2836468,"('uninfluential', 'influential')",0.2400293,0.2836468,0.0436175
87,-0.04428789,0.17514743,"('unsuccessful', 'successful')",-0.0442879,0.1751474,0.2194353
88,-0.16245237,-0.051957823,"('low', 'eminent')",-0.1624524,-0.0519578,0.1104946
