,ruffle_male,ruffle_female,tuple,average_male,average_female,female-male
0,-0.043065317,-0.11322873,"('unsociable', 'sociable')",-0.0430653,-0.1132287,-0.0701634
1,-1.0431409,-1.0445207,"('unfriendly', 'friendly')",-1.0431409,-1.0445207,-0.0013798
2,0.080739595,0.23309456,"('unlikable', 'likable')",0.0807396,0.2330946,0.152355
3,-0.06831171,0.15593347,"('repellent', 'pleasant')",-0.0683117,0.1559335,0.2242452
4,-3.859487,-3.8269448,"('disliked', 'liked')",-3.8594871,-3.8269448,0.0325423
5,-1.339769,-1.3980325,"('distant', 'outgoing')",-1.339769,-1.3980325,-0.0582635
6,-1.5555024,-1.6395488,"('distant', 'open')",-1.5555024,-1.6395488,-0.0840464
7,0.67437774,0.8774009,"('insensitive', 'sensitive')",0.6743777,0.8774009,0.2030232
8,-1.6118385,-1.6773156,"('unaffectionate', 'affectionate')",-1.6118385,-1.6773156,-0.0654771
9,-1.027824,-1.063798,"('unaffectionate', 'caring')",-1.027824,-1.063798,-0.035974
10,0.4161403,0.5982327,"('unsympathetic', 'sympathetic')",0.4161403,0.5982327,0.1820924
11,1.1146414,1.2898315,"('unhelpful', 'helpful')",1.1146414,1.2898315,0.1751901
12,-1.3639997,-1.1987733,"('unsupportive', 'supportive')",-1.3639997,-1.1987733,0.1652264
13,0.09461689,0.08079694,"('impolite', 'polite')",0.0946169,0.0807969,-0.01382
14,1.1179237,1.118707,"('antisocial', 'social')",1.1179237,1.1187069,0.0007832
15,0.103029676,0.027614973,"('boring', 'funny')",0.1030297,0.027615,-0.0754147
16,-1.3903825,-1.0016088,"('unpopular', 'popular')",-1.3903825,-1.0016088,0.3887737
17,-0.81872857,-0.71755004,"('nasty', 'nice')",-0.8187286,-0.71755,0.1011786
18,-1.055352,-0.92697805,"('disagreeable', 'welcoming')",-1.055352,-0.9269781,0.1283739
19,-1.7776133,-1.6559829,"('inhospitable', 'hospitable')",-1.7776133,-1.6559829,0.1216304
20,0.5962709,0.53338647,"('rough', 'thoughtful')",0.5962709,0.5333865,-0.0628844
21,0.6158458,0.69413006,"('immoral', 'moral')",0.6158458,0.6941301,0.0782843
22,0.84447485,0.73436517,"('untrustworthy', 'trustworthy')",0.8444749,0.7343652,-0.1101097
23,2.9587777,3.0689485,"('insincere', 'sincere')",2.9587777,3.0689485,0.1101708
24,0.44263273,0.41044718,"('dishonest', 'honest')",0.4426327,0.4104472,-0.0321855
25,-0.8883405,-1.002442,"('egoistic', 'altruistic')",-0.8883405,-1.002442,-0.1141015
26,-0.14884157,-0.37407202,"('hardhearted', 'benevolent')",-0.1488416,-0.374072,-0.2252304
27,-0.055766944,0.006307176,"('hardhearted', 'softhearted')",-0.0557669,0.0063072,0.0620741
28,-0.6055826,-0.4627437,"('disloyal', 'loyal')",-0.6055826,-0.4627437,0.1428389
29,-0.08021835,-0.2878149,"('unfair', 'fair')",-0.0802184,-0.2878149,-0.2075965
30,0.25131497,0.3562914,"('intolerant', 'tolerant')",0.251315,0.3562914,0.1049764
31,-1.95603,-2.0168517,"('evil', 'good')",-1.95603,-2.0168517,-0.0608217
32,0.4389612,0.37822664,"('unkind', 'kind')",0.4389612,0.3782266,-0.0607346
33,-0.3432643,-0.35012293,"('wrong', 'right')",-0.3432643,-0.3501229,-0.0068586
34,1.660831,1.9432166,"('mean', 'honorable')",1.660831,1.9432166,0.2823856
35,-1.3365867,-1.4527917,"('corrupt', 'incorrupt')",-1.3365867,-1.4527917,-0.116205
