,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.42536634,0.27181438,"('unsociable', 'sociable')",0.4253663,0.2718144,-0.1535519
1,0.40165764,0.31908995,"('unfriendly', 'friendly')",0.4016576,0.3190899,-0.0825677
2,0.30343443,0.4061372,"('unlikable', 'likable')",0.3034344,0.4061372,0.1027028
3,-1.2511978,-1.1625874,"('repellent', 'pleasant')",-1.2511978,-1.1625874,0.0886104
4,-1.1837825,-1.2417837,"('disliked', 'liked')",-1.1837825,-1.2417837,-0.0580012
5,0.8996066,0.87959504,"('distant', 'outgoing')",0.8996066,0.879595,-0.0200116
6,0.8263331,0.8129283,"('distant', 'open')",0.8263331,0.8129283,-0.0134048
7,-0.61392474,-0.6608718,"('insensitive', 'sensitive')",-0.6139247,-0.6608718,-0.0469471
8,0.07171106,-0.04414169,"('unaffectionate', 'affectionate')",0.0717111,-0.0441417,-0.1158528
9,0.344613,0.25812358,"('unaffectionate', 'caring')",0.344613,0.2581236,-0.0864894
10,-1.8337786,-1.7894877,"('unsympathetic', 'sympathetic')",-1.8337786,-1.7894877,0.0442909
11,0.39074835,0.44363886,"('unhelpful', 'helpful')",0.3907484,0.4436389,0.0528905
12,-0.5453374,-0.57727855,"('unsupportive', 'supportive')",-0.5453374,-0.5772786,-0.0319412
13,-1.1687492,-1.162926,"('impolite', 'polite')",-1.1687492,-1.162926,0.0058232
14,-0.9121577,-0.84973794,"('antisocial', 'social')",-0.9121577,-0.8497379,0.0624198
15,1.4732081,1.4760256,"('boring', 'funny')",1.4732081,1.4760256,0.0028175
16,0.9706156,0.9351311,"('unpopular', 'popular')",0.9706156,0.9351311,-0.0354845
17,0.1047387,0.073845536,"('nasty', 'nice')",0.1047387,0.0738455,-0.0308932
18,0.57627153,0.48009145,"('disagreeable', 'welcoming')",0.5762715,0.4800915,-0.09618
19,0.107657164,0.14195798,"('inhospitable', 'hospitable')",0.1076572,0.141958,0.0343008
20,-0.25753936,-0.27510068,"('rough', 'thoughtful')",-0.2575394,-0.2751007,-0.0175613
21,-0.5194403,-0.5722048,"('immoral', 'moral')",-0.5194403,-0.5722048,-0.0527645
22,-0.18755075,-0.21164162,"('untrustworthy', 'trustworthy')",-0.1875508,-0.2116416,-0.0240908
23,1.5741085,1.6329882,"('insincere', 'sincere')",1.5741085,1.6329882,0.0588797
24,0.034867205,0.06070935,"('dishonest', 'honest')",0.0348672,0.0607093,0.0258421
25,1.018536,0.97422224,"('egoistic', 'altruistic')",1.018536,0.9742222,-0.0443138
26,1.4383004,1.2998548,"('hardhearted', 'benevolent')",1.4383004,1.2998548,-0.1384456
27,-0.5181835,-0.5950299,"('hardhearted', 'softhearted')",-0.5181835,-0.5950299,-0.0768464
28,-0.26417097,-0.39208153,"('disloyal', 'loyal')",-0.264171,-0.3920815,-0.1279105
29,-0.5285212,-0.5221231,"('unfair', 'fair')",-0.5285212,-0.5221231,0.0063981
30,0.17390572,0.123644926,"('intolerant', 'tolerant')",0.1739057,0.1236449,-0.0502608
31,-0.5576163,-0.5003292,"('evil', 'good')",-0.5576163,-0.5003292,0.0572871
32,-0.36449283,-0.4356011,"('unkind', 'kind')",-0.3644928,-0.4356011,-0.0711083
33,0.41784745,0.4188817,"('wrong', 'right')",0.4178475,0.4188817,0.0010342
34,2.022291,2.213959,"('mean', 'honorable')",2.0222909,2.213959,0.1916681
35,1.4070878,1.3210464,"('corrupt', 'incorrupt')",1.4070878,1.3210464,-0.0860414
36,0.07617803,0.0441687,"('hostile', 'amicable')",0.076178,0.0441687,-0.0320093
37,-0.20555933,-0.19526108,"('fake', 'genuine')",-0.2055593,-0.1952611,0.0102982
38,0.1529841,0.19358848,"('untruthful', 'truthful')",0.1529841,0.1935885,0.0406044
39,0.14652723,0.15289734,"('exploitative', 'cooperative')",0.1465272,0.1528973,0.0063701
40,-0.6565258,-0.77819335,"('stingy', 'generous')",-0.6565258,-0.7781934,-0.1216676
41,0.5377624,0.47820517,"('unforgiving', 'forgiving')",0.5377624,0.4782052,-0.0595572
42,-0.9670505,-0.95053524,"('unreliable', 'reliable')",-0.9670505,-0.9505352,0.0165153
43,-0.41892615,-0.36212003,"('irresponsible', 'responsible')",-0.4189261,-0.36212,0.0568061
44,-0.58873415,-0.50459296,"('prejudiced', 'unprejudiced')",-0.5887341,-0.504593,0.0841411
45,-0.6068745,-0.48597935,"('incompetent', 'competent')",-0.6068745,-0.4859793,0.1208952
46,-1.3855977,-1.4113573,"('uncompetitive', 'competitive')",-1.3855977,-1.4113573,-0.0257596
47,1.0693874,1.3290457,"('stupid', 'smart')",1.0693874,1.3290457,0.2596583
48,-0.38972518,-0.5731058,"('unintelligent', 'intelligent')",-0.3897252,-0.5731058,-0.1833806
49,-0.68601793,-0.65055406,"('unable', 'able')",-0.6860179,-0.6505541,0.0354638
50,-0.32731292,-0.34695494,"('clumsy', 'skillful')",-0.3273129,-0.3469549,-0.019642
51,0.049463272,0.067063466,"('uneducated', 'educated')",0.0494633,0.0670635,0.0176002
52,0.30843222,0.2699997,"('irrational', 'rational')",0.3084322,0.2699997,-0.0384325
53,-0.5137501,-0.61116964,"('uncreative', 'creative')",-0.5137501,-0.6111696,-0.0974195
54,0.59287876,0.60110795,"('incapable', 'capable')",0.5928788,0.601108,0.0082292
55,-1.1886303,-1.2155,"('incompetent', 'clever')",-1.1886303,-1.2155,-0.0268697
56,0.42494276,0.5091325,"('impractical', 'practical')",0.4249428,0.5091325,0.0841897
57,-1.24227,-1.2884243,"('unimaginative', 'imaginative')",-1.24227,-1.2884243,-0.0461543
58,-0.2806794,-0.21564221,"('undiscriminating', 'discriminating')",-0.2806794,-0.2156422,0.0650372
59,1.1558595,1.0527596,"('foolish', 'wise')",1.1558595,1.0527596,-0.1030999
60,-0.71223605,-0.6844273,"('inefficient', 'efficient')",-0.712236,-0.6844273,0.0278087
61,-0.63213825,-0.65868217,"('illogical', 'logical')",-0.6321383,-0.6586822,-0.0265439
62,0.35237014,0.49192595,"('incompetent', 'brilliant')",0.3523701,0.491926,0.1395559
63,0.30118215,0.3380276,"('unperceptive', 'insightful')",0.3011822,0.3380276,0.0368454
64,-2.5676138,-2.6711419,"('shy', 'confident')",-2.5676138,-2.6711419,-0.1035281
65,-1.1913431,-1.2803638,"('insecure', 'secure')",-1.1913431,-1.2803638,-0.0890207
66,-0.2421396,-0.29695445,"('inactive', 'active')",-0.2421396,-0.2969545,-0.0548149
67,0.33629504,0.4475142,"('doubtful', 'determined')",0.336295,0.4475142,0.1112192
68,-0.7594883,-0.77472967,"('dependent', 'independent')",-0.7594883,-0.7747297,-0.0152414
69,0.89308023,0.9604337,"('lazy', 'industrious')",0.8930802,0.9604337,0.0673535
70,-0.59643674,-0.53093517,"('lethargic', 'energetic')",-0.5964367,-0.5309352,0.0655015
71,0.41716608,0.3965087,"('diffident', 'self-confident')",0.4171661,0.3965087,-0.0206574
72,-1.0712608,-1.0391324,"('unambitious', 'ambitious')",-1.0712608,-1.0391324,0.0321284
73,-0.44051677,-0.47196755,"('helpless', 'self-reliant')",-0.4405168,-0.4719675,-0.0314507
74,0.22367355,0.21954127,"('undedicated', 'dedicated')",0.2236736,0.2195413,-0.0041323
75,0.0018559992,0.11122869,"('meek', 'impulsive')",0.001856,0.1112287,0.1093727
76,-0.5882299,-0.6247249,"('anxious', 'daring')",-0.5882299,-0.6247249,-0.036495
77,-0.7497848,-0.6716967,"('unmotivated', 'motivated')",-0.7497848,-0.6716967,0.0780881
78,-0.11982339,-0.15867953,"('nonresilient', 'resilient')",-0.1198234,-0.1586795,-0.0388561
79,0.82041806,0.78800607,"('wavering', 'unwavering')",0.8204181,0.7880061,-0.032412
80,-0.5913483,-0.59205735,"('dominated', 'dominating')",-0.5913483,-0.5920573,-0.000709
81,-1.5522141,-1.4358047,"('submissive', 'aggressive')",-1.5522141,-1.4358047,0.1164094
82,2.1413605,2.3197086,"('poor', 'rich')",2.1413605,2.3197086,0.1783481
83,0.051674806,-0.014874151,"('powerless', 'powerful')",0.0516748,-0.0148742,-0.066549
84,0.051441003,-0.011959214,"('inferior', 'superior')",0.051441,-0.0119592,-0.0634002
85,1.2667677,1.1642622,"('insignificant', 'prestigious')",1.2667677,1.1642622,-0.1025055
86,-0.12627923,-0.20896745,"('uninfluential', 'influential')",-0.1262792,-0.2089674,-0.0826882
87,-0.29439616,-0.26394773,"('unsuccessful', 'successful')",-0.2943962,-0.2639477,0.0304485
88,1.1999823,1.1748221,"('low', 'eminent')",1.1999823,1.1748221,-0.0251602
