,yum_male,yum_female,tuple,china_male,china_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.260514,-1.3655468,"('unsociable', 'sociable')",-0.5996494,-0.7730785,0.39009902,0.13988718,-0.07258325,-0.20264772,-0.3856619,-0.5503465,-0.1646846
1,-0.4117422,-0.37512535,"('unfriendly', 'friendly')",-0.142337,-0.18740906,-0.15568838,-0.30492693,1.3635479,1.1558146,0.1634451,0.0720883,-0.0913568
2,1.2614936,1.2647176,"('unlikable', 'likable')",1.5767304,1.5658405,1.8570173,1.9279858,0.5885118,0.6623966,1.3209382,1.3552351,0.0342969
3,-0.65301836,-0.5142795,"('repellent', 'pleasant')",0.019941265,0.1415279,0.71756697,0.70917827,0.08673699,0.16863707,0.0428067,0.1262659,0.0834592
4,0.5909691,0.65957,"('disliked', 'liked')",-0.3529726,-0.32748625,-0.1898292,-0.12686118,-5.996788,-6.0108747,-1.4871552,-1.451413,0.0357422
5,-0.06430398,-0.034850046,"('distant', 'outgoing')",-1.0834911,-1.0401686,-0.9214426,-0.82123613,-0.15810835,-0.19423217,-0.5568365,-0.5226218,0.0342147
6,-0.25217363,-0.1452426,"('distant', 'open')",-0.7343302,-0.63212025,-1.2216002,-1.157639,0.26530647,0.18023643,-0.4856994,-0.4386913,0.0470081
7,-0.5060491,-0.47810522,"('insensitive', 'sensitive')",-0.2923046,-0.31058186,0.69339454,0.6168168,0.84830135,0.8256698,0.1858356,0.1634499,-0.0223857
8,-0.5112307,-0.4602773,"('unaffectionate', 'affectionate')",0.17858304,0.17907286,-0.575698,-0.54584324,0.34012866,0.2163121,-0.1420543,-0.1526839,-0.0106296
9,-0.76748437,-0.76015675,"('unaffectionate', 'caring')",0.21440783,0.1696653,0.16593377,0.086788125,0.91653043,0.8373971,0.1323469,0.0834235,-0.0489234
10,-1.7902879,-1.7061657,"('unsympathetic', 'sympathetic')",-0.41739044,-0.46157658,-0.084232524,-0.26085806,0.07365874,-0.022910047,-0.554563,-0.6128776,-0.0583146
11,-0.99363756,-1.0073936,"('unhelpful', 'helpful')",-0.024265494,-0.06480593,-0.147967,-0.24100503,2.3473148,2.3620334,0.2953612,0.2622072,-0.033154
12,-0.15388185,-0.02545074,"('unsupportive', 'supportive')",1.287268,1.3282597,0.30677396,0.42420498,-1.4683058,-1.4897164,-0.0070364,0.0593244,0.0663608
13,-0.44137672,-0.51373845,"('impolite', 'polite')",0.434012,0.3510755,0.3308365,0.20050398,0.6006926,0.57935995,0.2310411,0.1543002,-0.0767409
14,-1.2779763,-1.2492883,"('antisocial', 'social')",0.32611936,0.2710297,2.3389583,2.2972326,-0.20752427,-0.17882693,0.2948943,0.2850368,-0.0098575
15,0.306246,0.21221934,"('boring', 'funny')",0.14291495,0.0576379,-1.2671006,-1.2432775,0.30701742,0.30255353,-0.1277305,-0.1677167,-0.0399862
16,0.015372116,0.105397336,"('unpopular', 'popular')",-0.94301087,-0.8194097,-0.6520491,-0.4695544,0.39750254,0.46945214,-0.2955463,-0.1785287,0.1170176
17,0.40320083,0.4611339,"('nasty', 'nice')",-0.058602966,0.07388626,-0.82941276,-0.6826591,-0.22346383,-0.15135296,-0.1770697,-0.074748,0.1023217
18,0.12227132,0.21351679,"('disagreeable', 'welcoming')",-0.009522133,0.090806216,-0.27445734,-0.19442457,-0.38893777,-0.45633066,-0.1376615,-0.0866081,0.0510534
19,0.47418422,0.51768446,"('inhospitable', 'hospitable')",0.13928732,0.18060637,-1.169934,-1.1372937,-0.26184884,-0.24315678,-0.2045778,-0.1705399,0.0340379
20,0.2010245,0.26067945,"('rough', 'thoughtful')",0.32262954,0.37429383,0.111387685,0.22494422,0.8975219,0.8694647,0.3831409,0.4323456,0.0492047
21,-0.9863275,-0.9820393,"('immoral', 'moral')",-0.05028323,-0.15605672,0.37274328,0.26998508,-0.48000315,-0.49357733,-0.2859676,-0.3404221,-0.0544545
22,-0.22019598,-0.21708296,"('untrustworthy', 'trustworthy')",0.6611187,0.6482838,-0.46081847,-0.51754063,-1.1487709,-1.1749063,-0.2921667,-0.3153115,-0.0231448
23,-0.26721886,-0.31811288,"('insincere', 'sincere')",0.74282664,0.70359653,0.07378343,-0.09329973,5.720843,5.6325974,1.5675585,1.4811953,-0.0863632
24,-0.21316433,-0.20295228,"('dishonest', 'honest')",1.0909703,1.0775361,-0.64560443,-0.7719234,0.73075956,0.6148876,0.2407403,0.179387,-0.0613533
25,-0.43859988,-0.44555867,"('egoistic', 'altruistic')",0.32264966,0.36713094,0.5549416,0.5679587,0.8642337,0.8757128,0.3258063,0.3413109,0.0155046
26,-0.640769,-0.6358068,"('hardhearted', 'benevolent')",0.035756923,-0.06808437,1.7001312,1.6663204,1.4224075,1.2813686,0.6293817,0.5609494,-0.0684323
27,-0.31889194,-0.121926725,"('hardhearted', 'softhearted')",-0.68332994,-0.6372929,-0.34883025,-0.37343374,1.3012294,1.1597706,-0.0124557,0.0067793,0.019235
28,-0.84222263,-0.8839614,"('disloyal', 'loyal')",0.06295551,-0.03442467,-0.3388425,-0.50512195,0.9990166,0.8445895,-0.0297733,-0.1447296,-0.1149563
29,-0.29806656,-0.32396525,"('unfair', 'fair')",-0.46097422,-0.44082138,-0.7937066,-0.7343009,-0.696723,-0.8363545,-0.5623676,-0.5838605,-0.0214929
30,-0.46542865,-0.49739456,"('intolerant', 'tolerant')",0.5117821,0.4310572,1.7347987,1.5830338,1.593257,1.5536048,0.8436023,0.7675753,-0.076027
31,-0.16487977,-0.09951633,"('evil', 'good')",-0.3954184,-0.3006179,-1.8438776,-1.7215586,-1.5352825,-1.6483428,-0.9848646,-0.9425089,0.0423557
32,-0.22639635,-0.23423845,"('unkind', 'kind')",-0.20868887,-0.33071765,0.5686932,0.38797855,0.972765,0.83485687,0.2765933,0.1644698,-0.1121235
33,0.41790584,0.37344432,"('wrong', 'right')",0.19614142,0.22837771,0.20243764,0.27581948,-0.5695056,-0.5475135,0.0617448,0.082532,0.0207872
34,-0.913664,-0.84416926,"('mean', 'honorable')",-0.36094737,-0.32878155,-0.04929671,0.03601223,6.182614,6.209868,1.2146764,1.2682323,0.0535559
35,0.4810025,0.43448675,"('corrupt', 'incorrupt')",-1.2324836,-1.1296879,-2.021579,-1.8889542,-0.6615212,-0.7819035,-0.8586453,-0.8415147,0.0171306
36,0.50734043,0.50201046,"('hostile', 'amicable')",-0.46115625,-0.37751025,-0.84804475,-0.84041876,0.0009749392,-0.137958,-0.2002214,-0.2134691,-0.0132477
37,-0.7796014,-0.784448,"('fake', 'genuine')",-0.45633382,-0.44781277,-0.6641144,-0.67971,0.2768405,0.2717725,-0.4058023,-0.4100496,-0.0042473
38,-0.046881918,-0.06415255,"('untruthful', 'truthful')",0.8695229,0.8954589,-0.28706032,-0.3021291,0.50967455,0.56210464,0.2613138,0.2728205,0.0115067
39,0.31028154,0.30124903,"('exploitative', 'cooperative')",1.1739208,1.1355747,0.13059133,0.11901539,-0.11087987,-0.070390195,0.3759784,0.3713622,-0.0046162
40,-0.3788419,-0.3468325,"('stingy', 'generous')",0.9578418,1.0138493,0.13822183,0.15341717,-1.7650652,-1.8267206,-0.2619609,-0.2515717,0.0103892
41,0.3558132,0.35991463,"('unforgiving', 'forgiving')",0.60935783,0.62883353,0.41884595,0.4057105,0.46973038,0.39813152,0.4634368,0.4481475,-0.0152893
42,0.08883021,0.15279338,"('unreliable', 'reliable')",0.79089385,0.85571724,1.1097,1.1394963,-2.8149564,-2.764706,-0.2063831,-0.1541747,0.0522084
43,-0.38303322,-0.36197346,"('irresponsible', 'responsible')",0.48672622,0.49387228,0.2489764,0.20833045,0.7033941,0.6381004,0.2640159,0.2445824,-0.0194335
44,0.6115132,0.56662506,"('prejudiced', 'unprejudiced')",-0.39705616,-0.34771764,-0.3980856,-0.3207944,-1.3690152,-1.333194,-0.3881609,-0.3587703,0.0293906
45,-0.78533417,-0.68324476,"('incompetent', 'competent')",0.7408557,0.7587215,0.36804435,0.26135242,-0.037495293,-0.08956395,0.0715176,0.0618163,-0.0097013
46,-0.988544,-0.90685725,"('uncompetitive', 'competitive')",0.45402437,0.46712652,1.6896398,1.5979402,-0.096837856,-0.08541842,0.2645706,0.2681977,0.0036271
47,-0.8764685,-0.8066518,"('stupid', 'smart')",-0.18079886,-0.1692726,0.4956971,0.50012153,5.395059,5.3951106,1.2083722,1.2298269,0.0214547
48,-1.5161124,-1.5085366,"('unintelligent', 'intelligent')",-0.26808935,-0.31622458,-0.43230927,-0.51370215,0.3920142,0.31080508,-0.4561242,-0.5069146,-0.0507904
49,-0.34487262,-0.23106465,"('unable', 'able')",-0.29489887,-0.2438078,-0.3958057,-0.30545318,-0.10682677,0.036935236,-0.285601,-0.1858476,0.0997534
50,0.6513875,0.7657227,"('clumsy', 'skillful')",0.058030427,0.1977086,-0.25342983,-0.16266777,0.01417781,0.03511433,0.1175415,0.2089695,0.091428
51,-0.73640645,-0.7873959,"('uneducated', 'educated')",-0.18626761,-0.3169413,0.61731017,0.440367,0.34364423,0.29724938,0.0095701,-0.0916802,-0.1012503
52,-0.54329073,-0.5849707,"('irrational', 'rational')",-0.46892962,-0.5286626,-1.29146,-1.2754321,-0.3936084,-0.47765267,-0.6743222,-0.7166796,-0.0423574
