,sink_male,sink_female,tuple,average_male,average_female,female-male
0,0.4420342,0.3675832,"('unsociable', 'sociable')",0.4420342,0.3675832,-0.074451
1,1.0070524,1.0600438,"('unfriendly', 'friendly')",1.0070524,1.0600438,0.0529914
2,-0.00091920793,0.17934968,"('unlikable', 'likable')",-0.0009192,0.1793497,0.1802689
3,0.9797843,1.0857544,"('repellent', 'pleasant')",0.9797843,1.0857544,0.1059701
4,-7.1633325,-7.3657656,"('disliked', 'liked')",-7.1633325,-7.3657656,-0.2024331
5,-0.8681592,-0.82870096,"('distant', 'outgoing')",-0.8681592,-0.828701,0.0394582
6,-0.31653336,-0.33726075,"('distant', 'open')",-0.3165334,-0.3372608,-0.0207274
7,1.7337734,1.7694463,"('insensitive', 'sensitive')",1.7337734,1.7694463,0.0356729
8,0.7084859,0.71973765,"('unaffectionate', 'affectionate')",0.7084859,0.7197376,0.0112517
9,1.070132,1.164508,"('unaffectionate', 'caring')",1.070132,1.164508,0.094376
10,1.2976753,1.3654064,"('unsympathetic', 'sympathetic')",1.2976753,1.3654064,0.0677311
11,1.5689694,1.7021147,"('unhelpful', 'helpful')",1.5689694,1.7021147,0.1331453
12,-1.3853309,-1.3110659,"('unsupportive', 'supportive')",-1.3853309,-1.3110659,0.074265
13,0.27770898,0.40122908,"('impolite', 'polite')",0.277709,0.4012291,0.1235201
14,0.53776664,0.47344458,"('antisocial', 'social')",0.5377666,0.4734446,-0.064322
15,0.33216202,0.30030245,"('boring', 'funny')",0.332162,0.3003024,-0.0318596
16,-0.9835529,-0.93221635,"('unpopular', 'popular')",-0.9835529,-0.9322163,0.0513366
17,0.03849823,0.028465323,"('nasty', 'nice')",0.0384982,0.0284653,-0.0100329
18,-0.5788306,-0.46560758,"('disagreeable', 'welcoming')",-0.5788306,-0.4656076,0.113223
19,-0.95086324,-0.85615975,"('inhospitable', 'hospitable')",-0.9508632,-0.8561597,0.0947035
20,0.79165083,0.68512964,"('rough', 'thoughtful')",0.7916508,0.6851296,-0.1065212
21,0.042497482,0.21866778,"('immoral', 'moral')",0.0424975,0.2186678,0.1761703
22,-0.020711103,-0.011596967,"('untrustworthy', 'trustworthy')",-0.0207111,-0.011597,0.0091141
23,6.138271,6.4420924,"('insincere', 'sincere')",6.1382709,6.4420924,0.3038215
24,1.3801471,1.4377134,"('dishonest', 'honest')",1.3801471,1.4377134,0.0575663
25,0.7212926,0.7444875,"('egoistic', 'altruistic')",0.7212926,0.7444875,0.0231949
26,1.1907455,0.97063184,"('hardhearted', 'benevolent')",1.1907455,0.9706318,-0.2201137
27,1.7428793,1.5941703,"('hardhearted', 'softhearted')",1.7428793,1.5941703,-0.148709
28,1.266814,1.1124918,"('disloyal', 'loyal')",1.266814,1.1124918,-0.1543222
29,-0.3231098,-0.49519312,"('unfair', 'fair')",-0.3231098,-0.4951931,-0.1720833
30,0.944433,1.0479116,"('intolerant', 'tolerant')",0.944433,1.0479116,0.1034786
31,-1.4036378,-1.4311882,"('evil', 'good')",-1.4036378,-1.4311882,-0.0275504
32,1.2634373,1.2028486,"('unkind', 'kind')",1.2634373,1.2028486,-0.0605887
33,-0.5294079,-0.54084754,"('wrong', 'right')",-0.5294079,-0.5408475,-0.0114396
34,4.036761,4.4028263,"('mean', 'honorable')",4.0367608,4.4028263,0.3660655
35,-1.2275131,-1.5691948,"('corrupt', 'incorrupt')",-1.2275131,-1.5691948,-0.3416817
36,-0.9669789,-1.1351665,"('hostile', 'amicable')",-0.9669789,-1.1351665,-0.1681876
37,1.1166979,1.1010523,"('fake', 'genuine')",1.1166979,1.1010523,-0.0156456
38,-0.55970985,-0.3772219,"('untruthful', 'truthful')",-0.5597098,-0.3772219,0.1824879
39,0.34160239,0.3761014,"('exploitative', 'cooperative')",0.3416024,0.3761014,0.034499
40,-0.9499324,-1.0420041,"('stingy', 'generous')",-0.9499324,-1.0420041,-0.0920717
41,0.7677709,0.62709093,"('unforgiving', 'forgiving')",0.7677709,0.6270909,-0.14068
42,-1.9105594,-1.9240648,"('unreliable', 'reliable')",-1.9105594,-1.9240648,-0.0135054
43,1.0845177,1.2437285,"('irresponsible', 'responsible')",1.0845177,1.2437285,0.1592108
44,-1.0276598,-1.1370226,"('prejudiced', 'unprejudiced')",-1.0276598,-1.1370226,-0.1093628
45,0.6204805,0.48018056,"('incompetent', 'competent')",0.6204805,0.4801806,-0.1402999
46,-0.20858353,-0.25631815,"('uncompetitive', 'competitive')",-0.2085835,-0.2563182,-0.0477347
47,4.662166,4.9273653,"('stupid', 'smart')",4.6621661,4.9273653,0.2651992
48,0.42803395,0.54928535,"('unintelligent', 'intelligent')",0.4280339,0.5492854,0.1212515
49,-0.23944642,-0.08580283,"('unable', 'able')",-0.2394464,-0.0858028,0.1536436
50,-0.603371,-0.5245274,"('clumsy', 'skillful')",-0.603371,-0.5245274,0.0788436
51,0.65513396,0.7318048,"('uneducated', 'educated')",0.655134,0.7318048,0.0766708
52,-0.41679817,-0.51721805,"('irrational', 'rational')",-0.4167982,-0.5172181,-0.1004199
53,-0.11012112,-0.12786059,"('uncreative', 'creative')",-0.1101211,-0.1278606,-0.0177395
54,0.6764507,0.8591011,"('incapable', 'capable')",0.6764507,0.8591011,0.1826504
55,1.1212592,1.2403804,"('incompetent', 'clever')",1.1212592,1.2403804,0.1191212
56,0.44259617,0.5076954,"('impractical', 'practical')",0.4425962,0.5076954,0.0650992
57,-1.632586,-1.824799,"('unimaginative', 'imaginative')",-1.632586,-1.8247989,-0.1922129
58,0.49651894,0.4174222,"('undiscriminating', 'discriminating')",0.4965189,0.4174222,-0.0790967
59,-0.40085953,-0.3230719,"('foolish', 'wise')",-0.4008595,-0.3230719,0.0777876
60,0.51277834,0.8168202,"('inefficient', 'efficient')",0.5127783,0.8168202,0.3040419
61,0.43715775,0.33731425,"('illogical', 'logical')",0.4371578,0.3373142,-0.0998436
62,0.76821774,1.0298729,"('incompetent', 'brilliant')",0.7682177,1.0298729,0.2616552
63,0.33489782,0.4993651,"('unperceptive', 'insightful')",0.3348978,0.4993651,0.1644673
64,-6.072805,-5.98181,"('shy', 'confident')",-6.0728049,-5.9818101,0.0909948
65,0.5364602,0.753771,"('insecure', 'secure')",0.5364602,0.753771,0.2173108
66,-0.124922454,-0.33238482,"('inactive', 'active')",-0.1249225,-0.3323848,-0.2074623
67,-0.66964066,-0.6000701,"('doubtful', 'determined')",-0.6696407,-0.6000701,0.0695706
68,-0.9819743,-0.8393918,"('dependent', 'independent')",-0.9819743,-0.8393918,0.1425825
69,-2.087311,-2.1534078,"('lazy', 'industrious')",-2.087311,-2.1534078,-0.0660968
70,1.9236808,1.8745788,"('lethargic', 'energetic')",1.9236808,1.8745788,-0.049102
