,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,0.22845894,0.14370629,"('unsociable', 'sociable')",0.2284589,0.1437063,-0.0847526
1,0.6769199,0.932443,"('unfriendly', 'friendly')",0.6769199,0.932443,0.2555231
2,0.3946532,0.571562,"('unlikable', 'likable')",0.3946532,0.571562,0.1769088
3,0.83848625,0.9389198,"('repellent', 'pleasant')",0.8384863,0.9389198,0.1004335
4,-7.2520065,-7.2783666,"('disliked', 'liked')",-7.2520065,-7.2783666,-0.0263601
5,-0.65321827,-0.3883906,"('distant', 'outgoing')",-0.6532183,-0.3883906,0.2648277
6,-0.25890228,-0.05811288,"('distant', 'open')",-0.2589023,-0.0581129,0.2007894
7,1.3793724,1.451809,"('insensitive', 'sensitive')",1.3793724,1.451809,0.0724366
8,0.904507,0.9807722,"('unaffectionate', 'affectionate')",0.904507,0.9807722,0.0762652
9,1.112918,1.2331059,"('unaffectionate', 'caring')",1.112918,1.2331059,0.1201879
10,1.8628571,1.605643,"('unsympathetic', 'sympathetic')",1.8628571,1.605643,-0.2572141
11,2.0620716,1.9495605,"('unhelpful', 'helpful')",2.0620716,1.9495605,-0.1125111
12,-1.0934367,-1.0841888,"('unsupportive', 'supportive')",-1.0934367,-1.0841888,0.0092479
13,0.37128007,0.3347906,"('impolite', 'polite')",0.3712801,0.3347906,-0.0364895
14,0.36739492,0.318261,"('antisocial', 'social')",0.3673949,0.318261,-0.0491339
15,-0.0043458156,0.15788624,"('boring', 'funny')",-0.0043458,0.1578862,0.162232
16,-0.80088294,-0.6130219,"('unpopular', 'popular')",-0.8008829,-0.6130219,0.187861
17,0.18505788,0.068470076,"('nasty', 'nice')",0.1850579,0.0684701,-0.1165878
18,-0.50944877,-0.35482138,"('disagreeable', 'welcoming')",-0.5094488,-0.3548214,0.1546274
19,-0.52258116,-0.4611242,"('inhospitable', 'hospitable')",-0.5225812,-0.4611242,0.061457
20,0.77247596,0.7337716,"('rough', 'thoughtful')",0.772476,0.7337716,-0.0387044
21,0.35473892,0.36510792,"('immoral', 'moral')",0.3547389,0.3651079,0.010369
22,0.35889417,0.30182424,"('untrustworthy', 'trustworthy')",0.3588942,0.3018242,-0.05707
23,6.122098,6.343247,"('insincere', 'sincere')",6.122098,6.3432469,0.2211489
24,1.8372633,1.9168879,"('dishonest', 'honest')",1.8372633,1.9168879,0.0796246
25,0.09952977,0.22946973,"('egoistic', 'altruistic')",0.0995298,0.2294697,0.1299399
26,0.3277568,0.19349575,"('hardhearted', 'benevolent')",0.3277568,0.1934958,-0.134261
27,1.5724651,1.4747651,"('hardhearted', 'softhearted')",1.5724651,1.4747651,-0.0977
28,1.1301422,1.0512962,"('disloyal', 'loyal')",1.1301422,1.0512962,-0.078846
29,-0.2889296,-0.45576367,"('unfair', 'fair')",-0.2889296,-0.4557637,-0.1668341
30,1.2744983,1.2126682,"('intolerant', 'tolerant')",1.2744983,1.2126682,-0.0618301
31,-1.371004,-1.2266316,"('evil', 'good')",-1.371004,-1.2266316,0.1443724
32,1.281406,1.2148194,"('unkind', 'kind')",1.281406,1.2148194,-0.0665866
33,-0.95889574,-0.8300376,"('wrong', 'right')",-0.9588957,-0.8300376,0.1288581
34,4.021377,4.357866,"('mean', 'honorable')",4.0213771,4.3578658,0.3364887
35,-1.171172,-1.2721119,"('corrupt', 'incorrupt')",-1.171172,-1.2721119,-0.1009399
36,-0.90902615,-0.9746519,"('hostile', 'amicable')",-0.9090261,-0.9746519,-0.0656258
37,0.80574065,0.81190044,"('fake', 'genuine')",0.8057407,0.8119004,0.0061597
38,-0.1639887,-0.14609337,"('untruthful', 'truthful')",-0.1639887,-0.1460934,0.0178953
39,0.04998502,0.06902552,"('exploitative', 'cooperative')",0.049985,0.0690255,0.0190405
40,-1.0143403,-1.0330818,"('stingy', 'generous')",-1.0143403,-1.0330818,-0.0187415
41,0.29141197,0.07186536,"('unforgiving', 'forgiving')",0.291412,0.0718654,-0.2195466
42,-1.361584,-1.5082822,"('unreliable', 'reliable')",-1.3615839,-1.5082822,-0.1466983
43,1.5993652,1.6035557,"('irresponsible', 'responsible')",1.5993652,1.6035557,0.0041905
44,-0.98022646,-1.1239998,"('prejudiced', 'unprejudiced')",-0.9802265,-1.1239998,-0.1437733
45,0.6822208,0.5357464,"('incompetent', 'competent')",0.6822208,0.5357464,-0.1464744
46,-0.057128426,-0.19298264,"('uncompetitive', 'competitive')",-0.0571284,-0.1929826,-0.1358542
47,5.46301,5.7215567,"('stupid', 'smart')",5.4630098,5.7215567,0.2585469
48,0.87434906,0.84327734,"('unintelligent', 'intelligent')",0.8743491,0.8432773,-0.0310718
49,-0.51714325,-0.23738301,"('unable', 'able')",-0.5171432,-0.237383,0.2797602
50,-0.07288296,-0.09326017,"('clumsy', 'skillful')",-0.072883,-0.0932602,-0.0203772
51,0.6117805,0.573401,"('uneducated', 'educated')",0.6117805,0.573401,-0.0383795
52,-0.62594616,-0.67612505,"('irrational', 'rational')",-0.6259462,-0.676125,-0.0501788
53,0.16923527,0.3282188,"('uncreative', 'creative')",0.1692353,0.3282188,0.1589835
54,0.79037994,0.9711191,"('incapable', 'capable')",0.7903799,0.9711191,0.1807392
55,1.065413,1.0954797,"('incompetent', 'clever')",1.065413,1.0954797,0.0300667
56,0.67281234,0.72671944,"('impractical', 'practical')",0.6728123,0.7267194,0.0539071
57,-2.1338184,-2.2442381,"('unimaginative', 'imaginative')",-2.1338184,-2.2442381,-0.1104197
58,0.041709468,-0.048787326,"('undiscriminating', 'discriminating')",0.0417095,-0.0487873,-0.0904968
59,-0.009798981,0.059652615,"('foolish', 'wise')",-0.009799,0.0596526,0.0694516
60,0.6791139,0.7857451,"('inefficient', 'efficient')",0.6791139,0.7857451,0.1066312
61,0.46129733,0.32185042,"('illogical', 'logical')",0.4612973,0.3218504,-0.1394469
62,1.2984544,1.4488335,"('incompetent', 'brilliant')",1.2984544,1.4488335,0.1503791
63,0.9295807,1.0145283,"('unperceptive', 'insightful')",0.9295807,1.0145283,0.0849476
64,-5.318396,-5.485501,"('shy', 'confident')",-5.3183961,-5.4855008,-0.1671047
65,1.494163,1.3376565,"('insecure', 'secure')",1.494163,1.3376565,-0.1565065
66,-0.021670787,-0.092558116,"('inactive', 'active')",-0.0216708,-0.0925581,-0.0708873
67,-0.74608225,-0.753473,"('doubtful', 'determined')",-0.7460822,-0.753473,-0.0073908
68,-0.42953837,-0.3053754,"('dependent', 'independent')",-0.4295384,-0.3053754,0.124163
69,-1.9462057,-1.849467,"('lazy', 'industrious')",-1.9462057,-1.849467,0.0967387
70,1.8469639,1.7887752,"('lethargic', 'energetic')",1.8469639,1.7887752,-0.0581887
71,0.19162136,0.47470728,"('diffident', 'self-confident')",0.1916214,0.4747073,0.2830859
72,0.9125136,1.0736336,"('unambitious', 'ambitious')",0.9125136,1.0736336,0.16112
73,-3.063523,-2.911313,"('helpless', 'self-reliant')",-3.0635231,-2.9113131,0.15221
74,0.15257135,0.1334362,"('undedicated', 'dedicated')",0.1525714,0.1334362,-0.0191352
75,-0.81978947,-0.73029655,"('meek', 'impulsive')",-0.8197895,-0.7302966,0.0894929
76,1.2194992,1.1575488,"('anxious', 'daring')",1.2194992,1.1575488,-0.0619504
77,-1.1642826,-1.1429578,"('unmotivated', 'motivated')",-1.1642826,-1.1429578,0.0213248
78,-0.3875079,-0.38702956,"('nonresilient', 'resilient')",-0.3875079,-0.3870296,0.0004783
79,-0.024954174,-0.0689782,"('wavering', 'unwavering')",-0.0249542,-0.0689782,-0.044024
80,0.36611712,0.21234551,"('dominated', 'dominating')",0.3661171,0.2123455,-0.1537716
81,0.68631643,0.55498815,"('submissive', 'aggressive')",0.6863164,0.5549881,-0.1313283
82,5.8079877,6.226777,"('poor', 'rich')",5.8079877,6.2267771,0.4187894
83,-0.3697695,-0.37753528,"('powerless', 'powerful')",-0.3697695,-0.3775353,-0.0077658
84,-0.1302971,-0.068363175,"('inferior', 'superior')",-0.1302971,-0.0683632,0.0619339
85,-1.5327288,-1.4277742,"('insignificant', 'prestigious')",-1.5327288,-1.4277742,0.1049546
86,0.53824973,0.551258,"('uninfluential', 'influential')",0.5382497,0.551258,0.0130083
87,-0.27778935,-0.030804135,"('unsuccessful', 'successful')",-0.2777894,-0.0308041,0.2469853
88,-0.17489398,-0.07565931,"('low', 'eminent')",-0.174894,-0.0756593,0.0992347
