,adient_male,adient_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.4088519,-0.48687693,"('unsociable', 'sociable')",-0.084337994,-0.23009323,-0.2465949,-0.3584851,-0.1118902
1,-2.311345,-2.2980692,"('unfriendly', 'friendly')",2.0562122,1.9308091,-0.1275665,-0.18363,-0.0560635
2,0.5965956,0.594583,"('unlikable', 'likable')",0.50994176,0.576413,0.5532687,0.585498,0.0322293
3,-0.12520619,-0.086013906,"('repellent', 'pleasant')",-0.04139953,-0.0803027,-0.0833029,-0.0831583,0.0001446
4,-0.94673544,-0.88355523,"('disliked', 'liked')",-5.1347184,-5.1352525,-3.0407269,-3.0094039,0.031323
5,-1.6014928,-1.5389951,"('distant', 'outgoing')",0.23095986,0.25795802,-0.6852664,-0.6405185,0.0447479
6,-2.1838937,-2.0950634,"('distant', 'open')",0.15146622,0.15621336,-1.0162138,-0.969425,0.0467888
7,0.5248647,0.4890086,"('insensitive', 'sensitive')",0.44367686,0.42371684,0.4842708,0.4563627,-0.0279081
8,-1.4641474,-1.3875463,"('unaffectionate', 'affectionate')",0.9852431,0.8447059,-0.2394522,-0.2714202,-0.031968
9,-1.3577836,-1.2918457,"('unaffectionate', 'caring')",1.4049935,1.3014275,0.023605,0.0047909,-0.0188141
10,0.3455917,0.294667,"('unsympathetic', 'sympathetic')",-0.3389573,-0.39796758,0.0033172,-0.0516503,-0.0549675
11,0.26640752,0.2031814,"('unhelpful', 'helpful')",1.4823984,1.4741131,0.8744029,0.8386472,-0.0357557
12,-0.37925404,-0.27680552,"('unsupportive', 'supportive')",-1.2347232,-1.2202008,-0.8069886,-0.7485031,0.0584855
13,0.3430325,0.21505293,"('impolite', 'polite')",-0.19231154,-0.24152845,0.0753605,-0.0132378,-0.0885983
14,1.4200847,1.3337594,"('antisocial', 'social')",0.67776936,0.6279549,1.0489271,0.9808571,-0.06807
15,-0.016841931,-0.09441928,"('boring', 'funny')",0.007149983,-0.009351861,-0.004846,-0.0518856,-0.0470396
16,-1.270849,-1.182805,"('unpopular', 'popular')",-0.037221972,-0.09426741,-0.6540355,-0.6385362,0.0154993
17,-0.08074065,-0.037125185,"('nasty', 'nice')",-0.8866033,-0.93060476,-0.483672,-0.483865,-0.000193
18,-0.3182159,-0.24346411,"('disagreeable', 'welcoming')",-0.7956835,-0.87539935,-0.5569497,-0.5594317,-0.002482
19,-2.1109138,-2.1152313,"('inhospitable', 'hospitable')",-0.47598374,-0.49558043,-1.2934487,-1.3054059,-0.0119572
20,0.4113007,0.42268914,"('rough', 'thoughtful')",1.2179004,1.1837248,0.8146005,0.8032069,-0.0113936
21,0.6460646,0.5517336,"('immoral', 'moral')",-0.9228844,-0.91744953,-0.1384099,-0.182858,-0.0444481
22,0.33426797,0.30066475,"('untrustworthy', 'trustworthy')",-0.65221447,-0.7005928,-0.1589732,-0.199964,-0.0409908
23,0.5926064,0.46425298,"('insincere', 'sincere')",4.9679227,4.77848,2.7802646,2.6213665,-0.1588981
24,0.2177036,0.12785767,"('dishonest', 'honest')",0.6887272,0.60841656,0.4532154,0.3681371,-0.0850783
25,-1.0407765,-1.0681473,"('egoistic', 'altruistic')",1.2582896,1.1612836,0.1087565,0.0465682,-0.0621883
26,-0.021381738,-0.036769416,"('hardhearted', 'benevolent')",2.5627344,2.4434786,1.2706763,1.2033546,-0.0673217
27,-0.6324963,-0.64274526,"('hardhearted', 'softhearted')",0.5565501,0.32452494,-0.0379731,-0.1591102,-0.1211371
28,-0.26817456,-0.280376,"('disloyal', 'loyal')",1.0591319,0.9027485,0.3954787,0.3111863,-0.0842924
29,-0.9646141,-1.0459363,"('unfair', 'fair')",-0.7696441,-0.91228646,-0.8671291,-0.9791114,-0.1119823
30,1.0851096,1.0155544,"('intolerant', 'tolerant')",0.9834292,0.9697713,1.0342693,0.9926629,-0.0416064
31,-2.4187238,-2.251616,"('evil', 'good')",-0.35795557,-0.36558175,-1.3883398,-1.3085989,0.0797409
32,0.31394488,0.1196931,"('unkind', 'kind')",0.8854235,0.6615308,0.5996842,0.3906119,-0.2090723
33,-0.3512862,-0.35614562,"('wrong', 'right')",0.17395413,0.06604661,-0.088666,-0.1450495,-0.0563835
34,-0.008118283,0.08447391,"('mean', 'honorable')",4.258378,4.402912,2.1251299,2.2436931,0.1185632
35,-1.3224038,-1.3698144,"('corrupt', 'incorrupt')",-0.5050128,-0.62570614,-0.9137083,-0.9977603,-0.084052
36,-1.8169172,-1.744552,"('hostile', 'amicable')",0.6966316,0.56060237,-0.5601428,-0.5919749,-0.0318321
37,0.70936996,0.7354759,"('fake', 'genuine')",0.4852744,0.43743512,0.5973222,0.5864555,-0.0108667
38,-0.76280296,-0.80139005,"('untruthful', 'truthful')",0.25611603,0.26568422,-0.2533435,-0.2678529,-0.0145094
39,1.007771,0.9990826,"('exploitative', 'cooperative')",0.38831687,0.33624485,0.6980439,0.6676638,-0.0303801
40,0.19004191,0.24228007,"('stingy', 'generous')",-1.7160288,-1.8727661,-0.7629935,-0.815243,-0.0522495
41,0.03217447,0.12864561,"('unforgiving', 'forgiving')",0.32139155,0.31948256,0.176783,0.2240641,0.0472811
42,0.6516225,0.6537275,"('unreliable', 'reliable')",-2.4278734,-2.4387171,-0.8881254,-0.8924948,-0.0043694
43,0.152545,0.12711424,"('irresponsible', 'responsible')",1.2440174,1.2416365,0.6982812,0.6843754,-0.0139058
44,0.43120396,0.40625548,"('prejudiced', 'unprejudiced')",-1.7033244,-1.697315,-0.6360602,-0.6455297,-0.0094695
45,-0.26253322,-0.20091757,"('incompetent', 'competent')",0.87137824,0.9191088,0.3044225,0.3590956,0.0546731
46,0.25366613,0.28546184,"('uncompetitive', 'competitive')",-0.69136953,-0.70114154,-0.2188517,-0.2078398,0.0110119
47,-0.00056459475,0.07255374,"('stupid', 'smart')",5.213058,5.336523,2.6062467,2.7045383,0.0982916
48,-0.16652867,-0.093831405,"('unintelligent', 'intelligent')",0.0011228733,0.054368258,-0.0827029,-0.0197316,0.0629713
49,-0.1150543,0.028240785,"('unable', 'able')",-0.11073902,0.012276836,-0.1128967,0.0202588,0.1331555
50,0.1368123,0.14732078,"('clumsy', 'skillful')",-0.34823576,-0.5021726,-0.1057117,-0.1774259,-0.0717142
51,-0.06622159,-0.27042043,"('uneducated', 'educated')",0.022574488,-0.04794175,-0.0218235,-0.1591811,-0.1373576
52,-1.2297819,-1.2496299,"('irrational', 'rational')",0.12545416,-0.020544048,-0.5521638,-0.635087,-0.0829232
53,-1.6967455,-1.6997408,"('uncreative', 'creative')",0.8793699,0.7730943,-0.4086878,-0.4633232,-0.0546354
54,-0.9127192,-1.0365078,"('incapable', 'capable')",0.8658132,0.81461906,-0.023453,-0.1109444,-0.0874914
55,0.51700675,0.58170456,"('incompetent', 'clever')",-0.02791483,0.02835391,0.244546,0.3050292,0.0604832
56,1.2415345,1.056596,"('impractical', 'practical')",0.9776433,1.0892748,1.1095889,1.0729353,-0.0366536
57,-0.41952315,-0.45312792,"('unimaginative', 'imaginative')",-1.4707569,-1.4064677,-0.94514,-0.9297978,0.0153422
58,-0.44977716,-0.39104614,"('undiscriminating', 'discriminating')",0.59930533,0.6736598,0.0747641,0.1413068,0.0665427
59,-0.7910203,-0.73557514,"('foolish', 'wise')",0.2392689,0.14605463,-0.2758757,-0.2947603,-0.0188846
60,1.5321833,1.5247788,"('inefficient', 'efficient')",-0.0056842435,0.14433184,0.7632495,0.8345553,0.0713058
61,-0.450717,-0.5629268,"('illogical', 'logical')",0.78410596,0.620071,0.1666945,0.0285721,-0.1381224
