,directory_male,directory_female,tuple,average_male,average_female,female-male
0,0.05821347,-0.048440475,"('unsociable', 'sociable')",0.0582135,-0.0484405,-0.106654
1,2.2121432,2.1001334,"('unfriendly', 'friendly')",2.2121432,2.1001334,-0.1120098
2,0.22346634,0.35582793,"('unlikable', 'likable')",0.2234663,0.3558279,0.1323616
3,0.88810366,1.2018282,"('repellent', 'pleasant')",0.8881037,1.2018282,0.3137245
4,-7.6657076,-7.592027,"('disliked', 'liked')",-7.6657076,-7.5920272,0.0736804
5,-0.22252373,-0.069576964,"('distant', 'outgoing')",-0.2225237,-0.069577,0.1529467
6,0.14972997,0.33163172,"('distant', 'open')",0.14973,0.3316317,0.1819017
7,1.3044971,1.4276041,"('insensitive', 'sensitive')",1.3044971,1.4276041,0.123107
8,1.1926227,1.1942723,"('unaffectionate', 'affectionate')",1.1926227,1.1942723,0.0016496
9,1.9092194,1.9937259,"('unaffectionate', 'caring')",1.9092194,1.9937259,0.0845065
10,0.8541921,0.9698249,"('unsympathetic', 'sympathetic')",0.8541921,0.9698249,0.1156328
11,2.1330023,2.1598692,"('unhelpful', 'helpful')",2.1330023,2.1598692,0.0268669
12,-1.276866,-1.1983379,"('unsupportive', 'supportive')",-1.276866,-1.1983379,0.0785281
13,-0.19220358,-0.2316152,"('impolite', 'polite')",-0.1922036,-0.2316152,-0.0394116
14,0.030524462,-0.121265635,"('antisocial', 'social')",0.0305245,-0.1212656,-0.1517901
15,0.40864503,0.29030108,"('boring', 'funny')",0.408645,0.2903011,-0.1183439
16,-0.40432984,-0.33645576,"('unpopular', 'popular')",-0.4043298,-0.3364558,0.067874
17,0.13583103,0.09447038,"('nasty', 'nice')",0.135831,0.0944704,-0.0413606
18,-0.43667614,-0.32802272,"('disagreeable', 'welcoming')",-0.4366761,-0.3280227,0.1086534
19,-0.4106638,-0.16777478,"('inhospitable', 'hospitable')",-0.4106638,-0.1677748,0.242889
20,0.8691893,0.76860136,"('rough', 'thoughtful')",0.8691893,0.7686014,-0.1005879
21,-0.38499624,-0.17100653,"('immoral', 'moral')",-0.3849962,-0.1710065,0.2139897
22,-0.36465025,-0.20297948,"('untrustworthy', 'trustworthy')",-0.3646502,-0.2029795,0.1616707
23,7.098698,7.191317,"('insincere', 'sincere')",7.0986981,7.1913171,0.092619
24,1.5794894,1.7886564,"('dishonest', 'honest')",1.5794894,1.7886564,0.209167
25,1.0656691,0.96353245,"('egoistic', 'altruistic')",1.0656691,0.9635324,-0.1021367
26,1.4484049,0.9378149,"('hardhearted', 'benevolent')",1.4484049,0.9378149,-0.51059
27,2.0649776,1.8937197,"('hardhearted', 'softhearted')",2.0649776,1.8937197,-0.1712579
28,1.0850914,0.98899424,"('disloyal', 'loyal')",1.0850914,0.9889942,-0.0960972
29,-0.73434925,-0.85252994,"('unfair', 'fair')",-0.7343493,-0.8525299,-0.1181806
30,0.7926971,0.8217339,"('intolerant', 'tolerant')",0.7926971,0.8217339,0.0290368
31,-1.0762738,-1.0342139,"('evil', 'good')",-1.0762738,-1.0342139,0.0420599
32,1.2654073,1.0819159,"('unkind', 'kind')",1.2654073,1.0819159,-0.1834914
33,0.2580952,0.28969863,"('wrong', 'right')",0.2580952,0.2896986,0.0316034
34,5.14075,5.4013844,"('mean', 'honorable')",5.1407499,5.4013844,0.2606345
35,-0.8764644,-0.9156228,"('corrupt', 'incorrupt')",-0.8764644,-0.9156228,-0.0391584
