,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.9104344,-0.9480931,"('unsociable', 'sociable')",-0.4209299,-0.48318467,-0.6656822,-0.7156389,-0.0499567
1,0.16771051,-0.031067353,"('unfriendly', 'friendly')",1.6880524,1.6045084,0.9278815,0.7867205,-0.141161
2,-0.08733599,-0.07772973,"('unlikable', 'likable')",0.5101926,0.6421,0.2114283,0.2821851,0.0707568
3,-2.1082928,-2.0974114,"('repellent', 'pleasant')",0.36307332,0.42740366,-0.8726097,-0.8350039,0.0376058
4,-0.010435006,-0.040174313,"('disliked', 'liked')",-7.5724764,-7.649441,-3.7914557,-3.8448076,-0.0533519
5,0.66413754,0.5637214,"('distant', 'outgoing')",-0.39464656,-0.3799917,0.1347455,0.0918649,-0.0428806
6,0.31102118,0.19435647,"('distant', 'open')",-0.004488498,-0.005612895,0.1532663,0.0943718,-0.0588945
7,-1.0461379,-1.0353074,"('insensitive', 'sensitive')",-0.2607419,-0.18852222,-0.6534399,-0.6119148,0.0415251
8,0.035431504,-0.13937628,"('unaffectionate', 'affectionate')",0.73159254,0.6493208,0.383512,0.2549722,-0.1285398
9,-0.10903303,-0.22649458,"('unaffectionate', 'caring')",1.0494635,1.0311985,0.4702152,0.402352,-0.0678632
10,-1.5459143,-1.5881463,"('unsympathetic', 'sympathetic')",-0.47210547,-0.4399059,-1.0090098,-1.0140262,-0.0050164
11,-0.64466816,-0.5730675,"('unhelpful', 'helpful')",1.3370169,1.4197993,0.3461744,0.4233659,0.0771915
12,-0.5790886,-0.5324095,"('unsupportive', 'supportive')",-2.4602764,-2.4125276,-1.5196825,-1.4724685,0.047214
13,-1.2428745,-1.1667213,"('impolite', 'polite')",-0.64533615,-0.6247022,-0.9441053,-0.8957118,0.0483935
14,-1.3607517,-1.3638381,"('antisocial', 'social')",-0.3818853,-0.4302315,-0.8713185,-0.8970348,-0.0257163
15,0.4260916,0.40233055,"('boring', 'funny')",0.3330555,0.2961478,0.3795736,0.3492392,-0.0303344
16,-0.19917254,-0.18546487,"('unpopular', 'popular')",0.29234412,0.22856253,0.0465858,0.0215488,-0.025037
17,-0.43348238,-0.39073506,"('nasty', 'nice')",-0.24792904,-0.22811975,-0.3407057,-0.3094274,0.0312783
18,-0.6805825,-0.6454257,"('disagreeable', 'welcoming')",-0.7086166,-0.8138732,-0.6945996,-0.7296494,-0.0350498
19,-0.72967666,-0.7926215,"('inhospitable', 'hospitable')",-0.59215426,-0.50895536,-0.6609155,-0.6507884,0.0101271
20,0.29416996,0.23562652,"('rough', 'thoughtful')",0.6291894,0.576478,0.4616797,0.4060523,-0.0556274
21,-0.50854766,-0.51699674,"('immoral', 'moral')",-1.0623003,-0.9634401,-0.785424,-0.7402184,0.0452056
22,-1.3083851,-1.3247119,"('untrustworthy', 'trustworthy')",-0.893409,-0.9202023,-1.1008971,-1.1224571,-0.02156
23,-0.6384058,-0.67862153,"('insincere', 'sincere')",6.1258492,6.0814633,2.7437217,2.7014208,-0.0423009
24,-0.32793924,-0.35401437,"('dishonest', 'honest')",0.85065454,0.8078076,0.2613577,0.2268966,-0.0344611
25,0.4495536,0.4357566,"('egoistic', 'altruistic')",1.4742503,1.3982764,0.961902,0.9170165,-0.0448855
26,0.8012083,0.65624785,"('hardhearted', 'benevolent')",1.493528,1.4424958,1.1473682,1.0493718,-0.0979964
27,-0.5535351,-0.5738729,"('hardhearted', 'softhearted')",1.1154677,0.97136575,0.2809663,0.1987464,-0.0822199
28,-0.59554183,-0.7118486,"('disloyal', 'loyal')",0.9155048,0.82391626,0.1599815,0.0560338,-0.1039477
