,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.9357589,-1.1687541,"('unsociable', 'sociable')",0.9710598,0.7447064,0.9564303,0.9125023,0.08198635,0.046197977,0.2684294,0.1336631,-0.1347663
1,-1.7352575,-1.8249428,"('unfriendly', 'friendly')",-0.18665673,-0.36798126,0.59499574,0.50018054,1.3410126,1.0529999,0.0035235,-0.1599359,-0.1634594
2,-0.14845763,-0.06347789,"('unlikable', 'likable')",-0.27070856,-0.19948106,1.0167358,1.0908135,0.7211395,0.84744275,0.3296773,0.4188243,0.089147
3,-0.041204214,0.089754455,"('repellent', 'pleasant')",-0.92394483,-0.78154033,-0.6991515,-0.58506775,0.2868097,0.40881243,-0.3443727,-0.2170103,0.1273624
4,0.47510228,0.37445006,"('disliked', 'liked')",-0.99122345,-1.224035,-0.05844039,-0.21990502,-6.2576723,-5.8828683,-1.7080585,-1.7380896,-0.0300311
5,0.09404449,0.08605987,"('distant', 'outgoing')",-0.5899083,-0.7242603,0.17768253,0.10879521,0.18499774,0.19751988,-0.0332959,-0.0829713,-0.0496754
6,-0.51909876,-0.4653595,"('distant', 'open')",-0.620512,-0.6563891,0.09828612,0.054484196,0.12729818,0.061460562,-0.2285066,-0.251451,-0.0229444
7,-0.7355055,-0.6907621,"('insensitive', 'sensitive')",1.6001351,1.7275186,-0.06431139,0.08907017,0.0063829552,0.023498936,0.2016753,0.2873314,0.0856561
8,-1.755674,-1.7668567,"('unaffectionate', 'affectionate')",0.6162786,0.5113317,0.8268973,0.8120751,1.385235,1.1258653,0.2681842,0.1706039,-0.0975803
9,-1.6501954,-1.6789227,"('unaffectionate', 'caring')",0.66349655,0.56359476,0.7113022,0.6550377,1.476854,1.2592173,0.3003643,0.1997318,-0.1006325
10,-0.69579715,-0.70725244,"('unsympathetic', 'sympathetic')",0.5641612,0.63451314,0.15322499,0.17067322,0.29422575,0.26497808,0.0789537,0.090728,0.0117743
11,-0.538985,-0.550774,"('unhelpful', 'helpful')",0.54375994,0.48627204,-0.6471441,-0.6150047,1.7038553,1.6520524,0.2653715,0.2431364,-0.0222351
12,-0.28882423,-0.16740692,"('unsupportive', 'supportive')",1.4361418,1.513765,1.0570499,1.2467035,-1.6655602,-1.5244964,0.1347018,0.2671413,0.1324395
