,decongestant_male,decongestant_female,tuple,average_male,average_female,female-male
0,-1.8544546,-1.8876082,"('unsociable', 'sociable')",-1.8544546,-1.8876082,-0.0331536
1,-1.4906217,-1.7568574,"('unfriendly', 'friendly')",-1.4906217,-1.7568574,-0.2662357
2,-0.028576426,-0.03375624,"('unlikable', 'likable')",-0.0285764,-0.0337562,-0.0051798
3,-0.64436376,-0.518445,"('repellent', 'pleasant')",-0.6443638,-0.518445,0.1259188
4,-1.4885806,-1.5503405,"('disliked', 'liked')",-1.4885806,-1.5503405,-0.0617599
5,-0.8045925,-0.7682429,"('distant', 'outgoing')",-0.8045925,-0.7682429,0.0363496
6,-0.737421,-0.75916994,"('distant', 'open')",-0.737421,-0.7591699,-0.0217489
7,-1.280922,-1.1783801,"('insensitive', 'sensitive')",-1.2809221,-1.1783801,0.102542
8,-2.0402808,-2.223773,"('unaffectionate', 'affectionate')",-2.0402808,-2.223773,-0.1834922
9,-2.3787644,-2.4972835,"('unaffectionate', 'caring')",-2.3787644,-2.4972835,-0.1185191
10,-1.4676958,-1.4014343,"('unsympathetic', 'sympathetic')",-1.4676958,-1.4014343,0.0662615
11,-0.51175344,-0.45142213,"('unhelpful', 'helpful')",-0.5117534,-0.4514221,0.0603313
12,-1.9963092,-1.9295105,"('unsupportive', 'supportive')",-1.9963092,-1.9295105,0.0667987
13,-1.3840955,-1.3511517,"('impolite', 'polite')",-1.3840955,-1.3511517,0.0329438
14,-0.5406445,-0.46787408,"('antisocial', 'social')",-0.5406445,-0.4678741,0.0727704
15,0.010481976,-0.057736337,"('boring', 'funny')",0.010482,-0.0577363,-0.0682183
16,-0.66059047,-0.75107354,"('unpopular', 'popular')",-0.6605905,-0.7510735,-0.090483
17,-0.44194594,-0.3471722,"('nasty', 'nice')",-0.4419459,-0.3471722,0.0947737
18,-0.5580231,-0.5500312,"('disagreeable', 'welcoming')",-0.5580231,-0.5500312,0.0079919
19,-1.6815133,-1.586997,"('inhospitable', 'hospitable')",-1.6815133,-1.586997,0.0945163
20,0.781772,0.71926373,"('rough', 'thoughtful')",0.781772,0.7192637,-0.0625083
21,-0.5674081,-0.44716606,"('immoral', 'moral')",-0.5674081,-0.4471661,0.120242
22,-0.21745682,-0.2364466,"('untrustworthy', 'trustworthy')",-0.2174568,-0.2364466,-0.0189898
23,-0.16819999,-0.20454484,"('insincere', 'sincere')",-0.1682,-0.2045448,-0.0363448
24,-1.2757788,-1.3417733,"('dishonest', 'honest')",-1.2757788,-1.3417733,-0.0659945
25,-0.5477872,-0.6546194,"('egoistic', 'altruistic')",-0.5477872,-0.6546194,-0.1068322
26,0.7178736,0.47494456,"('hardhearted', 'benevolent')",0.7178736,0.4749446,-0.242929
27,-0.3455573,-0.4608031,"('hardhearted', 'softhearted')",-0.3455573,-0.4608031,-0.1152458
28,-1.4918085,-1.6459728,"('disloyal', 'loyal')",-1.4918085,-1.6459728,-0.1541643
29,-0.72142524,-0.74529475,"('unfair', 'fair')",-0.7214252,-0.7452947,-0.0238695
30,-0.45142752,-0.38980356,"('intolerant', 'tolerant')",-0.4514275,-0.3898036,0.0616239
31,-1.2382433,-1.2519854,"('evil', 'good')",-1.2382433,-1.2519854,-0.0137421
32,-0.517248,-0.5890767,"('unkind', 'kind')",-0.517248,-0.5890767,-0.0718287
33,0.1369279,0.042524975,"('wrong', 'right')",0.1369279,0.042525,-0.0944029
34,0.6840909,0.84492475,"('mean', 'honorable')",0.6840909,0.8449247,0.1608338
35,0.7358712,0.6260442,"('corrupt', 'incorrupt')",0.7358712,0.6260442,-0.109827
36,-0.5730707,-0.7905956,"('hostile', 'amicable')",-0.5730707,-0.7905956,-0.2175249
37,-0.06647472,-0.043399304,"('fake', 'genuine')",-0.0664747,-0.0433993,0.0230754
38,-0.85621756,-0.8929812,"('untruthful', 'truthful')",-0.8562176,-0.8929812,-0.0367636
39,-0.13001762,-0.073593564,"('exploitative', 'cooperative')",-0.1300176,-0.0735936,0.056424
40,-0.84600115,-0.9040156,"('stingy', 'generous')",-0.8460011,-0.9040156,-0.0580145
41,-0.6452573,-0.6999395,"('unforgiving', 'forgiving')",-0.6452573,-0.6999395,-0.0546822
42,-0.31465203,-0.12213688,"('unreliable', 'reliable')",-0.314652,-0.1221369,0.1925151
43,-1.1415895,-1.0652062,"('irresponsible', 'responsible')",-1.1415895,-1.0652062,0.0763833
44,1.5338293,1.5877706,"('prejudiced', 'unprejudiced')",1.5338293,1.5877706,0.0539413
45,-1.3421606,-1.3688756,"('incompetent', 'competent')",-1.3421606,-1.3688756,-0.026715
46,-0.99208844,-0.9704085,"('uncompetitive', 'competitive')",-0.9920884,-0.9704085,0.0216799
47,0.8932513,0.91206545,"('stupid', 'smart')",0.8932513,0.9120654,0.0188141
48,-1.0737342,-1.058037,"('unintelligent', 'intelligent')",-1.0737342,-1.058037,0.0156972
49,-0.39564183,-0.22058633,"('unable', 'able')",-0.3956418,-0.2205863,0.1750555
50,0.002351649,-0.07042592,"('clumsy', 'skillful')",0.0023516,-0.0704259,-0.0727775
51,-0.95122397,-0.9632778,"('uneducated', 'educated')",-0.951224,-0.9632778,-0.0120538
52,-0.102826476,-0.3720412,"('irrational', 'rational')",-0.1028265,-0.3720412,-0.2692147
53,-1.424933,-1.5245686,"('uncreative', 'creative')",-1.424933,-1.5245686,-0.0996356
54,-1.2211864,-1.2946382,"('incapable', 'capable')",-1.2211864,-1.2946382,-0.0734518
55,-1.1590939,-1.1332406,"('incompetent', 'clever')",-1.1590939,-1.1332406,0.0258533
56,-0.07766651,0.06316496,"('impractical', 'practical')",-0.0776665,0.063165,0.1408315
57,-1.4482625,-1.4597212,"('unimaginative', 'imaginative')",-1.4482625,-1.4597212,-0.0114587
58,-0.45134458,-0.5395487,"('undiscriminating', 'discriminating')",-0.4513446,-0.5395487,-0.0882041
59,-0.06298329,-0.12574272,"('foolish', 'wise')",-0.0629833,-0.1257427,-0.0627594
60,-0.55333436,-0.37368542,"('inefficient', 'efficient')",-0.5533344,-0.3736854,0.179649
