,l3harris_male,l3harris_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.121212155,-0.228806,"('unsociable', 'sociable')",0.29552668,0.070673846,-0.35643324,-0.52799606,-0.0607062,-0.2287094,-0.1680032
1,-2.5079145,-2.4697714,"('unfriendly', 'friendly')",0.36836582,0.17528808,1.5345877,1.451334,-0.2016537,-0.2810497,-0.079396
2,0.5074664,0.5110218,"('unlikable', 'likable')",0.32982555,0.40947115,0.637529,0.7592156,0.491607,0.5599028,0.0682958
3,-0.18213968,0.036650226,"('repellent', 'pleasant')",0.16655609,0.25820678,0.043803323,0.089686185,0.0094066,0.1281811,0.1187745
4,-1.2690451,-1.2842374,"('disliked', 'liked')",-0.8509469,-0.90006906,-5.8722386,-5.920733,-2.6640768,-2.7016799,-0.0376031
5,-1.5912774,-1.4979732,"('distant', 'outgoing')",-0.7307204,-0.59022987,-0.3376844,-0.23548642,-0.8865607,-0.7745632,0.1119975
6,-1.5952965,-1.4351374,"('distant', 'open')",-0.83913106,-0.7142498,0.37141836,0.43426293,-0.6876698,-0.571708,0.1159618
7,0.31295615,0.3922932,"('insensitive', 'sensitive')",0.6360494,0.66001487,0.36075017,0.4219734,0.4365852,0.4914272,0.054842
8,-1.7504281,-1.6948254,"('unaffectionate', 'affectionate')",-0.09093639,-0.12991142,0.43297344,0.41106874,-0.4694637,-0.4712227,-0.001759
9,-1.6586788,-1.5703348,"('unaffectionate', 'caring')",0.21802026,0.1262728,0.9460709,0.9162582,-0.1648626,-0.1759346,-0.011072
10,-0.22214219,-0.15403438,"('unsympathetic', 'sympathetic')",-0.19527678,-0.27130574,-0.4835289,-0.5358745,-0.300316,-0.3204049,-0.0200889
11,-0.011520591,-0.017774304,"('unhelpful', 'helpful')",1.2426916,1.2448236,1.624115,1.6023887,0.951762,0.943146,-0.008616
12,-0.50923645,-0.2697088,"('unsupportive', 'supportive')",0.502824,0.61499953,-1.9414093,-1.8726062,-0.649274,-0.5091051,0.1401689
13,0.69393116,0.6661187,"('impolite', 'polite')",0.19090119,0.1920192,-0.38047287,-0.42951423,0.1681198,0.1428745,-0.0252453
14,1.3035275,1.2978183,"('antisocial', 'social')",1.1453874,1.1223902,-0.5378645,-0.5822182,0.6370169,0.6126634,-0.0243535
