,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,-0.16239084,-0.40027568,"('unsociable', 'sociable')",-0.1623908,-0.4002757,-0.2378849
1,0.6150931,0.42174628,"('unfriendly', 'friendly')",0.6150931,0.4217463,-0.1933468
2,0.23379113,0.20515324,"('unlikable', 'likable')",0.2337911,0.2051532,-0.0286379
3,-0.7123744,-0.6641774,"('repellent', 'pleasant')",-0.7123744,-0.6641774,0.048197
4,-3.681012,-3.8584146,"('disliked', 'liked')",-3.6810119,-3.8584146,-0.1774027
5,-0.39095196,-0.36619443,"('distant', 'outgoing')",-0.390952,-0.3661944,0.0247576
6,-0.564021,-0.5172815,"('distant', 'open')",-0.564021,-0.5172815,0.0467395
7,-0.16793236,-0.110542834,"('insensitive', 'sensitive')",-0.1679324,-0.1105428,0.0573896
8,0.5732726,0.3830713,"('unaffectionate', 'affectionate')",0.5732726,0.3830713,-0.1902013
9,0.66496164,0.6713606,"('unaffectionate', 'caring')",0.6649616,0.6713606,0.006399
10,-0.13285556,-0.18603465,"('unsympathetic', 'sympathetic')",-0.1328556,-0.1860346,-0.053179
11,1.4073429,1.526546,"('unhelpful', 'helpful')",1.4073429,1.526546,0.1192031
12,-1.049815,-1.0582527,"('unsupportive', 'supportive')",-1.0498151,-1.0582527,-0.0084376
13,-0.27241275,-0.4191037,"('impolite', 'polite')",-0.2724127,-0.4191037,-0.146691
14,-0.0951335,-0.29024255,"('antisocial', 'social')",-0.0951335,-0.2902426,-0.1951091
15,0.34700075,0.28450954,"('boring', 'funny')",0.3470007,0.2845095,-0.0624912
16,0.19267136,0.14787416,"('unpopular', 'popular')",0.1926714,0.1478742,-0.0447972
17,-0.52283955,-0.45907015,"('nasty', 'nice')",-0.5228395,-0.4590701,0.0637694
18,-0.37136105,-0.48420727,"('disagreeable', 'welcoming')",-0.371361,-0.4842073,-0.1128463
19,-1.4159862,-1.3978424,"('inhospitable', 'hospitable')",-1.4159862,-1.3978424,0.0181438
20,0.17797503,0.21110305,"('rough', 'thoughtful')",0.177975,0.2111031,0.0331281
21,-0.32177225,-0.3252668,"('immoral', 'moral')",-0.3217722,-0.3252668,-0.0034946
22,-0.3553877,-0.41070896,"('untrustworthy', 'trustworthy')",-0.3553877,-0.410709,-0.0553213
23,3.162472,3.3326707,"('insincere', 'sincere')",3.162472,3.3326707,0.1701987
24,0.68696755,0.5855417,"('dishonest', 'honest')",0.6869676,0.5855417,-0.1014259
25,0.16583437,-0.03551681,"('egoistic', 'altruistic')",0.1658344,-0.0355168,-0.2013512
26,0.32852435,0.0050029345,"('hardhearted', 'benevolent')",0.3285244,0.0050029,-0.3235215
27,0.29988354,0.29106158,"('hardhearted', 'softhearted')",0.2998835,0.2910616,-0.0088219
28,0.58921736,0.57222843,"('disloyal', 'loyal')",0.5892174,0.5722284,-0.016989
29,-0.11729539,-0.09825624,"('unfair', 'fair')",-0.1172954,-0.0982562,0.0190392
30,0.73207945,0.63992536,"('intolerant', 'tolerant')",0.7320794,0.6399254,-0.092154
31,-1.43548,-1.3751688,"('evil', 'good')",-1.43548,-1.3751688,0.0603112
32,0.6159416,0.50689685,"('unkind', 'kind')",0.6159416,0.5068969,-0.1090447
33,0.16107914,0.081163146,"('wrong', 'right')",0.1610791,0.0811631,-0.079916
