,potty_male,potty_female,tuple,average_male,average_female,female-male
0,0.6334176,0.47689366,"('unsociable', 'sociable')",0.6334176,0.4768937,-0.1565239
1,-1.2629395,-1.3217295,"('unfriendly', 'friendly')",-1.2629395,-1.3217295,-0.05879
2,-0.4928119,-0.54317164,"('unlikable', 'likable')",-0.4928119,-0.5431716,-0.0503597
3,-1.1366599,-0.98950154,"('repellent', 'pleasant')",-1.1366599,-0.9895015,0.1471584
4,-1.3074415,-1.2802256,"('disliked', 'liked')",-1.3074415,-1.2802256,0.0272159
5,-0.42550242,-0.1842942,"('distant', 'outgoing')",-0.4255024,-0.1842942,0.2412082
6,-0.87345606,-0.66643435,"('distant', 'open')",-0.8734561,-0.6664343,0.2070218
7,-0.61864096,-0.5199634,"('insensitive', 'sensitive')",-0.618641,-0.5199634,0.0986776
8,-0.66418874,-0.736166,"('unaffectionate', 'affectionate')",-0.6641887,-0.736166,-0.0719773
9,-0.64497447,-0.6598078,"('unaffectionate', 'caring')",-0.6449745,-0.6598078,-0.0148333
10,-0.725505,-0.8755214,"('unsympathetic', 'sympathetic')",-0.725505,-0.8755214,-0.1500164
11,0.65024817,0.6530713,"('unhelpful', 'helpful')",0.6502482,0.6530713,0.0028231
12,-0.3351823,-0.12528373,"('unsupportive', 'supportive')",-0.3351823,-0.1252837,0.2098986
13,0.1842758,0.08505636,"('impolite', 'polite')",0.1842758,0.0850564,-0.0992194
14,0.78913194,0.70114106,"('antisocial', 'social')",0.7891319,0.7011411,-0.0879908
15,0.69230115,0.5669893,"('boring', 'funny')",0.6923012,0.5669893,-0.1253119
16,-0.28913388,-0.16643833,"('unpopular', 'popular')",-0.2891339,-0.1664383,0.1226956
17,0.032683592,0.08963813,"('nasty', 'nice')",0.0326836,0.0896381,0.0569545
18,-1.2937193,-1.1960622,"('disagreeable', 'welcoming')",-1.2937193,-1.1960622,0.0976571
19,-1.5344028,-1.4824098,"('inhospitable', 'hospitable')",-1.5344028,-1.4824098,0.051993
20,-0.61926347,-0.5262646,"('rough', 'thoughtful')",-0.6192635,-0.5262646,0.0929989
21,-0.40306112,-0.39688456,"('immoral', 'moral')",-0.4030611,-0.3968846,0.0061765
22,-0.84277105,-0.7467379,"('untrustworthy', 'trustworthy')",-0.8427711,-0.7467379,0.0960332
23,0.8466691,0.8393261,"('insincere', 'sincere')",0.8466691,0.8393261,-0.007343
24,-0.84617406,-0.8799423,"('dishonest', 'honest')",-0.8461741,-0.8799423,-0.0337682
25,-0.10098611,-0.22195655,"('egoistic', 'altruistic')",-0.1009861,-0.2219566,-0.1209705
26,0.2426632,-0.052012987,"('hardhearted', 'benevolent')",0.2426632,-0.052013,-0.2946762
27,-0.56842774,-0.35885137,"('hardhearted', 'softhearted')",-0.5684277,-0.3588514,0.2095763
28,-0.54030263,-0.9636744,"('disloyal', 'loyal')",-0.5403026,-0.9636744,-0.4233718
29,-0.9541432,-0.8003005,"('unfair', 'fair')",-0.9541432,-0.8003005,0.1538427
30,0.45104322,0.24228686,"('intolerant', 'tolerant')",0.4510432,0.2422869,-0.2087563
31,-1.5582116,-1.3167797,"('evil', 'good')",-1.5582116,-1.3167797,0.2414319
32,0.1465178,0.031800963,"('unkind', 'kind')",0.1465178,0.031801,-0.1147168
