,intuitive_male,intuitive_female,tuple,surgical_male,surgical_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.17914042,-0.3435654,"('unsociable', 'sociable')",1.2203199,1.223008,-0.22997211,-0.37561405,0.2704024,0.1679429,-0.1024595
1,-0.5299485,-0.37940675,"('unfriendly', 'friendly')",0.86180776,0.72162646,1.9471254,1.7748759,0.7596616,0.7056985,-0.0539631
2,-0.06943564,0.0023082625,"('unlikable', 'likable')",0.31627464,0.414326,0.4666946,0.57871634,0.2378445,0.3317835,0.093939
3,-0.35171044,-0.21408796,"('repellent', 'pleasant')",-1.1774621,-0.982,0.21770592,0.33743256,-0.4371555,-0.2862185,0.150937
4,-1.4056591,-1.2798878,"('disliked', 'liked')",-0.7888178,-0.7442282,-6.3876853,-6.523698,-2.8607206,-2.8492711,0.0114495
5,-0.6916543,-0.49532393,"('distant', 'outgoing')",-0.36380523,-0.38137066,-0.090360045,-0.037938505,-0.3819398,-0.3048777,0.0770621
6,-0.74958426,-0.5071238,"('distant', 'open')",0.00089853257,-0.058142133,0.49808148,0.52889276,-0.0835347,-0.0121244,0.0714103
7,0.8576231,0.90480536,"('insensitive', 'sensitive')",0.14376554,0.22542335,0.4500456,0.43546537,0.4838114,0.521898,0.0380866
8,-0.37371075,-0.2880298,"('unaffectionate', 'affectionate')",0.30964592,0.15756962,0.67115855,0.6181521,0.2023646,0.162564,-0.0398006
9,0.93646413,1.0665612,"('unaffectionate', 'caring')",0.9261583,0.82668936,1.2477089,1.2999053,1.0367772,1.0643853,0.0276081
10,1.4204571,1.4167773,"('unsympathetic', 'sympathetic')",0.03538891,0.07763113,-0.410694,-0.40151367,0.348384,0.3642982,0.0159142
11,1.3468347,1.3768457,"('unhelpful', 'helpful')",0.27869514,0.37600198,1.780796,1.9207329,1.1354419,1.2245269,0.089085
12,1.6855754,1.8908093,"('unsupportive', 'supportive')",1.5693384,1.6678448,-1.6361727,-1.6576744,0.5395804,0.6336599,0.0940795
13,0.31754318,0.11862202,"('impolite', 'polite')",1.0703439,1.0425619,-0.16826254,-0.18687026,0.4065415,0.3247712,-0.0817703
14,-0.09575638,-0.25310317,"('antisocial', 'social')",0.8986866,1.0389003,-0.82173777,-0.82261425,-0.0062692,-0.0122724,-0.0060032
15,0.9350807,0.88282263,"('boring', 'funny')",0.7213538,0.5997241,0.25567666,0.20841199,0.6373704,0.5636529,-0.0737175
16,-1.203232,-1.0791934,"('unpopular', 'popular')",-1.1911356,-1.109046,0.5528858,0.51915234,-0.6138273,-0.5563623,0.057465
17,-0.247329,-0.16039605,"('nasty', 'nice')",-1.2151381,-1.1258942,-0.67996466,-0.64159524,-0.7141439,-0.6426285,0.0715154
18,-0.7513214,-0.70279115,"('disagreeable', 'welcoming')",0.35506013,0.47088578,-0.02343364,-0.08214752,-0.1398983,-0.1046843,0.035214
19,0.085607775,0.1942136,"('inhospitable', 'hospitable')",0.09117738,0.040513158,0.3380217,0.36842358,0.1716023,0.2010501,0.0294478
20,1.140426,1.1199311,"('rough', 'thoughtful')",-0.28700945,-0.23502538,1.0872419,1.0293972,0.6468862,0.638101,-0.0087852
21,1.2298441,1.1193687,"('immoral', 'moral')",0.9240376,0.97548044,-0.75049824,-0.68427277,0.4677944,0.4701921,0.0023977
22,0.3422572,0.34261295,"('untrustworthy', 'trustworthy')",-0.03370661,-0.04196495,-0.9351078,-0.9879493,-0.2088524,-0.2291004,-0.020248
23,2.1272728,2.1512103,"('insincere', 'sincere')",0.6465402,0.6814909,5.888977,5.9663806,2.8875968,2.9330273,0.0454305
24,1.3925569,1.4139751,"('dishonest', 'honest')",-0.24965835,-0.24227816,0.82756513,0.8260432,0.6568213,0.6659133,0.009092
25,-1.1799538,-1.1450007,"('egoistic', 'altruistic')",-0.08073081,-0.12194149,1.4244337,1.2868057,0.054583,0.0066212,-0.0479618
26,-0.013159739,-0.057091564,"('hardhearted', 'benevolent')",2.127182,1.9504565,1.5595133,1.3541684,1.2245119,1.0825111,-0.1420008
27,1.7255485,1.7248889,"('hardhearted', 'softhearted')",0.94168437,0.81303924,1.828927,1.6646149,1.49872,1.4008478,-0.0978722
