,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2531226,-1.4382566,"('unsociable', 'sociable')",0.2575228,0.047858972,-1.1163753,-1.2907633,-0.103746265,-0.27020618,-0.5539303,-0.7378418,-0.1839115
1,-1.0612577,-1.1936605,"('unfriendly', 'friendly')",0.54988885,0.34195375,-1.5957086,-1.7122549,1.4559773,1.3421162,-0.1627751,-0.3054613,-0.1426862
2,0.52963513,0.6189174,"('unlikable', 'likable')",1.2065659,1.3557999,0.7623284,0.8180929,0.82340944,0.93050045,0.8304847,0.9308277,0.100343
3,-0.27925014,-0.14593932,"('repellent', 'pleasant')",0.07357381,0.14439404,0.22248232,0.26704282,0.40431127,0.4303187,0.1052793,0.1739541,0.0686748
4,0.19135189,0.11985889,"('disliked', 'liked')",-0.5977912,-0.7109531,-0.57098764,-0.6010201,-6.447459,-6.4590225,-1.8562216,-1.9127842,-0.0565626
5,-0.175072,-0.09632859,"('distant', 'outgoing')",-0.71163285,-0.6096727,-1.0965494,-1.0312208,-0.7043891,-0.5963266,-0.6719108,-0.5833871,0.0885237
6,-0.16719621,-0.041997526,"('distant', 'open')",-1.1012341,-1.0756874,-0.95237094,-0.9252722,-0.07728298,0.014868053,-0.574521,-0.5070223,0.0674987
7,-0.55071473,-0.5409054,"('insensitive', 'sensitive')",0.20171525,0.32444364,-0.5914944,-0.58244234,0.79925203,0.81671387,-0.0353105,0.0044524,0.0397629
8,-0.64928603,-0.6790555,"('unaffectionate', 'affectionate')",-0.5046901,-0.5416741,-2.176138,-2.2360132,0.15403178,0.12250762,-0.7940206,-0.8335588,-0.0395382
9,-0.40422264,-0.48811516,"('unaffectionate', 'caring')",0.2212894,0.17471106,-2.433258,-2.504709,1.0220755,1.005055,-0.398529,-0.4532645,-0.0547355
10,-1.525398,-1.5430851,"('unsympathetic', 'sympathetic')",0.043493286,0.089034356,-1.6793432,-1.7398354,-0.025219483,-0.10739298,-0.7966169,-0.8253198,-0.0287029
11,-0.21655522,-0.23664068,"('unhelpful', 'helpful')",1.0358443,1.0964346,-1.1423886,-1.1123447,2.0216956,2.0146275,0.424649,0.4405192,0.0158702
12,-0.25751635,-0.16207945,"('unsupportive', 'supportive')",0.33532265,0.5293555,-2.4034584,-2.33633,-1.9618925,-1.914121,-1.0718862,-0.9707937,0.1010925
13,-0.060314745,-0.104103096,"('impolite', 'polite')",0.43365088,0.4487424,0.20563152,0.2558486,0.20237175,0.19952548,0.1953349,0.2000033,0.0046684
14,-1.0338674,-1.0401273,"('antisocial', 'social')",1.0735383,1.1364094,0.075269945,0.042356465,-0.107025824,-0.14387037,0.0019788,-0.0013079,-0.0032867
15,0.75069386,0.61087036,"('boring', 'funny')",-0.28775534,-0.34416714,0.7527206,0.7805796,0.29354906,0.32837895,0.3773021,0.3439154,-0.0333867
16,-0.18049864,-0.19438547,"('unpopular', 'popular')",-0.5047845,-0.5193316,0.34248897,0.24472395,0.58544135,0.6158026,0.0606618,0.0367024,-0.0239594
17,0.024866296,0.07090508,"('nasty', 'nice')",-1.3048815,-1.2711476,-0.7458872,-0.72932386,-0.6670632,-0.64903134,-0.6732414,-0.6446494,0.028592
