,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.1302514,1.024898,"('unsociable', 'sociable')",1.1302514,1.0248981,-0.1053533
1,0.26754642,0.2153208,"('unfriendly', 'friendly')",0.2675464,0.2153208,-0.0522256
2,0.33025083,0.22380851,"('unlikable', 'likable')",0.3302508,0.2238085,-0.1064423
3,0.6084352,0.7001816,"('repellent', 'pleasant')",0.6084352,0.7001816,0.0917464
4,-6.422384,-6.731751,"('disliked', 'liked')",-6.4223838,-6.731751,-0.3093672
5,-1.5768723,-1.6329477,"('distant', 'outgoing')",-1.5768723,-1.6329477,-0.0560754
6,-1.3687918,-1.359505,"('distant', 'open')",-1.3687918,-1.3595051,0.0092867
7,2.5539792,2.548057,"('insensitive', 'sensitive')",2.5539792,2.5480571,-0.0059221
8,0.09455019,0.1302966,"('unaffectionate', 'affectionate')",0.0945502,0.1302966,0.0357464
9,1.1002058,1.1433651,"('unaffectionate', 'caring')",1.1002058,1.1433651,0.0431593
10,1.653831,1.7414707,"('unsympathetic', 'sympathetic')",1.653831,1.7414707,0.0876397
11,2.7894554,2.7414668,"('unhelpful', 'helpful')",2.7894554,2.7414668,-0.0479886
12,-0.16094163,-0.32502723,"('unsupportive', 'supportive')",-0.1609416,-0.3250272,-0.1640856
13,0.7838135,0.6999173,"('impolite', 'polite')",0.7838135,0.6999173,-0.0838962
14,1.6950585,1.6498123,"('antisocial', 'social')",1.6950585,1.6498123,-0.0452462
15,0.5558039,0.38101506,"('boring', 'funny')",0.5558039,0.3810151,-0.1747888
16,-1.5628234,-1.5023875,"('unpopular', 'popular')",-1.5628234,-1.5023875,0.0604359
17,-0.18619764,-0.23826106,"('nasty', 'nice')",-0.1861976,-0.2382611,-0.0520635
18,-1.0752059,-1.0699154,"('disagreeable', 'welcoming')",-1.0752059,-1.0699154,0.0052905
19,-0.9735548,-1.0959908,"('inhospitable', 'hospitable')",-0.9735548,-1.0959908,-0.122436
20,1.3015982,1.266392,"('rough', 'thoughtful')",1.3015982,1.266392,-0.0352062
21,1.266504,1.207013,"('immoral', 'moral')",1.266504,1.207013,-0.059491
22,1.0454577,0.88112026,"('untrustworthy', 'trustworthy')",1.0454577,0.8811203,-0.1643374
23,6.3624363,6.4903097,"('insincere', 'sincere')",6.3624363,6.4903097,0.1278734
24,1.6227804,1.6145403,"('dishonest', 'honest')",1.6227804,1.6145403,-0.0082401
25,-0.003823951,0.024854496,"('egoistic', 'altruistic')",-0.003824,0.0248545,0.0286785
26,1.4827828,1.4006202,"('hardhearted', 'benevolent')",1.4827828,1.4006202,-0.0821626
27,0.661931,0.6630786,"('hardhearted', 'softhearted')",0.661931,0.6630786,0.0011476
28,1.7416776,1.6310521,"('disloyal', 'loyal')",1.7416776,1.6310521,-0.1106255
29,-0.26641533,-0.36773047,"('unfair', 'fair')",-0.2664153,-0.3677305,-0.1013152
30,2.0619602,2.0229697,"('intolerant', 'tolerant')",2.0619602,2.0229697,-0.0389905
31,-3.0701337,-3.010849,"('evil', 'good')",-3.0701337,-3.010849,0.0592847
32,1.6803806,1.7167411,"('unkind', 'kind')",1.6803806,1.7167411,0.0363605
33,-0.4358319,-0.6039637,"('wrong', 'right')",-0.4358319,-0.6039637,-0.1681318
34,4.184687,4.3869667,"('mean', 'honorable')",4.1846871,4.3869667,0.2022796
35,-1.8097479,-1.8626355,"('corrupt', 'incorrupt')",-1.8097479,-1.8626355,-0.0528876
36,-2.037544,-2.1236978,"('hostile', 'amicable')",-2.037544,-2.1236978,-0.0861538
37,0.89430714,0.8996254,"('fake', 'genuine')",0.8943071,0.8996254,0.0053183
38,0.7183822,0.55587393,"('untruthful', 'truthful')",0.7183822,0.5558739,-0.1625083
39,0.80691946,0.7633861,"('exploitative', 'cooperative')",0.8069195,0.7633861,-0.0435334
40,-1.9138131,-1.9341153,"('stingy', 'generous')",-1.9138131,-1.9341153,-0.0203022
41,0.11478169,0.07325664,"('unforgiving', 'forgiving')",0.1147817,0.0732566,-0.0415251
42,-1.2923034,-1.4212266,"('unreliable', 'reliable')",-1.2923034,-1.4212266,-0.1289232
43,2.501861,2.428936,"('irresponsible', 'responsible')",2.5018611,2.428936,-0.0729251
44,-2.0762286,-1.993397,"('prejudiced', 'unprejudiced')",-2.0762286,-1.993397,0.0828316
45,0.9238655,0.8375602,"('incompetent', 'competent')",0.9238655,0.8375602,-0.0863053
46,0.5706811,0.5418516,"('uncompetitive', 'competitive')",0.5706811,0.5418516,-0.0288295
47,5.025981,5.1761518,"('stupid', 'smart')",5.0259809,5.1761518,0.1501709
