,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
0,1.0638324,1.0734497,"('unsociable', 'sociable')",1.0638324,1.0734497,0.0096173
1,0.8500184,0.64419883,"('unfriendly', 'friendly')",0.8500184,0.6441988,-0.2058196
2,0.6694937,0.5312144,"('unlikable', 'likable')",0.6694937,0.5312144,-0.1382793
3,0.7235142,0.9741753,"('repellent', 'pleasant')",0.7235142,0.9741753,0.2506611
4,-6.7407703,-7.1479297,"('disliked', 'liked')",-6.7407703,-7.1479297,-0.4071594
5,-1.5918202,-1.5721654,"('distant', 'outgoing')",-1.5918202,-1.5721654,0.0196548
6,-1.1323434,-1.098707,"('distant', 'open')",-1.1323434,-1.098707,0.0336364
7,1.1598737,1.386385,"('insensitive', 'sensitive')",1.1598737,1.386385,0.2265113
8,0.5836844,0.581297,"('unaffectionate', 'affectionate')",0.5836844,0.581297,-0.0023874
9,1.4122627,1.5661011,"('unaffectionate', 'caring')",1.4122627,1.5661011,0.1538384
10,1.3854414,1.6344005,"('unsympathetic', 'sympathetic')",1.3854414,1.6344005,0.2489591
11,2.9645863,2.882808,"('unhelpful', 'helpful')",2.9645863,2.882808,-0.0817783
12,-0.7739249,-0.8420488,"('unsupportive', 'supportive')",-0.7739249,-0.8420488,-0.0681239
13,0.8653953,0.9305195,"('impolite', 'polite')",0.8653953,0.9305195,0.0651242
14,1.6978563,1.5624521,"('antisocial', 'social')",1.6978563,1.5624521,-0.1354042
15,0.41595218,0.38928816,"('boring', 'funny')",0.4159522,0.3892882,-0.026664
16,-0.95617855,-0.8903354,"('unpopular', 'popular')",-0.9561785,-0.8903354,0.0658431
17,0.05143946,-0.018555487,"('nasty', 'nice')",0.0514395,-0.0185555,-0.069995
18,-0.5978508,-0.7343132,"('disagreeable', 'welcoming')",-0.5978508,-0.7343132,-0.1364624
19,-1.1217802,-1.0834997,"('inhospitable', 'hospitable')",-1.1217802,-1.0834997,0.0382805
20,1.2565361,0.9287697,"('rough', 'thoughtful')",1.2565361,0.9287697,-0.3277664
21,1.0048444,0.9631781,"('immoral', 'moral')",1.0048444,0.9631781,-0.0416663
22,0.59724474,0.4049861,"('untrustworthy', 'trustworthy')",0.5972447,0.4049861,-0.1922586
23,6.376086,6.6721854,"('insincere', 'sincere')",6.3760862,6.6721854,0.2960992
24,1.4777392,1.5227325,"('dishonest', 'honest')",1.4777392,1.5227325,0.0449933
25,0.74183506,0.5713377,"('egoistic', 'altruistic')",0.7418351,0.5713377,-0.1704974
26,1.6106284,1.2190154,"('hardhearted', 'benevolent')",1.6106284,1.2190154,-0.391613
27,0.8598019,0.9653583,"('hardhearted', 'softhearted')",0.8598019,0.9653583,0.1055564
28,1.8209777,1.6855977,"('disloyal', 'loyal')",1.8209777,1.6855977,-0.13538
29,-0.7444344,-0.85355526,"('unfair', 'fair')",-0.7444344,-0.8535553,-0.1091209
30,1.5314977,1.5026612,"('intolerant', 'tolerant')",1.5314977,1.5026612,-0.0288365
31,-2.7680511,-2.7790728,"('evil', 'good')",-2.7680511,-2.7790728,-0.0110217
32,1.3608866,1.2475468,"('unkind', 'kind')",1.3608866,1.2475468,-0.1133398
33,-0.08951984,-0.33722678,"('wrong', 'right')",-0.0895198,-0.3372268,-0.247707
34,4.097359,4.5600867,"('mean', 'honorable')",4.0973592,4.5600867,0.4627275
35,-2.000877,-2.196808,"('corrupt', 'incorrupt')",-2.0008769,-2.1968081,-0.1959312
36,-1.1804488,-1.2643092,"('hostile', 'amicable')",-1.1804488,-1.2643092,-0.0838604
37,0.94413245,0.98768306,"('fake', 'genuine')",0.9441324,0.9876831,0.0435507
38,0.6444948,0.411699,"('untruthful', 'truthful')",0.6444948,0.411699,-0.2327958
39,1.9014232,1.7554953,"('exploitative', 'cooperative')",1.9014232,1.7554953,-0.1459279
40,-1.753524,-1.7439294,"('stingy', 'generous')",-1.7535239,-1.7439294,0.0095945
41,0.98522353,0.82910764,"('unforgiving', 'forgiving')",0.9852235,0.8291076,-0.1561159
42,-2.1025145,-2.07276,"('unreliable', 'reliable')",-2.1025145,-2.0727601,0.0297544
43,1.7943269,1.8310126,"('irresponsible', 'responsible')",1.7943269,1.8310126,0.0366857
44,-1.2791471,-1.365101,"('prejudiced', 'unprejudiced')",-1.2791471,-1.365101,-0.0859539
45,1.1122655,0.9305421,"('incompetent', 'competent')",1.1122655,0.9305421,-0.1817234
46,0.21664129,0.18512774,"('uncompetitive', 'competitive')",0.2166413,0.1851277,-0.0315136
47,5.0321503,5.2486415,"('stupid', 'smart')",5.0321503,5.2486415,0.2164912
48,0.7053843,0.7333081,"('unintelligent', 'intelligent')",0.7053843,0.7333081,0.0279238
49,0.2219272,0.2376994,"('unable', 'able')",0.2219272,0.2376994,0.0157722
50,-0.5436979,-0.5011872,"('clumsy', 'skillful')",-0.5436979,-0.5011872,0.0425107
51,0.7108811,0.97000045,"('uneducated', 'educated')",0.7108811,0.9700004,0.2591193
52,-0.31802708,-0.58908015,"('irrational', 'rational')",-0.3180271,-0.5890802,-0.2710531
53,-0.2438054,-0.31907478,"('uncreative', 'creative')",-0.2438054,-0.3190748,-0.0752694
54,0.8220341,0.71929586,"('incapable', 'capable')",0.8220341,0.7192959,-0.1027382
55,1.6007622,1.6494035,"('incompetent', 'clever')",1.6007622,1.6494035,0.0486413
56,1.6331218,1.4695454,"('impractical', 'practical')",1.6331218,1.4695454,-0.1635764
57,-1.5106747,-1.685425,"('unimaginative', 'imaginative')",-1.5106747,-1.685425,-0.1747503
58,0.63961494,0.5929842,"('undiscriminating', 'discriminating')",0.6396149,0.5929842,-0.0466307
59,-0.21797882,-0.34233832,"('foolish', 'wise')",-0.2179788,-0.3423383,-0.1243595
60,1.6836789,1.9322852,"('inefficient', 'efficient')",1.6836789,1.9322852,0.2486063
61,0.8523545,0.6983558,"('illogical', 'logical')",0.8523545,0.6983558,-0.1539987
62,1.8770297,1.8183595,"('incompetent', 'brilliant')",1.8770297,1.8183595,-0.0586702
63,1.2499294,1.2574762,"('unperceptive', 'insightful')",1.2499294,1.2574762,0.0075468
64,-4.7902007,-4.9465303,"('shy', 'confident')",-4.7902007,-4.9465303,-0.1563296
65,1.2059641,1.3923678,"('insecure', 'secure')",1.2059641,1.3923678,0.1864037
66,-0.66183317,-0.5373722,"('inactive', 'active')",-0.6618332,-0.5373722,0.124461
67,-0.21801776,-0.35165697,"('doubtful', 'determined')",-0.2180178,-0.351657,-0.1336392
68,-1.2721994,-1.1397334,"('dependent', 'independent')",-1.2721994,-1.1397334,0.132466
69,-1.881741,-2.08632,"('lazy', 'industrious')",-1.881741,-2.0863199,-0.2045789
70,1.5684447,1.8458545,"('lethargic', 'energetic')",1.5684447,1.8458545,0.2774098
71,-0.081390485,-0.06473289,"('diffident', 'self-confident')",-0.0813905,-0.0647329,0.0166576
72,0.95426965,1.0185983,"('unambitious', 'ambitious')",0.9542696,1.0185983,0.0643287
73,-3.259041,-3.25566,"('helpless', 'self-reliant')",-3.2590411,-3.2556601,0.003381
74,0.6199623,0.51717716,"('undedicated', 'dedicated')",0.6199623,0.5171772,-0.1027851
75,-1.510688,-1.5571201,"('meek', 'impulsive')",-1.5106879,-1.5571201,-0.0464322
76,0.5235964,0.53283054,"('anxious', 'daring')",0.5235964,0.5328305,0.0092341
77,-0.29853395,-0.36409065,"('unmotivated', 'motivated')",-0.2985339,-0.3640907,-0.0655568
78,-0.041487798,-0.28132787,"('nonresilient', 'resilient')",-0.0414878,-0.2813279,-0.2398401
79,-0.7043251,-0.8202336,"('wavering', 'unwavering')",-0.7043251,-0.8202336,-0.1159085
80,1.023384,0.94893706,"('dominated', 'dominating')",1.023384,0.9489371,-0.0744469
81,0.95828044,0.957647,"('submissive', 'aggressive')",0.9582804,0.957647,-0.0006334
82,4.881337,5.478522,"('poor', 'rich')",4.8813372,5.4785218,0.5971846
83,-0.05390372,-0.10555339,"('powerless', 'powerful')",-0.0539037,-0.1055534,-0.0516497
84,0.16823545,0.14307491,"('inferior', 'superior')",0.1682355,0.1430749,-0.0251606
85,-1.2062066,-1.5424861,"('insignificant', 'prestigious')",-1.2062066,-1.5424861,-0.3362795
86,0.8271153,0.9221589,"('uninfluential', 'influential')",0.8271153,0.9221589,0.0950436
87,0.45449215,0.5404091,"('unsuccessful', 'successful')",0.4544922,0.5404091,0.0859169
88,0.3339187,0.19469093,"('low', 'eminent')",0.3339187,0.1946909,-0.1392278
