,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.6022616,-0.65898365,"('unsociable', 'sociable')",-0.6022616,-0.6589836,-0.056722
1,-0.8564741,-1.087148,"('unfriendly', 'friendly')",-0.8564741,-1.087148,-0.2306739
2,-0.15066376,-0.1125704,"('unlikable', 'likable')",-0.1506638,-0.1125704,0.0380934
3,-1.5788093,-1.4299324,"('repellent', 'pleasant')",-1.5788093,-1.4299324,0.1488769
4,-1.8272069,-1.91429,"('disliked', 'liked')",-1.8272069,-1.91429,-0.0870831
5,-0.41241884,-0.44712678,"('distant', 'outgoing')",-0.4124188,-0.4471268,-0.034708
6,-0.281949,-0.3998532,"('distant', 'open')",-0.281949,-0.3998532,-0.1179042
7,-0.08779983,-0.089073494,"('insensitive', 'sensitive')",-0.0877998,-0.0890735,-0.0012737
8,0.020800743,-0.15385672,"('unaffectionate', 'affectionate')",0.0208007,-0.1538567,-0.1746574
9,-0.9693373,-1.0402589,"('unaffectionate', 'caring')",-0.9693373,-1.0402589,-0.0709216
10,-1.6681089,-1.6828425,"('unsympathetic', 'sympathetic')",-1.6681089,-1.6828425,-0.0147336
11,-0.98102546,-0.837905,"('unhelpful', 'helpful')",-0.9810255,-0.837905,0.1431205
12,-1.4775281,-1.4405911,"('unsupportive', 'supportive')",-1.4775281,-1.4405911,0.036937
13,-0.72997916,-0.69186044,"('impolite', 'polite')",-0.7299792,-0.6918604,0.0381188
14,0.124471486,0.2162171,"('antisocial', 'social')",0.1244715,0.2162171,0.0917456
15,0.45328665,0.36901635,"('boring', 'funny')",0.4532866,0.3690163,-0.0842703
16,-0.8490319,-0.9023541,"('unpopular', 'popular')",-0.8490319,-0.9023541,-0.0533222
17,0.52898616,0.48447526,"('nasty', 'nice')",0.5289862,0.4844753,-0.0445109
18,-0.8627236,-0.78625494,"('disagreeable', 'welcoming')",-0.8627236,-0.7862549,0.0764687
19,-0.90549374,-0.98766047,"('inhospitable', 'hospitable')",-0.9054937,-0.9876605,-0.0821668
20,0.06892873,0.057215516,"('rough', 'thoughtful')",0.0689287,0.0572155,-0.0117132
21,-1.5627432,-1.3850229,"('immoral', 'moral')",-1.5627432,-1.3850229,0.1777203
22,-0.27275085,-0.22512563,"('untrustworthy', 'trustworthy')",-0.2727509,-0.2251256,0.0476253
23,0.5856668,0.6192628,"('insincere', 'sincere')",0.5856668,0.6192628,0.033596
24,-1.1971909,-1.2011553,"('dishonest', 'honest')",-1.1971909,-1.2011553,-0.0039644
25,0.41689777,0.28144854,"('egoistic', 'altruistic')",0.4168978,0.2814485,-0.1354493
26,1.8906578,1.6176224,"('hardhearted', 'benevolent')",1.8906578,1.6176224,-0.2730354
27,0.5532918,0.38192728,"('hardhearted', 'softhearted')",0.5532918,0.3819273,-0.1713645
28,-0.1987957,-0.4133284,"('disloyal', 'loyal')",-0.1987957,-0.4133284,-0.2145327
29,-0.7876442,-0.76818055,"('unfair', 'fair')",-0.7876442,-0.7681805,0.0194637
30,-0.36086398,-0.28007933,"('intolerant', 'tolerant')",-0.360864,-0.2800793,0.0807847
31,-0.4281529,-0.56647307,"('evil', 'good')",-0.4281529,-0.5664731,-0.1383202
32,0.100374214,0.046063263,"('unkind', 'kind')",0.1003742,0.0460633,-0.0543109
33,-0.055085037,-0.12500545,"('wrong', 'right')",-0.055085,-0.1250055,-0.0699205
34,1.8479255,1.971681,"('mean', 'honorable')",1.8479255,1.971681,0.1237555
35,1.3399429,1.0856149,"('corrupt', 'incorrupt')",1.3399429,1.0856149,-0.254328
36,0.8568263,0.49826363,"('hostile', 'amicable')",0.8568263,0.4982636,-0.3585627
37,-0.35521284,-0.25600386,"('fake', 'genuine')",-0.3552128,-0.2560039,0.0992089
38,-0.8131033,-0.8149542,"('untruthful', 'truthful')",-0.8131033,-0.8149542,-0.0018509
39,-0.1433486,-0.06385254,"('exploitative', 'cooperative')",-0.1433486,-0.0638525,0.0794961
