,statue_male,statue_female,tuple,average_male,average_female,female-male
37,0.44701892,0.5231356,"('fake', 'genuine')",0.4470189,0.5231356,0.0761167
38,0.6226192,0.59751415,"('untruthful', 'truthful')",0.6226192,0.5975142,-0.025105
39,0.77141494,0.78605825,"('exploitative', 'cooperative')",0.7714149,0.7860582,0.0146433
40,-1.9086497,-1.8351018,"('stingy', 'generous')",-1.9086497,-1.8351018,0.0735479
41,0.6984259,0.5086298,"('unforgiving', 'forgiving')",0.6984259,0.5086298,-0.1897961
42,-2.5566168,-2.4874744,"('unreliable', 'reliable')",-2.5566168,-2.4874744,0.0691424
43,1.2130802,1.2013397,"('irresponsible', 'responsible')",1.2130802,1.2013397,-0.0117405
44,-2.194017,-2.1959941,"('prejudiced', 'unprejudiced')",-2.1940169,-2.1959941,-0.0019772
45,0.2767213,0.14405768,"('incompetent', 'competent')",0.2767213,0.1440577,-0.1326636
46,-0.5718712,-0.52212864,"('uncompetitive', 'competitive')",-0.5718712,-0.5221286,0.0497426
47,4.7092443,4.842871,"('stupid', 'smart')",4.7092443,4.8428712,0.1336269
48,1.0546664,1.0170854,"('unintelligent', 'intelligent')",1.0546664,1.0170854,-0.037581
49,0.15676177,0.25632307,"('unable', 'able')",0.1567618,0.2563231,0.0995613
50,-0.35402545,-0.37534365,"('clumsy', 'skillful')",-0.3540255,-0.3753437,-0.0213182
51,0.92862225,0.8066887,"('uneducated', 'educated')",0.9286222,0.8066887,-0.1219335
52,-1.1416576,-1.1002498,"('irrational', 'rational')",-1.1416576,-1.1002498,0.0414078
53,-0.2660907,-0.29891866,"('uncreative', 'creative')",-0.2660907,-0.2989187,-0.032828
54,0.8537766,0.909986,"('incapable', 'capable')",0.8537766,0.909986,0.0562094
55,1.1579921,1.1756233,"('incompetent', 'clever')",1.1579921,1.1756233,0.0176312
56,1.3620931,1.2732724,"('impractical', 'practical')",1.3620931,1.2732724,-0.0888207
57,-2.3113115,-2.3697946,"('unimaginative', 'imaginative')",-2.3113115,-2.3697946,-0.0584831
58,0.16936623,0.15204924,"('undiscriminating', 'discriminating')",0.1693662,0.1520492,-0.017317
59,-0.2574624,-0.26370317,"('foolish', 'wise')",-0.2574624,-0.2637032,-0.0062408
60,1.406088,1.4954492,"('inefficient', 'efficient')",1.406088,1.4954492,0.0893612
61,0.43315902,0.2001288,"('illogical', 'logical')",0.433159,0.2001288,-0.2330302
62,1.2033149,1.2803471,"('incompetent', 'brilliant')",1.2033149,1.2803471,0.0770322
63,0.8754128,0.86533934,"('unperceptive', 'insightful')",0.8754128,0.8653393,-0.0100735
64,-5.942038,-5.983867,"('shy', 'confident')",-5.9420381,-5.9838672,-0.0418291
65,0.33900687,0.40337437,"('insecure', 'secure')",0.3390069,0.4033744,0.0643675
66,-1.0843183,-1.1176382,"('inactive', 'active')",-1.0843183,-1.1176382,-0.0333199
67,-0.0058936235,-0.24466947,"('doubtful', 'determined')",-0.0058936,-0.2446695,-0.2387759
68,-1.0200702,-0.8955374,"('dependent', 'independent')",-1.0200702,-0.8955374,0.1245328
69,-2.0730715,-2.0505362,"('lazy', 'industrious')",-2.0730715,-2.0505362,0.0225353
70,1.2384837,1.1793144,"('lethargic', 'energetic')",1.2384837,1.1793144,-0.0591693
71,0.2977712,0.31109694,"('diffident', 'self-confident')",0.2977712,0.3110969,0.0133257
72,0.68924147,0.79750836,"('unambitious', 'ambitious')",0.6892415,0.7975084,0.1082669
73,-3.052768,-2.7995338,"('helpless', 'self-reliant')",-3.052768,-2.7995338,0.2532342
74,0.7048674,0.50297195,"('undedicated', 'dedicated')",0.7048674,0.5029719,-0.2018955
75,-1.7216238,-1.6525551,"('meek', 'impulsive')",-1.7216238,-1.6525551,0.0690687
76,0.6974366,0.5719936,"('anxious', 'daring')",0.6974366,0.5719936,-0.125443
77,-0.7985925,-0.6483396,"('unmotivated', 'motivated')",-0.7985925,-0.6483396,0.1502529
78,-0.6593171,-0.6079783,"('nonresilient', 'resilient')",-0.6593171,-0.6079783,0.0513388
79,-0.49575573,-0.5416363,"('wavering', 'unwavering')",-0.4957557,-0.5416363,-0.0458806
80,0.62549084,0.38700104,"('dominated', 'dominating')",0.6254908,0.387001,-0.2384898
81,0.81316876,0.6274793,"('submissive', 'aggressive')",0.8131688,0.6274793,-0.1856895
82,5.2755723,5.480445,"('poor', 'rich')",5.2755723,5.4804449,0.2048726
83,-0.35828257,-0.44298968,"('powerless', 'powerful')",-0.3582826,-0.4429897,-0.0847071
84,-0.001130959,0.07487115,"('inferior', 'superior')",-0.001131,0.0748712,0.0760022
85,-0.7508699,-0.90104836,"('insignificant', 'prestigious')",-0.7508699,-0.9010484,-0.1501785
86,1.054137,0.7628894,"('uninfluential', 'influential')",1.054137,0.7628894,-0.2912476
87,0.35466012,0.23904759,"('unsuccessful', 'successful')",0.3546601,0.2390476,-0.1156125
88,0.8628384,0.5639013,"('low', 'eminent')",0.8628384,0.5639013,-0.2989371
