,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
0,-0.16251245,-0.36860663,"('unsociable', 'sociable')",-0.1625125,-0.3686066,-0.2060941
1,2.1519346,2.0531058,"('unfriendly', 'friendly')",2.1519346,2.0531058,-0.0988288
2,0.6713896,0.70721847,"('unlikable', 'likable')",0.6713896,0.7072185,0.0358289
3,-0.02771952,-0.029588282,"('repellent', 'pleasant')",-0.0277195,-0.0295883,-0.0018688
4,-7.006141,-6.7861757,"('disliked', 'liked')",-7.0061412,-6.7861757,0.2199655
5,-0.2569411,-0.23624502,"('distant', 'outgoing')",-0.2569411,-0.236245,0.0206961
6,0.18390235,0.2060471,"('distant', 'open')",0.1839024,0.2060471,0.0221447
7,0.6890385,0.7844661,"('insensitive', 'sensitive')",0.6890385,0.7844661,0.0954276
8,1.5813385,1.4069408,"('unaffectionate', 'affectionate')",1.5813385,1.4069408,-0.1743977
9,2.43401,2.420596,"('unaffectionate', 'caring')",2.43401,2.4205959,-0.0134141
10,0.12251502,-0.020793524,"('unsympathetic', 'sympathetic')",0.122515,-0.0207935,-0.1433085
11,2.023147,2.0400736,"('unhelpful', 'helpful')",2.0231471,2.0400736,0.0169265
12,-1.1352177,-1.1004612,"('unsupportive', 'supportive')",-1.1352177,-1.1004612,0.0347565
13,-0.2430758,-0.43403783,"('impolite', 'polite')",-0.2430758,-0.4340378,-0.190962
14,-0.13550107,-0.2554174,"('antisocial', 'social')",-0.1355011,-0.2554174,-0.1199163
15,0.82351077,0.71562946,"('boring', 'funny')",0.8235108,0.7156295,-0.1078813
16,-0.2375835,-0.17358938,"('unpopular', 'popular')",-0.2375835,-0.1735894,0.0639941
17,-0.44659594,-0.39348155,"('nasty', 'nice')",-0.4465959,-0.3934816,0.0531143
18,-0.6212715,-0.59935606,"('disagreeable', 'welcoming')",-0.6212715,-0.5993561,0.0219154
19,-0.20292734,-0.116736904,"('inhospitable', 'hospitable')",-0.2029273,-0.1167369,0.0861904
20,0.118671164,0.044991333,"('rough', 'thoughtful')",0.1186712,0.0449913,-0.0736799
21,-0.48054275,-0.4561138,"('immoral', 'moral')",-0.4805427,-0.4561138,0.0244289
22,-1.006795,-1.048438,"('untrustworthy', 'trustworthy')",-1.006795,-1.048438,-0.041643
23,7.0288506,6.9252353,"('insincere', 'sincere')",7.0288506,6.9252353,-0.1036153
24,1.7549195,1.7038021,"('dishonest', 'honest')",1.7549195,1.7038021,-0.0511174
25,0.9808963,0.9029636,"('egoistic', 'altruistic')",0.9808963,0.9029636,-0.0779327
26,1.5866911,1.3559523,"('hardhearted', 'benevolent')",1.5866911,1.3559523,-0.2307388
27,1.346185,1.1476933,"('hardhearted', 'softhearted')",1.346185,1.1476933,-0.1984917
28,1.2111739,1.1677972,"('disloyal', 'loyal')",1.2111739,1.1677972,-0.0433767
29,-0.6783325,-0.7912908,"('unfair', 'fair')",-0.6783325,-0.7912908,-0.1129583
30,1.0651011,1.0659856,"('intolerant', 'tolerant')",1.0651011,1.0659856,0.0008845
31,-1.3167479,-1.3586411,"('evil', 'good')",-1.3167479,-1.3586411,-0.0418932
32,1.7118045,1.504408,"('unkind', 'kind')",1.7118045,1.504408,-0.2073965
33,0.19322625,0.19069923,"('wrong', 'right')",0.1932262,0.1906992,-0.002527
34,4.582756,4.597016,"('mean', 'honorable')",4.582756,4.5970159,0.0142599
35,-1.0550172,-1.0891864,"('corrupt', 'incorrupt')",-1.0550172,-1.0891864,-0.0341692
36,-0.9201962,-0.9133168,"('hostile', 'amicable')",-0.9201962,-0.9133168,0.0068794
37,0.48168203,0.36594373,"('fake', 'genuine')",0.481682,0.3659437,-0.1157383
38,0.62122,0.60652107,"('untruthful', 'truthful')",0.62122,0.6065211,-0.0146989
