,celanese_male,celanese_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.586296,-0.9398231,"('unsociable', 'sociable')",0.5537146,0.2294078,-0.6078962,-0.58645916,-0.2134926,-0.4322915,-0.2187989
1,-0.45205906,-0.6530131,"('unfriendly', 'friendly')",0.12180288,0.0336449,2.10699,2.054501,0.5922446,0.4783776,-0.113867
2,0.3339513,0.24144416,"('unlikable', 'likable')",1.1287091,1.0064992,0.5178968,0.4898746,0.6601857,0.5792726,-0.0809131
3,-0.46322736,-0.47359487,"('repellent', 'pleasant')",0.48393798,0.4614502,0.80819,0.9344182,0.2763002,0.3074245,0.0311243
4,0.1613106,0.2018078,"('disliked', 'liked')",0.43987897,0.5948704,-7.158609,-7.2592797,-2.1858064,-2.1542006,0.0316058
5,-0.8082662,-0.806392,"('distant', 'outgoing')",-0.7426262,-0.5218013,0.36771497,0.35335436,-0.3943925,-0.3249463,0.0694462
6,-0.80530965,-0.786626,"('distant', 'open')",-1.5939771,-1.3613071,0.88847095,0.9333053,-0.5036053,-0.4048759,0.0987294
7,-0.2758894,-0.2952242,"('insensitive', 'sensitive')",-0.33240464,-0.3764171,0.86006486,1.0012444,0.0839236,0.1098677,0.0259441
8,0.18137693,0.030931897,"('unaffectionate', 'affectionate')",0.044314504,0.0041723102,1.7178344,1.7307134,0.6478419,0.5886058,-0.0592361
9,-0.6941221,-0.80633086,"('unaffectionate', 'caring')",-0.021339115,-0.08656761,1.8452231,1.9378031,0.3765873,0.3483016,-0.0282857
10,-1.3316332,-1.5798851,"('unsympathetic', 'sympathetic')",-1.5490528,-1.8236537,-0.3283064,-0.12933424,-1.0696642,-1.1776243,-0.1079601
11,-0.5349659,-0.65254045,"('unhelpful', 'helpful')",0.020079415,-0.16665377,0.7427639,0.8652296,0.0759591,0.0153451,-0.060614
12,-0.41018102,-0.50200593,"('unsupportive', 'supportive')",-0.23650023,-0.13900948,-1.7888426,-1.640037,-0.8118412,-0.7603508,0.0514904
13,-1.0833724,-1.3336396,"('impolite', 'polite')",-1.11433,-1.4178668,-0.8457768,-0.79939437,-1.0144931,-1.1836336,-0.1691405
14,-0.25568604,-0.31714886,"('antisocial', 'social')",0.97251475,0.86401886,-0.41068718,-0.44470555,0.1020472,0.0340548,-0.0679924
15,0.397352,0.35293084,"('boring', 'funny')",0.25331706,0.19683166,0.76985323,0.6712934,0.4735074,0.4070186,-0.0664888
16,0.11303364,0.098796494,"('unpopular', 'popular')",-0.032649953,-0.029187229,0.76133555,0.68390816,0.2805731,0.2511725,-0.0294006
17,0.27663305,0.23331602,"('nasty', 'nice')",0.12404273,0.1730879,-0.953577,-0.986835,-0.1843004,-0.193477,-0.0091766
18,-0.0030079186,0.039974235,"('disagreeable', 'welcoming')",0.29915178,0.34199205,-0.078118965,-0.09614272,0.072675,0.0952745,0.0225995
19,-1.0998751,-1.1791066,"('inhospitable', 'hospitable')",-0.88378197,-0.94772255,0.17973678,0.21461204,-0.6013068,-0.6374057,-0.0360989
20,0.7979954,0.72914666,"('rough', 'thoughtful')",0.64889085,0.5616909,0.06241581,-0.013148293,0.5031007,0.4258964,-0.0772043
21,0.060084555,-0.10888876,"('immoral', 'moral')",0.21656252,-0.029085934,-0.76999754,-0.6217315,-0.1644501,-0.2532354,-0.0887853
22,-0.2415902,-0.35510662,"('untrustworthy', 'trustworthy')",0.22877061,0.10503589,-1.4009355,-1.3802959,-0.4712517,-0.5434555,-0.0722038
23,-0.7386357,-0.9148073,"('insincere', 'sincere')",-0.31994167,-0.5071454,5.7898474,5.8709884,1.5770899,1.4830119,-0.094078
24,-0.3332255,-0.4810642,"('dishonest', 'honest')",-0.6490666,-0.70412654,0.9448202,1.0333313,-0.0124906,-0.0506198,-0.0381292
25,1.0272499,1.0608726,"('egoistic', 'altruistic')",1.2857474,1.4289056,1.1725658,1.0725735,1.1618544,1.1874506,0.0255962
26,0.2989482,0.16930428,"('hardhearted', 'benevolent')",1.6270244,1.5105586,1.3471483,1.097653,1.0910403,0.9258386,-0.1652017
27,-0.08871089,-0.038388666,"('hardhearted', 'softhearted')",-0.06244884,0.059557278,1.7246398,1.7306869,0.5244933,0.5839518,0.0594585
28,-0.3720166,-0.41954684,"('disloyal', 'loyal')",0.42489427,0.33100992,0.8656842,0.809156,0.3061873,0.2402064,-0.0659809
29,-0.04203542,-0.013741236,"('unfair', 'fair')",-0.079982065,-0.053483415,-0.45156464,-0.56093407,-0.191194,-0.2093862,-0.0181922
30,-1.0570056,-1.1519285,"('intolerant', 'tolerant')",0.5766598,0.44617873,0.27895668,0.3047655,-0.0671297,-0.1336614,-0.0665317
31,-0.14092532,-0.05970226,"('evil', 'good')",-0.216317,0.027687257,-0.28539863,-0.35683113,-0.2142136,-0.1296154,0.0845982
32,0.09008053,-0.15040532,"('unkind', 'kind')",0.39963132,0.0074118823,1.4413043,1.2662724,0.6436721,0.3744263,-0.2692458
33,0.20840833,0.1650115,"('wrong', 'right')",0.28707895,0.31382373,0.44687906,0.3358691,0.3141221,0.2715681,-0.042554
34,-0.09777066,-0.13352093,"('mean', 'honorable')",0.34802982,0.4090771,5.159231,5.376767,1.8031635,1.8841077,0.0809442
35,0.6535575,0.7724376,"('corrupt', 'incorrupt')",-0.76359636,-0.6127157,0.15339185,-0.06995963,0.014451,0.0299207,0.0154697
36,0.36044446,0.339571,"('hostile', 'amicable')",-0.46208835,-0.44460335,0.3400973,0.17921707,0.0794845,0.0247282,-0.0547563
37,0.192239,0.121498,"('fake', 'genuine')",-0.6903225,-0.65519476,0.32652962,0.41934052,-0.0571846,-0.0381187,0.0190659
