,shape_male,shape_female,tuple,average_male,average_female,female-male
0,0.017388258,0.008439983,"('unsociable', 'sociable')",0.0173883,0.00844,-0.0089483
1,1.0970994,1.067891,"('unfriendly', 'friendly')",1.0970994,1.067891,-0.0292084
2,-0.28200355,-0.30665532,"('unlikable', 'likable')",-0.2820036,-0.3066553,-0.0246517
3,0.6440351,0.70968777,"('repellent', 'pleasant')",0.6440351,0.7096878,0.0656527
4,-7.2509828,-7.4205914,"('disliked', 'liked')",-7.2509828,-7.4205914,-0.1696086
5,-0.7075496,-0.7416872,"('distant', 'outgoing')",-0.7075496,-0.7416872,-0.0341376
6,-0.123001955,-0.22187357,"('distant', 'open')",-0.123002,-0.2218736,-0.0988716
7,0.9664525,0.9883098,"('insensitive', 'sensitive')",0.9664525,0.9883098,0.0218573
8,1.1939248,1.0961397,"('unaffectionate', 'affectionate')",1.1939248,1.0961397,-0.0977851
9,1.4946992,1.4969047,"('unaffectionate', 'caring')",1.4946992,1.4969047,0.0022055
10,0.90619195,0.93298894,"('unsympathetic', 'sympathetic')",0.9061919,0.9329889,0.026797
11,1.404919,1.470021,"('unhelpful', 'helpful')",1.404919,1.470021,0.065102
12,-1.6524504,-1.7115058,"('unsupportive', 'supportive')",-1.6524504,-1.7115058,-0.0590554
13,-0.3689109,-0.36550343,"('impolite', 'polite')",-0.3689109,-0.3655034,0.0034075
14,0.2286285,0.18074416,"('antisocial', 'social')",0.2286285,0.1807442,-0.0478843
15,0.13297273,0.06985487,"('boring', 'funny')",0.1329727,0.0698549,-0.0631178
16,-0.37638837,-0.35210207,"('unpopular', 'popular')",-0.3763884,-0.3521021,0.0242863
17,-0.572764,-0.51264244,"('nasty', 'nice')",-0.572764,-0.5126424,0.0601216
18,-0.3512374,-0.4786343,"('disagreeable', 'welcoming')",-0.3512374,-0.4786343,-0.1273969
19,-0.5654829,-0.6067771,"('inhospitable', 'hospitable')",-0.5654829,-0.6067771,-0.0412942
20,1.1611681,1.083838,"('rough', 'thoughtful')",1.1611681,1.083838,-0.0773301
21,-0.42857882,-0.36276862,"('immoral', 'moral')",-0.4285788,-0.3627686,0.0658102
22,-0.67141914,-0.7243018,"('untrustworthy', 'trustworthy')",-0.6714191,-0.7243018,-0.0528827
23,6.3597584,6.452775,"('insincere', 'sincere')",6.3597584,6.452775,0.0930166
24,1.4209402,1.2778494,"('dishonest', 'honest')",1.4209402,1.2778494,-0.1430908
25,0.79461265,0.72845936,"('egoistic', 'altruistic')",0.7946126,0.7284594,-0.0661532
26,0.9411167,0.8502458,"('hardhearted', 'benevolent')",0.9411167,0.8502458,-0.0908709
27,1.6472144,1.4769825,"('hardhearted', 'softhearted')",1.6472144,1.4769825,-0.1702319
28,0.9762912,0.92655456,"('disloyal', 'loyal')",0.9762912,0.9265546,-0.0497366
29,-0.5301069,-0.6208116,"('unfair', 'fair')",-0.5301069,-0.6208116,-0.0907047
30,0.92482215,0.9558203,"('intolerant', 'tolerant')",0.9248222,0.9558203,0.0309981
31,-1.3737979,-1.3386531,"('evil', 'good')",-1.3737979,-1.3386531,0.0351448
32,1.0100204,0.9108704,"('unkind', 'kind')",1.0100204,0.9108704,-0.09915
