,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,female-male
0,-1.5977597,-1.5051149,"('unsociable', 'sociable')",0.69429004,0.6193953,-0.4517348,-0.4428598,0.008875
1,-0.9347768,-0.952545,"('unfriendly', 'friendly')",0.924128,0.7512508,-0.0053244,-0.1006471,-0.0953227
2,0.30123085,0.40659523,"('unlikable', 'likable')",0.9124337,0.9651817,0.6068323,0.6858885,0.0790562
3,-0.5733413,-0.3801021,"('repellent', 'pleasant')",0.5934455,0.72421384,0.0100521,0.1720559,0.1620038
4,0.014939044,0.0037623327,"('disliked', 'liked')",-5.9153714,-6.061932,-2.9502163,-3.0290849,-0.0788686
5,-0.23742712,-0.24637915,"('distant', 'outgoing')",-1.3640559,-1.4637017,-0.8007415,-0.8550404,-0.0542989
6,-0.29024944,-0.21413794,"('distant', 'open')",-1.2852085,-1.4122382,-0.787729,-0.8131881,-0.0254591
7,-1.0690411,-0.966231,"('insensitive', 'sensitive')",0.38938865,0.47134015,-0.3398262,-0.2474454,0.0923808
8,-0.44519502,-0.5584442,"('unaffectionate', 'affectionate')",0.27151352,0.17694348,-0.0868407,-0.1907504,-0.1039097
9,-0.865335,-0.89176965,"('unaffectionate', 'caring')",0.66274023,0.5400827,-0.1012974,-0.1758435,-0.0745461
10,-1.9457517,-1.8130958,"('unsympathetic', 'sympathetic')",0.18736348,0.30295628,-0.8791941,-0.7550697,0.1241244
11,-1.3897285,-1.3962866,"('unhelpful', 'helpful')",1.3088505,1.3704641,-0.040439,-0.0129113,0.0275277
12,-1.6640882,-1.5368317,"('unsupportive', 'supportive')",-1.5551654,-1.4920828,-1.6096268,-1.5144572,0.0951696
13,-1.5569963,-1.4694827,"('impolite', 'polite')",-0.005357012,0.030876331,-0.7811767,-0.7193032,0.0618735
14,0.24276805,0.36244968,"('antisocial', 'social')",1.3157638,1.3719857,0.7792659,0.8672177,0.0879518
15,0.66820985,0.5396515,"('boring', 'funny')",-0.2324296,-0.32444036,0.2178901,0.1076056,-0.1102845
16,-0.95305735,-0.97625077,"('unpopular', 'popular')",-0.13308169,-0.17037919,-0.5430695,-0.573315,-0.0302455
17,-0.29631275,-0.21882023,"('nasty', 'nice')",-0.7227471,-0.7222087,-0.5095299,-0.4705144,0.0390155
18,-0.38776633,-0.2996026,"('disagreeable', 'welcoming')",-0.5973087,-0.6793576,-0.4925375,-0.4894801,0.0030574
19,-0.6613647,-0.59340036,"('inhospitable', 'hospitable')",-1.2182225,-1.2854173,-0.9397936,-0.9394088,0.0003848
20,0.20047176,0.27716303,"('rough', 'thoughtful')",1.143833,1.0767581,0.6721524,0.6769606,0.0048082
21,-0.8749197,-0.7578381,"('immoral', 'moral')",0.20045283,0.27552179,-0.3372334,-0.2411581,0.0960753
22,-1.0642592,-0.9204683,"('untrustworthy', 'trustworthy')",-0.27179736,-0.30649668,-0.6680282,-0.6134825,0.0545457
23,-0.7815297,-0.6556198,"('insincere', 'sincere')",5.5397224,5.5755253,2.3790963,2.4599528,0.0808565
24,-0.5364642,-0.47109684,"('dishonest', 'honest')",0.5727637,0.55360925,0.0181497,0.0412562,0.0231065
25,0.6092671,0.52344525,"('egoistic', 'altruistic')",0.4456967,0.28146636,0.5274819,0.4024558,-0.1250261
26,1.1685859,1.213826,"('hardhearted', 'benevolent')",1.2677257,1.2248026,1.2181559,1.2193143,0.0011584
27,-0.61671007,-0.64776576,"('hardhearted', 'softhearted')",0.37210897,0.2940365,-0.1223006,-0.1768646,-0.054564
28,-0.33485782,-0.41750684,"('disloyal', 'loyal')",0.932743,0.8152215,0.2989426,0.1988573,-0.1000853
29,-0.9830535,-1.0043888,"('unfair', 'fair')",-0.84362096,-1.0634798,-0.9133372,-1.0339344,-0.1205972
30,0.0657481,0.13489522,"('intolerant', 'tolerant')",1.1825396,1.184456,0.6241438,0.6596756,0.0355318
31,-0.3730889,-0.30119705,"('evil', 'good')",-1.7634547,-1.8576671,-1.0682718,-1.079432,-0.0111602
32,-0.75324833,-0.77384675,"('unkind', 'kind')",1.2077695,1.1320688,0.2272606,0.179111,-0.0481496
33,0.37386465,0.2583489,"('wrong', 'right')",-0.45046267,-0.66970396,-0.038299,-0.2056775,-0.1673785
34,-0.21100579,0.06683479,"('mean', 'honorable')",4.2326355,4.411,2.0108149,2.2389174,0.2281025
35,0.6653615,0.41606727,"('corrupt', 'incorrupt')",-1.2661512,-1.5475255,-0.3003948,-0.5657291,-0.2653343
36,-0.0769798,-0.17278266,"('hostile', 'amicable')",-0.91364056,-1.2325761,-0.4953102,-0.7026794,-0.2073692
37,-0.08274476,-0.068365924,"('fake', 'genuine')",0.29883718,0.23010205,0.1080462,0.0808681,-0.0271781
38,-0.9694082,-0.9502597,"('untruthful', 'truthful')",-0.4017303,-0.38265547,-0.6855693,-0.6664576,0.0191117
39,1.3474221,1.4210021,"('exploitative', 'cooperative')",1.4628289,1.4925292,1.4051255,1.4567657,0.0516402
40,0.07201293,0.10010488,"('stingy', 'generous')",-1.639163,-1.7204435,-0.7835751,-0.8101693,-0.0265942
41,-0.6195994,-0.43930215,"('unforgiving', 'forgiving')",0.60167915,0.52998924,-0.0089601,0.0453435,0.0543036
42,0.104273945,0.3108569,"('unreliable', 'reliable')",-2.5182757,-2.4518943,-1.2070009,-1.0705187,0.1364822
43,-1.1032424,-0.8746975,"('irresponsible', 'responsible')",0.9572653,1.0618836,-0.0729885,0.093593,0.1665815
44,0.94858307,0.9461156,"('prejudiced', 'unprejudiced')",-0.65249646,-0.68549037,0.1480433,0.1303126,-0.0177307
45,-1.7224866,-1.382219,"('incompetent', 'competent')",0.47798225,0.5512181,-0.6222522,-0.4155004,0.2067518
46,-2.3180196,-2.1698856,"('uncompetitive', 'competitive')",0.0719155,0.1786856,-1.1230521,-0.9956,0.1274521
47,-0.2520874,-0.13106291,"('stupid', 'smart')",4.968462,5.099252,2.3581872,2.4840946,0.1259074
48,-0.6132606,-0.5464961,"('unintelligent', 'intelligent')",0.48174116,0.5483173,-0.0657597,0.0009106,0.0666703
49,-0.27846527,-0.117084466,"('unable', 'able')",-0.29221576,-0.27349514,-0.2853405,-0.1952898,0.0900507
50,-0.11026485,-0.19940336,"('clumsy', 'skillful')",-0.45106676,-0.5499564,-0.2806658,-0.3746799,-0.0940141
51,-1.5129107,-1.6047922,"('uneducated', 'educated')",0.37026682,0.31444705,-0.571322,-0.6451726,-0.0738506
52,0.14950874,-0.120168835,"('irrational', 'rational')",-0.19469368,-0.46660534,-0.0225925,-0.2933871,-0.2707946
53,-1.6701921,-1.6961309,"('uncreative', 'creative')",-0.23998943,-0.31946927,-0.9550908,-1.0078001,-0.0527093
54,-0.06176191,-0.17202811,"('incapable', 'capable')",0.65097,0.62960654,0.294604,0.2287892,-0.0658148
55,-1.2760175,-1.0942594,"('incompetent', 'clever')",0.9727825,1.0923173,-0.1516175,-0.000971,0.1506465
56,-0.22464496,-0.012249425,"('impractical', 'practical')",1.1147323,1.1445152,0.4450437,0.5661328,0.1210891
57,-1.6966529,-1.6550753,"('unimaginative', 'imaginative')",-2.1782603,-2.121231,-1.9374566,-1.8881532,0.0493034
58,-1.1446775,-1.1109887,"('undiscriminating', 'discriminating')",0.05254697,-0.005575955,-0.5460653,-0.5582824,-0.0122171
59,0.35761487,0.2075124,"('foolish', 'wise')",-0.8911238,-0.9951287,-0.2667544,-0.3938082,-0.1270538
60,-0.66824216,-0.4868447,"('inefficient', 'efficient')",1.3266094,1.528108,0.3291836,0.5206317,0.1914481
61,-0.8473615,-0.96308094,"('illogical', 'logical')",-0.05556126,-0.25258294,-0.4514614,-0.607832,-0.1563706
62,-0.53236085,-0.32425472,"('incompetent', 'brilliant')",0.9197491,1.1301337,0.1936941,0.4029395,0.2092454
63,-1.2902945,-1.164562,"('unperceptive', 'insightful')",0.6160249,0.7185416,-0.3371348,-0.2230102,0.1141246
64,-0.9474515,-0.9914675,"('shy', 'confident')",-4.75729,-4.878599,-2.8523707,-2.9350333,-0.0826626
65,-0.225838,-0.25922978,"('insecure', 'secure')",0.90385854,0.9965651,0.3390103,0.3686677,0.0296574
66,-0.28564104,-0.37527302,"('inactive', 'active')",0.04487648,-0.07604971,-0.1203823,-0.2256614,-0.1052791
67,1.067674,1.1405654,"('doubtful', 'determined')",-0.002496601,0.028006844,0.5325887,0.5842861,0.0516974
68,-0.7999677,-0.85405856,"('dependent', 'independent')",-0.8288108,-0.9022636,-0.8143892,-0.8781611,-0.0637719
69,1.4046161,1.3473603,"('lazy', 'industrious')",-0.9579876,-1.053007,0.2233143,0.1471766,-0.0761377
70,-0.94399935,-0.811436,"('lethargic', 'energetic')",0.9730773,1.0528723,0.014539,0.1207182,0.1061792
71,0.014752831,0.09833576,"('diffident', 'self-confident')",0.4314565,0.33565447,0.2231047,0.2169951,-0.0061096
72,-0.4567119,-0.500442,"('unambitious', 'ambitious')",-0.0050294064,0.09900202,-0.2308706,-0.20072,0.0301506
73,0.8292467,0.7289736,"('helpless', 'self-reliant')",-3.2041574,-3.3642354,-1.1874553,-1.3176309,-0.1301756
74,-0.51326984,-0.34518307,"('undedicated', 'dedicated')",0.69409597,0.6760994,0.0904131,0.1654582,0.0750451
75,-0.033247016,-0.074732155,"('meek', 'impulsive')",-1.2346358,-1.198184,-0.6339414,-0.6364581,-0.0025167
76,-0.43363816,-0.26959765,"('anxious', 'daring')",0.30810648,0.46796286,-0.0627658,0.0991826,0.1619484
77,-1.1655462,-1.0509725,"('unmotivated', 'motivated')",-0.66198885,-0.52617264,-0.9137675,-0.7885725,0.125195
78,-1.3085171,-1.2230495,"('nonresilient', 'resilient')",0.3112545,0.35658994,-0.4986313,-0.4332298,0.0654015
79,0.022487326,-0.010401692,"('wavering', 'unwavering')",-1.1492491,-1.1986898,-0.5633809,-0.6045458,-0.0411649
80,0.34559602,0.375211,"('dominated', 'dominating')",0.19579025,0.332311,0.2706931,0.353761,0.0830679
81,0.115172446,0.06874627,"('submissive', 'aggressive')",1.0330753,1.2454724,0.5741239,0.6571094,0.0829855
82,-1.1826607,-1.1129391,"('poor', 'rich')",5.028218,5.0943713,1.9227786,1.9907161,0.0679375
83,0.20952299,0.2471633,"('powerless', 'powerful')",-0.55984616,-0.57751876,-0.1751616,-0.1651777,0.0099839
84,0.24958216,0.06092115,"('inferior', 'superior')",-0.20774545,-0.35620907,0.0209184,-0.147644,-0.1685624
85,0.7432335,0.6665108,"('insignificant', 'prestigious')",-0.5358382,-0.6615387,0.1036977,0.0024861,-0.1012116
86,-1.80318,-1.784721,"('uninfluential', 'influential')",0.29993722,0.20690966,-0.7516214,-0.7889057,-0.0372843
87,-0.478968,-0.55333495,"('unsuccessful', 'successful')",0.949617,1.0162488,0.2353245,0.2314569,-0.0038676
88,-0.21156536,-0.3300273,"('low', 'eminent')",-0.20996092,-0.29981983,-0.2107631,-0.3149236,-0.1041605
