,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,female-male
0,1.135952,0.89779425,"('unsociable', 'sociable')",0.332639,0.056061536,0.7342955,0.4769279,-0.2573676
1,0.2553177,0.40517247,"('unfriendly', 'friendly')",-0.0053294003,-0.07772619,0.1249941,0.1637231,0.038729
2,1.132586,1.212568,"('unlikable', 'likable')",0.87827647,0.85280436,1.0054312,1.0326862,0.027255
3,0.71726274,0.88030785,"('repellent', 'pleasant')",0.43861502,0.44644615,0.5779389,0.663377,0.0854381
4,0.32076538,0.28255424,"('disliked', 'liked')",-3.080863,-3.2668135,-1.3800488,-1.4921297,-0.1120809
5,-0.6824322,-0.3985028,"('distant', 'outgoing')",-1.1701503,-1.0528283,-0.9262912,-0.7256656,0.2006256
6,-0.8651767,-0.467861,"('distant', 'open')",-1.4360651,-1.3051127,-1.1506209,-0.8864869,0.264134
7,1.1526346,1.1333306,"('insensitive', 'sensitive')",-0.06385463,-0.083954126,0.54439,0.5246882,-0.0197018
8,-0.32732353,-0.1689724,"('unaffectionate', 'affectionate')",-0.61391515,-0.51962936,-0.4706193,-0.3443009,0.1263184
9,0.87167287,1.0165255,"('unaffectionate', 'caring')",0.14137138,0.1390032,0.5065221,0.5777643,0.0712422
10,1.3247772,1.2043684,"('unsympathetic', 'sympathetic')",-0.13905676,-0.31611526,0.5928602,0.4441265,-0.1487337
11,0.06176267,-0.059587993,"('unhelpful', 'helpful')",1.1890517,1.059727,0.6254072,0.5000695,-0.1253377
12,1.7527219,1.8982631,"('unsupportive', 'supportive')",-0.809388,-0.753281,0.471667,0.572491,0.100824
13,0.61874115,0.42624396,"('impolite', 'polite')",0.037384868,-0.07319686,0.328063,0.1765236,-0.1515394
14,1.0332235,0.79368144,"('antisocial', 'social')",0.7486228,0.46998203,0.8909231,0.6318318,-0.2590913
15,-0.26453948,-0.42952254,"('boring', 'funny')",0.40625528,0.31679362,0.0708579,-0.0563645,-0.1272224
16,-0.8683944,-0.80802923,"('unpopular', 'popular')",0.039299533,0.0129399225,-0.4145474,-0.3975447,0.0170027
17,0.014994007,0.05385617,"('nasty', 'nice')",-0.6642772,-0.5638152,-0.3246416,-0.2549795,0.0696621
18,-0.39404327,-0.19609961,"('disagreeable', 'welcoming')",-1.0976609,-1.0113293,-0.7458521,-0.6037145,0.1421376
19,-0.04476586,0.20819114,"('inhospitable', 'hospitable')",-0.5531348,-0.47053313,-0.2989503,-0.131171,0.1677793
20,0.1454986,0.1937827,"('rough', 'thoughtful')",0.30166045,0.28390938,0.2235795,0.238846,0.0152665
21,1.3580333,1.319567,"('immoral', 'moral')",-0.14160022,-0.27355707,0.6082165,0.5230049,-0.0852116
22,0.1900647,0.15837996,"('untrustworthy', 'trustworthy')",-0.811353,-0.8819363,-0.3106441,-0.3617782,-0.0511341
23,1.0319042,0.9444468,"('insincere', 'sincere')",2.803921,2.7314901,1.9179126,1.8379685,-0.0799441
24,1.2636087,1.2892503,"('dishonest', 'honest')",-0.13143805,-0.15986244,0.5660853,0.5646939,-0.0013914
25,0.09470962,0.33661607,"('egoistic', 'altruistic')",0.24527597,0.36354133,0.1699928,0.3500787,0.1800859
26,-0.03870538,-0.036573023,"('hardhearted', 'benevolent')",1.1320953,0.9945223,0.546695,0.4789746,-0.0677204
27,-0.12079483,0.15764308,"('hardhearted', 'softhearted')",0.16789263,0.2951422,0.0235489,0.2263926,0.2028437
28,0.72844654,0.556121,"('disloyal', 'loyal')",0.4483367,0.10330395,0.5883916,0.3297125,-0.2586791
29,-0.74877614,-0.79187346,"('unfair', 'fair')",-1.016121,-1.0884379,-0.8824486,-0.9401557,-0.0577071
30,1.0860192,0.97660655,"('intolerant', 'tolerant')",0.28321937,0.25454003,0.6846192,0.6155733,-0.0690459
31,-1.0155958,-0.50373816,"('evil', 'good')",-0.7379815,-0.54019666,-0.8767886,-0.5219674,0.3548212
32,0.89735085,0.7711902,"('unkind', 'kind')",0.97418696,0.7101829,0.9357689,0.7406865,-0.1950824
33,0.91718376,0.94649863,"('wrong', 'right')",-0.24890053,-0.26953414,0.3341416,0.3384823,0.0043407
34,-0.8368643,-0.58594847,"('mean', 'honorable')",2.3286052,2.4854617,0.7458705,0.9497566,0.2038861
35,-1.2574406,-1.2566186,"('corrupt', 'incorrupt')",-0.7643632,-0.816659,-1.0109019,-1.0366387,-0.0257368
36,-0.91771406,-0.6451589,"('hostile', 'amicable')",-0.8656956,-0.91296184,-0.8917048,-0.7790604,0.1126444
37,0.4795729,0.5364319,"('fake', 'genuine')",-0.0070238225,0.024746902,0.2362745,0.2805894,0.0443149
38,0.29341665,0.24636027,"('untruthful', 'truthful')",-0.1890032,-0.2512661,0.0522067,-0.0024529,-0.0546596
39,0.35905343,0.38487756,"('exploitative', 'cooperative')",0.9031037,0.97200364,0.6310786,0.6784406,0.047362
40,0.5687845,0.7431335,"('stingy', 'generous')",-1.3216579,-1.2433263,-0.3764367,-0.2500964,0.1263403
41,0.974479,1.0374594,"('unforgiving', 'forgiving')",0.42431125,0.32158157,0.6993951,0.6795205,-0.0198746
42,0.38417825,0.42840922,"('unreliable', 'reliable')",-1.6878774,-1.6802979,-0.6518496,-0.6259443,0.0259053
43,-0.05412173,-0.12024169,"('irresponsible', 'responsible')",0.111601345,0.12067058,0.0287398,0.0002144,-0.0285254
44,-1.8297216,-1.8126135,"('prejudiced', 'unprejudiced')",-1.2889793,-1.2189246,-1.5593505,-1.515769,0.0435815
45,0.18646489,0.11169332,"('incompetent', 'competent')",0.18229124,-0.021902949,0.1843781,0.0448952,-0.1394829
46,1.144816,0.9791835,"('uncompetitive', 'competitive')",-0.3170647,-0.47475222,0.4138757,0.2522156,-0.1616601
47,0.20873256,0.2609739,"('stupid', 'smart')",2.2620711,2.361564,1.2354019,1.3112689,0.075867
48,-0.05454568,-0.08737068,"('unintelligent', 'intelligent')",-0.3736191,-0.4522752,-0.2140824,-0.2698229,-0.0557405
49,-1.1351061,-1.2344449,"('unable', 'able')",-0.5290862,-0.4839459,-0.8320961,-0.8591954,-0.0270993
50,-0.38138798,-0.4515947,"('clumsy', 'skillful')",0.110691756,0.023116142,-0.1353481,-0.2142393,-0.0788912
51,0.8984812,0.69688964,"('uneducated', 'educated')",0.347207,0.19857928,0.6228441,0.4477345,-0.1751096
52,-0.8229067,-0.86418104,"('irrational', 'rational')",-0.36737955,-0.33056295,-0.5951431,-0.597372,-0.0022289
53,0.6427566,0.6975312,"('uncreative', 'creative')",0.2499333,0.19908704,0.4463449,0.4483091,0.0019642
54,0.07900192,0.064151585,"('incapable', 'capable')",0.09466866,0.11394648,0.0868353,0.089049,0.0022137
55,0.82482004,0.7422021,"('incompetent', 'clever')",0.2817541,0.16461585,0.5532871,0.453409,-0.0998781
56,1.8350102,1.6043469,"('impractical', 'practical')",0.48323303,0.31834227,1.1591216,0.9613446,-0.197777
57,1.1747783,0.9755837,"('unimaginative', 'imaginative')",-1.467169,-1.6646848,-0.1461954,-0.3445505,-0.1983551
58,0.16857697,0.107872725,"('undiscriminating', 'discriminating')",0.5921646,0.4625396,0.3803708,0.2852062,-0.0951646
59,-0.35341343,-0.41415972,"('foolish', 'wise')",-0.20782632,-0.13909203,-0.2806199,-0.2766259,0.003994
60,0.7245742,0.61720026,"('inefficient', 'efficient')",0.51961434,0.51664615,0.6220943,0.5669232,-0.0551711
61,1.1360039,0.9690797,"('illogical', 'logical')",0.29483566,0.13047805,0.7154198,0.5497789,-0.1656409
62,1.1181931,1.0230443,"('incompetent', 'brilliant')",0.50352395,0.50719523,0.8108585,0.7651198,-0.0457387
63,0.51323825,0.45829847,"('unperceptive', 'insightful')",0.6587078,0.5902624,0.585973,0.5242804,-0.0616926
64,0.29574925,0.10578796,"('shy', 'confident')",-2.74148,-2.7724125,-1.2228655,-1.3333123,-0.1104468
65,-0.14087388,-0.3872904,"('insecure', 'secure')",0.31311962,0.21464455,0.0861229,-0.0863229,-0.1724458
66,-0.17987075,-0.1625825,"('inactive', 'active')",0.054665476,0.023457289,-0.0626026,-0.0695626,-0.00696
