,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.24147074,-0.079283245,"('unsociable', 'sociable')",-0.097592935,-0.3159898,0.0719389,-0.1976365,-0.2695754
1,-1.2427336,-1.3416624,"('unfriendly', 'friendly')",1.2946309,1.1734494,0.0259486,-0.0841065,-0.1100551
2,0.7973452,0.8189659,"('unlikable', 'likable')",0.832348,0.8094005,0.8148466,0.8141832,-0.0006634
3,-0.64725256,-0.49441257,"('repellent', 'pleasant')",0.9267097,0.8654104,0.1397286,0.1854989,0.0457703
4,0.37095243,0.4647387,"('disliked', 'liked')",-7.0786986,-7.2280664,-3.353873,-3.3816638,-0.0277908
5,-0.53214514,-0.42632553,"('distant', 'outgoing')",-0.5243358,-0.3682082,-0.5282404,-0.3972669,0.1309735
6,-1.3055024,-1.1752033,"('distant', 'open')",-0.5460901,-0.39911893,-0.9257963,-0.7871611,0.1386352
7,0.11901221,0.20920983,"('insensitive', 'sensitive')",0.12351329,0.16508219,0.1212627,0.187146,0.0658833
8,-0.9961077,-1.1976216,"('unaffectionate', 'affectionate')",0.7495034,0.7333655,-0.1233022,-0.2321281,-0.1088259
9,-0.20333798,-0.22667722,"('unaffectionate', 'caring')",1.2102747,1.3499734,0.5034683,0.5616481,0.0581798
10,-0.11820796,-0.2657439,"('unsympathetic', 'sympathetic')",-0.118943915,-0.1726535,-0.1185759,-0.2191987,-0.1006228
11,0.28748068,0.22739007,"('unhelpful', 'helpful')",1.8077202,2.0077674,1.0476004,1.1175787,0.0699783
12,0.36097857,0.47610837,"('unsupportive', 'supportive')",-2.155038,-2.1001368,-0.8970298,-0.8120142,0.0850156
13,0.5687632,0.39739254,"('impolite', 'polite')",-0.67756015,-0.6106334,-0.0543985,-0.1066204,-0.0522219
14,0.41521144,0.3315827,"('antisocial', 'social')",-0.06154946,-0.3159367,0.176831,0.007823,-0.169008
15,-0.24831152,-0.44537082,"('boring', 'funny')",-0.12606204,-0.09159534,-0.1871868,-0.2684831,-0.0812963
16,-0.9974589,-0.899831,"('unpopular', 'popular')",0.31225026,0.25084424,-0.3426043,-0.3244934,0.0181109
17,0.39097783,0.34077758,"('nasty', 'nice')",-0.49373907,-0.487343,-0.0513806,-0.0732827,-0.0219021
18,-0.38871938,-0.31972206,"('disagreeable', 'welcoming')",-0.46874195,-0.5596635,-0.4287307,-0.4396928,-0.0109621
19,-0.40486258,-0.45032957,"('inhospitable', 'hospitable')",-0.5078011,-0.38648015,-0.4563318,-0.4184049,0.0379269
