,intuit_male,intuit_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2612525,-1.4471539,"('unsociable', 'sociable')",-0.4381266,-0.597971,-0.8496895,-1.0225625,-0.172873
1,-0.8888463,-1.0543637,"('unfriendly', 'friendly')",1.4611325,1.3247511,0.2861431,0.1351937,-0.1509494
2,0.40109998,0.40486145,"('unlikable', 'likable')",0.6079927,0.644792,0.5045463,0.5248268,0.0202805
3,-0.5628561,-0.52895874,"('repellent', 'pleasant')",0.18898879,0.19930837,-0.1869336,-0.1648252,0.0221084
4,-0.59046376,-0.61348933,"('disliked', 'liked')",-6.3535967,-6.4171724,-3.4720302,-3.5153308,-0.0433006
5,-0.42279342,-0.39061755,"('distant', 'outgoing')",-0.41451502,-0.4176248,-0.4186542,-0.4041212,0.014533
6,-0.44939935,-0.41291088,"('distant', 'open')",0.03538908,0.016825344,-0.2070051,-0.1980428,0.0089623
7,-0.77570516,-0.77794206,"('insensitive', 'sensitive')",0.35279876,0.42482674,-0.2114532,-0.1765577,0.0348955
8,-0.86463416,-0.91938573,"('unaffectionate', 'affectionate')",0.6051027,0.5456523,-0.1297657,-0.1868667,-0.057101
9,-0.8879243,-0.93328404,"('unaffectionate', 'caring')",0.95473075,0.99021494,0.0334032,0.0284654,-0.0049378
10,-1.3144717,-1.400312,"('unsympathetic', 'sympathetic')",-0.46814135,-0.4809114,-0.8913065,-0.9406117,-0.0493052
11,-0.6019487,-0.5788735,"('unhelpful', 'helpful')",1.7715095,1.926891,0.5847805,0.6740087,0.0892282
12,-0.9970811,-0.9863498,"('unsupportive', 'supportive')",-1.9105694,-1.8317629,-1.4538252,-1.4090564,0.0447688
13,-0.7057692,-0.8136755,"('impolite', 'polite')",-0.62751055,-0.61783636,-0.6666399,-0.7157559,-0.049116
14,-0.14364266,-0.17107484,"('antisocial', 'social')",-0.5444051,-0.5826367,-0.3440239,-0.3768558,-0.0328319
15,0.63042575,0.57248694,"('boring', 'funny')",0.30275005,0.26232293,0.4665879,0.4174049,-0.049183
16,-0.40713814,-0.3974557,"('unpopular', 'popular')",0.41538185,0.3550782,0.0041219,-0.0211888,-0.0253107
17,-0.036240213,0.026703458,"('nasty', 'nice')",-0.24592051,-0.19569972,-0.1410804,-0.0844981,0.0565823
18,-0.15975527,-0.17858118,"('disagreeable', 'welcoming')",-0.47517267,-0.487158,-0.317464,-0.3328696,-0.0154056
19,-0.98918,-0.9666328,"('inhospitable', 'hospitable')",-0.22291076,-0.16319998,-0.6060454,-0.5649164,0.041129
20,0.46830037,0.43166912,"('rough', 'thoughtful')",1.2073059,1.1761421,0.8378031,0.8039056,-0.0338975
21,0.12807262,0.056395445,"('immoral', 'moral')",-0.59319717,-0.53731334,-0.2325623,-0.240459,-0.0078967
22,-0.5416901,-0.65102917,"('untrustworthy', 'trustworthy')",-1.128874,-1.2129841,-0.835282,-0.9320066,-0.0967246
23,-0.923804,-0.9681,"('insincere', 'sincere')",5.7117915,5.746641,2.3939939,2.3892705,-0.0047234
24,-0.736102,-0.8083768,"('dishonest', 'honest')",0.7873794,0.760971,0.0256387,-0.0237029,-0.0493416
25,0.12734932,0.06936523,"('egoistic', 'altruistic')",1.4846166,1.3769186,0.8059829,0.7231419,-0.082841
26,0.91630995,0.73676926,"('hardhearted', 'benevolent')",1.5412661,1.4076829,1.228788,1.072226,-0.156562
27,-0.06453715,-0.010828238,"('hardhearted', 'softhearted')",1.4051911,1.3440639,0.6703269,0.6666178,-0.0037091
28,-0.89228183,-0.98067355,"('disloyal', 'loyal')",0.9783961,0.8848022,0.0430571,-0.0479357,-0.0909928
29,-0.18122092,-0.16668864,"('unfair', 'fair')",-0.26645213,-0.4743498,-0.2238365,-0.3205192,-0.0966827
30,0.17277083,0.1276907,"('intolerant', 'tolerant')",1.1800015,1.2133505,0.6763862,0.6705206,-0.0058656
31,-0.5078678,-0.5036142,"('evil', 'good')",-1.128818,-1.2413801,-0.8183429,-0.8724971,-0.0541542
32,-0.36375564,-0.42820182,"('unkind', 'kind')",1.022544,0.8862715,0.3293942,0.2290348,-0.1003594
33,0.46354038,0.4506694,"('wrong', 'right')",-0.5882669,-0.6707851,-0.0623633,-0.1100579,-0.0476946
34,0.3106117,0.40836287,"('mean', 'honorable')",5.9210277,6.185413,3.1158197,3.2968879,0.1810682
