,dollar_male,dollar_female,tuple,average_male,average_female,female-male
0,0.5683491,0.4608216,"('unsociable', 'sociable')",0.5683491,0.4608216,-0.1075275
1,1.2608825,1.1952301,"('unfriendly', 'friendly')",1.2608825,1.1952301,-0.0656524
2,0.31572673,0.3043468,"('unlikable', 'likable')",0.3157267,0.3043468,-0.0113799
3,0.4583609,0.4832753,"('repellent', 'pleasant')",0.4583609,0.4832753,0.0249144
4,-7.615775,-7.5743575,"('disliked', 'liked')",-7.6157751,-7.5743575,0.0414176
5,-1.0670857,-1.1264852,"('distant', 'outgoing')",-1.0670857,-1.1264852,-0.0593995
6,-0.4585621,-0.5146897,"('distant', 'open')",-0.4585621,-0.5146897,-0.0561276
7,1.1721917,1.2273356,"('insensitive', 'sensitive')",1.1721917,1.2273356,0.0551439
8,0.9615123,0.8954123,"('unaffectionate', 'affectionate')",0.9615123,0.8954123,-0.0661
9,1.8167111,1.7923583,"('unaffectionate', 'caring')",1.8167111,1.7923583,-0.0243528
10,1.4170771,1.4180887,"('unsympathetic', 'sympathetic')",1.4170771,1.4180887,0.0010116
11,2.124289,2.1386962,"('unhelpful', 'helpful')",2.124289,2.1386962,0.0144072
12,-1.1435689,-1.1117337,"('unsupportive', 'supportive')",-1.1435689,-1.1117337,0.0318352
13,0.12744549,0.030187897,"('impolite', 'polite')",0.1274455,0.0301879,-0.0972576
14,0.3038212,0.2334394,"('antisocial', 'social')",0.3038212,0.2334394,-0.0703818
15,0.13215438,0.03206011,"('boring', 'funny')",0.1321544,0.0320601,-0.1000943
16,-0.37338996,-0.3272326,"('unpopular', 'popular')",-0.37339,-0.3272326,0.0461574
17,-0.37775403,-0.4010153,"('nasty', 'nice')",-0.377754,-0.4010153,-0.0232613
18,-0.78408813,-0.83943224,"('disagreeable', 'welcoming')",-0.7840881,-0.8394322,-0.0553441
19,-0.3065061,-0.29157707,"('inhospitable', 'hospitable')",-0.3065061,-0.2915771,0.014929
20,1.0964966,1.0273849,"('rough', 'thoughtful')",1.0964966,1.0273849,-0.0691117
21,0.195971,0.26435718,"('immoral', 'moral')",0.195971,0.2643572,0.0683862
22,-0.09825761,-0.15697657,"('untrustworthy', 'trustworthy')",-0.0982576,-0.1569766,-0.058719
23,7.104817,7.018093,"('insincere', 'sincere')",7.1048169,7.0180931,-0.0867238
24,1.9374475,1.7774613,"('dishonest', 'honest')",1.9374475,1.7774613,-0.1599862
25,0.39136007,0.28438777,"('egoistic', 'altruistic')",0.3913601,0.2843878,-0.1069723
26,0.9378895,0.95643264,"('hardhearted', 'benevolent')",0.9378895,0.9564326,0.0185431
27,1.749482,1.550684,"('hardhearted', 'softhearted')",1.749482,1.550684,-0.198798
28,1.4413525,1.3681905,"('disloyal', 'loyal')",1.4413525,1.3681905,-0.073162
29,-0.76036334,-0.8841122,"('unfair', 'fair')",-0.7603633,-0.8841122,-0.1237489
30,1.1887717,1.140956,"('intolerant', 'tolerant')",1.1887717,1.140956,-0.0478157
31,-1.6677389,-1.6387215,"('evil', 'good')",-1.6677389,-1.6387215,0.0290174
32,1.5684214,1.4746313,"('unkind', 'kind')",1.5684214,1.4746313,-0.0937901
33,-0.4527169,-0.49536046,"('wrong', 'right')",-0.4527169,-0.4953605,-0.0426436
34,4.7664633,4.8272867,"('mean', 'honorable')",4.7664633,4.8272867,0.0608234
35,-1.0006537,-1.1891716,"('corrupt', 'incorrupt')",-1.0006537,-1.1891716,-0.1885179
