,pencil_male,pencil_female,tuple,average_male,average_female,female-male
0,-0.54634976,-0.48026192,"('unsociable', 'sociable')",-0.5463498,-0.4802619,0.0660879
1,1.7655722,1.6665115,"('unfriendly', 'friendly')",1.7655722,1.6665115,-0.0990607
2,0.074566565,0.22855468,"('unlikable', 'likable')",0.0745666,0.2285547,0.1539881
3,0.81852084,0.9208973,"('repellent', 'pleasant')",0.8185208,0.9208973,0.1023765
4,-7.149414,-7.357262,"('disliked', 'liked')",-7.1494141,-7.3572621,-0.207848
5,0.14477706,0.029323881,"('distant', 'outgoing')",0.1447771,0.0293239,-0.1154532
6,0.56747335,0.38658527,"('distant', 'open')",0.5674734,0.3865853,-0.1808881
7,0.7297254,0.833656,"('insensitive', 'sensitive')",0.7297254,0.833656,0.1039306
8,1.5690144,1.4079626,"('unaffectionate', 'affectionate')",1.5690144,1.4079626,-0.1610518
9,1.7756811,1.8003416,"('unaffectionate', 'caring')",1.7756811,1.8003416,0.0246605
10,0.5160285,0.68990195,"('unsympathetic', 'sympathetic')",0.5160285,0.6899019,0.1738734
11,1.4340773,1.5682726,"('unhelpful', 'helpful')",1.4340773,1.5682726,0.1341953
12,-1.5388343,-1.5314978,"('unsupportive', 'supportive')",-1.5388343,-1.5314978,0.0073365
13,-0.385871,-0.24770004,"('impolite', 'polite')",-0.385871,-0.2477,0.138171
14,-0.5790094,-0.5470211,"('antisocial', 'social')",-0.5790094,-0.5470211,0.0319883
15,0.5729819,0.50615376,"('boring', 'funny')",0.5729819,0.5061538,-0.0668281
16,-0.11211178,-0.120490685,"('unpopular', 'popular')",-0.1121118,-0.1204907,-0.0083789
17,-0.18714629,-0.17823052,"('nasty', 'nice')",-0.1871463,-0.1782305,0.0089158
18,-0.48854625,-0.5205038,"('disagreeable', 'welcoming')",-0.4885463,-0.5205038,-0.0319575
19,-0.30261153,-0.30855718,"('inhospitable', 'hospitable')",-0.3026115,-0.3085572,-0.0059457
20,0.92876405,0.83789665,"('rough', 'thoughtful')",0.928764,0.8378966,-0.0908674
21,-0.58372456,-0.25765595,"('immoral', 'moral')",-0.5837246,-0.2576559,0.3260687
22,-0.8886676,-0.8432994,"('untrustworthy', 'trustworthy')",-0.8886676,-0.8432994,0.0453682
23,6.0824285,6.2656426,"('insincere', 'sincere')",6.0824285,6.2656426,0.1832141
24,1.4892464,1.505147,"('dishonest', 'honest')",1.4892464,1.505147,0.0159006
25,0.789273,0.7369147,"('egoistic', 'altruistic')",0.789273,0.7369147,-0.0523583
26,0.9956571,0.8058242,"('hardhearted', 'benevolent')",0.9956571,0.8058242,-0.1898329
27,1.8204484,1.6283025,"('hardhearted', 'softhearted')",1.8204484,1.6283025,-0.1921459
28,1.031054,0.9884779,"('disloyal', 'loyal')",1.031054,0.9884779,-0.0425761
29,-0.30505267,-0.4743985,"('unfair', 'fair')",-0.3050527,-0.4743985,-0.1693458
30,0.45089388,0.6016771,"('intolerant', 'tolerant')",0.4508939,0.6016771,0.1507832
31,-0.47489458,-0.763289,"('evil', 'good')",-0.4748946,-0.763289,-0.2883944
32,1.1793658,1.1847466,"('unkind', 'kind')",1.1793658,1.1847466,0.0053808
33,-0.34821764,-0.41376424,"('wrong', 'right')",-0.3482176,-0.4137642,-0.0655466
34,4.3314133,4.561521,"('mean', 'honorable')",4.3314133,4.5615211,0.2301078
35,-0.333781,-0.69879293,"('corrupt', 'incorrupt')",-0.333781,-0.6987929,-0.3650119
36,-0.42825574,-0.6386,"('hostile', 'amicable')",-0.4282557,-0.6386,-0.2103443
37,0.99682605,1.0103339,"('fake', 'genuine')",0.9968261,1.0103339,0.0135078
38,-0.41535145,-0.34137154,"('untruthful', 'truthful')",-0.4153515,-0.3413715,0.07398
39,-0.029886216,0.051694453,"('exploitative', 'cooperative')",-0.0298862,0.0516945,0.0815807
40,-1.3344162,-1.558636,"('stingy', 'generous')",-1.3344162,-1.558636,-0.2242198
41,-0.15985212,-0.1517261,"('unforgiving', 'forgiving')",-0.1598521,-0.1517261,0.008126
42,-2.3344555,-2.2891467,"('unreliable', 'reliable')",-2.3344555,-2.2891467,0.0453088
43,0.82801396,1.0469036,"('irresponsible', 'responsible')",0.828014,1.0469036,0.2188896
44,-1.2049357,-1.1955253,"('prejudiced', 'unprejudiced')",-1.2049357,-1.1955253,0.0094104
45,0.16439183,0.13537638,"('incompetent', 'competent')",0.1643918,0.1353764,-0.0290154
46,-1.0289627,-0.873126,"('uncompetitive', 'competitive')",-1.0289627,-0.873126,0.1558367
47,4.7102013,4.9674044,"('stupid', 'smart')",4.7102013,4.9674044,0.2572031
48,0.37817177,0.46934292,"('unintelligent', 'intelligent')",0.3781718,0.4693429,0.0911711
49,-0.1363506,0.07689535,"('unable', 'able')",-0.1363506,0.0768953,0.2132459
50,-0.087880716,-0.15427117,"('clumsy', 'skillful')",-0.0878807,-0.1542712,-0.0663905
51,-0.18183613,-0.11732318,"('uneducated', 'educated')",-0.1818361,-0.1173232,0.0645129
52,-0.25475127,-0.4748292,"('irrational', 'rational')",-0.2547513,-0.4748292,-0.2200779
53,0.9269883,0.8612848,"('uncreative', 'creative')",0.9269883,0.8612848,-0.0657035
54,1.0526525,1.1771672,"('incapable', 'capable')",1.0526525,1.1771672,0.1245147
55,0.51239794,0.69908226,"('incompetent', 'clever')",0.5123979,0.6990823,0.1866844
56,0.20587903,0.31539392,"('impractical', 'practical')",0.205879,0.3153939,0.1095149
57,-2.4570494,-2.4251955,"('unimaginative', 'imaginative')",-2.4570494,-2.4251955,0.0318539
58,0.3029124,0.21959437,"('undiscriminating', 'discriminating')",0.3029124,0.2195944,-0.083318
59,0.16296971,0.14411348,"('foolish', 'wise')",0.1629697,0.1441135,-0.0188562
60,0.015605487,0.37493467,"('inefficient', 'efficient')",0.0156055,0.3749347,0.3593292
61,0.3089976,0.22251713,"('illogical', 'logical')",0.3089976,0.2225171,-0.0864805
62,0.4456035,0.68196434,"('incompetent', 'brilliant')",0.4456035,0.6819643,0.2363608
63,0.13634293,0.26465815,"('unperceptive', 'insightful')",0.1363429,0.2646582,0.1283153
64,-6.614922,-6.5722575,"('shy', 'confident')",-6.614922,-6.5722575,0.0426645
65,-0.13248229,0.060089312,"('insecure', 'secure')",-0.1324823,0.0600893,0.1925716
66,-0.026351467,-0.1907846,"('inactive', 'active')",-0.0263515,-0.1907846,-0.1644331
67,-0.5336382,-0.4213492,"('doubtful', 'determined')",-0.5336382,-0.4213492,0.112289
68,-0.91259354,-0.7899273,"('dependent', 'independent')",-0.9125935,-0.7899273,0.1226662
69,-1.6674018,-1.8486218,"('lazy', 'industrious')",-1.6674018,-1.8486218,-0.18122
70,0.89034456,0.9826187,"('lethargic', 'energetic')",0.8903446,0.9826187,0.0922741
71,0.98330486,0.93050295,"('diffident', 'self-confident')",0.9833049,0.930503,-0.0528019
72,0.9128266,1.0726334,"('unambitious', 'ambitious')",0.9128266,1.0726334,0.1598068
73,-2.8814664,-2.8777504,"('helpless', 'self-reliant')",-2.8814664,-2.8777504,0.003716
74,-0.0055615976,-0.08177535,"('undedicated', 'dedicated')",-0.0055616,-0.0817754,-0.0762138
75,-0.5999965,-0.58376867,"('meek', 'impulsive')",-0.5999965,-0.5837687,0.0162278
76,0.4670322,0.5721044,"('anxious', 'daring')",0.4670322,0.5721044,0.1050722
