,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1052533,-1.3111196,"('unsociable', 'sociable')",-0.19756159,-0.40640646,-0.6514075,-0.858763,-0.2073555
1,-1.3181455,-1.4407903,"('unfriendly', 'friendly')",1.4169878,1.2725693,0.0494211,-0.0841105,-0.1335316
2,0.55892074,0.569856,"('unlikable', 'likable')",0.5168695,0.62567693,0.5378951,0.5977665,0.0598714
3,-0.7135009,-0.7229118,"('repellent', 'pleasant')",0.2378851,0.21520665,-0.2378079,-0.2538525,-0.0160446
4,0.5230768,0.4874021,"('disliked', 'liked')",-5.894869,-5.9116387,-2.6858959,-2.7121184,-0.0262225
5,-0.56301033,-0.53286064,"('distant', 'outgoing')",-0.20301168,-0.15661295,-0.383011,-0.3447368,0.0382742
6,-0.38818836,-0.361383,"('distant', 'open')",-0.0299449,-0.02427535,-0.2090666,-0.1928292,0.0162374
7,-0.8944002,-0.9551121,"('insensitive', 'sensitive')",0.22293217,0.24645701,-0.335734,-0.3543276,-0.0185936
8,-0.63293767,-0.623466,"('unaffectionate', 'affectionate')",0.7573755,0.71903455,0.0622189,0.0477843,-0.0144346
9,-0.73354405,-0.7905781,"('unaffectionate', 'caring')",1.067498,1.064192,0.166977,0.136807,-0.03017
10,-1.6750169,-1.7673255,"('unsympathetic', 'sympathetic')",-0.2768702,-0.36526898,-0.9759436,-1.0662973,-0.0903537
11,-0.8337054,-0.86579394,"('unhelpful', 'helpful')",1.674344,1.7974648,0.4203193,0.4658355,0.0455162
12,-1.2351238,-1.1753067,"('unsupportive', 'supportive')",-1.7694999,-1.7192515,-1.5023118,-1.4472791,0.0550327
13,-1.0796126,-1.2629288,"('impolite', 'polite')",-0.44493195,-0.45965406,-0.7622723,-0.8612915,-0.0990192
14,-0.7814573,-0.8708573,"('antisocial', 'social')",-0.30207524,-0.3980898,-0.5417663,-0.6344736,-0.0927073
15,0.20193148,0.119977124,"('boring', 'funny')",0.39170468,0.38552165,0.2968181,0.2527494,-0.0440687
16,0.12369931,0.13350293,"('unpopular', 'popular')",0.5988838,0.5405895,0.3612916,0.3370462,-0.0242454
17,-0.06845065,-0.020738222,"('nasty', 'nice')",-0.24988437,-0.19153702,-0.1591675,-0.1061376,0.0530299
18,-0.3016462,-0.30650285,"('disagreeable', 'welcoming')",-0.3944093,-0.45109627,-0.3480278,-0.3787996,-0.0307718
19,-0.4561019,-0.49616224,"('inhospitable', 'hospitable')",-0.16679357,-0.09835753,-0.3114477,-0.2972599,0.0141878
20,-0.023462407,0.007892035,"('rough', 'thoughtful')",1.3819844,1.3152494,0.679261,0.6615707,-0.0176903
21,-0.46977597,-0.6136693,"('immoral', 'moral')",-0.3652975,-0.44228408,-0.4175367,-0.5279767,-0.11044
22,-0.32864732,-0.4192688,"('untrustworthy', 'trustworthy')",-0.88032186,-0.9234316,-0.6044846,-0.6713502,-0.0668656
23,-0.8791798,-0.99830794,"('insincere', 'sincere')",5.32193,5.2645106,2.221375,2.1331015,-0.0882735
24,-0.6948318,-0.8022377,"('dishonest', 'honest')",0.6314198,0.6337923,-0.031706,-0.0842227,-0.0525167
25,0.45287696,0.43010885,"('egoistic', 'altruistic')",1.4478012,1.3841035,0.9503391,0.9071062,-0.0432329
