,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.2709939,0.036014996,"('unsociable', 'sociable')",0.033950288,-0.21703887,0.1524721,-0.0905119,-0.242984
1,-1.2874582,-1.2651602,"('unfriendly', 'friendly')",1.560793,1.4136937,0.1366674,0.0742667,-0.0624007
2,0.77765846,0.7113871,"('unlikable', 'likable')",0.58296067,0.42944816,0.6803095,0.5704176,-0.1098919
3,-0.1558518,-0.0064046253,"('repellent', 'pleasant')",0.81520146,0.9170541,0.3296748,0.4553247,0.1256499
4,-0.657017,-0.6049981,"('disliked', 'liked')",-6.397588,-6.3825684,-3.5273023,-3.4937832,0.0335191
5,-1.3127311,-1.1887693,"('distant', 'outgoing')",-0.44981337,-0.33960792,-0.8812723,-0.7641886,0.1170837
6,-1.8834891,-1.7092934,"('distant', 'open')",-0.66100025,-0.6038143,-1.2722447,-1.1565539,0.1156908
7,0.12854464,0.2519722,"('insensitive', 'sensitive')",0.30673862,0.35542253,0.2176416,0.3036973,0.0860557
8,-1.1372452,-1.1897435,"('unaffectionate', 'affectionate')",0.75038356,0.661049,-0.1934308,-0.2643473,-0.0709165
9,-0.7508991,-0.7602001,"('unaffectionate', 'caring')",1.0862979,1.1260808,0.1676994,0.1829403,0.0152409
10,-0.18713355,-0.36925933,"('unsympathetic', 'sympathetic')",-0.73845226,-0.88710207,-0.4627929,-0.6281807,-0.1653878
11,0.5590247,0.43768105,"('unhelpful', 'helpful')",1.4449033,1.5431695,1.001964,0.9904253,-0.0115387
12,-0.10976243,-0.020000067,"('unsupportive', 'supportive')",-2.0751908,-2.0325065,-1.0924766,-1.0262532,0.0662234
13,-0.10014753,-0.41371983,"('impolite', 'polite')",-1.0001427,-1.1045835,-0.5501451,-0.7591517,-0.2090066
14,1.6430345,1.5672208,"('antisocial', 'social')",0.35306093,0.15382804,0.9980477,0.8605244,-0.1375233
15,0.21805307,0.07727448,"('boring', 'funny')",0.14795221,0.07723464,0.1830027,0.0772546,-0.1057481
16,-1.0674849,-0.99150026,"('unpopular', 'popular')",0.37538177,0.34452558,-0.3460515,-0.3234873,0.0225642
17,-0.5513554,-0.45776793,"('nasty', 'nice')",-0.42387232,-0.41376972,-0.4876139,-0.4357688,0.0518451
18,-0.3164571,-0.24697198,"('disagreeable', 'welcoming')",-0.35026872,-0.361714,-0.3333629,-0.304343,0.0290199
19,-1.1170579,-1.127336,"('inhospitable', 'hospitable')",-0.51907086,-0.43959337,-0.8180644,-0.7834647,0.0345997
20,0.8107696,0.81560004,"('rough', 'thoughtful')",0.8507318,0.815575,0.8307507,0.8155875,-0.0151632
21,1.5877459,1.3951566,"('immoral', 'moral')",-0.18926373,-0.28113297,0.6992411,0.5570118,-0.1422293
22,0.82781726,0.70791566,"('untrustworthy', 'trustworthy')",-0.8159241,-0.913092,0.0059466,-0.1025882,-0.1085348
23,0.5273177,0.5078318,"('insincere', 'sincere')",5.744076,5.8043804,3.1356966,3.156106,0.0204094
24,0.26583928,0.18436226,"('dishonest', 'honest')",0.4289128,0.449996,0.347376,0.3171791,-0.0301969
25,-0.4507444,-0.4170355,"('egoistic', 'altruistic')",1.5173743,1.4807736,0.5333149,0.5318691,-0.0014458
26,0.12581266,-0.04307526,"('hardhearted', 'benevolent')",1.7243949,1.4369255,0.9251038,0.6969252,-0.2281786
27,-0.82983756,-0.6940104,"('hardhearted', 'softhearted')",1.0930525,1.0478672,0.1316075,0.1769284,0.0453209
28,0.51625645,0.4775525,"('disloyal', 'loyal')",1.3322394,1.2310038,0.9242479,0.8542781,-0.0699698
29,0.45055515,0.55559206,"('unfair', 'fair')",-0.15993097,-0.28476954,0.1453121,0.1354113,-0.0099008
30,1.3844157,1.2306758,"('intolerant', 'tolerant')",0.99153847,0.8901786,1.1879771,1.0604272,-0.1275499
31,-1.4675237,-1.2723782,"('evil', 'good')",-0.58264816,-0.6395918,-1.0250859,-0.955985,0.0691009
32,0.59855366,0.37862635,"('unkind', 'kind')",1.0145602,0.68629116,0.8065569,0.5324588,-0.2740981
33,-0.063511,-0.1227091,"('wrong', 'right')",-0.5772249,-0.6237292,-0.320368,-0.3732192,-0.0528512
34,0.08986524,0.20268834,"('mean', 'honorable')",5.5731816,5.8611517,2.8315234,3.03192,0.2003966
35,-0.7613989,-0.63021713,"('corrupt', 'incorrupt')",-0.4867281,-0.48554686,-0.6240635,-0.557882,0.0661815
