,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,female-male
0,-0.32313642,-0.36899206,"('unsociable', 'sociable')",0.8479489,0.7250608,-0.29062086,-0.55400383,-1.0399561,-1.0408527,-0.2014411,-0.3096969,-0.1082558
1,1.1123028,1.1006733,"('unfriendly', 'friendly')",-0.47991562,-0.4824289,0.5741258,0.4251351,2.5084188,2.5570803,0.9287329,0.900115,-0.0286179
2,-0.6952157,-0.72183836,"('unlikable', 'likable')",1.1387057,1.0849519,1.121841,1.1912467,0.22618249,0.30648148,0.4478784,0.4652104,0.017332
3,-1.3822864,-1.2868241,"('repellent', 'pleasant')",0.28756374,0.34947506,-0.022508819,-0.009061889,0.6575828,0.7623023,-0.1149122,-0.0460272,0.068885
4,-0.1822424,-0.2050052,"('disliked', 'liked')",-0.91986567,-0.8166448,0.83518136,0.8946275,-6.7045245,-6.759298,-1.7428628,-1.72158,0.0212828
5,0.6735364,0.7227634,"('distant', 'outgoing')",-1.0970035,-0.9587885,0.6273934,0.66017854,0.9104809,0.8794759,0.2786018,0.3259073,0.0473055
6,0.41059217,0.4180594,"('distant', 'open')",-1.7384541,-1.6183896,0.25075096,0.3000985,1.6679246,1.6985598,0.1477034,0.199582,0.0518786
7,-0.3083898,-0.23922822,"('insensitive', 'sensitive')",1.2370003,1.2316977,-0.384888,-0.3444736,-0.027611863,0.110299416,0.1290277,0.1895738,0.0605461
8,0.2609724,0.21277148,"('unaffectionate', 'affectionate')",-0.95477843,-0.85553926,-0.15244651,-0.14715017,1.6747603,1.693845,0.2071269,0.2259818,0.0188549
9,1.1142216,1.1149747,"('unaffectionate', 'caring')",0.48573527,0.54670024,0.059234966,0.073307574,1.6647336,1.76473,0.8309814,0.8749281,0.0439467
10,-0.73633516,-0.7124631,"('unsympathetic', 'sympathetic')",1.055797,1.0364194,-0.888232,-0.90854156,-1.2647786,-1.1261928,-0.4583872,-0.4276945,0.0306927
11,-0.7006493,-0.624948,"('unhelpful', 'helpful')",1.3543929,1.3843833,0.470136,0.5791649,0.123738766,0.24589553,0.3119046,0.3961239,0.0842193
12,0.5510845,0.58688104,"('unsupportive', 'supportive')",1.3808203,1.5575858,0.35334992,0.46937954,-2.1661584,-2.05773,0.0297741,0.1390291,0.109255
13,-0.3997766,-0.37925583,"('impolite', 'polite')",1.2716731,1.192005,-0.2433446,-0.2683445,-0.9629248,-0.91880596,-0.0835932,-0.0936003,-0.0100071
14,-0.55700254,-0.5860272,"('antisocial', 'social')",1.3564996,1.2951843,-0.4231967,-0.47643396,-1.1901093,-1.2022178,-0.2034522,-0.2423737,-0.0389215
15,-1.0666467,-1.0966017,"('boring', 'funny')",-0.96249557,-0.97869664,0.443074,0.3543492,0.48302475,0.36448604,-0.2757609,-0.3391158,-0.0633549
16,-1.3697004,-1.4125576,"('unpopular', 'popular')",-0.9379639,-1.0093597,-0.17830831,-0.26516384,1.5147717,1.5608861,-0.2428002,-0.2815488,-0.0387486
17,-1.2457634,-1.2002491,"('nasty', 'nice')",-0.68643427,-0.62958544,-0.62572014,-0.57642365,-0.9780785,-1.0374445,-0.8839991,-0.8609257,0.0230734
18,-1.6937898,-1.718786,"('disagreeable', 'welcoming')",-0.7762863,-0.72153246,0.20918843,0.27357203,-0.37775692,-0.41398442,-0.6596611,-0.6451827,0.0144784
19,-1.8716141,-1.8601702,"('inhospitable', 'hospitable')",-1.6628475,-1.6122864,0.27282754,0.35939258,0.3564011,0.35911685,-0.7263082,-0.6884868,0.0378214
20,-0.5654548,-0.592533,"('rough', 'thoughtful')",0.33677614,0.27128392,0.8645962,0.85099435,0.27772307,0.19058706,0.2284102,0.1800831,-0.0483271
21,-0.5397087,-0.54521835,"('immoral', 'moral')",1.0942979,0.9576507,-0.15905134,-0.20708473,-1.3922704,-1.2869372,-0.2491831,-0.2703974,-0.0212143
22,-1.6395785,-1.6526545,"('untrustworthy', 'trustworthy')",0.6861631,0.6861211,0.37744784,0.35501525,-1.6259364,-1.5839252,-0.550476,-0.5488608,0.0016152
23,-0.2388524,-0.2055906,"('insincere', 'sincere')",1.4185883,1.3495078,-0.22479656,-0.3047034,5.0057573,5.0491467,1.4901742,1.4720901,-0.0180841
24,0.32012117,0.29030502,"('dishonest', 'honest')",-0.20811245,-0.15132755,0.30569,0.35057032,0.4699552,0.42264915,0.2219135,0.2280492,0.0061357
25,0.9167255,0.90413976,"('egoistic', 'altruistic')",-0.45565182,-0.48623773,0.9151676,0.7655591,1.2831261,1.2313154,0.6648419,0.6036941,-0.0611478
