,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.5583494,-1.6890004,"('unsociable', 'sociable')",-1.5583494,-1.6890004,-0.130651
1,-0.28890562,-0.56387085,"('unfriendly', 'friendly')",-0.2889056,-0.5638708,-0.2749652
2,0.09700172,0.07219932,"('unlikable', 'likable')",0.0970017,0.0721993,-0.0248024
3,-1.139932,-1.0513692,"('repellent', 'pleasant')",-1.139932,-1.0513692,0.0885628
4,-0.45832145,-0.4893515,"('disliked', 'liked')",-0.4583215,-0.4893515,-0.03103
5,-0.044217803,-0.07114087,"('distant', 'outgoing')",-0.0442178,-0.0711409,-0.0269231
6,0.017866345,-0.025677226,"('distant', 'open')",0.0178663,-0.0256772,-0.0435435
7,-0.95648247,-0.8903353,"('insensitive', 'sensitive')",-0.9564825,-0.8903353,0.0661472
8,-0.73416096,-0.924263,"('unaffectionate', 'affectionate')",-0.734161,-0.924263,-0.190102
9,-1.2761601,-1.4595269,"('unaffectionate', 'caring')",-1.2761601,-1.4595269,-0.1833668
10,-1.8753144,-1.9659741,"('unsympathetic', 'sympathetic')",-1.8753144,-1.9659741,-0.0906597
11,-1.7696832,-1.7442119,"('unhelpful', 'helpful')",-1.7696832,-1.7442119,0.0254713
12,-2.1066494,-2.0827312,"('unsupportive', 'supportive')",-2.1066494,-2.0827312,0.0239182
13,-1.2371004,-1.3500696,"('impolite', 'polite')",-1.2371004,-1.3500696,-0.1129692
14,-0.6206545,-0.6448174,"('antisocial', 'social')",-0.6206545,-0.6448174,-0.0241629
15,0.2461521,0.12423684,"('boring', 'funny')",0.2461521,0.1242368,-0.1219153
16,0.06256828,-0.0017735064,"('unpopular', 'popular')",0.0625683,-0.0017735,-0.0643418
17,-0.11071253,-0.08567181,"('nasty', 'nice')",-0.1107125,-0.0856718,0.0250407
18,-0.6675415,-0.6446724,"('disagreeable', 'welcoming')",-0.6675415,-0.6446724,0.0228691
19,-0.44866356,-0.44390106,"('inhospitable', 'hospitable')",-0.4486636,-0.4439011,0.0047625
20,0.5103275,0.5188266,"('rough', 'thoughtful')",0.5103275,0.5188266,0.0084991
21,-0.85165375,-0.82969165,"('immoral', 'moral')",-0.8516538,-0.8296916,0.0219622
22,0.6670305,0.6928428,"('untrustworthy', 'trustworthy')",0.6670305,0.6928428,0.0258123
23,-0.6699108,-0.7353235,"('insincere', 'sincere')",-0.6699108,-0.7353235,-0.0654127
24,-1.0195391,-1.0368553,"('dishonest', 'honest')",-1.0195391,-1.0368553,-0.0173162
25,0.51674116,0.52799696,"('egoistic', 'altruistic')",0.5167412,0.527997,0.0112558
26,0.8970121,0.5875035,"('hardhearted', 'benevolent')",0.8970121,0.5875035,-0.3095086
27,-0.36701155,-0.43612182,"('hardhearted', 'softhearted')",-0.3670115,-0.4361218,-0.0691103
28,-0.9248977,-1.2145014,"('disloyal', 'loyal')",-0.9248977,-1.2145014,-0.2896037
29,-0.17256007,-0.21925718,"('unfair', 'fair')",-0.1725601,-0.2192572,-0.0466971
30,-1.087745,-1.1791261,"('intolerant', 'tolerant')",-1.087745,-1.1791261,-0.0913811
31,0.4112532,0.37414873,"('evil', 'good')",0.4112532,0.3741487,-0.0371045
32,-0.44171116,-0.5967371,"('unkind', 'kind')",-0.4417112,-0.5967371,-0.1550259
33,0.5706028,0.49485976,"('wrong', 'right')",0.5706028,0.4948598,-0.075743
