,intuit_male,intuit_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1380013,-1.2551337,"('unsociable', 'sociable')",-0.5171716,-0.63538605,-0.8275865,-0.9452599,-0.1176734
1,-1.0292833,-1.1665075,"('unfriendly', 'friendly')",1.4697493,1.3525842,0.220233,0.0930384,-0.1271946
2,0.5691666,0.5955158,"('unlikable', 'likable')",0.5167043,0.57247186,0.5429355,0.5839938,0.0410583
3,-0.48423117,-0.45243457,"('repellent', 'pleasant')",0.13999847,0.14734817,-0.1721164,-0.1525432,0.0195732
4,-0.5193778,-0.5483542,"('disliked', 'liked')",-6.023927,-6.2083416,-3.2716525,-3.3783479,-0.1066954
5,-0.35011327,-0.33398768,"('distant', 'outgoing')",-0.32416698,-0.38468558,-0.3371401,-0.3593366,-0.0221965
6,-0.32286683,-0.31666192,"('distant', 'open')",0.21865508,0.13565174,-0.0521059,-0.0905051,-0.0383992
7,-0.6831263,-0.67973346,"('insensitive', 'sensitive')",0.31544936,0.41796356,-0.1838385,-0.1308849,0.0529536
8,-0.9432683,-0.9711893,"('unaffectionate', 'affectionate')",0.7267336,0.66535014,-0.1082673,-0.1529196,-0.0446523
9,-0.822788,-0.84252924,"('unaffectionate', 'caring')",0.96392715,0.9706294,0.0705696,0.0640501,-0.0065195
10,-1.262283,-1.3011466,"('unsympathetic', 'sympathetic')",-0.68120205,-0.66846967,-0.9717425,-0.9848081,-0.0130656
11,-0.57541364,-0.50101805,"('unhelpful', 'helpful')",1.2915145,1.4510219,0.3580504,0.4750019,0.1169515
12,-0.84353286,-0.8118679,"('unsupportive', 'supportive')",-1.9289887,-1.9113122,-1.3862607,-1.36159,0.0246707
13,-0.66055626,-0.6650223,"('impolite', 'polite')",-0.91336936,-0.8905524,-0.7869628,-0.7777873,0.0091755
14,-0.028610088,-0.09605567,"('antisocial', 'social')",-0.5797078,-0.6315431,-0.304159,-0.3637994,-0.0596404
15,0.6652018,0.62274355,"('boring', 'funny')",0.29168424,0.24129233,0.478443,0.4320179,-0.0464251
16,-0.41409084,-0.4170733,"('unpopular', 'popular')",0.44018695,0.37108016,0.0130481,-0.0229966,-0.0360447
17,-0.12326819,-0.038187552,"('nasty', 'nice')",-0.34620696,-0.27316418,-0.2347376,-0.1556759,0.0790617
18,-0.19848114,-0.2155392,"('disagreeable', 'welcoming')",-0.43823615,-0.47785565,-0.3183587,-0.3466974,-0.0283387
19,-0.9769481,-0.92422,"('inhospitable', 'hospitable')",-0.24970631,-0.12849735,-0.6133272,-0.5263587,0.0869685
20,0.34395775,0.3534983,"('rough', 'thoughtful')",1.2619599,1.2228476,0.8029588,0.788173,-0.0147858
21,0.086967215,0.054000642,"('immoral', 'moral')",-0.6929945,-0.63917774,-0.3030136,-0.2925886,0.010425
22,-0.52715284,-0.619847,"('untrustworthy', 'trustworthy')",-1.1788133,-1.2629603,-0.8529831,-0.9414036,-0.0884205
23,-0.9498973,-0.9798136,"('insincere', 'sincere')",5.1646795,5.241401,2.1073911,2.1307938,0.0234027
24,-0.7870332,-0.79168165,"('dishonest', 'honest')",0.5109257,0.51781106,-0.1380537,-0.1369353,0.0011184
25,0.14829898,0.12708591,"('egoistic', 'altruistic')",1.6835415,1.6259251,0.9159203,0.8765055,-0.0394148
26,1.0375378,0.9064391,"('hardhearted', 'benevolent')",1.8115116,1.7615172,1.4245248,1.3339782,-0.0905466
27,0.080281295,0.14281929,"('hardhearted', 'softhearted')",1.4393394,1.3817241,0.7598103,0.7622717,0.0024614
28,-0.973149,-1.0568972,"('disloyal', 'loyal')",0.779831,0.734183,-0.096659,-0.1613571,-0.0646981
29,-0.21858269,-0.2430268,"('unfair', 'fair')",-0.332111,-0.47349352,-0.2753468,-0.3582602,-0.0829134
30,0.18146446,0.13979286,"('intolerant', 'tolerant')",1.1229614,1.1139406,0.6522129,0.6268667,-0.0253462
31,-0.5564574,-0.53079045,"('evil', 'good')",-0.86121655,-0.9638903,-0.708837,-0.7473404,-0.0385034
32,-0.25414938,-0.28073126,"('unkind', 'kind')",0.82366586,0.74910593,0.2847582,0.2341873,-0.0505709
33,0.53749144,0.5165518,"('wrong', 'right')",-0.43704545,-0.5223479,0.050223,-0.0028981,-0.0531211
34,0.24325424,0.34032273,"('mean', 'honorable')",5.427459,5.7045755,2.8353565,3.022449,0.1870925
35,0.5084136,0.4494606,"('corrupt', 'incorrupt')",0.10382715,-0.044606525,0.3061204,0.202427,-0.1036934
36,-0.16363755,-0.3222206,"('hostile', 'amicable')",0.23544039,0.017908927,0.0359014,-0.1521558,-0.1880572
37,0.16761664,0.23585328,"('fake', 'genuine')",0.29123607,0.34625298,0.2294264,0.2910531,0.0616267
38,-0.52331185,-0.5178487,"('untruthful', 'truthful')",-0.3597229,-0.26548547,-0.4415174,-0.3916671,0.0498503
39,0.6222133,0.6586583,"('exploitative', 'cooperative')",0.30181116,0.29459506,0.4620122,0.4766267,0.0146145
40,-0.20946425,-0.25178093,"('stingy', 'generous')",-1.2568241,-1.4031346,-0.7331442,-0.8274578,-0.0943136
41,-0.24596858,-0.2948196,"('unforgiving', 'forgiving')",-0.11626819,-0.21554583,-0.1811184,-0.2551827,-0.0740643
42,0.27898,0.3100708,"('unreliable', 'reliable')",-2.9602237,-2.934586,-1.3406218,-1.3122576,0.0283642
43,-1.1550128,-1.1108217,"('irresponsible', 'responsible')",0.11053022,0.16817074,-0.5222413,-0.4713255,0.0509158
44,0.85396564,0.9189752,"('prejudiced', 'unprejudiced')",-1.100141,-1.100305,-0.1230877,-0.0906649,0.0324228
45,-1.1099658,-1.1597397,"('incompetent', 'competent')",-0.33328408,-0.37556875,-0.721625,-0.7676542,-0.0460292
46,-1.0268689,-1.0110554,"('uncompetitive', 'competitive')",-1.0723675,-1.0900421,-1.0496182,-1.0505488,-0.0009306
47,0.18862869,0.24239746,"('stupid', 'smart')",5.0617027,5.2328687,2.6251657,2.737633,0.1124673
48,0.11909436,0.073605075,"('unintelligent', 'intelligent')",0.6610662,0.7393772,0.3900803,0.4064911,0.0164108
49,0.13754955,0.19898456,"('unable', 'able')",-0.32703996,-0.23900604,-0.0947452,-0.0200107,0.0747345
50,0.21395251,0.2247642,"('clumsy', 'skillful')",0.19244313,0.15831822,0.2031978,0.1915412,-0.0116566
51,-0.8223689,-0.8695977,"('uneducated', 'educated')",0.3330902,0.35876018,-0.2446394,-0.2554187,-0.0107793
52,0.024764717,-0.12059636,"('irrational', 'rational')",0.45588508,0.21474275,0.2403249,0.0470732,-0.1932517
53,-1.2245554,-1.3292603,"('uncreative', 'creative')",0.60085964,0.5462782,-0.3118479,-0.3914911,-0.0796432
54,-0.035422646,-0.08530247,"('incapable', 'capable')",0.8011668,0.86524355,0.3828721,0.3899705,0.0070984
55,-0.7693146,-0.8088076,"('incompetent', 'clever')",0.037276957,0.042401075,-0.3660188,-0.3832033,-0.0171845
56,-0.16256216,-0.19244894,"('impractical', 'practical')",-0.31293216,-0.24820012,-0.2377472,-0.2203245,0.0174227
57,-0.9802525,-1.059987,"('unimaginative', 'imaginative')",-2.5320034,-2.5862973,-1.756128,-1.8231421,-0.0670141
58,-0.2823646,-0.38705608,"('undiscriminating', 'discriminating')",-0.061856445,-0.13129956,-0.1721105,-0.2591778,-0.0870673
59,0.14340942,0.12349576,"('foolish', 'wise')",0.4745141,0.4114672,0.3089617,0.2674815,-0.0414802
60,-0.034791596,-0.00686753,"('inefficient', 'efficient')",-0.37388664,-0.17556356,-0.2043391,-0.0912155,0.1131236
61,0.04018327,-0.12161547,"('illogical', 'logical')",0.23589815,0.07110084,0.1380407,-0.0252573,-0.163298
