,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.22376905,0.09303232,"('unsociable', 'sociable')",0.2237691,0.0930323,-0.1307368
1,0.8181402,0.902388,"('unfriendly', 'friendly')",0.8181402,0.902388,0.0842478
2,0.3290039,0.54258,"('unlikable', 'likable')",0.3290039,0.54258,0.2135761
3,0.6559438,0.7961369,"('repellent', 'pleasant')",0.6559438,0.7961369,0.1401931
4,-7.485036,-7.5085917,"('disliked', 'liked')",-7.4850359,-7.5085917,-0.0235558
5,-0.60679054,-0.49608615,"('distant', 'outgoing')",-0.6067905,-0.4960862,0.1107043
6,-0.2912637,-0.21717227,"('distant', 'open')",-0.2912637,-0.2171723,0.0740914
7,0.8171306,0.86400425,"('insensitive', 'sensitive')",0.8171306,0.8640043,0.0468737
8,0.9349315,0.9056904,"('unaffectionate', 'affectionate')",0.9349315,0.9056904,-0.0292411
9,1.56557,1.594474,"('unaffectionate', 'caring')",1.56557,1.594474,0.028904
10,1.6699197,1.7067634,"('unsympathetic', 'sympathetic')",1.6699197,1.7067634,0.0368437
11,2.3571887,2.3517396,"('unhelpful', 'helpful')",2.3571887,2.3517396,-0.0054491
12,-1.3584338,-1.3680909,"('unsupportive', 'supportive')",-1.3584338,-1.3680909,-0.0096571
13,0.3985024,0.41933537,"('impolite', 'polite')",0.3985024,0.4193354,0.020833
14,0.063088834,-0.010579007,"('antisocial', 'social')",0.0630888,-0.010579,-0.0736678
15,0.28968233,0.2479023,"('boring', 'funny')",0.2896823,0.2479023,-0.04178
16,-0.5602831,-0.46302557,"('unpopular', 'popular')",-0.5602831,-0.4630256,0.0972575
17,-0.07394522,-0.023284998,"('nasty', 'nice')",-0.0739452,-0.023285,0.0506602
18,-0.6865741,-0.580845,"('disagreeable', 'welcoming')",-0.6865741,-0.580845,0.1057291
19,-0.60261154,-0.5460509,"('inhospitable', 'hospitable')",-0.6026115,-0.5460509,0.0565606
20,0.67623115,0.5231706,"('rough', 'thoughtful')",0.6762311,0.5231706,-0.1530605
21,0.31499088,0.5413039,"('immoral', 'moral')",0.3149909,0.5413039,0.226313
22,-0.3015657,-0.2625327,"('untrustworthy', 'trustworthy')",-0.3015657,-0.2625327,0.039033
23,6.4212985,6.4351425,"('insincere', 'sincere')",6.4212985,6.4351425,0.013844
24,1.7281576,1.7355679,"('dishonest', 'honest')",1.7281576,1.7355679,0.0074103
25,0.055989675,0.16059548,"('egoistic', 'altruistic')",0.0559897,0.1605955,0.1046058
26,0.633564,0.36671847,"('hardhearted', 'benevolent')",0.633564,0.3667185,-0.2668455
27,1.638794,1.5174962,"('hardhearted', 'softhearted')",1.6387939,1.5174962,-0.1212977
28,1.3875362,1.3008256,"('disloyal', 'loyal')",1.3875362,1.3008256,-0.0867106
29,-0.26141354,-0.45619032,"('unfair', 'fair')",-0.2614135,-0.4561903,-0.1947768
30,0.8546581,0.9725026,"('intolerant', 'tolerant')",0.8546581,0.9725026,0.1178445
31,-1.7051761,-1.7610878,"('evil', 'good')",-1.7051761,-1.7610878,-0.0559117
32,1.5559081,1.4508003,"('unkind', 'kind')",1.5559081,1.4508003,-0.1051078
33,-0.5625799,-0.5694059,"('wrong', 'right')",-0.5625799,-0.5694059,-0.006826
34,4.561574,4.7494335,"('mean', 'honorable')",4.561574,4.7494335,0.1878595
35,-1.124153,-1.3927834,"('corrupt', 'incorrupt')",-1.124153,-1.3927834,-0.2686304
36,-1.3966727,-1.4570446,"('hostile', 'amicable')",-1.3966727,-1.4570446,-0.0603719
37,1.1056187,1.0566553,"('fake', 'genuine')",1.1056187,1.0566553,-0.0489634
38,0.017736584,0.049193837,"('untruthful', 'truthful')",0.0177366,0.0491938,0.0314572
39,-0.09248911,-0.086676784,"('exploitative', 'cooperative')",-0.0924891,-0.0866768,0.0058123
40,-1.7139119,-1.797919,"('stingy', 'generous')",-1.7139119,-1.797919,-0.0840071
41,0.19602452,0.15837967,"('unforgiving', 'forgiving')",0.1960245,0.1583797,-0.0376448
42,-1.8125362,-1.7732453,"('unreliable', 'reliable')",-1.8125362,-1.7732453,0.0392909
43,1.4522482,1.5382304,"('irresponsible', 'responsible')",1.4522482,1.5382304,0.0859822
44,-1.1616498,-1.2041689,"('prejudiced', 'unprejudiced')",-1.1616498,-1.2041689,-0.0425191
45,0.5069499,0.33575806,"('incompetent', 'competent')",0.5069499,0.3357581,-0.1711918
46,-0.4014123,-0.25614628,"('uncompetitive', 'competitive')",-0.4014123,-0.2561463,0.145266
47,5.281145,5.3551774,"('stupid', 'smart')",5.2811451,5.3551774,0.0740323
48,0.5960842,0.62436634,"('unintelligent', 'intelligent')",0.5960842,0.6243663,0.0282821
49,0.20351735,0.3845875,"('unable', 'able')",0.2035173,0.3845875,0.1810702
50,-0.20577306,-0.22731891,"('clumsy', 'skillful')",-0.2057731,-0.2273189,-0.0215458
51,0.5581603,0.59544224,"('uneducated', 'educated')",0.5581603,0.5954422,0.0372819
52,-0.57781345,-0.7454715,"('irrational', 'rational')",-0.5778134,-0.7454715,-0.1676581
53,-0.22929095,-0.16361147,"('uncreative', 'creative')",-0.2292909,-0.1636115,0.0656794
54,1.0122095,1.1965795,"('incapable', 'capable')",1.0122095,1.1965795,0.18437
55,0.9099337,1.0040045,"('incompetent', 'clever')",0.9099337,1.0040045,0.0940708
56,0.93095064,0.8914923,"('impractical', 'practical')",0.9309506,0.8914923,-0.0394583
57,-2.488563,-2.4724538,"('unimaginative', 'imaginative')",-2.4885631,-2.4724538,0.0161093
58,0.22830553,0.17696965,"('undiscriminating', 'discriminating')",0.2283055,0.1769696,-0.0513359
59,-0.059928194,-0.07493584,"('foolish', 'wise')",-0.0599282,-0.0749358,-0.0150076
60,1.1249411,1.312452,"('inefficient', 'efficient')",1.1249411,1.312452,0.1875109
61,0.43865734,0.22863516,"('illogical', 'logical')",0.4386573,0.2286352,-0.2100221
62,1.3362523,1.4108329,"('incompetent', 'brilliant')",1.3362523,1.4108329,0.0745806
63,0.64326,0.6999805,"('unperceptive', 'insightful')",0.64326,0.6999805,0.0567205
64,-5.8330936,-5.6740403,"('shy', 'confident')",-5.8330936,-5.6740403,0.1590533
65,0.505209,0.6636411,"('insecure', 'secure')",0.505209,0.6636411,0.1584321
66,0.023320563,-0.10294018,"('inactive', 'active')",0.0233206,-0.1029402,-0.1262608
67,0.07174769,-0.07072004,"('doubtful', 'determined')",0.0717477,-0.07072,-0.1424677
68,-0.47093934,-0.36078796,"('dependent', 'independent')",-0.4709393,-0.360788,0.1101513
69,-2.104382,-2.0523355,"('lazy', 'industrious')",-2.104382,-2.0523355,0.0520465
70,1.5253767,1.5811113,"('lethargic', 'energetic')",1.5253767,1.5811113,0.0557346
71,0.20270927,0.17873436,"('diffident', 'self-confident')",0.2027093,0.1787344,-0.0239749
72,1.0793891,1.1353415,"('unambitious', 'ambitious')",1.0793891,1.1353415,0.0559524
