,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.22213778,-0.35036176,"('unsociable', 'sociable')",-0.2872163,-0.3235476,-0.2546771,-0.3369547,-0.0822776
1,0.5477093,0.5836517,"('unfriendly', 'friendly')",1.8623106,1.690383,1.2050099,1.1370174,-0.0679925
2,-0.01264629,-0.08952823,"('unlikable', 'likable')",0.5193751,0.54888695,0.2533644,0.2296794,-0.023685
3,-1.155664,-0.98549044,"('repellent', 'pleasant')",0.22009104,0.30352744,-0.4677865,-0.3409815,0.126805
4,0.5148402,0.51381904,"('disliked', 'liked')",-7.220459,-7.330551,-3.3528094,-3.408366,-0.0555566
5,0.51077646,0.5724385,"('distant', 'outgoing')",-0.05872472,-0.054945,0.2260259,0.2587467,0.0327208
6,0.26149544,0.38301286,"('distant', 'open')",0.05113253,0.044802934,0.156314,0.2139079,0.0575939
7,-0.42481184,-0.36192155,"('insensitive', 'sensitive')",0.0062189456,0.057460982,-0.2092965,-0.1522303,0.0570662
8,0.56650466,0.47760403,"('unaffectionate', 'affectionate')",1.2333211,1.1214284,0.8999128,0.7995162,-0.1003966
9,0.54285735,0.40931246,"('unaffectionate', 'caring')",1.458231,1.3811778,1.0005442,0.8952451,-0.1052991
10,-0.6862876,-0.7377168,"('unsympathetic', 'sympathetic')",-0.32263333,-0.28374362,-0.5044605,-0.5107302,-0.0062697
11,-1.0327146,-1.1622983,"('unhelpful', 'helpful')",1.7686536,1.8583955,0.3679695,0.3480486,-0.0199209
12,-0.0514257,-0.024185069,"('unsupportive', 'supportive')",-1.9598162,-1.9087679,-1.005621,-0.9664765,0.0391445
13,-0.66788477,-0.8897268,"('impolite', 'polite')",-0.5767703,-0.52764314,-0.6223276,-0.708685,-0.0863574
14,-0.09384784,-0.13655436,"('antisocial', 'social')",-0.27477747,-0.30816686,-0.1843127,-0.2223606,-0.0380479
15,0.3459184,0.33660036,"('boring', 'funny')",0.61640954,0.5772871,0.481164,0.4569437,-0.0242203
16,-0.29753998,-0.25775346,"('unpopular', 'popular')",-0.065722704,-0.10055821,-0.1816313,-0.1791558,0.0024755
17,-0.58963305,-0.5852313,"('nasty', 'nice')",-0.14347075,-0.13633728,-0.3665519,-0.3607843,0.0057676
18,-0.3436657,-0.18733075,"('disagreeable', 'welcoming')",-0.8826027,-0.85986245,-0.6131342,-0.5235966,0.0895376
19,-0.515888,-0.5709813,"('inhospitable', 'hospitable')",0.14333187,0.15490565,-0.186278,-0.2080378,-0.0217598
20,-0.19215281,-0.0774186,"('rough', 'thoughtful')",0.3041017,0.27390233,0.0559744,0.0982419,0.0422675
21,-0.62748015,-0.6412242,"('immoral', 'moral')",-1.018742,-0.9025698,-0.8231111,-0.771897,0.0512141
22,-0.8017565,-0.81572396,"('untrustworthy', 'trustworthy')",-1.105772,-1.1110322,-0.9537643,-0.9633781,-0.0096138
23,-0.76656926,-0.8411082,"('insincere', 'sincere')",6.1718736,6.1835566,2.7026522,2.6712241,-0.0314281
24,-0.016454741,-0.041045688,"('dishonest', 'honest')",0.9166121,0.95053965,0.4500787,0.454747,0.0046683
25,1.3462921,1.4745345,"('egoistic', 'altruistic')",1.2780952,1.2458864,1.3121936,1.3602104,0.0480168
26,1.4089087,1.4011337,"('hardhearted', 'benevolent')",1.8157629,1.6838642,1.6123358,1.5424989,-0.0698369
27,0.410233,0.49302894,"('hardhearted', 'softhearted')",1.2662559,1.2507781,0.8382444,0.8719035,0.0336591
28,-0.228305,-0.39328238,"('disloyal', 'loyal')",1.0596167,0.9044838,0.4156559,0.2556007,-0.1600552
29,-0.2791721,-0.33988073,"('unfair', 'fair')",-0.5962807,-0.63715494,-0.4377264,-0.4885178,-0.0507914
30,-0.42863435,-0.47877914,"('intolerant', 'tolerant')",0.25373304,0.36745363,-0.0874507,-0.0556628,0.0317879
31,0.030071141,0.18605193,"('evil', 'good')",-0.63535124,-0.62984604,-0.3026401,-0.2218971,0.080743
32,-0.12328931,-0.28865772,"('unkind', 'kind')",1.0862775,0.9384344,0.4814941,0.3248883,-0.1566058
33,0.98124427,0.8957838,"('wrong', 'right')",-0.29885283,-0.3544679,0.3411957,0.270658,-0.0705377
34,-0.6792778,-0.54468596,"('mean', 'honorable')",5.3034806,5.5031796,2.3121014,2.4792469,0.1671455
35,0.5898958,0.5253828,"('corrupt', 'incorrupt')",-0.3236947,-0.52243704,0.1331005,0.0014729,-0.1316276
36,0.3977253,0.43132114,"('hostile', 'amicable')",0.110886365,-0.11151236,0.2543058,0.1599044,-0.0944014
37,0.34268105,0.3319455,"('fake', 'genuine')",0.45576742,0.46866494,0.3992242,0.4003052,0.001081
38,-0.5178174,-0.59305114,"('untruthful', 'truthful')",0.33537868,0.41756052,-0.0912194,-0.0877453,0.0034741
39,0.09110479,0.08519815,"('exploitative', 'cooperative')",0.36719128,0.43547568,0.229148,0.2603369,0.0311889
40,0.7034446,0.8396856,"('stingy', 'generous')",-2.2012558,-2.2560868,-0.7489056,-0.7082006,0.040705
41,0.33123335,0.32510352,"('unforgiving', 'forgiving')",0.37542188,0.32994545,0.3533276,0.3275245,-0.0258031
42,-0.07733025,-0.020314869,"('unreliable', 'reliable')",-4.0232916,-3.9487352,-2.0503109,-1.9845251,0.0657858
43,-0.97535807,-1.0094872,"('irresponsible', 'responsible')",0.36334476,0.50264263,-0.3060067,-0.2534223,0.0525844
44,-0.52478236,-0.49295753,"('prejudiced', 'unprejudiced')",-1.761495,-1.765214,-1.1431386,-1.1290858,0.0140528
45,-0.30720735,-0.32855088,"('incompetent', 'competent')",-0.39687493,-0.32572025,-0.3520411,-0.3271356,0.0249055
46,-0.8843803,-0.9128916,"('uncompetitive', 'competitive')",-1.2258278,-1.1861283,-1.055104,-1.04951,0.005594
47,0.17415202,0.1510686,"('stupid', 'smart')",5.305113,5.3983603,2.7396324,2.7747145,0.0350821
48,-0.8248041,-0.8313675,"('unintelligent', 'intelligent')",-0.1704824,-0.09986071,-0.4976433,-0.4656141,0.0320292
49,-0.36395913,-0.5268247,"('unable', 'able')",-0.544969,-0.49769947,-0.4544641,-0.5122621,-0.057798
50,0.44753093,0.28670886,"('clumsy', 'skillful')",-0.039480817,-0.15014835,0.2040251,0.0682803,-0.1357448
51,-0.6261274,-0.7603629,"('uneducated', 'educated')",0.27618453,0.21840142,-0.1749714,-0.2709807,-0.0960093
52,0.1075573,-0.039828077,"('irrational', 'rational')",0.2329146,0.10841754,0.1702359,0.0342947,-0.1359412
53,-0.5432986,-0.5184653,"('uncreative', 'creative')",0.2067465,0.12548152,-0.168276,-0.1964919,-0.0282159
54,-0.29224133,-0.3886927,"('incapable', 'capable')",0.94522315,0.87555,0.3264909,0.2434286,-0.0830623
55,-0.37976596,-0.32981098,"('incompetent', 'clever')",-0.15875848,-0.016151872,-0.2692622,-0.1729814,0.0962808
