,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5189018,-0.7663884,"('unsociable', 'sociable')",-0.9305042,-1.1048703,1.2808642,1.1807002,-0.013674481,-0.14748745,-0.0455541,-0.2095115,-0.1639574
1,-0.7790179,-0.912648,"('unfriendly', 'friendly')",0.8699147,0.82961965,0.70153743,0.61190814,2.085409,1.9609369,0.7194608,0.6224542,-0.0970066
2,0.7506944,0.81760603,"('unlikable', 'likable')",1.2684408,1.301446,1.2900652,1.3283558,0.6218201,0.72295594,0.9827551,1.0425909,0.0598358
3,-1.18554,-0.95162994,"('repellent', 'pleasant')",-1.0526229,-0.8636709,-0.63476545,-0.46630916,0.2635587,0.3265874,-0.6523424,-0.4887556,0.1635868
4,1.5516399,1.3352381,"('disliked', 'liked')",2.0901904,1.9050016,0.17487113,0.18539111,-6.399464,-6.3513136,-0.6456906,-0.7314207,-0.0857301
5,0.50496036,0.40707514,"('distant', 'outgoing')",1.8289715,1.7772174,-0.41031998,-0.36592054,0.15575925,0.15596442,0.5198428,0.4935841,-0.0262587
6,-0.21065535,-0.1565831,"('distant', 'open')",1.5878326,1.6076868,-0.48553807,-0.4060425,0.3490822,0.33290792,0.3101803,0.3444923,0.034312
7,-0.59679174,-0.586795,"('insensitive', 'sensitive')",-0.60247964,-0.55648005,-0.154757,-0.06972389,0.6977855,0.6980892,-0.1640607,-0.1287274,0.0353333
8,-0.24462906,-0.29572958,"('unaffectionate', 'affectionate')",1.7220223,1.7186365,0.014153268,-0.045656122,0.81239593,0.7291749,0.5759856,0.5266064,-0.0493792
9,-0.10683767,-0.11195789,"('unaffectionate', 'caring')",1.0170615,1.0278484,1.4571159,1.486675,1.3983501,1.3998462,0.9414225,0.9506029,0.0091804
10,-1.1705179,-1.0794395,"('unsympathetic', 'sympathetic')",-2.3374846,-2.1916354,-0.25178006,-0.14275575,-0.34295437,-0.3361114,-1.0256842,-0.9374855,0.0881987
11,0.23440012,0.21448651,"('unhelpful', 'helpful')",-0.9953702,-0.9603867,1.0601226,1.0868554,2.2084053,2.2794783,0.6268895,0.6551084,0.0282189
