,xto_male,xto_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8609596,-1.0019108,"('unsociable', 'sociable')",0.38323045,0.2711623,-0.6729845,-0.8287594,-0.3835712,-0.5198359,-0.1362647
1,-1.5080276,-1.5852915,"('unfriendly', 'friendly')",0.07499038,-0.14614736,1.6331562,1.5184616,0.0667063,-0.0709924,-0.1376987
2,0.6292802,0.7370392,"('unlikable', 'likable')",1.2039196,1.176063,0.67322624,0.7464686,0.8354754,0.8865236,0.0510482
3,-0.40748507,-0.33267152,"('repellent', 'pleasant')",-0.10355237,-0.041302845,0.13727176,0.14684223,-0.1245886,-0.0757107,0.0488779
4,-0.61884123,-0.6944082,"('disliked', 'liked')",0.27675563,0.09796047,-6.0182295,-6.177618,-2.1201051,-2.258022,-0.1379169
5,-1.101469,-1.0303848,"('distant', 'outgoing')",-0.5403201,-0.58914953,-0.29697174,-0.31048158,-0.6462537,-0.6433386,0.0029151
6,-1.0062956,-0.89871114,"('distant', 'open')",-1.1779572,-1.3084478,0.17661649,0.14922613,-0.6692121,-0.6859776,-0.0167655
7,-0.36317733,-0.4060171,"('insensitive', 'sensitive')",0.7051417,0.74102205,0.37937513,0.3743099,0.2404465,0.2364383,-0.0040082
8,-1.32333,-1.2626565,"('unaffectionate', 'affectionate')",-0.9940426,-1.1240348,0.6426042,0.5639951,-0.5582561,-0.6075653,-0.0493092
9,-1.3284665,-1.3098091,"('unaffectionate', 'caring')",-0.07831241,-0.17264722,0.8857549,0.8512459,-0.1736747,-0.2104035,-0.0367288
10,-1.0286235,-1.0757229,"('unsympathetic', 'sympathetic')",-0.3679848,-0.4258325,-0.83812046,-0.88782793,-0.7449096,-0.7964611,-0.0515515
11,-0.057573497,-0.050869502,"('unhelpful', 'helpful')",0.51411724,0.6044189,1.4223511,1.5117294,0.6262983,0.6884263,0.062128
12,-0.54739666,-0.49335712,"('unsupportive', 'supportive')",0.5861019,0.6156961,-2.0300639,-2.0374792,-0.6637862,-0.6383801,0.0254061
13,-0.14318979,-0.20813689,"('impolite', 'polite')",0.2847317,0.40782672,-0.6789535,-0.688452,-0.1791372,-0.1629207,0.0162165
14,0.030985445,-0.054984737,"('antisocial', 'social')",1.199718,1.2442399,-0.616676,-0.7044897,0.2046758,0.1615885,-0.0430873
15,0.45193693,0.37133646,"('boring', 'funny')",-0.021313868,-0.09105642,0.54838336,0.50271976,0.3263355,0.2609999,-0.0653356
16,-0.77298224,-0.7262721,"('unpopular', 'popular')",-0.50614655,-0.60104656,0.56366676,0.53241646,-0.2384873,-0.2649674,-0.0264801
17,-0.35757554,-0.24481684,"('nasty', 'nice')",-0.87621063,-0.8195196,-0.47670734,-0.4387281,-0.5701645,-0.5010215,0.069143
18,-0.19989933,-0.119567975,"('disagreeable', 'welcoming')",-0.8863501,-0.9569639,-0.63257915,-0.68090534,-0.5729429,-0.5858124,-0.0128695
19,-1.8090408,-1.6630379,"('inhospitable', 'hospitable')",-1.4683954,-1.5084603,-0.29803577,-0.21308704,-1.191824,-1.1281951,0.0636289
20,-0.6210774,-0.5971978,"('rough', 'thoughtful')",-0.06749545,-0.02842643,0.8168807,0.7688088,0.0427693,0.0477282,0.0049589
21,-0.20092037,-0.31745243,"('immoral', 'moral')",1.3722551,1.329978,-0.8904156,-0.87393624,0.0936397,0.0461964,-0.0474433
22,0.17894584,0.12953068,"('untrustworthy', 'trustworthy')",-0.5027096,-0.59545624,-0.9546324,-1.0043409,-0.426132,-0.4900888,-0.0639568
23,-0.49659342,-0.57424986,"('insincere', 'sincere')",0.30494007,0.25250491,5.340152,5.3209877,1.7161662,1.6664143,-0.0497519
24,0.15617771,0.17535526,"('dishonest', 'honest')",0.6113748,0.58166206,0.39652604,0.3513857,0.3880262,0.3694677,-0.0185585
25,-1.1934631,-1.2015898,"('egoistic', 'altruistic')",0.37231678,0.27966678,1.5966768,1.5210183,0.2585102,0.1996984,-0.0588118
26,-0.23422365,-0.30788732,"('hardhearted', 'benevolent')",0.3016941,0.24205646,1.5006205,1.4525024,0.522697,0.4622238,-0.0604732
27,-0.18225798,-0.08830367,"('hardhearted', 'softhearted')",0.12163087,0.18728465,1.2312591,1.1075875,0.3902107,0.4021895,0.0119788
28,-0.83280474,-0.9380165,"('disloyal', 'loyal')",0.12597853,-0.06304911,0.86534226,0.7691662,0.0528387,-0.0772998,-0.1301385
29,0.09380942,-0.020356197,"('unfair', 'fair')",-0.59232396,-0.6523235,-0.42254725,-0.5419067,-0.3070206,-0.4048621,-0.0978415
30,0.45565963,0.48065385,"('intolerant', 'tolerant')",1.3306544,1.3001001,1.1188717,1.0619589,0.9683952,0.947571,-0.0208242
31,-0.87221247,-0.68749714,"('evil', 'good')",-1.6267968,-1.6926575,-0.9027349,-0.96203643,-1.1339148,-1.1140637,0.0198511
