,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,0.3851988,0.065495454,"('unsociable', 'sociable')",0.3851988,0.0654955,-0.3197033
1,-0.5261058,-0.67376494,"('unfriendly', 'friendly')",-0.5261058,-0.6737649,-0.1476591
2,0.28974503,0.327942,"('unlikable', 'likable')",0.289745,0.327942,0.038197
3,-1.0785881,-0.9241956,"('repellent', 'pleasant')",-1.0785881,-0.9241956,0.1543925
4,-2.5865986,-2.5878873,"('disliked', 'liked')",-2.5865986,-2.5878873,-0.0012887
5,-1.3422308,-1.2384028,"('distant', 'outgoing')",-1.3422308,-1.2384028,0.103828
6,-1.520669,-1.3959427,"('distant', 'open')",-1.520669,-1.3959427,0.1247263
7,0.5902514,0.69456244,"('insensitive', 'sensitive')",0.5902514,0.6945624,0.104311
8,-0.28813884,-0.416036,"('unaffectionate', 'affectionate')",-0.2881388,-0.416036,-0.1278972
9,0.09785699,-0.031908296,"('unaffectionate', 'caring')",0.097857,-0.0319083,-0.1297653
10,0.43653876,0.28791282,"('unsympathetic', 'sympathetic')",0.4365388,0.2879128,-0.148626
11,1.4666371,1.3769454,"('unhelpful', 'helpful')",1.4666371,1.3769454,-0.0896917
12,-0.8926301,-0.9032967,"('unsupportive', 'supportive')",-0.8926301,-0.9032967,-0.0106666
13,0.7495506,0.4919446,"('impolite', 'polite')",0.7495506,0.4919446,-0.257606
14,0.974836,0.80939823,"('antisocial', 'social')",0.974836,0.8093982,-0.1654378
15,1.0251659,0.6918415,"('boring', 'funny')",1.0251659,0.6918415,-0.3333244
16,-0.51289606,-0.54407036,"('unpopular', 'popular')",-0.5128961,-0.5440704,-0.0311743
17,-0.7351974,-0.7102028,"('nasty', 'nice')",-0.7351974,-0.7102028,0.0249946
18,-1.3994472,-1.2416905,"('disagreeable', 'welcoming')",-1.3994472,-1.2416905,0.1577567
19,-2.0267453,-1.8883874,"('inhospitable', 'hospitable')",-2.0267453,-1.8883874,0.1383579
