,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.42244717,-0.4437067,"('unsociable', 'sociable')",-0.6179768,-0.82783633,-0.520212,-0.6357715,-0.1155595
1,-0.2938246,-0.3430813,"('unfriendly', 'friendly')",1.8482871,1.710334,0.7772312,0.6836263,-0.0936049
2,0.87828547,0.9572641,"('unlikable', 'likable')",0.920855,1.066517,0.8995702,1.0118905,0.1123203
3,-0.71739274,-0.5535492,"('repellent', 'pleasant')",0.33302715,0.34313768,-0.1921828,-0.1052057,0.0869771
4,0.5107485,0.42683667,"('disliked', 'liked')",-6.2193575,-6.269234,-2.8543046,-2.9211988,-0.0668942
5,-0.16708918,-0.24986753,"('distant', 'outgoing')",-0.3548652,-0.29610223,-0.2609772,-0.2729849,-0.0120077
6,-0.6587969,-0.737717,"('distant', 'open')",0.08108268,0.14968397,-0.2888571,-0.2940165,-0.0051594
7,-0.47956967,-0.2826678,"('insensitive', 'sensitive')",0.37394816,0.30049425,-0.0528108,0.0089132,0.061724
8,-0.4508692,-0.5797217,"('unaffectionate', 'affectionate')",0.37826407,0.36107546,-0.0363026,-0.1093231,-0.0730205
9,0.101855844,-0.00762444,"('unaffectionate', 'caring')",0.69123405,0.65420455,0.3965449,0.3232901,-0.0732548
10,-1.2069025,-1.0922036,"('unsympathetic', 'sympathetic')",-0.4523729,-0.6263714,-0.8296377,-0.8592875,-0.0296498
11,-0.19437103,-0.17295966,"('unhelpful', 'helpful')",1.8399963,1.8313743,0.8228127,0.8292073,0.0063946
12,0.100913115,0.2227824,"('unsupportive', 'supportive')",-1.9413695,-1.9579803,-0.9202282,-0.867599,0.0526292
13,-0.93660116,-0.91832125,"('impolite', 'polite')",-0.5498508,-0.61003953,-0.743226,-0.7641804,-0.0209544
14,-0.2729303,-0.23730676,"('antisocial', 'social')",-0.5602847,-0.65074176,-0.4166075,-0.4440243,-0.0274168
15,0.15954944,-0.059006914,"('boring', 'funny')",0.5273261,0.51056117,0.3434378,0.2257771,-0.1176607
