,jerk_male,jerk_female,tuple,average_male,average_female,female-male
0,0.33383998,0.27062917,"('unsociable', 'sociable')",0.33384,0.2706292,-0.0632108
1,1.0808659,1.0679977,"('unfriendly', 'friendly')",1.0808659,1.0679977,-0.0128682
2,0.58248323,0.64616364,"('unlikable', 'likable')",0.5824832,0.6461636,0.0636804
3,1.1470834,1.2663231,"('repellent', 'pleasant')",1.1470834,1.2663231,0.1192397
4,-7.1870937,-6.909388,"('disliked', 'liked')",-7.1870937,-6.9093881,0.2777056
5,-0.407873,0.006995637,"('distant', 'outgoing')",-0.407873,0.0069956,0.4148686
6,-0.14369662,0.2427495,"('distant', 'open')",-0.1436966,0.2427495,0.3864461
7,0.8468807,1.0331577,"('insensitive', 'sensitive')",0.8468807,1.0331577,0.186277
8,0.83863205,0.8556335,"('unaffectionate', 'affectionate')",0.838632,0.8556335,0.0170015
9,1.4057329,1.5093113,"('unaffectionate', 'caring')",1.4057329,1.5093113,0.1035784
10,1.7524769,1.7741162,"('unsympathetic', 'sympathetic')",1.7524769,1.7741162,0.0216393
11,2.2633944,2.310284,"('unhelpful', 'helpful')",2.2633944,2.3102839,0.0468895
12,-1.4865323,-1.289448,"('unsupportive', 'supportive')",-1.4865323,-1.289448,0.1970843
13,0.661155,0.46488553,"('impolite', 'polite')",0.661155,0.4648855,-0.1962695
14,0.054564714,-0.085344754,"('antisocial', 'social')",0.0545647,-0.0853448,-0.1399095
15,0.2876764,0.25554436,"('boring', 'funny')",0.2876764,0.2555444,-0.032132
16,-0.40455806,-0.26290917,"('unpopular', 'popular')",-0.4045581,-0.2629092,0.1416489
17,-0.17134914,-0.097744726,"('nasty', 'nice')",-0.1713491,-0.0977447,0.0736044
18,-0.7188753,-0.75657433,"('disagreeable', 'welcoming')",-0.7188753,-0.7565743,-0.037699
19,-0.66826236,-0.349068,"('inhospitable', 'hospitable')",-0.6682624,-0.349068,0.3191944
20,0.7517793,0.6567901,"('rough', 'thoughtful')",0.7517793,0.6567901,-0.0949892
21,0.46552873,0.5653706,"('immoral', 'moral')",0.4655287,0.5653706,0.0998419
22,-0.08972117,-0.05973873,"('untrustworthy', 'trustworthy')",-0.0897212,-0.0597387,0.0299825
23,6.4057984,6.38725,"('insincere', 'sincere')",6.4057984,6.3872499,-0.0185485
24,1.9309409,2.1279914,"('dishonest', 'honest')",1.9309409,2.1279914,0.1970505
25,0.21682261,0.063942134,"('egoistic', 'altruistic')",0.2168226,0.0639421,-0.1528805
26,-0.028592225,-0.23085189,"('hardhearted', 'benevolent')",-0.0285922,-0.2308519,-0.2022597
27,1.4997151,1.4114544,"('hardhearted', 'softhearted')",1.4997151,1.4114544,-0.0882607
28,1.2357264,1.2747458,"('disloyal', 'loyal')",1.2357264,1.2747458,0.0390194
29,-0.7258493,-0.6866428,"('unfair', 'fair')",-0.7258493,-0.6866428,0.0392065
30,0.96830255,0.8908545,"('intolerant', 'tolerant')",0.9683025,0.8908545,-0.077448
31,-1.8712442,-1.6206819,"('evil', 'good')",-1.8712442,-1.6206819,0.2505623
32,1.5864908,1.5303533,"('unkind', 'kind')",1.5864908,1.5303533,-0.0561375
33,-0.62752336,-0.49274567,"('wrong', 'right')",-0.6275234,-0.4927457,0.1347777
34,4.514074,4.6808,"('mean', 'honorable')",4.5140738,4.6808,0.1667262
35,-1.4631747,-1.3693732,"('corrupt', 'incorrupt')",-1.4631747,-1.3693732,0.0938015
36,-1.3109056,-1.3392485,"('hostile', 'amicable')",-1.3109056,-1.3392485,-0.0283429
37,0.95041305,0.9795969,"('fake', 'genuine')",0.950413,0.9795969,0.0291839
38,-0.050231606,0.08631501,"('untruthful', 'truthful')",-0.0502316,0.086315,0.1365466
39,-0.041483205,-0.0678927,"('exploitative', 'cooperative')",-0.0414832,-0.0678927,-0.0264095
40,-1.5740075,-1.4846506,"('stingy', 'generous')",-1.5740075,-1.4846506,0.0893569
41,0.046372518,0.019031907,"('unforgiving', 'forgiving')",0.0463725,0.0190319,-0.0273406
42,-1.7200075,-1.6203655,"('unreliable', 'reliable')",-1.7200075,-1.6203655,0.099642
43,1.3066295,1.3304132,"('irresponsible', 'responsible')",1.3066295,1.3304132,0.0237837
44,-1.1742148,-1.3865469,"('prejudiced', 'unprejudiced')",-1.1742148,-1.3865469,-0.2123321
45,0.64967453,0.83933014,"('incompetent', 'competent')",0.6496745,0.8393301,0.1896556
46,0.08716283,0.056595594,"('uncompetitive', 'competitive')",0.0871628,0.0565956,-0.0305672
47,5.277057,5.446226,"('stupid', 'smart')",5.2770572,5.4462261,0.1691689
48,0.6839843,0.661759,"('unintelligent', 'intelligent')",0.6839843,0.661759,-0.0222253
49,0.30288222,0.5421973,"('unable', 'able')",0.3028822,0.5421973,0.2393151
50,-0.005228936,0.090015054,"('clumsy', 'skillful')",-0.0052289,0.0900151,0.095244
51,0.8863761,0.9302338,"('uneducated', 'educated')",0.8863761,0.9302338,0.0438577
52,-0.7624733,-0.63058007,"('irrational', 'rational')",-0.7624733,-0.6305801,0.1318932
53,-0.12535392,-0.013133947,"('uncreative', 'creative')",-0.1253539,-0.0131339,0.11222
54,1.1040312,1.3904288,"('incapable', 'capable')",1.1040312,1.3904288,0.2863976
55,1.1478455,1.1733425,"('incompetent', 'clever')",1.1478455,1.1733425,0.025497
56,1.0727473,1.1766034,"('impractical', 'practical')",1.0727473,1.1766034,0.1038561
