,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.62295383,0.5851247,"('unsociable', 'sociable')",-0.14719617,-0.34245858,0.2378788,0.121333,-0.1165458
1,1.2562335,1.4652878,"('unfriendly', 'friendly')",1.8332884,1.784235,1.5447609,1.6247613,0.0800004
2,-0.008506857,0.09763579,"('unlikable', 'likable')",0.31195804,0.41634774,0.1517256,0.2569918,0.1052662
3,-0.6625549,-0.4260919,"('repellent', 'pleasant')",-0.13198541,-0.13222511,-0.3972702,-0.2791585,0.1181117
4,-0.7726617,-0.76050466,"('disliked', 'liked')",-6.284,-6.2435646,-3.5283308,-3.5020347,0.0262961
5,0.04111878,0.047198668,"('distant', 'outgoing')",-0.00097176805,0.028127301,0.0200735,0.037663,0.0175895
6,0.03802994,0.1325543,"('distant', 'open')",0.27302283,0.27923036,0.1555264,0.2058923,0.0503659
7,0.27676755,0.45165703,"('insensitive', 'sensitive')",0.30885044,0.3122857,0.292809,0.3819714,0.0891624
8,0.5413143,0.685702,"('unaffectionate', 'affectionate')",0.7151941,0.684591,0.6282542,0.6851465,0.0568923
9,1.655304,1.8896083,"('unaffectionate', 'caring')",0.9128065,0.960157,1.2840552,1.4248827,0.1408275
10,0.46041182,0.6749429,"('unsympathetic', 'sympathetic')",-0.391527,-0.47985148,0.0344424,0.0975457,0.0631033
11,0.06577386,0.18309394,"('unhelpful', 'helpful')",2.1329472,2.2168512,1.0993606,1.1999726,0.100612
12,1.5271094,1.7754543,"('unsupportive', 'supportive')",-1.6364096,-1.5791643,-0.0546501,0.098145,0.1527951
13,0.2640274,0.15716161,"('impolite', 'polite')",-0.46615374,-0.5016782,-0.1010632,-0.1722583,-0.0711951
14,-0.20076087,-0.2644562,"('antisocial', 'social')",-0.99303675,-1.0714269,-0.5968988,-0.6679416,-0.0710428
15,0.13375941,0.04216318,"('boring', 'funny')",0.15223272,0.16281933,0.1429961,0.1024913,-0.0405048
16,-0.795377,-0.6225314,"('unpopular', 'popular')",0.54405546,0.52332336,-0.1256608,-0.049604,0.0760568
17,-0.25127032,-0.19726071,"('nasty', 'nice')",-0.35618612,-0.28234002,-0.3037282,-0.2398004,0.0639278
18,-0.47818974,-0.3499611,"('disagreeable', 'welcoming')",-0.4316495,-0.46873206,-0.4549196,-0.4093466,0.045573
19,-0.81176347,-0.728397,"('inhospitable', 'hospitable')",-0.097004935,-0.0099489065,-0.4543842,-0.369173,0.0852112
20,0.36683065,0.41027042,"('rough', 'thoughtful')",1.1848236,1.1263088,0.7758272,0.7682896,-0.0075376
21,0.07679121,0.108755484,"('immoral', 'moral')",-0.48491818,-0.52914417,-0.2040635,-0.2101943,-0.0061308
22,0.012149908,0.039349485,"('untrustworthy', 'trustworthy')",-0.92488086,-0.98804283,-0.4563655,-0.4743467,-0.0179812
23,0.6353039,0.76201814,"('insincere', 'sincere')",5.7607994,5.73688,3.1980517,3.249449,0.0513973
24,0.5275093,0.5559289,"('dishonest', 'honest')",1.0100375,0.97692454,0.7687734,0.7664267,-0.0023467
25,1.4884347,1.4945601,"('egoistic', 'altruistic')",1.529625,1.4967375,1.5090299,1.4956489,-0.013381
26,1.374866,1.3670851,"('hardhearted', 'benevolent')",1.5238523,1.4098412,1.4493592,1.3884631,-0.0608961
27,1.1954861,1.2772552,"('hardhearted', 'softhearted')",1.2673955,1.1963747,1.2314408,1.236815,0.0053742
28,0.26483014,0.3129997,"('disloyal', 'loyal')",1.0565931,1.0026598,0.6607116,0.6578298,-0.0028818
29,-0.67540723,-0.70922875,"('unfair', 'fair')",-0.4671002,-0.5631175,-0.5712537,-0.6361731,-0.0649194
30,0.39005095,0.47927254,"('intolerant', 'tolerant')",1.2322696,1.1642759,0.8111603,0.8217742,0.0106139
31,-0.8712347,-0.76779777,"('evil', 'good')",-0.7432606,-0.71957064,-0.8072476,-0.7436842,0.0635634
32,0.6601494,0.6664362,"('unkind', 'kind')",1.1904433,1.068059,0.9252963,0.8672476,-0.0580487
33,1.3017923,1.2465141,"('wrong', 'right')",-0.41908994,-0.40444812,0.4413512,0.421033,-0.0203182
34,0.41710418,0.5863665,"('mean', 'honorable')",6.1515546,6.2441216,3.2843294,3.4152441,0.1309147
35,-0.834079,-1.0316631,"('corrupt', 'incorrupt')",-0.10988388,-0.17865986,-0.4719815,-0.6051614,-0.1331799
36,0.04844123,0.27093717,"('hostile', 'amicable')",-0.04702294,-0.15858111,0.0007091,0.056178,0.0554689
37,-0.20053454,-0.095809035,"('fake', 'genuine')",0.35836032,0.38184807,0.0789129,0.1430195,0.0641066
38,0.19982646,0.28839505,"('untruthful', 'truthful')",0.529529,0.63583505,0.3646777,0.462115,0.0974373
39,1.5250112,1.4824694,"('exploitative', 'cooperative')",0.06588736,0.08406514,0.7954493,0.7832673,-0.012182
40,0.28117886,0.42661962,"('stingy', 'generous')",-1.5680054,-1.6674827,-0.6434133,-0.6204315,0.0229818
41,0.34555888,0.55156785,"('unforgiving', 'forgiving')",0.008430656,-0.038249027,0.1769948,0.2566594,0.0796646
42,0.23453979,0.31400338,"('unreliable', 'reliable')",-3.0973318,-2.9861424,-1.431396,-1.3360695,0.0953265
43,0.022732906,0.24070364,"('irresponsible', 'responsible')",0.38699144,0.3823346,0.2048622,0.3115191,0.1066569
44,-1.0902178,-1.1311246,"('prejudiced', 'unprejudiced')",-1.5071396,-1.4932213,-1.2986786,-1.3121729,-0.0134943
45,-0.15962012,0.14623177,"('incompetent', 'competent')",-0.1772177,-0.20321672,-0.1684189,-0.0284925,0.1399264
46,0.1668495,0.39055932,"('uncompetitive', 'competitive')",-0.5922305,-0.70792085,-0.2126905,-0.1586808,0.0540097
47,1.0125431,0.9731263,"('stupid', 'smart')",5.4470763,5.5134673,3.2298098,3.2432969,0.0134871
48,0.76036304,0.90054435,"('unintelligent', 'intelligent')",0.8624566,0.81653696,0.8114098,0.8585407,0.0471309
49,0.041816533,0.10562297,"('unable', 'able')",-0.13036779,-0.0055171316,-0.0442756,0.0500529,0.0943285
50,-0.28722945,-0.22188073,"('clumsy', 'skillful')",0.2113631,0.203338,-0.0379332,-0.0092714,0.0286618
51,-0.56360465,-0.6665056,"('uneducated', 'educated')",0.5643612,0.4719083,0.0003783,-0.0972986,-0.0976769
52,-0.02541411,-0.12447385,"('irrational', 'rational')",-0.34260362,-0.39952996,-0.1840089,-0.2620019,-0.077993
53,0.3634503,0.49492675,"('uncreative', 'creative')",0.478598,0.44745457,0.4210241,0.4711907,0.0501666
54,0.62256396,0.71231335,"('incapable', 'capable')",1.2212822,1.3166887,0.9219231,1.014501,0.0925779
55,-0.2872333,-0.103801414,"('incompetent', 'clever')",0.10359323,0.011284342,-0.09182,-0.0462585,0.0455615
56,1.4142082,1.4157825,"('impractical', 'practical')",-0.06340395,-0.005026603,0.6754021,0.7053779,0.0299758
57,-0.62126553,-0.46100658,"('unimaginative', 'imaginative')",-2.837497,-2.8727522,-1.7293813,-1.6668794,0.0625019
58,-0.047045924,0.05351441,"('undiscriminating', 'discriminating')",-0.3364639,-0.38491285,-0.1917549,-0.1656992,0.0260557
59,0.31066325,0.18900123,"('foolish', 'wise')",0.51032174,0.54953736,0.4104925,0.3692693,-0.0412232
60,1.0867414,1.1893296,"('inefficient', 'efficient')",0.22438264,0.29068762,0.655562,0.7400086,0.0844466
61,1.3616256,1.2216923,"('illogical', 'logical')",0.33366004,0.16162775,0.8476428,0.69166,-0.1559828
62,0.5078886,0.75797856,"('incompetent', 'brilliant')",0.40270302,0.5841085,0.4552958,0.6710435,0.2157477
63,0.11735299,0.28752443,"('unperceptive', 'insightful')",0.93838304,1.0110337,0.527868,0.6492791,0.1214111
64,-1.7000126,-1.9054481,"('shy', 'confident')",-6.839961,-6.830522,-4.2699866,-4.3679852,-0.0979986
65,0.7217477,0.57191557,"('insecure', 'secure')",-0.6169574,-0.6597217,0.0523951,-0.0439031,-0.0962982
66,-0.8999875,-0.91825366,"('inactive', 'active')",0.69952583,0.6797899,-0.1002308,-0.1192319,-0.0190011
67,-0.33699605,-0.52662563,"('doubtful', 'determined')",-0.5353963,-0.4885855,-0.4361961,-0.5076056,-0.0714095
68,-0.74017286,-0.9409947,"('dependent', 'independent')",-0.30053955,-0.35836685,-0.5203562,-0.6496807,-0.1293245
69,0.5085142,0.42567164,"('lazy', 'industrious')",-0.26194566,-0.24886587,0.1232843,0.0884029,-0.0348814
70,-0.18055153,-0.036627702,"('lethargic', 'energetic')",0.13174643,0.16997214,-0.0244026,0.0666722,0.0910748
71,1.7151923,1.7414557,"('diffident', 'self-confident')",0.5958833,0.60320467,1.1555378,1.1723301,0.0167923
72,0.4766323,0.5263484,"('unambitious', 'ambitious')",-0.9320868,-0.83304274,-0.2277273,-0.1533472,0.0743801
73,0.50007516,0.43969148,"('helpless', 'self-reliant')",-2.9719224,-2.927389,-1.2359236,-1.2438487,-0.0079251
74,1.3718886,1.5025615,"('undedicated', 'dedicated')",-0.055066004,-0.09950845,0.6584113,0.7015265,0.0431152
75,-1.5992688,-1.509211,"('meek', 'impulsive')",-0.5221228,-0.40665945,-1.0606958,-0.9579352,0.1027606
76,0.5514959,0.71338975,"('anxious', 'daring')",0.3055656,0.34079182,0.4285308,0.5270908,0.09856
77,-0.29556546,-0.10052917,"('unmotivated', 'motivated')",-0.9750966,-0.9045433,-0.635331,-0.5025362,0.1327948
78,0.68790257,0.93273544,"('nonresilient', 'resilient')",0.26396826,0.30808362,0.4759354,0.6204095,0.1444741
79,-0.54324615,-0.5289207,"('wavering', 'unwavering')",0.3004242,0.35330993,-0.121411,-0.0878054,0.0336056
80,0.68349874,0.56214935,"('dominated', 'dominating')",-0.9415054,-0.929858,-0.1290033,-0.1838543,-0.054851
81,-0.4316045,-0.489628,"('submissive', 'aggressive')",-0.84180325,-0.7328184,-0.6367038,-0.6112232,0.0254806
82,-0.48348433,-0.37266326,"('poor', 'rich')",5.925929,5.9625945,2.7212224,2.7949657,0.0737433
83,0.04764856,-0.070974216,"('powerless', 'powerful')",-0.74437517,-0.8110453,-0.3483633,-0.4410098,-0.0926465
84,0.70158607,0.56297016,"('inferior', 'superior')",0.8801394,0.8717113,0.7908627,0.7173407,-0.073522
85,1.0419514,1.0780855,"('insignificant', 'prestigious')",0.6682009,0.658244,0.8550762,0.8681648,0.0130886
86,0.51196694,0.53836805,"('uninfluential', 'influential')",0.10001158,-0.07046169,0.3059893,0.2339532,-0.0720361
87,1.4199436,1.4462298,"('unsuccessful', 'successful')",0.80443746,0.8398818,1.1121905,1.1430558,0.0308653
88,-0.03068732,-0.046898972,"('low', 'eminent')",0.44037154,0.4065927,0.2048421,0.1798469,-0.0249952
