,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,0.6368347,0.5812505,"('unsociable', 'sociable')",0.6368347,0.5812505,-0.0555842
1,1.1613207,1.1937009,"('unfriendly', 'friendly')",1.1613207,1.1937009,0.0323802
2,0.49485785,0.6155834,"('unlikable', 'likable')",0.4948578,0.6155834,0.1207256
3,0.77163035,0.8291247,"('repellent', 'pleasant')",0.7716303,0.8291247,0.0574944
4,-7.530293,-7.455658,"('disliked', 'liked')",-7.530293,-7.455658,0.074635
5,-0.73528016,-0.78935146,"('distant', 'outgoing')",-0.7352802,-0.7893515,-0.0540713
6,-0.6222302,-0.7201709,"('distant', 'open')",-0.6222302,-0.7201709,-0.0979407
7,1.3691896,1.3964714,"('insensitive', 'sensitive')",1.3691896,1.3964714,0.0272818
8,1.0236164,0.8786036,"('unaffectionate', 'affectionate')",1.0236164,0.8786036,-0.1450128
9,1.210938,1.1973175,"('unaffectionate', 'caring')",1.210938,1.1973175,-0.0136205
10,1.4314158,1.2230732,"('unsympathetic', 'sympathetic')",1.4314158,1.2230732,-0.2083426
11,1.9378421,1.903632,"('unhelpful', 'helpful')",1.9378421,1.903632,-0.0342101
12,-1.1657462,-1.1730168,"('unsupportive', 'supportive')",-1.1657462,-1.1730168,-0.0072706
13,0.014718004,-0.062051643,"('impolite', 'polite')",0.014718,-0.0620516,-0.0767696
14,0.34304693,0.38275644,"('antisocial', 'social')",0.3430469,0.3827564,0.0397095
15,-0.50999165,-0.5586959,"('boring', 'funny')",-0.5099916,-0.5586959,-0.0487043
16,-0.8748465,-0.8052462,"('unpopular', 'popular')",-0.8748465,-0.8052462,0.0696003
17,-0.2849479,-0.3683189,"('nasty', 'nice')",-0.2849479,-0.3683189,-0.083371
18,-0.4933664,-0.49684477,"('disagreeable', 'welcoming')",-0.4933664,-0.4968448,-0.0034784
19,-0.42014062,-0.4554101,"('inhospitable', 'hospitable')",-0.4201406,-0.4554101,-0.0352695
20,0.9676209,0.8672955,"('rough', 'thoughtful')",0.9676209,0.8672955,-0.1003254
21,-0.15891366,-0.086478114,"('immoral', 'moral')",-0.1589137,-0.0864781,0.0724356
22,0.029838268,0.063451156,"('untrustworthy', 'trustworthy')",0.0298383,0.0634512,0.0336129
23,6.491506,6.46574,"('insincere', 'sincere')",6.4915061,6.4657402,-0.0257659
24,1.6467156,1.5963199,"('dishonest', 'honest')",1.6467156,1.5963199,-0.0503957
25,0.2566753,0.26051885,"('egoistic', 'altruistic')",0.2566753,0.2605188,0.0038435
26,0.5430939,0.46057528,"('hardhearted', 'benevolent')",0.5430939,0.4605753,-0.0825186
27,1.6451969,1.3145901,"('hardhearted', 'softhearted')",1.6451969,1.3145901,-0.3306068
28,1.2182542,1.0756046,"('disloyal', 'loyal')",1.2182542,1.0756046,-0.1426496
29,0.026836574,-0.17295143,"('unfair', 'fair')",0.0268366,-0.1729514,-0.199788
30,1.1515192,1.1420778,"('intolerant', 'tolerant')",1.1515192,1.1420778,-0.0094414
31,-1.2906866,-1.281238,"('evil', 'good')",-1.2906866,-1.281238,0.0094486
32,1.4261978,1.2249557,"('unkind', 'kind')",1.4261978,1.2249557,-0.2012421
33,-0.82637095,-0.7177816,"('wrong', 'right')",-0.826371,-0.7177816,0.1085894
