,monolithic_male,monolithic_female,tuple,pwr_male,pwr_female,sys_male,sys_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7576195,-0.84188986,"('unsociable', 'sociable')",-0.9595083,-1.0778266,-0.07034764,-0.20322733,-0.39540234,-0.5457451,-0.5457194,-0.6671723,-0.1214529
1,-0.12837538,-0.77670217,"('unfriendly', 'friendly')",-0.40273663,-0.7782597,-0.1209141,-0.6874425,2.164591,1.9770811,0.3781412,-0.0663309,-0.4444721
2,-0.801606,-0.8204204,"('unlikable', 'likable')",0.27622572,0.3940004,0.18847945,0.27544832,0.42952242,0.6031808,0.0231554,0.1130523,0.0898969
3,-0.62009764,-0.5717387,"('repellent', 'pleasant')",-0.25189245,-0.22238094,-0.0568836,0.116920434,0.22172114,0.2773723,-0.1767881,-0.0999567,0.0768314
4,-0.170175,-0.29529527,"('disliked', 'liked')",0.1994587,0.14998287,-0.594469,-0.6888789,-6.3907547,-6.50291,-1.7389851,-1.8342754,-0.0952903
5,-0.13074826,-0.52075326,"('distant', 'outgoing')",-0.39377734,-0.65929943,-0.64443725,-0.954443,-0.2612461,-0.22225952,-0.3575522,-0.5891888,-0.2316366
6,-0.20729534,-0.65799683,"('distant', 'open')",-0.38294497,-0.6281725,-0.4067179,-0.82871205,0.45922413,0.47224006,-0.1344335,-0.4106603,-0.2762268
7,-0.35228223,-0.15888627,"('insensitive', 'sensitive')",-0.4978925,-0.40509245,-0.09895265,-0.033429377,0.70971537,0.7183574,-0.059853,0.0302373,0.0900903
8,-0.60703534,-1.0784843,"('unaffectionate', 'affectionate')",-0.31010526,-0.4829143,-0.99172074,-1.2837298,1.2613558,1.124861,-0.1618764,-0.4300669,-0.2681905
9,-0.51468945,-0.99098146,"('unaffectionate', 'caring')",-0.09863432,-0.35521427,-0.7258097,-1.0548356,1.6082278,1.461977,0.0672736,-0.2347636,-0.3020372
