,signet_male,signet_female,tuple,jewelers_male,jewelers_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.821194,-0.8665886,"('unsociable', 'sociable')",0.8896486,0.8737637,-0.5653691,-0.6481167,-0.1656382,-0.2136472,-0.048009
1,-1.3031764,-1.4660999,"('unfriendly', 'friendly')",-0.005143089,0.0023701806,2.3136785,2.2689443,0.3351197,0.2684049,-0.0667148
2,0.21062596,0.29060784,"('unlikable', 'likable')",0.787198,0.8626218,0.3820527,0.45291463,0.4599589,0.5353814,0.0754225
3,-0.87058604,-0.7153919,"('repellent', 'pleasant')",-0.43066314,-0.29277015,0.45189226,0.55674314,-0.283119,-0.150473,0.132646
4,0.039601468,-0.073541805,"('disliked', 'liked')",0.67469823,0.6360036,-4.573776,-4.7925987,-1.286492,-1.4100456,-0.1235536
5,-0.023448221,-0.11613259,"('distant', 'outgoing')",-0.26926062,-0.22215627,0.5840858,0.52705264,0.0971257,0.0629213,-0.0342044
6,-0.023390375,-0.064185314,"('distant', 'open')",-0.43744385,-0.36713117,0.9320806,0.8759462,0.1570821,0.1482099,-0.0088722
7,-0.06469269,-0.010484524,"('insensitive', 'sensitive')",0.3965079,0.5112387,0.45260328,0.51765,0.2614728,0.3394681,0.0779953
8,0.039686017,0.0002995315,"('unaffectionate', 'affectionate')",0.24489397,0.31027707,1.3969308,1.3472531,0.5605036,0.5526099,-0.0078937
9,-0.3884744,-0.46659252,"('unaffectionate', 'caring')",0.31870505,0.37932417,1.3830621,1.3343166,0.4377642,0.4156828,-0.0220814
10,-0.46150005,-0.37901667,"('unsympathetic', 'sympathetic')",-0.32354605,-0.20692709,-0.23134872,-0.059993155,-0.3387983,-0.2153123,0.123486
11,-0.34553927,-0.20776497,"('unhelpful', 'helpful')",-0.592781,-0.5355213,1.5302281,1.6450812,0.1973026,0.3005983,0.1032957
12,-0.11500078,-0.053802107,"('unsupportive', 'supportive')",0.16573848,0.32485208,-1.3961487,-1.38369,-0.4484703,-0.37088,0.0775903
13,-0.4123265,-0.31777686,"('impolite', 'polite')",0.37282833,0.41328713,-0.54369164,-0.4953153,-0.1943966,-0.1332683,0.0611283
14,0.5440439,0.6250662,"('antisocial', 'social')",1.265689,1.314329,-0.44279918,-0.34418556,0.4556446,0.5317365,0.0760919
15,1.3500812,1.2291257,"('boring', 'funny')",0.39728206,0.31928322,0.4676987,0.45660973,0.738354,0.6683396,-0.0700144
16,-1.2119033,-1.1629014,"('unpopular', 'popular')",0.12365398,0.2516249,0.4087713,0.40119457,-0.2264927,-0.1700273,0.0564654
17,0.26301783,0.29636192,"('nasty', 'nice')",-0.052521165,0.045382835,-0.298707,-0.30954617,-0.0294034,0.0107329,0.0401363
18,-0.63279045,-0.57572746,"('disagreeable', 'welcoming')",-0.8297415,-0.6269946,-0.97177786,-0.8904656,-0.8114366,-0.6977293,0.1137073
19,-0.5063214,-0.47110277,"('inhospitable', 'hospitable')",-0.44606668,-0.39785746,0.1916,0.19036523,-0.253596,-0.2261984,0.0273976
20,0.044532,0.16472213,"('rough', 'thoughtful')",-0.41762483,-0.2921781,0.6933711,0.72228634,0.1067594,0.1982768,0.0915174
21,-0.99228007,-0.8519436,"('immoral', 'moral')",-1.0855981,-0.9840075,-1.5460383,-1.4124991,-1.2079722,-1.0828168,0.1251554
22,-0.5184425,-0.45175457,"('untrustworthy', 'trustworthy')",-0.8322058,-0.81030726,-0.49560314,-0.43732628,-0.6154172,-0.5664627,0.0489545
23,-0.43716362,-0.39996752,"('insincere', 'sincere')",-0.0671932,0.036238685,4.6785417,4.805269,1.3913949,1.4805133,0.0891184
24,-0.2945519,-0.29325497,"('dishonest', 'honest')",-1.511064,-1.4693737,0.34352168,0.42102122,-0.4873647,-0.4472025,0.0401622
25,-0.90418124,-0.96504617,"('egoistic', 'altruistic')",0.5596517,0.6462652,0.4909852,0.47785634,0.0488185,0.0530251,0.0042066
26,0.3669269,0.18434039,"('hardhearted', 'benevolent')",1.1812747,1.1557174,2.3801453,2.246347,1.309449,1.1954683,-0.1139807
27,-0.5000696,-0.48130134,"('hardhearted', 'softhearted')",-0.36418885,-0.32648945,0.87280726,0.78955644,0.0028496,-0.0060781,-0.0089277
28,0.22035423,0.12062922,"('disloyal', 'loyal')",0.52021676,0.5062176,1.3897617,1.2920648,0.7101109,0.6396372,-0.0704737
29,-0.10924792,-0.13889772,"('unfair', 'fair')",-1.015214,-1.0222131,-0.30537105,-0.3656731,-0.476611,-0.508928,-0.032317
30,-0.26409563,-0.21479009,"('intolerant', 'tolerant')",0.12070299,0.14140558,0.49417502,0.5945627,0.1169275,0.1737261,0.0567986
31,-0.6430611,-0.694398,"('evil', 'good')",-0.92698646,-0.9044119,0.16926968,0.07055143,-0.466926,-0.5094195,-0.0424935
32,-0.50857943,-0.55329245,"('unkind', 'kind')",0.27110377,0.2130653,0.5564064,0.46403056,0.1063102,0.0412678,-0.0650424
33,0.112549275,0.06851377,"('wrong', 'right')",0.03289994,0.07094122,0.074822724,-0.0884393,0.073424,0.0170052,-0.0564188
34,-0.6877332,-0.52612615,"('mean', 'honorable')",-0.0629978,0.12278127,4.861432,5.2011304,1.3702337,1.5992619,0.2290282
35,0.81460553,0.6574411,"('corrupt', 'incorrupt')",-0.63973445,-0.7703756,0.3998876,0.16259223,0.1915862,0.0165526,-0.1750336
36,0.089493394,-0.08000879,"('hostile', 'amicable')",0.0110331625,0.01765228,0.91330886,0.7354074,0.3379451,0.2243503,-0.1135948
37,-0.09147905,0.08324798,"('fake', 'genuine')",-0.6584164,-0.5460926,0.26245162,0.37286058,-0.1624813,-0.0299947,0.1324866
38,-0.44270414,-0.45554122,"('untruthful', 'truthful')",0.09289685,0.15294257,0.3836809,0.46537587,0.0112912,0.0542591,0.0429679
39,0.56770635,0.5908802,"('exploitative', 'cooperative')",-0.52145326,-0.47839263,-0.13617083,-0.16181362,-0.0299726,-0.016442,0.0135306
40,0.044094287,0.03173234,"('stingy', 'generous')",-0.0042974055,0.18685514,-1.0802922,-1.141261,-0.3468318,-0.3075578,0.039274
41,0.3651247,0.37628412,"('unforgiving', 'forgiving')",0.032930825,0.15636826,0.6399921,0.6208783,0.3460159,0.3845102,0.0384943
42,0.82409185,0.8852269,"('unreliable', 'reliable')",0.9949141,1.1102843,-2.8754203,-2.840015,-0.3521381,-0.2815012,0.0706369
43,-0.5541432,-0.39963454,"('irresponsible', 'responsible')",-0.24862593,-0.1353257,0.69471645,0.86406165,-0.0360176,0.1097005,0.1457181
44,-0.22081211,-0.17144454,"('prejudiced', 'unprejudiced')",-1.4995936,-1.47951,-1.9207721,-1.8512483,-1.2137259,-1.1674009,0.046325
45,-0.36997995,-0.35204005,"('incompetent', 'competent')",0.3482263,0.4355512,0.8649839,0.9045829,0.2810767,0.3293647,0.048288
46,-0.5104874,-0.5032098,"('uncompetitive', 'competitive')",0.19764939,0.25200567,-0.34356043,-0.3462675,-0.2187995,-0.1991572,0.0196423
47,0.14050396,0.36108828,"('stupid', 'smart')",0.6748544,0.75103533,4.9727173,5.2618933,1.9293585,2.1246723,0.1953138
