,yum_male,yum_female,tuple,china_male,china_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2220532,-1.250165,"('unsociable', 'sociable')",-0.5477154,-0.64197636,0.3980878,0.2349627,-0.12029458,-0.18926543,-0.3729938,-0.461611,-0.0886172
1,-0.47034732,-0.4091227,"('unfriendly', 'friendly')",-0.0654687,-0.06274703,-0.23023489,-0.357774,1.7292761,1.6125765,0.2408063,0.1957332,-0.0450731
2,1.2005963,1.2239239,"('unlikable', 'likable')",1.466025,1.4522334,1.8404145,1.9177812,0.52646667,0.6080668,1.2583756,1.3005013,0.0421257
3,-0.9103981,-0.7457401,"('repellent', 'pleasant')",-0.065259956,0.09833869,0.5607738,0.5949745,0.19185165,0.2399024,-0.0557582,0.0468689,0.1026271
4,0.3654147,0.4738611,"('disliked', 'liked')",-0.49584693,-0.5459674,-0.18708065,-0.20703298,-6.171841,-6.240035,-1.6223385,-1.6297936,-0.0074551
5,-0.10599108,-0.064838655,"('distant', 'outgoing')",-1.1380341,-1.1458912,-0.94287384,-0.9063977,-0.13288632,-0.16088678,-0.5799464,-0.5695035,0.0104429
6,-0.25791147,-0.119857684,"('distant', 'open')",-0.6821771,-0.6096917,-1.1566043,-1.1372494,0.5344657,0.4775285,-0.3905568,-0.3473175,0.0432393
7,-0.57333434,-0.561251,"('insensitive', 'sensitive')",-0.14876933,-0.15691137,0.5817864,0.5737425,0.83805275,0.84370965,0.1744339,0.1748224,0.0003885
8,-0.37739095,-0.3629723,"('unaffectionate', 'affectionate')",0.22510499,0.22323348,-0.48377395,-0.47307155,0.8737119,0.7958268,0.059413,0.0457541,-0.0136589
9,-0.81587166,-0.8008401,"('unaffectionate', 'caring')",0.19356866,0.17375414,0.12094675,0.05370306,1.1089149,1.0685736,0.1518897,0.1237977,-0.028092
10,-1.9052441,-1.7838784,"('unsympathetic', 'sympathetic')",-0.43182814,-0.36776075,-0.28598988,-0.33516955,-0.2753097,-0.2857425,-0.724593,-0.6931378,0.0314552
11,-1.1590146,-1.1708658,"('unhelpful', 'helpful')",-0.17452207,-0.16564523,-0.25485098,-0.29055282,1.8713522,1.9315612,0.0707411,0.0761243,0.0053832
12,-0.27615106,-0.11084941,"('unsupportive', 'supportive')",1.1462911,1.2677078,0.17167684,0.29424867,-1.5374746,-1.5470665,-0.1239144,-0.0239898,0.0999246
13,-0.52327573,-0.559766,"('impolite', 'polite')",0.32214928,0.30111474,0.15149611,0.13650276,-0.023900438,-0.009617105,-0.0183827,-0.0329414,-0.0145587
14,-1.1217983,-1.1119214,"('antisocial', 'social')",0.43516457,0.38125545,2.4148235,2.3988616,-0.39454108,-0.38730082,0.3334122,0.3202237,-0.0131885
15,0.49345145,0.34678704,"('boring', 'funny')",0.2962623,0.14748603,-0.99204284,-1.0083998,0.34322843,0.31535006,0.0352248,-0.0496942,-0.084919
16,-0.28204748,-0.20510367,"('unpopular', 'popular')",-1.1537349,-1.0285034,-0.9061728,-0.81320333,0.25086418,0.26134098,-0.5227727,-0.4463674,0.0764053
17,0.35558382,0.41826478,"('nasty', 'nice')",-0.081800684,0.040121555,-0.7891739,-0.68518645,-0.28069523,-0.21785097,-0.1990215,-0.1111628,0.0878587
18,0.21032313,0.3212652,"('disagreeable', 'welcoming')",0.097611144,0.21499038,-0.2313588,-0.15387192,-0.25410706,-0.30315018,-0.0443829,0.0198084,0.0641913
19,0.2818838,0.408778,"('inhospitable', 'hospitable')",-0.023228414,0.057458524,-1.1816387,-1.1163181,-0.16558078,-0.09793082,-0.272141,-0.1870031,0.0851379
20,0.23671876,0.27836612,"('rough', 'thoughtful')",0.5158332,0.5490223,0.34215492,0.41882038,1.2083551,1.1997284,0.5757655,0.6114843,0.0357188
21,-1.0924118,-1.0682911,"('immoral', 'moral')",-0.055560857,-0.08465493,0.41451162,0.40773198,-0.6395573,-0.60756737,-0.3432546,-0.3381953,0.0050593
22,-0.16594394,-0.1346208,"('untrustworthy', 'trustworthy')",0.850921,0.85098046,-0.1836673,-0.18274522,-0.87882787,-0.92042917,-0.0943795,-0.0967037,-0.0023242
23,-0.33963487,-0.3641538,"('insincere', 'sincere')",0.7493934,0.8083702,-0.06130128,-0.16547853,5.566017,5.4948983,1.4786186,1.4434091,-0.0352095
24,-0.14863995,-0.13540351,"('dishonest', 'honest')",1.3431342,1.3347361,-0.61784506,-0.67149234,0.6067549,0.53960806,0.295851,0.2668621,-0.0289889
25,-0.3989786,-0.4495331,"('egoistic', 'altruistic')",0.29381457,0.2978608,0.6912364,0.6405553,1.2602137,1.2380184,0.4615715,0.4317254,-0.0298461
26,-0.4569349,-0.47700265,"('hardhearted', 'benevolent')",0.1998481,0.13681239,1.934402,1.9387633,1.7877283,1.7407463,0.8662609,0.8348298,-0.0314311
27,-0.1715983,-0.053162392,"('hardhearted', 'softhearted')",-0.47975156,-0.48997387,-0.22990336,-0.26884764,1.487567,1.3334543,0.1515784,0.1303676,-0.0212108
