,perrigo_male,perrigo_female,tuple,co_male,co_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.24923304,-0.37417305,"('unsociable', 'sociable')",0.41634756,0.22613163,-0.4849047,-0.61387384,-0.1059301,-0.2539718,-0.1480417
1,-1.4552778,-1.410576,"('unfriendly', 'friendly')",-0.339124,-0.47398075,2.1913154,1.9464425,0.1323045,0.0206286,-0.1116759
2,0.89266175,0.9416394,"('unlikable', 'likable')",1.7530273,1.8348173,0.61534446,0.73567396,1.0870112,1.1707102,0.083699
3,-0.72642225,-0.6788413,"('repellent', 'pleasant')",0.072771385,0.060769275,-0.3329971,-0.20349741,-0.3288827,-0.2738565,0.0550262
4,0.6319898,0.63777363,"('disliked', 'liked')",-0.17783049,-0.080932036,-5.2738876,-5.457892,-1.6065761,-1.6336835,-0.0271074
5,-0.13495205,-0.06741911,"('distant', 'outgoing')",-0.76328504,-0.6792536,0.27833635,0.16277876,-0.2066336,-0.1946313,0.0120023
6,-0.39945522,-0.2960885,"('distant', 'open')",-1.066611,-0.9760208,0.36565214,0.2562077,-0.3668047,-0.3386339,0.0281708
7,-0.6997892,-0.7011024,"('insensitive', 'sensitive')",-0.8909824,-0.9909202,0.39481178,0.47364712,-0.3986533,-0.4061251,-0.0074718
8,-1.0073341,-0.947072,"('unaffectionate', 'affectionate')",-1.0606347,-1.1230296,0.79945517,0.5720775,-0.4228379,-0.4993414,-0.0765035
9,-1.0488821,-1.0035101,"('unaffectionate', 'caring')",-0.79649067,-0.9094436,1.5264351,1.3771894,-0.1063126,-0.1785881,-0.0722755
10,-0.96578366,-1.0182576,"('unsympathetic', 'sympathetic')",-1.0090933,-1.1766368,-0.5786169,-0.5383494,-0.8511646,-0.9110812,-0.0599166
11,-0.67939144,-0.6715695,"('unhelpful', 'helpful')",-0.38949403,-0.46519643,1.1688933,1.1764278,0.033336,0.0132206,-0.0201154
12,-0.7329979,-0.6781795,"('unsupportive', 'supportive')",-0.19161576,-0.16336721,-1.4691627,-1.499247,-0.7979255,-0.7802645,0.017661
13,0.21816054,0.14241005,"('impolite', 'polite')",-0.07902603,-0.18199538,-0.3284906,-0.25901687,-0.0631187,-0.0995341,-0.0364154
14,0.26095945,0.2220363,"('antisocial', 'social')",1.4214143,1.399725,0.17362042,0.24878973,0.6186647,0.623517,0.0048523
15,-0.080970794,-0.12250671,"('boring', 'funny')",0.16079149,0.112742335,0.21706566,0.22948569,0.0989621,0.0732404,-0.0257217
16,0.25283343,0.30230337,"('unpopular', 'popular')",-0.12815118,-0.016386874,0.30863923,0.2646556,0.1444405,0.183524,0.0390835
17,0.3112918,0.38024876,"('nasty', 'nice')",-0.05166746,-0.06882499,-0.7941292,-0.82771665,-0.1781683,-0.1720976,0.0060707
18,0.31599674,0.41413507,"('disagreeable', 'welcoming')",-0.6396356,-0.55155396,-1.1260586,-1.1770195,-0.4832325,-0.4381461,0.0450864
19,-0.90939504,-0.8417719,"('inhospitable', 'hospitable')",-1.1880903,-1.2139312,-0.3658248,-0.4384161,-0.8211033,-0.8313731,-0.0102698
20,-0.39890036,-0.32746637,"('rough', 'thoughtful')",0.45210117,0.42655715,0.7045454,0.7303156,0.2525821,0.2764688,0.0238867
21,-0.068546064,-0.15109056,"('immoral', 'moral')",-0.28034478,-0.29917413,-1.2772168,-1.1149107,-0.5420359,-0.5217251,0.0203108
22,0.38884938,0.38116616,"('untrustworthy', 'trustworthy')",0.5524188,0.4524056,-0.9833734,-0.9858501,-0.0140351,-0.0507594,-0.0367243
