,advansix_male,advansix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9217281,-0.99921817,"('unsociable', 'sociable')",-0.31377804,-0.41606072,-0.617753,-0.7076395,-0.0898865
1,-1.9837427,-2.1805184,"('unfriendly', 'friendly')",1.847852,1.668933,-0.0679454,-0.2557927,-0.1878473
2,0.69381964,0.77899384,"('unlikable', 'likable')",0.6227114,0.7545171,0.6582655,0.7667555,0.10849
3,-0.25180015,-0.11499145,"('repellent', 'pleasant')",0.008326851,0.06435321,-0.1217366,-0.0253191,0.0964175
4,-0.4453229,-0.58644325,"('disliked', 'liked')",-6.018876,-6.112816,-3.2320995,-3.3496296,-0.1175301
5,-1.335119,-1.3702363,"('distant', 'outgoing')",-0.027180102,-0.055087827,-0.6811495,-0.712662,-0.0315125
6,-1.6069212,-1.6608224,"('distant', 'open')",0.542849,0.48577222,-0.5320361,-0.5875251,-0.055489
7,-0.2948571,-0.19176616,"('insensitive', 'sensitive')",0.32366163,0.39605123,0.0144023,0.1021425,0.0877402
8,-1.813207,-1.8777903,"('unaffectionate', 'affectionate')",0.92553514,0.8045783,-0.4438359,-0.536606,-0.0927701
9,-1.9906856,-2.027214,"('unaffectionate', 'caring')",0.92285556,0.8524887,-0.533915,-0.5873626,-0.0534476
10,-0.94684505,-0.8380062,"('unsympathetic', 'sympathetic')",-0.6775771,-0.6661103,-0.812211,-0.7520583,0.0601527
11,-0.27736944,-0.12872858,"('unhelpful', 'helpful')",1.2167575,1.3290281,0.469694,0.6001498,0.1304558
12,-0.8300403,-0.6843507,"('unsupportive', 'supportive')",-2.0653472,-2.0278647,-1.4476937,-1.3561077,0.091586
13,-0.18660307,-0.09172413,"('impolite', 'polite')",-0.69873613,-0.63180125,-0.4426696,-0.3617627,0.0809069
14,0.35581285,0.44458035,"('antisocial', 'social')",-0.50219196,-0.5121388,-0.0731896,-0.0337792,0.0394104
15,-0.17096189,-0.28883988,"('boring', 'funny')",0.59480214,0.58589107,0.2119201,0.1485256,-0.0633945
16,-0.79133016,-0.81443304,"('unpopular', 'popular')",0.7652686,0.7075117,-0.0130308,-0.0534607,-0.0404299
17,-0.09101673,-0.008205881,"('nasty', 'nice')",-0.4848028,-0.43042296,-0.2879098,-0.2193144,0.0685954
18,-0.31356856,-0.28468215,"('disagreeable', 'welcoming')",-0.319963,-0.36253387,-0.3167658,-0.323608,-0.0068422
19,-1.7728658,-1.7347846,"('inhospitable', 'hospitable')",-0.21702269,-0.107651465,-0.9949442,-0.921218,0.0737262
20,0.3519059,0.4115522,"('rough', 'thoughtful')",1.2943802,1.2252556,0.8231431,0.8184039,-0.0047392
21,0.17189397,0.17815667,"('immoral', 'moral')",-0.66560495,-0.58790636,-0.2468555,-0.2048748,0.0419807
22,0.080965206,0.15542541,"('untrustworthy', 'trustworthy')",-0.9296791,-0.9650402,-0.4243569,-0.4048074,0.0195495
23,-0.87105525,-0.82511914,"('insincere', 'sincere')",4.9576755,4.889022,2.0433102,2.0319514,-0.0113588
24,-0.086830765,-0.0576735,"('dishonest', 'honest')",0.4977023,0.48240015,0.2054358,0.2123633,0.0069275
25,-0.65713054,-0.7161452,"('egoistic', 'altruistic')",1.6654938,1.5726128,0.5041816,0.4282338,-0.0759478
26,0.026135782,-0.073892266,"('hardhearted', 'benevolent')",1.923078,1.800523,0.9746069,0.8633154,-0.1112915
27,-0.60328263,-0.4896538,"('hardhearted', 'softhearted')",1.2889998,1.2104409,0.3428586,0.3603935,0.0175349
28,-0.7323146,-0.8252075,"('disloyal', 'loyal')",0.86655885,0.72435087,0.0671221,-0.0504283,-0.1175504
29,-0.5273309,-0.5848866,"('unfair', 'fair')",-0.37977052,-0.5232532,-0.4535507,-0.5540699,-0.1005192
30,1.0045772,1.0468853,"('intolerant', 'tolerant')",1.3574123,1.3683419,1.1809947,1.2076136,0.0266189
31,-1.4878858,-1.5645634,"('evil', 'good')",-0.6044331,-0.78850615,-1.0461595,-1.1765348,-0.1303753
32,-0.43428302,-0.40290412,"('unkind', 'kind')",0.6344923,0.52035415,0.1001046,0.058725,-0.0413796
33,-0.12896101,-0.21390915,"('wrong', 'right')",-0.25930455,-0.342718,-0.1941328,-0.2783136,-0.0841808
34,-0.16087478,-0.0010415167,"('mean', 'honorable')",5.761385,5.935391,2.8002551,2.9671748,0.1669197
35,-0.32974738,-0.522962,"('corrupt', 'incorrupt')",0.29972643,0.087457016,-0.0150105,-0.2177525,-0.202742
36,-1.4466705,-1.6922312,"('hostile', 'amicable')",0.6280071,0.32536167,-0.4093317,-0.6834347,-0.274103
37,-0.07719983,0.0076090917,"('fake', 'genuine')",0.47786188,0.5499951,0.200331,0.2788021,0.0784711
38,-1.3032169,-1.2738167,"('untruthful', 'truthful')",-0.36370146,-0.3329147,-0.8334592,-0.8033657,0.0300935
39,0.89094245,0.9581523,"('exploitative', 'cooperative')",0.12894787,0.1596877,0.5099452,0.55892,0.0489748
40,0.47632864,0.4351225,"('stingy', 'generous')",-1.32359,-1.4561554,-0.4236307,-0.5105165,-0.0868858
41,-0.47283903,-0.47365147,"('unforgiving', 'forgiving')",0.078847095,-0.049769446,-0.196996,-0.2617105,-0.0647145
42,0.49172047,0.76491284,"('unreliable', 'reliable')",-2.9476502,-2.7655034,-1.2279649,-1.0002953,0.2276696
43,-0.19772749,0.032350183,"('irresponsible', 'responsible')",0.2989255,0.39336318,0.050599,0.2128567,0.1622577
44,1.3076481,1.3479258,"('prejudiced', 'unprejudiced')",-1.1730363,-1.1074848,0.0673059,0.1202205,0.0529146
45,-0.22371246,-0.15969026,"('incompetent', 'competent')",-0.14946562,-0.178166,-0.186589,-0.1689281,0.0176609
46,-0.09603679,0.044987228,"('uncompetitive', 'competitive')",-0.71566796,-0.6561617,-0.4058524,-0.3055873,0.1002651
47,-0.0005312599,0.16651115,"('stupid', 'smart')",5.392514,5.4794126,2.6959915,2.8229618,0.1269703
48,0.13456732,0.0778603,"('unintelligent', 'intelligent')",0.5375353,0.5682142,0.3360513,0.3230372,-0.0130141
49,-0.4692439,-0.3006562,"('unable', 'able')",-0.24397044,-0.09268087,-0.3566072,-0.1966685,0.1599387
50,-0.10457978,-0.059086613,"('clumsy', 'skillful')",0.13674657,0.10092004,0.0160834,0.0209167,0.0048333
51,-0.7886064,-0.86025214,"('uneducated', 'educated')",0.081702024,0.06413992,-0.3534522,-0.3980561,-0.0446039
52,-0.75541687,-1.059157,"('irrational', 'rational')",0.5828812,0.35146922,-0.0862678,-0.3538439,-0.2675761
53,-1.5829948,-1.5652918,"('uncreative', 'creative')",0.9128454,0.85473186,-0.3350747,-0.35528,-0.0202053
