,fright_male,fright_female,tuple,average_male,average_female,female-male
0,-0.041917194,-0.2438961,"('unsociable', 'sociable')",-0.0419172,-0.2438961,-0.2019789
1,1.0203379,1.0280849,"('unfriendly', 'friendly')",1.0203379,1.0280849,0.007747
2,0.28760204,0.5170427,"('unlikable', 'likable')",0.287602,0.5170427,0.2294407
3,0.7952563,0.8798551,"('repellent', 'pleasant')",0.7952563,0.8798551,0.0845988
4,-6.9192266,-7.087787,"('disliked', 'liked')",-6.9192266,-7.0877872,-0.1685606
5,-0.44956076,-0.21702154,"('distant', 'outgoing')",-0.4495608,-0.2170215,0.2325393
6,-0.16807716,0.059142627,"('distant', 'open')",-0.1680772,0.0591426,0.2272198
7,0.47488886,0.46777147,"('insensitive', 'sensitive')",0.4748889,0.4677715,-0.0071174
8,0.8289321,0.88853246,"('unaffectionate', 'affectionate')",0.8289321,0.8885325,0.0596004
9,1.2486942,1.3913122,"('unaffectionate', 'caring')",1.2486942,1.3913122,0.142618
10,1.3055896,1.3816924,"('unsympathetic', 'sympathetic')",1.3055896,1.3816924,0.0761028
11,1.8038683,1.8271773,"('unhelpful', 'helpful')",1.8038683,1.8271773,0.023309
12,-1.5364596,-1.5941526,"('unsupportive', 'supportive')",-1.5364596,-1.5941526,-0.057693
13,0.2313315,0.22240722,"('impolite', 'polite')",0.2313315,0.2224072,-0.0089243
14,-0.17008227,-0.45892975,"('antisocial', 'social')",-0.1700823,-0.4589297,-0.2888474
15,0.20710696,0.09985226,"('boring', 'funny')",0.207107,0.0998523,-0.1072547
16,-0.51146597,-0.42849088,"('unpopular', 'popular')",-0.511466,-0.4284909,0.0829751
17,-0.028184284,0.0045266096,"('nasty', 'nice')",-0.0281843,0.0045266,0.0327109
18,-0.6892837,-0.7630762,"('disagreeable', 'welcoming')",-0.6892837,-0.7630762,-0.0737925
19,-0.66213316,-0.41711172,"('inhospitable', 'hospitable')",-0.6621332,-0.4171117,0.2450215
20,0.791513,0.5563277,"('rough', 'thoughtful')",0.791513,0.5563277,-0.2351853
21,-0.04563642,0.15122436,"('immoral', 'moral')",-0.0456364,0.1512244,0.1968608
22,-0.35202459,-0.45624116,"('untrustworthy', 'trustworthy')",-0.3520246,-0.4562412,-0.1042166
23,5.7258887,5.789561,"('insincere', 'sincere')",5.7258887,5.7895608,0.0636721
24,1.4997137,1.5099819,"('dishonest', 'honest')",1.4997137,1.5099819,0.0102682
25,0.2513523,0.25378162,"('egoistic', 'altruistic')",0.2513523,0.2537816,0.0024293
26,0.32725623,0.07172316,"('hardhearted', 'benevolent')",0.3272562,0.0717232,-0.255533
27,1.5299588,1.4666442,"('hardhearted', 'softhearted')",1.5299588,1.4666442,-0.0633146
28,1.0110995,1.0239815,"('disloyal', 'loyal')",1.0110995,1.0239815,0.012882
29,-0.57040006,-0.7607063,"('unfair', 'fair')",-0.5704001,-0.7607063,-0.1903062
30,0.5307346,0.5908633,"('intolerant', 'tolerant')",0.5307346,0.5908633,0.0601287
31,-1.6195894,-1.6057556,"('evil', 'good')",-1.6195894,-1.6057556,0.0138338
32,1.3485626,1.2683197,"('unkind', 'kind')",1.3485626,1.2683197,-0.0802429
33,-0.51698065,-0.42524335,"('wrong', 'right')",-0.5169806,-0.4252433,0.0917373
34,4.1497035,4.4410343,"('mean', 'honorable')",4.1497035,4.4410343,0.2913308
35,-1.1530752,-1.2405891,"('corrupt', 'incorrupt')",-1.1530752,-1.2405891,-0.0875139
36,-1.0560858,-1.0435143,"('hostile', 'amicable')",-1.0560858,-1.0435143,0.0125715
37,0.9195648,0.9015521,"('fake', 'genuine')",0.9195648,0.9015521,-0.0180127
38,-0.2386438,-0.13374971,"('untruthful', 'truthful')",-0.2386438,-0.1337497,0.1048941
39,-0.109851636,-0.15581247,"('exploitative', 'cooperative')",-0.1098516,-0.1558125,-0.0459609
40,-1.5123048,-1.8373547,"('stingy', 'generous')",-1.5123048,-1.8373547,-0.3250499
41,0.024059847,-0.01360305,"('unforgiving', 'forgiving')",0.0240598,-0.0136031,-0.0376629
42,-1.7408254,-1.8805774,"('unreliable', 'reliable')",-1.7408254,-1.8805774,-0.139752
43,0.9776344,1.0578305,"('irresponsible', 'responsible')",0.9776344,1.0578305,0.0801961
44,-0.88819087,-0.97343445,"('prejudiced', 'unprejudiced')",-0.8881909,-0.9734344,-0.0852435
45,0.3069729,0.20738414,"('incompetent', 'competent')",0.3069729,0.2073841,-0.0995888
46,-0.35086232,-0.37654316,"('uncompetitive', 'competitive')",-0.3508623,-0.3765432,-0.0256809
47,4.989876,5.274477,"('stupid', 'smart')",4.9898758,5.274477,0.2846012
48,0.33908102,0.29904273,"('unintelligent', 'intelligent')",0.339081,0.2990427,-0.0400383
49,0.12534562,0.38440675,"('unable', 'able')",0.1253456,0.3844067,0.2590611
50,-0.15886626,-0.120316476,"('clumsy', 'skillful')",-0.1588663,-0.1203165,0.0385498
51,0.55778116,0.4840007,"('uneducated', 'educated')",0.5577812,0.4840007,-0.0737805
52,-0.6194041,-0.5455622,"('irrational', 'rational')",-0.6194041,-0.5455622,0.0738419
53,-0.21485288,-0.19828795,"('uncreative', 'creative')",-0.2148529,-0.1982879,0.016565
54,1.0014195,1.2650701,"('incapable', 'capable')",1.0014195,1.2650701,0.2636506
55,0.6660904,0.5633139,"('incompetent', 'clever')",0.6660904,0.5633139,-0.1027765
56,0.7715954,0.6879253,"('impractical', 'practical')",0.7715954,0.6879253,-0.0836701
57,-2.183135,-2.3140683,"('unimaginative', 'imaginative')",-2.183135,-2.3140683,-0.1309333
58,0.01633992,-0.17717114,"('undiscriminating', 'discriminating')",0.0163399,-0.1771711,-0.193511
59,-0.08452139,0.04641039,"('foolish', 'wise')",-0.0845214,0.0464104,0.1309318
60,0.7649122,0.7733605,"('inefficient', 'efficient')",0.7649122,0.7733605,0.0084483
61,-0.1552854,-0.2624929,"('illogical', 'logical')",-0.1552854,-0.2624929,-0.1072075
62,1.1624469,1.2622453,"('incompetent', 'brilliant')",1.1624469,1.2622453,0.0997984
63,0.28900498,0.35615346,"('unperceptive', 'insightful')",0.289005,0.3561535,0.0671485
64,-5.3657937,-5.4199886,"('shy', 'confident')",-5.3657937,-5.4199886,-0.0541949
65,0.5844479,0.4861067,"('insecure', 'secure')",0.5844479,0.4861067,-0.0983412
66,0.071990035,0.0006136857,"('inactive', 'active')",0.07199,0.0006137,-0.0713763
67,-0.33050638,-0.2955943,"('doubtful', 'determined')",-0.3305064,-0.2955943,0.0349121
68,-0.59295326,-0.48310107,"('dependent', 'independent')",-0.5929533,-0.4831011,0.1098522
69,-1.9805301,-1.8891467,"('lazy', 'industrious')",-1.9805301,-1.8891467,0.0913834
70,1.439489,1.3584121,"('lethargic', 'energetic')",1.439489,1.3584121,-0.0810769
71,0.319456,0.3450161,"('diffident', 'self-confident')",0.319456,0.3450161,0.0255601
72,1.0191799,1.0520707,"('unambitious', 'ambitious')",1.0191799,1.0520707,0.0328908
73,-2.7923627,-2.8704896,"('helpless', 'self-reliant')",-2.7923627,-2.8704896,-0.0781269
74,0.15669775,-0.071012855,"('undedicated', 'dedicated')",0.1566978,-0.0710129,-0.2277107
75,-0.47329128,-0.32616642,"('meek', 'impulsive')",-0.4732913,-0.3261664,0.1471249
76,0.7287839,0.60689956,"('anxious', 'daring')",0.7287839,0.6068996,-0.1218843
77,-1.3792344,-1.2369156,"('unmotivated', 'motivated')",-1.3792344,-1.2369156,0.1423188
78,-0.8196059,-0.8022006,"('nonresilient', 'resilient')",-0.8196059,-0.8022006,0.0174053
79,-0.5321761,-0.29563534,"('wavering', 'unwavering')",-0.5321761,-0.2956353,0.2365408
80,-0.04594143,-0.2314509,"('dominated', 'dominating')",-0.0459414,-0.2314509,-0.1855095
81,0.39006034,0.37076822,"('submissive', 'aggressive')",0.3900603,0.3707682,-0.0192921
82,6.067501,6.4571595,"('poor', 'rich')",6.0675011,6.4571595,0.3896584
83,-0.20617959,-0.23174514,"('powerless', 'powerful')",-0.2061796,-0.2317451,-0.0255655
84,0.12142663,0.21807027,"('inferior', 'superior')",0.1214266,0.2180703,0.0966437
85,-1.3508551,-1.3951213,"('insignificant', 'prestigious')",-1.3508551,-1.3951213,-0.0442662
86,0.39594153,0.43017903,"('uninfluential', 'influential')",0.3959415,0.430179,0.0342375
87,-0.19879249,-0.120184556,"('unsuccessful', 'successful')",-0.1987925,-0.1201846,0.0786079
88,0.061557014,0.14520071,"('low', 'eminent')",0.061557,0.1452007,0.0836437
