,helmerich_male,helmerich_female,tuple,&_male,&_female,payne_male,payne_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.67958456,-0.8777734,"('unsociable', 'sociable')",0.9826494,0.8176618,-0.9044451,-1.0087544,-0.42846128,-0.5721282,-0.2574604,-0.4102485,-0.1527881
1,-2.0755126,-2.258618,"('unfriendly', 'friendly')",-0.755974,-0.83733255,0.34691292,0.25816134,1.7970669,1.653129,-0.1718767,-0.2961651,-0.1242884
2,-0.39230683,-0.30732828,"('unlikable', 'likable')",1.1204778,1.2106901,0.1522072,0.2381451,0.40403554,0.47304627,0.3211034,0.4036383,0.0825349
3,-0.8491105,-0.8442777,"('repellent', 'pleasant')",0.46404654,0.49961933,-1.0601445,-1.0315077,-0.012669727,0.057543576,-0.3644696,-0.3296556,0.034814
4,0.4351668,0.27054742,"('disliked', 'liked')",-0.06571675,-0.16316938,-0.23655923,-0.29020295,-5.373507,-5.3276477,-1.3101541,-1.3776182,-0.0674641
5,-0.26992008,-0.23736216,"('distant', 'outgoing')",-0.74550986,-0.6646701,1.9340221,2.067008,-0.00058114156,0.02522754,0.2295027,0.2975508,0.0680481
6,-0.6849489,-0.664734,"('distant', 'open')",-0.88904715,-0.8342622,1.9675754,2.0616856,0.15358555,0.16456047,0.1367912,0.1818124,0.0450212
7,-0.4401188,-0.48831898,"('insensitive', 'sensitive')",-0.13959706,-0.062313568,-0.33952785,-0.35892713,0.54664063,0.5587404,-0.0931508,-0.0877048,0.005446
8,-1.0472898,-1.0539236,"('unaffectionate', 'affectionate')",-0.59759,-0.58627325,1.0527232,1.1157855,0.8339971,0.7048597,0.0604601,0.0451121,-0.015348
9,-1.2173152,-1.3241228,"('unaffectionate', 'caring')",-0.509144,-0.5322387,1.090667,1.0956677,1.082933,0.96530616,0.1117852,0.0511531,-0.0606321
10,-1.1742045,-1.275773,"('unsympathetic', 'sympathetic')",0.1882692,0.12552196,-1.4742019,-1.5216744,-0.26490775,-0.29795524,-0.6812612,-0.7424702,-0.061209
11,-1.1648136,-1.2195284,"('unhelpful', 'helpful')",-0.9146724,-0.88643074,-0.8457229,-0.87301195,1.5637983,1.4857265,-0.3403526,-0.3733111,-0.0329585
12,-0.57792574,-0.5742859,"('unsupportive', 'supportive')",0.5905955,0.744119,0.8132567,0.8489873,-1.1372854,-1.0714734,-0.0778397,-0.0131633,0.0646764
13,-0.5317958,-0.5779811,"('impolite', 'polite')",0.48745686,0.52080715,-0.5568007,-0.61239433,-0.3259138,-0.37462062,-0.2317634,-0.2610472,-0.0292838
14,-0.6802171,-0.6716665,"('antisocial', 'social')",1.3801541,1.3929511,-0.7608995,-0.7483686,-0.7341676,-0.72604156,-0.1987825,-0.1882814,0.0105011
15,-0.36764103,-0.37641802,"('boring', 'funny')",0.13865414,0.064000554,-0.4761324,-0.5055391,0.34863383,0.32481134,-0.0891214,-0.1232863,-0.0341649
16,-0.073477656,-0.082641914,"('unpopular', 'popular')",0.13232803,0.13892901,-1.0134821,-1.0072207,0.18426758,0.23244148,-0.192591,-0.179623,0.012968
17,-0.7497702,-0.6227881,"('nasty', 'nice')",0.22052099,0.30435956,-0.27616698,-0.24326389,-0.5273183,-0.4514123,-0.3331836,-0.2532762,0.0799074
18,-0.59076166,-0.5538587,"('disagreeable', 'welcoming')",0.39286697,0.5479886,-0.28351432,-0.24374026,-0.4919945,-0.53044903,-0.2433509,-0.1950148,0.0483361
19,0.3321321,0.32172722,"('inhospitable', 'hospitable')",-0.75750244,-0.7032841,0.7262542,0.8073143,0.11129102,0.12801933,0.1030437,0.1384442,0.0354005
20,-0.2459248,-0.17946634,"('rough', 'thoughtful')",0.90397835,0.9975893,-0.99524605,-1.0128418,1.04358,1.0350858,0.1765969,0.2100917,0.0334948
21,-0.46164417,-0.53527564,"('immoral', 'moral')",0.9806147,0.9789187,-1.2797176,-1.3681288,-0.9544489,-0.9240028,-0.428799,-0.4621221,-0.0333231
22,-1.0484099,-1.0373937,"('untrustworthy', 'trustworthy')",0.04993362,0.020732619,-0.9899699,-0.96692777,-0.9964478,-1.0318348,-0.7462235,-0.7538559,-0.0076324
