,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,female-male
0,0.06913038,0.10019342,"('unsociable', 'sociable')",0.16132489,0.05677717,1.5791919,1.5393612,-0.53337014,-0.603592,0.3190693,0.273185,-0.0458843
1,-0.33643422,-0.21618176,"('unfriendly', 'friendly')",0.21591511,0.26891604,-0.7168942,-0.751568,2.4835122,2.3717825,0.4115247,0.4182372,0.0067125
2,0.6483793,0.61965936,"('unlikable', 'likable')",0.26898092,0.23250121,0.13868043,0.1501342,0.17964807,0.24226616,0.3089222,0.3111402,0.002218
3,-2.3742929,-2.181023,"('repellent', 'pleasant')",-2.0395882,-1.9828008,0.29283845,0.4920512,0.035143033,0.16778734,-1.021475,-0.8759963,0.1454787
4,0.28122944,0.3119111,"('disliked', 'liked')",0.9158276,0.9264027,-0.11846225,-0.07620355,-6.4031262,-6.541045,-1.3311329,-1.3447337,-0.0136008
5,0.1857166,0.2323227,"('distant', 'outgoing')",0.93250555,1.0265584,-1.2998166,-1.3549323,0.32252073,0.22548304,0.0352316,0.032358,-0.0028736
6,0.8796133,0.9549173,"('distant', 'open')",1.3357048,1.47879,-0.6540037,-0.6466494,1.0274731,0.9147863,0.6471969,0.6754611,0.0282642
7,-0.43605232,-0.37814575,"('insensitive', 'sensitive')",-0.8989411,-0.87426007,0.75537807,0.8157741,0.771251,0.83815694,0.0479089,0.1003813,0.0524724
8,0.22429512,0.23343042,"('unaffectionate', 'affectionate')",0.52759963,0.51190186,-0.92550826,-0.9707138,1.32264,1.2384086,0.2872566,0.2532567,-0.0339999
9,0.658149,0.7230987,"('unaffectionate', 'caring')",0.42699683,0.402341,-0.73905635,-0.7731264,1.4655875,1.4677602,0.4529192,0.4550183,0.0020991
10,-0.9269036,-0.8058587,"('unsympathetic', 'sympathetic')",-1.3009405,-1.3411446,0.1282213,0.2998078,-0.74473876,-0.63750714,-0.7110904,-0.6211756,0.0899148
11,-0.42501315,-0.324593,"('unhelpful', 'helpful')",-0.6541057,-0.6803438,0.19947085,0.29382184,1.6164428,1.7586495,0.1841987,0.2618836,0.0776849
12,0.29774112,0.5343838,"('unsupportive', 'supportive')",0.122628525,0.23123884,-0.021006908,0.1577148,-1.8996886,-1.8463789,-0.3750815,-0.2307604,0.1443211
13,0.4828083,0.54803663,"('impolite', 'polite')",0.14708053,0.12427745,1.5284762,1.5026667,-0.90150154,-0.85240483,0.3142159,0.330644,0.0164281
14,-0.81144756,-0.76936215,"('antisocial', 'social')",-0.81095517,-0.92956126,1.0455962,1.0007777,-0.9009771,-0.8706667,-0.3694459,-0.3922031,-0.0227572
15,1.2959518,1.1030375,"('boring', 'funny')",1.0356437,0.9954091,0.1363139,0.001226075,0.6051433,0.51105285,0.7682632,0.6526814,-0.1155818
16,-1.0724299,-1.028233,"('unpopular', 'popular')",-0.16336223,-0.07462318,-1.7524728,-1.6892655,0.48405075,0.47798848,-0.6260536,-0.5785334,0.0475202
17,-0.14805639,-0.04846909,"('nasty', 'nice')",-0.08776298,0.015874967,-0.4385317,-0.4004077,-0.15848094,-0.101483464,-0.208208,-0.1336213,0.0745867
18,-1.074357,-0.998093,"('disagreeable', 'welcoming')",-0.3422714,-0.24574673,-1.3670802,-1.340112,-0.1558437,-0.19149673,-0.7348881,-0.6938621,0.041026
19,0.39162758,0.46033394,"('inhospitable', 'hospitable')",0.69550073,0.8136035,-0.901513,-0.8205646,0.29549173,0.30724135,0.1202768,0.1901535,0.0698767
20,-1.1799922,-1.0703127,"('rough', 'thoughtful')",-0.8221807,-0.7432366,0.30256653,0.37519446,1.0493621,1.0591606,-0.1625611,-0.0947986,0.0677625
21,-0.9499119,-0.88777673,"('immoral', 'moral')",-0.38970348,-0.4869009,0.8192599,0.88976073,-1.1041856,-0.96397644,-0.4061353,-0.3622233,0.043912
22,0.048852153,0.06481363,"('untrustworthy', 'trustworthy')",-1.4316711,-1.5465034,0.61426735,0.64516664,-0.9657265,-0.9519018,-0.4335695,-0.4471062,-0.0135367
23,-0.13402013,-0.05811493,"('insincere', 'sincere')",-0.93776304,-0.97017854,0.6267175,0.5875042,6.1187167,6.1659536,1.4184128,1.4312911,0.0128783
24,0.2909881,0.3173502,"('dishonest', 'honest')",0.05474843,-0.04761875,0.1037206,0.037173294,0.93711704,0.9085247,0.3466435,0.3038574,-0.0427861
25,0.6338,0.5543426,"('egoistic', 'altruistic')",2.0127687,1.98725,-0.1214399,-0.10760444,2.0123808,1.9189267,1.1343775,1.0882287,-0.0461488
26,0.5729956,0.6122809,"('hardhearted', 'benevolent')",0.79089224,0.8102399,0.5790631,0.54140115,1.859288,1.8099681,0.9505597,0.9434725,-0.0070872
27,0.11077365,0.21533237,"('hardhearted', 'softhearted')",0.21747494,0.27758205,-0.33511114,-0.35347152,1.634835,1.5263703,0.4069931,0.4164533,0.0094602
28,0.8086619,0.728968,"('disloyal', 'loyal')",0.89890903,0.7802128,0.818753,0.8174181,1.2515564,1.1719265,0.94447,0.8746313,-0.0698387
29,-0.15209365,-0.1483201,"('unfair', 'fair')",-0.58694524,-0.5118914,0.00031119585,-0.040708296,-0.2288707,-0.3755838,-0.2418996,-0.2691259,-0.0272263
30,-0.63173264,-0.48325518,"('intolerant', 'tolerant')",-0.35863665,-0.34947562,0.12570551,0.093918115,0.82618934,0.8375039,-0.0096186,0.0246728,0.0342914
31,-0.48999694,-0.34905273,"('evil', 'good')",0.33980572,0.5700802,-2.4584436,-2.3757658,-0.17243128,-0.26962247,-0.6952665,-0.6060902,0.0891763
32,0.6347573,0.6266473,"('unkind', 'kind')",0.2479276,0.1654573,0.15017259,0.12062812,0.9132152,0.83087826,0.4865181,0.4359027,-0.0506154
33,1.5024222,1.4102445,"('wrong', 'right')",1.0420295,1.0117391,0.077786274,0.043080583,-0.29855326,-0.38718638,0.5809212,0.5194695,-0.0614517
34,-0.6070396,-0.40848207,"('mean', 'honorable')",0.25683668,0.40221238,0.52614033,0.6311671,6.32313,6.4614463,1.6247669,1.7715859,0.146819
35,0.50152653,0.36011866,"('corrupt', 'incorrupt')",0.5300618,0.5826015,-1.70522,-1.8213234,0.5078789,0.28983074,-0.0414382,-0.1471931,-0.1057549
36,-0.681127,-0.6380655,"('hostile', 'amicable')",0.21336076,0.31439885,-2.01039,-2.0472808,0.4357459,0.23720142,-0.5106026,-0.5334365,-0.0228339
37,0.7630903,0.816187,"('fake', 'genuine')",0.75980276,0.81391644,0.0140526,0.042555273,0.5445897,0.5670359,0.5203838,0.5599236,0.0395398
38,1.1172289,1.1584668,"('untruthful', 'truthful')",0.7895913,0.80491006,0.12553838,0.18725578,0.10361247,0.1743365,0.5339928,0.5812423,0.0472495
39,1.1258067,1.1755759,"('exploitative', 'cooperative')",0.6744761,0.6321483,1.1641285,1.2055805,0.3149361,0.32444692,0.8198369,0.8344379,0.014601
40,-0.6396665,-0.5400744,"('stingy', 'generous')",0.39784655,0.4672308,-0.67683893,-0.61637235,-1.4275764,-1.5162704,-0.5865588,-0.5513716,0.0351872
41,0.29845574,0.42729628,"('unforgiving', 'forgiving')",0.06408468,0.09289176,0.09220923,0.14255705,-0.2485881,-0.29647583,0.0515404,0.0915673,0.0400269
42,1.4283139,1.4737453,"('unreliable', 'reliable')",0.9195957,0.9505607,1.0439209,1.2335782,-3.070462,-3.001173,0.0803421,0.1641778,0.0838357
43,0.13487354,0.33372515,"('irresponsible', 'responsible')",-0.6832973,-0.6726569,0.67145103,0.7533431,0.64077705,0.69463336,0.1909511,0.2772612,0.0863101
44,0.20355962,0.11095774,"('prejudiced', 'unprejudiced')",-0.32284105,-0.26878354,-0.5068961,-0.53685004,-1.1369855,-1.1555411,-0.4407908,-0.4625542,-0.0217634
