,oneok_male,oneok_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5136259,-0.5863176,"('unsociable', 'sociable')",-0.22947572,-0.38082585,-0.3715508,-0.4835717,-0.1120209
1,-0.925502,-0.9463498,"('unfriendly', 'friendly')",1.8761303,1.7139925,0.4753142,0.3838213,-0.0914929
2,0.22562583,0.2904505,"('unlikable', 'likable')",0.5451646,0.6264036,0.3853952,0.4584271,0.0730319
3,-0.050513588,0.12471576,"('repellent', 'pleasant')",0.28459206,0.31369936,0.1170392,0.2192076,0.1021684
4,-0.41635755,-0.40350056,"('disliked', 'liked')",-6.285163,-6.379395,-3.3507602,-3.3914478,-0.0406876
5,-1.1038089,-1.0632861,"('distant', 'outgoing')",-0.26431426,-0.27717316,-0.6840616,-0.6702296,0.013832
6,-1.3764772,-1.2834227,"('distant', 'open')",0.26890785,0.25606772,-0.5537847,-0.5136775,0.0401072
7,0.45461956,0.5353637,"('insensitive', 'sensitive')",0.7555438,0.8203914,0.6050817,0.6778775,0.0727958
8,-0.4327246,-0.40492198,"('unaffectionate', 'affectionate')",1.2404832,1.1747347,0.4038793,0.3849064,-0.0189729
9,-0.6263026,-0.5249256,"('unaffectionate', 'caring')",1.2115375,1.1938595,0.2926174,0.3344669,0.0418495
10,0.13678232,0.2545738,"('unsympathetic', 'sympathetic')",-0.5211224,-0.5352014,-0.19217,-0.1403138,0.0518562
11,0.6061252,0.68515587,"('unhelpful', 'helpful')",1.6569062,1.7794179,1.1315157,1.2322869,0.1007712
12,-0.06291207,0.14622667,"('unsupportive', 'supportive')",-1.7264628,-1.6550715,-0.8946875,-0.7544224,0.1402651
13,0.64860874,0.6032109,"('impolite', 'polite')",-0.6210117,-0.5883715,0.0137985,0.0074197,-0.0063788
14,0.98667854,0.89125705,"('antisocial', 'social')",-0.35504982,-0.4567785,0.3158144,0.2172393,-0.0985751
15,0.7375896,0.63470495,"('boring', 'funny')",0.4910745,0.45438638,0.6143321,0.5445457,-0.0697864
16,-1.0822307,-1.0583446,"('unpopular', 'popular')",0.4960474,0.45544073,-0.2930917,-0.3014519,-0.0083602
17,-0.2207796,-0.16403256,"('nasty', 'nice')",-0.54882544,-0.48760352,-0.3848025,-0.325818,0.0589845
18,0.03377758,0.068517156,"('disagreeable', 'welcoming')",-0.1832429,-0.24115697,-0.0747327,-0.0863199,-0.0115872
19,-1.472949,-1.3489463,"('inhospitable', 'hospitable')",-0.19985451,-0.046561003,-0.8364018,-0.6977537,0.1386481
20,-0.5248827,-0.489089,"('rough', 'thoughtful')",1.19444,1.1451118,0.3347787,0.3280114,-0.0067673
21,0.92653435,0.9346864,"('immoral', 'moral')",-0.36599284,-0.35207105,0.2802708,0.2913077,0.0110369
22,0.5720588,0.5637501,"('untrustworthy', 'trustworthy')",-0.81674147,-0.87168556,-0.1223413,-0.1539677,-0.0316264
23,0.25405827,0.2785948,"('insincere', 'sincere')",5.5917163,5.562763,2.9228873,2.9206791,-0.0022082
24,0.6400186,0.6042809,"('dishonest', 'honest')",0.743641,0.72193605,0.6918298,0.6631085,-0.0287213
25,-0.7498149,-0.79628694,"('egoistic', 'altruistic')",1.4711498,1.3606297,0.3606674,0.2821714,-0.078496
26,0.018963639,-0.05525788,"('hardhearted', 'benevolent')",1.7417276,1.6342076,0.8803456,0.7894748,-0.0908708
27,0.40135446,0.43948978,"('hardhearted', 'softhearted')",1.3397688,1.2457547,0.8705616,0.8426223,-0.0279393
28,-0.4706821,-0.518685,"('disloyal', 'loyal')",1.2467688,1.1229882,0.3880433,0.3021516,-0.0858917
29,-0.5630467,-0.653233,"('unfair', 'fair')",-0.457984,-0.61057955,-0.5105153,-0.6319063,-0.121391
30,1.110787,1.1301308,"('intolerant', 'tolerant')",1.5534202,1.5326879,1.3321036,1.3314093,-0.0006943
31,-1.6170743,-1.5117859,"('evil', 'good')",-0.68554485,-0.7881022,-1.1513095,-1.1499441,0.0013654
32,0.20348121,0.15842794,"('unkind', 'kind')",0.732763,0.58226544,0.4681221,0.3703467,-0.0977754
33,0.03241742,-0.02528944,"('wrong', 'right')",-0.5139205,-0.5368317,-0.2407515,-0.2810605,-0.040309
34,-0.34762573,-0.13145462,"('mean', 'honorable')",5.913851,6.103155,2.7831125,2.9858503,0.2027378
35,-1.210493,-1.3391942,"('corrupt', 'incorrupt')",-0.30112678,-0.38462776,-0.7558099,-0.8619109,-0.106101
36,-1.7834306,-1.8052442,"('hostile', 'amicable')",0.16607544,-0.019962482,-0.8086776,-0.9126033,-0.1039257
37,-0.122746155,-0.09305245,"('fake', 'genuine')",0.6292806,0.64575595,0.2532672,0.2763517,0.0230845
38,-0.5292616,-0.39515558,"('untruthful', 'truthful')",-0.17496091,-0.06475288,-0.3521113,-0.2299542,0.1221571
39,1.0624782,1.117699,"('exploitative', 'cooperative')",0.31235892,0.35886842,0.6874186,0.7382838,0.0508652
40,-0.29908076,-0.29157302,"('stingy', 'generous')",-1.5156797,-1.6182538,-0.9073802,-0.9549134,-0.0475332
41,0.5193925,0.6166007,"('unforgiving', 'forgiving')",0.12552138,0.011433434,0.3224569,0.3140171,-0.0084398
42,0.31395453,0.48253635,"('unreliable', 'reliable')",-3.0560179,-2.9478896,-1.3710316,-1.2326766,0.138355
43,0.63290995,0.7896572,"('irresponsible', 'responsible')",0.76963407,0.8512042,0.701272,0.8204307,0.1191587
44,0.42395848,0.41970685,"('prejudiced', 'unprejudiced')",-1.4104928,-1.3764032,-0.4932671,-0.4783482,0.0149189
45,0.13382286,0.2763549,"('incompetent', 'competent')",0.21345332,0.16601455,0.1736381,0.2211847,0.0475466
46,0.5324906,0.64332855,"('uncompetitive', 'competitive')",-0.54147094,-0.51792556,-0.0044902,0.0627015,0.0671917
47,0.5545578,0.5631698,"('stupid', 'smart')",5.5244207,5.5806966,3.0394893,3.0719333,0.032444
48,0.9763191,0.9454429,"('unintelligent', 'intelligent')",0.8867909,0.8958115,0.931555,0.9206272,-0.0109278
49,0.41921774,0.5672575,"('unable', 'able')",-0.08277497,0.02911989,0.1682214,0.2981887,0.1299673
50,-0.5089664,-0.4393242,"('clumsy', 'skillful')",0.20006672,0.17588812,-0.1544498,-0.131718,0.0227318
51,-0.46445444,-0.6013007,"('uneducated', 'educated')",0.027239598,-0.045341507,-0.2186074,-0.3233211,-0.1047137
52,-0.84433776,-1.0318214,"('irrational', 'rational')",0.44065443,0.2512367,-0.2018417,-0.3902923,-0.1884506
53,-0.94088024,-0.94797057,"('uncreative', 'creative')",0.82547665,0.786262,-0.0577018,-0.0808543,-0.0231525
54,-0.6847066,-0.7265535,"('incapable', 'capable')",1.1619838,1.223748,0.2386386,0.2485972,0.0099586
55,1.0036496,1.0788625,"('incompetent', 'clever')",0.3982417,0.3669399,0.7009456,0.7229012,0.0219556
56,1.6058788,1.6423676,"('impractical', 'practical')",0.16481954,0.22498009,0.8853492,0.9336739,0.0483247
57,-0.36627483,-0.35728824,"('unimaginative', 'imaginative')",-2.4455357,-2.4903488,-1.4059052,-1.4238186,-0.0179134
58,-0.39792123,-0.36476037,"('undiscriminating', 'discriminating')",0.112766065,0.06888056,-0.1425776,-0.1479399,-0.0053623
59,0.006047211,-0.07502961,"('foolish', 'wise')",0.4599712,0.43653724,0.2330092,0.1807538,-0.0522554
60,1.6147524,1.7172964,"('inefficient', 'efficient')",0.20697844,0.37462938,0.9108654,1.0459628,0.1350974
61,-0.1911758,-0.33224195,"('illogical', 'logical')",0.23789069,0.09993839,0.0233574,-0.1161518,-0.1395092
62,1.334653,1.5027603,"('incompetent', 'brilliant')",0.40722048,0.59481484,0.8709368,1.0487876,0.1778508
63,0.03155245,0.18556571,"('unperceptive', 'insightful')",0.8061546,0.92765427,0.4188535,0.55661,0.1377565
64,0.025707953,-0.052917503,"('shy', 'confident')",-6.5995736,-6.6597137,-3.2869329,-3.3563156,-0.0693827
65,0.5084174,0.35098222,"('insecure', 'secure')",-0.42158854,-0.44555867,0.0434144,-0.0472882,-0.0907026
66,-2.0676296,-2.0408733,"('inactive', 'active')",0.34927383,0.36002588,-0.8591779,-0.8404237,0.0187542
67,0.7581597,0.7360647,"('doubtful', 'determined')",-0.42937264,-0.37662283,0.1643935,0.1797209,0.0153274
