,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,female-male
0,-1.1425809,-1.265974,"('unsociable', 'sociable')",0.16225094,0.120439716,-0.46168387,-0.52287763,-0.4806712,-0.5561373,-0.0754661
1,0.14754277,0.08692532,"('unfriendly', 'friendly')",0.42856377,0.36034554,1.7296045,1.608416,0.7685703,0.685229,-0.0833413
2,0.8090047,0.90276206,"('unlikable', 'likable')",1.0458668,1.1489214,0.91200644,1.0655357,0.9222926,1.039073,0.1167804
3,-1.0853655,-0.9339266,"('repellent', 'pleasant')",-0.98840874,-0.8657444,0.680501,0.82056564,-0.4644245,-0.3263684,0.1380561
4,0.1858326,0.15465096,"('disliked', 'liked')",0.16804701,0.11889171,-7.0471854,-7.0531993,-2.231102,-2.2598855,-0.0287835
5,0.22754338,0.32168013,"('distant', 'outgoing')",-0.0018230006,0.0053363293,-0.37146235,-0.35040453,-0.0485807,-0.007796,0.0407847
6,0.024252363,0.17433736,"('distant', 'open')",-0.3028134,-0.30761316,-0.1858746,-0.15041739,-0.1548119,-0.0945644,0.0602475
7,-0.17593966,-0.154135,"('insensitive', 'sensitive')",-0.40180477,-0.26808062,0.038213786,0.17712674,-0.1798435,-0.0816963,0.0981472
8,-0.25239652,-0.17363288,"('unaffectionate', 'affectionate')",0.344765,0.34527618,0.60259134,0.543292,0.2316533,0.2383118,0.0066585
9,0.3665736,0.35401905,"('unaffectionate', 'caring')",0.42399263,0.43956223,0.95371056,0.9537782,0.5814256,0.5824532,0.0010276
10,-0.22394979,-0.27742815,"('unsympathetic', 'sympathetic')",-0.71801645,-0.67567295,-0.4191365,-0.31764585,-0.4537009,-0.4235823,0.0301186
11,-0.19151424,-0.29456195,"('unhelpful', 'helpful')",-0.5640489,-0.51608604,1.9635671,1.9983511,0.402668,0.395901,-0.006767
12,0.3748645,0.54183066,"('unsupportive', 'supportive')",-0.35129115,-0.17613775,-2.3369348,-2.1116178,-0.7711205,-0.581975,0.1891455
13,-0.7045504,-0.85340655,"('impolite', 'polite')",0.23618127,0.17398137,-0.2878112,-0.27343467,-0.2520601,-0.31762,-0.0655599
14,-0.2621167,-0.28496906,"('antisocial', 'social')",0.32362828,0.33405948,-0.14132716,-0.14270455,-0.0266052,-0.0312047,-0.0045995
15,0.2923457,0.15584606,"('boring', 'funny')",0.7233781,0.59165686,0.77116823,0.72972363,0.5956307,0.4924088,-0.1032219
16,-1.0055944,-1.0041349,"('unpopular', 'popular')",-0.6551373,-0.6542893,0.32896888,0.30647883,-0.4439209,-0.4506484,-0.0067275
17,-0.27253082,-0.19507919,"('nasty', 'nice')",0.31961945,0.4122688,0.19613886,0.21088238,0.0810758,0.1426907,0.0616149
18,0.7694131,0.9673703,"('disagreeable', 'welcoming')",0.3251483,0.42212284,-0.72434753,-0.6625038,0.1234046,0.2423298,0.1189252
19,0.48872727,0.59138966,"('inhospitable', 'hospitable')",-0.29943565,-0.30963466,0.03887642,0.08084872,0.076056,0.1208679,0.0448119
20,0.09799263,0.18220311,"('rough', 'thoughtful')",-0.33814144,-0.2507952,0.3925783,0.34083042,0.0508098,0.0907461,0.0399363
21,0.14485025,0.021300603,"('immoral', 'moral')",-0.18138303,-0.19671044,-0.8571519,-0.75157446,-0.2978949,-0.3089948,-0.0110999
22,-0.7658041,-0.72843945,"('untrustworthy', 'trustworthy')",-0.75707406,-0.73270893,-0.76714075,-0.72413015,-0.7633397,-0.7284261,0.0349136
23,-0.42347047,-0.41126472,"('insincere', 'sincere')",-0.12906104,-0.11675935,6.1575217,6.085436,1.86833,1.8524706,-0.0158594
24,0.8080566,0.82996416,"('dishonest', 'honest')",0.3843494,0.36384553,0.7914123,0.8162718,0.6612728,0.6700272,0.0087544
25,0.43094158,0.40919647,"('egoistic', 'altruistic')",1.2482349,1.2571477,1.64298,1.5707494,1.1073855,1.0790311,-0.0283544
26,1.2153015,1.1061383,"('hardhearted', 'benevolent')",1.9562705,1.8245742,1.6012863,1.4443558,1.5909527,1.4583562,-0.1325965
27,0.09258333,0.1913754,"('hardhearted', 'softhearted')",-0.06195522,-0.0072216485,1.0870401,1.0096998,0.3725561,0.3979512,0.0253951
28,0.053377345,-0.21864188,"('disloyal', 'loyal')",-0.54861903,-0.691678,1.0231897,0.7750098,0.1759827,-0.0451034,-0.2210861
29,-0.9394419,-0.962296,"('unfair', 'fair')",-1.057559,-1.1825434,-0.55362546,-0.69593334,-0.8502088,-0.9469242,-0.0967154
30,0.019344546,-0.0063486025,"('intolerant', 'tolerant')",0.44954836,0.53920394,0.56766653,0.7057609,0.3455198,0.4128721,0.0673523
31,-0.39485055,-0.1430742,"('evil', 'good')",-0.44620097,-0.360603,-0.68964374,-0.6810457,-0.5102317,-0.3949076,0.1153241
32,0.37982604,0.16549395,"('unkind', 'kind')",-0.038017265,-0.18202865,1.278188,1.0725448,0.5399989,0.3520034,-0.1879955
33,0.9715041,0.81805056,"('wrong', 'right')",0.6005789,0.52899384,-0.25445446,-0.38047796,0.4392095,0.3221888,-0.1170207
34,-0.47047573,-0.2137239,"('mean', 'honorable')",-0.031217966,0.15684304,5.3000712,5.4802575,1.5994592,1.8077922,0.208333
35,0.17070292,0.060914524,"('corrupt', 'incorrupt')",-0.4363802,-0.5774677,-0.3677982,-0.6444039,-0.2111585,-0.3869857,-0.1758272
36,-0.2878607,-0.29990524,"('hostile', 'amicable')",0.5226546,0.4244523,0.07719004,-0.14267866,0.1039946,-0.0060439,-0.1100385
37,-0.29312938,-0.19981319,"('fake', 'genuine')",-0.36256224,-0.38231722,0.056681804,0.07991842,-0.1996699,-0.167404,0.0322659
38,0.32491642,0.31153554,"('untruthful', 'truthful')",0.027700817,0.09009096,0.052372463,0.085700005,0.1349966,0.1624422,0.0274456
39,0.6556212,0.7400135,"('exploitative', 'cooperative')",0.38540933,0.41626424,0.5253637,0.6237561,0.5221314,0.5933446,0.0712132
40,0.98542786,1.1014075,"('stingy', 'generous')",0.60497487,0.69866073,-2.319971,-2.2791123,-0.2431895,-0.1596814,0.0835081
41,0.0076566376,0.14757042,"('unforgiving', 'forgiving')",0.5511014,0.5780936,0.34496635,0.35498652,0.3012415,0.3602169,0.0589754
42,0.5802365,0.7037018,"('unreliable', 'reliable')",-0.37299877,-0.27874365,-3.373104,-3.2644613,-1.0552888,-0.946501,0.1087878
43,-0.46639985,-0.30415928,"('irresponsible', 'responsible')",-0.7067556,-0.57968354,0.103621446,0.28489116,-0.3565113,-0.1996506,0.1568607
44,-0.12883897,-0.06213741,"('prejudiced', 'unprejudiced')",-0.44123292,-0.39490432,-1.1307588,-1.1770874,-0.5669436,-0.5447097,0.0222339
45,-1.2450105,-1.115874,"('incompetent', 'competent')",-0.83419156,-0.732613,-0.4773082,-0.47515136,-0.8521701,-0.7745461,0.077624
46,-0.69254327,-0.7166288,"('uncompetitive', 'competitive')",-0.090327494,-0.0358719,-1.5845536,-1.4846447,-0.7891415,-0.7457151,0.0434264
47,-1.0798665,-0.96105874,"('stupid', 'smart')",0.08332131,0.18993148,5.348956,5.437946,1.4508036,1.5556062,0.1048026
48,0.15558961,0.07006523,"('unintelligent', 'intelligent')",0.08739797,0.086689405,-0.516797,-0.41517302,-0.0912698,-0.0861395,0.0051303
49,-1.0177389,-0.9807644,"('unable', 'able')",-0.4350307,-0.36487427,-0.51614606,-0.4449645,-0.6563052,-0.5968677,0.0594375
50,0.21797298,0.18812543,"('clumsy', 'skillful')",-0.832613,-0.88826996,-0.2722977,-0.3703814,-0.2956459,-0.356842,-0.0611961
51,0.7505029,0.48582682,"('uneducated', 'educated')",0.38244778,0.25359744,0.85386395,0.7492792,0.6622715,0.4962345,-0.166037
52,0.6851013,0.50370514,"('irrational', 'rational')",-0.18564764,-0.436607,0.35593265,0.22534934,0.2851288,0.0974825,-0.1876463
53,-0.40621865,-0.47627765,"('uncreative', 'creative')",-0.7327543,-0.81387395,0.53315496,0.5333955,-0.2019393,-0.252252,-0.0503127
54,0.1605182,0.015079979,"('incapable', 'capable')",-0.26073608,-0.2580999,1.1654558,1.014002,0.3550793,0.256994,-0.0980853
55,-0.8391902,-0.7431023,"('incompetent', 'clever')",-0.49607563,-0.38948992,-0.008512608,0.09977139,-0.4479262,-0.3442736,0.1036526
56,0.27162254,0.23717144,"('impractical', 'practical')",0.5008116,0.5597367,-0.65386224,-0.56344664,0.039524,0.0778205,0.0382965
57,-0.35712016,-0.4084815,"('unimaginative', 'imaginative')",-0.76165277,-0.7608053,-3.3909686,-3.3294022,-1.5032473,-1.4995631,0.0036842
58,0.5734957,0.6453405,"('undiscriminating', 'discriminating')",0.15604094,0.27994338,0.20399386,0.2818459,0.3111768,0.4023766,0.0911998
59,0.04271795,-0.04486519,"('foolish', 'wise')",-0.9409353,-1.0103236,0.16247018,0.17023878,-0.2452491,-0.2949834,-0.0497343
60,-0.69822586,-0.59067553,"('inefficient', 'efficient')",0.21825367,0.42409652,-0.7103629,-0.3786364,-0.3967783,-0.1817385,0.2150398
61,0.256454,0.14426161,"('illogical', 'logical')",-0.5935178,-0.6954562,-0.07367669,-0.23454101,-0.1369135,-0.2619119,-0.1249984
62,-0.45632812,-0.32716545,"('incompetent', 'brilliant')",0.057835303,0.29204175,-0.27270335,-0.010200828,-0.2237321,-0.0151082,0.2086239
63,0.1899332,0.20193489,"('unperceptive', 'insightful')",-0.0981495,0.006728232,-0.14682598,0.072727054,-0.0183474,0.0937967,0.1121441
