,marketing_male,marketing_female,tuple,average_male,average_female,female-male
0,-0.24314512,-0.41584933,"('unsociable', 'sociable')",-0.2431451,-0.4158493,-0.1727042
1,1.5688239,1.5363541,"('unfriendly', 'friendly')",1.5688239,1.5363541,-0.0324698
2,0.96335095,1.0755225,"('unlikable', 'likable')",0.963351,1.0755225,0.1121715
3,-0.25586203,-0.15045922,"('repellent', 'pleasant')",-0.255862,-0.1504592,0.1054028
4,-6.9439387,-6.814736,"('disliked', 'liked')",-6.9439387,-6.8147359,0.1292028
5,0.11300151,0.2714769,"('distant', 'outgoing')",0.1130015,0.2714769,0.1584754
6,-0.15519416,-0.026180666,"('distant', 'open')",-0.1551942,-0.0261807,0.1290135
7,0.41242456,0.4537177,"('insensitive', 'sensitive')",0.4124246,0.4537177,0.0412931
8,1.317626,1.2763808,"('unaffectionate', 'affectionate')",1.317626,1.2763808,-0.0412452
9,2.1398714,2.16204,"('unaffectionate', 'caring')",2.1398714,2.16204,0.0221686
10,0.27075928,0.19332936,"('unsympathetic', 'sympathetic')",0.2707593,0.1933294,-0.0774299
11,2.594075,2.609759,"('unhelpful', 'helpful')",2.594075,2.6097591,0.0156841
12,-0.9732241,-0.90193665,"('unsupportive', 'supportive')",-0.9732241,-0.9019367,0.0712874
13,0.46316507,0.3841051,"('impolite', 'polite')",0.4631651,0.3841051,-0.07906
14,-0.1380558,-0.28655416,"('antisocial', 'social')",-0.1380558,-0.2865542,-0.1484984
15,0.29131243,0.29072297,"('boring', 'funny')",0.2913124,0.290723,-0.0005894
16,-0.1492092,0.0036371052,"('unpopular', 'popular')",-0.1492092,0.0036371,0.1528463
17,-0.44559264,-0.42903164,"('nasty', 'nice')",-0.4455926,-0.4290316,0.016561
18,-0.6736802,-0.65074986,"('disagreeable', 'welcoming')",-0.6736802,-0.6507499,0.0229303
19,-0.14044657,-0.07959311,"('inhospitable', 'hospitable')",-0.1404466,-0.0795931,0.0608535
20,0.8799775,0.7503315,"('rough', 'thoughtful')",0.8799775,0.7503315,-0.129646
21,0.033553746,0.027174154,"('immoral', 'moral')",0.0335537,0.0271742,-0.0063795
22,-0.22806609,-0.21819103,"('untrustworthy', 'trustworthy')",-0.2280661,-0.218191,0.0098751
23,6.82083,6.813986,"('insincere', 'sincere')",6.8208299,6.8139858,-0.0068441
24,1.5503727,1.4742999,"('dishonest', 'honest')",1.5503727,1.4742999,-0.0760728
25,0.47178528,0.43658632,"('egoistic', 'altruistic')",0.4717853,0.4365863,-0.035199
26,1.0064993,0.86861515,"('hardhearted', 'benevolent')",1.0064993,0.8686152,-0.1378841
27,0.6737618,0.6299833,"('hardhearted', 'softhearted')",0.6737618,0.6299833,-0.0437785
28,1.3413852,1.248401,"('disloyal', 'loyal')",1.3413852,1.248401,-0.0929842
29,-0.37653607,-0.5495549,"('unfair', 'fair')",-0.3765361,-0.5495549,-0.1730188
30,1.2865618,1.1913704,"('intolerant', 'tolerant')",1.2865618,1.1913704,-0.0951914
31,-1.9873235,-1.9552414,"('evil', 'good')",-1.9873235,-1.9552414,0.0320821
32,1.3678864,1.3061931,"('unkind', 'kind')",1.3678864,1.3061931,-0.0616933
33,0.25422427,0.21241102,"('wrong', 'right')",0.2542243,0.212411,-0.0418133
34,4.7806463,4.9158325,"('mean', 'honorable')",4.7806463,4.9158325,0.1351862
35,-1.227958,-1.2554281,"('corrupt', 'incorrupt')",-1.227958,-1.2554281,-0.0274701
36,-0.52182496,-0.6278933,"('hostile', 'amicable')",-0.521825,-0.6278933,-0.1060683
37,0.57073206,0.41617513,"('fake', 'genuine')",0.5707321,0.4161751,-0.154557
38,0.8440399,0.8522015,"('untruthful', 'truthful')",0.8440399,0.8522015,0.0081616
39,-0.029168528,-0.17211856,"('exploitative', 'cooperative')",-0.0291685,-0.1721186,-0.1429501
40,-2.304387,-2.2815518,"('stingy', 'generous')",-2.3043871,-2.2815518,0.0228353
41,0.13084584,0.0038806368,"('unforgiving', 'forgiving')",0.1308458,0.0038806,-0.1269652
42,-2.392943,-2.3204024,"('unreliable', 'reliable')",-2.3929429,-2.3204024,0.0725405
43,1.4533287,1.3636763,"('irresponsible', 'responsible')",1.4533287,1.3636763,-0.0896524
44,-1.1255897,-1.2061747,"('prejudiced', 'unprejudiced')",-1.1255897,-1.2061747,-0.080585
45,-0.14206146,-0.18471391,"('incompetent', 'competent')",-0.1420615,-0.1847139,-0.0426524
46,-0.43517408,-0.35214517,"('uncompetitive', 'competitive')",-0.4351741,-0.3521452,0.0830289
47,5.791865,5.9101453,"('stupid', 'smart')",5.7918649,5.9101453,0.1182804
48,0.48886126,0.39878237,"('unintelligent', 'intelligent')",0.4888613,0.3987824,-0.0900789
49,0.15228513,0.25521174,"('unable', 'able')",0.1522851,0.2552117,0.1029266
50,0.14979042,0.2869864,"('clumsy', 'skillful')",0.1497904,0.2869864,0.137196
51,0.17963544,0.20433684,"('uneducated', 'educated')",0.1796354,0.2043368,0.0247014
52,-0.16999544,-0.24481782,"('irrational', 'rational')",-0.1699954,-0.2448178,-0.0748224
53,0.9571691,1.0500861,"('uncreative', 'creative')",0.9571691,1.0500861,0.092917
54,1.2880514,1.3120673,"('incapable', 'capable')",1.2880514,1.3120673,0.0240159
55,0.20404118,0.2050541,"('incompetent', 'clever')",0.2040412,0.2050541,0.0010129
56,1.2375143,1.2638612,"('impractical', 'practical')",1.2375143,1.2638612,0.0263469
57,-3.1826494,-3.0820491,"('unimaginative', 'imaginative')",-3.1826494,-3.0820491,0.1006003
58,0.2907242,0.22951213,"('undiscriminating', 'discriminating')",0.2907242,0.2295121,-0.0612121
59,0.2749539,0.3568069,"('foolish', 'wise')",0.2749539,0.3568069,0.081853
