,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,0.102375865,-0.0073224753,"('unsociable', 'sociable')",0.1023759,-0.0073225,-0.1096984
1,1.1151336,1.1067146,"('unfriendly', 'friendly')",1.1151336,1.1067146,-0.008419
2,0.29840502,0.50545806,"('unlikable', 'likable')",0.298405,0.5054581,0.2070531
3,0.71182334,0.8462221,"('repellent', 'pleasant')",0.7118233,0.8462221,0.1343988
4,-7.360406,-7.54773,"('disliked', 'liked')",-7.3604059,-7.54773,-0.1873241
5,-0.42371988,-0.29774857,"('distant', 'outgoing')",-0.4237199,-0.2977486,0.1259713
6,-0.14886674,-0.03977031,"('distant', 'open')",-0.1488667,-0.0397703,0.1090964
7,0.6045001,0.64704436,"('insensitive', 'sensitive')",0.6045001,0.6470444,0.0425443
8,0.98511446,0.97190523,"('unaffectionate', 'affectionate')",0.9851145,0.9719052,-0.0132093
9,1.3909146,1.5481803,"('unaffectionate', 'caring')",1.3909146,1.5481803,0.1572657
10,1.2372884,1.3878148,"('unsympathetic', 'sympathetic')",1.2372884,1.3878148,0.1505264
11,1.656105,1.794662,"('unhelpful', 'helpful')",1.656105,1.794662,0.138557
12,-1.5878326,-1.6472926,"('unsupportive', 'supportive')",-1.5878326,-1.6472926,-0.05946
13,0.15993674,0.23280844,"('impolite', 'polite')",0.1599367,0.2328084,0.0728717
14,0.0135610625,-0.16387847,"('antisocial', 'social')",0.0135611,-0.1638785,-0.1774396
15,0.28408322,0.19802898,"('boring', 'funny')",0.2840832,0.198029,-0.0860542
16,-0.5800867,-0.5041717,"('unpopular', 'popular')",-0.5800867,-0.5041717,0.075915
17,-0.12752089,-0.17513072,"('nasty', 'nice')",-0.1275209,-0.1751307,-0.0476098
18,-0.75521845,-0.8182072,"('disagreeable', 'welcoming')",-0.7552184,-0.8182072,-0.0629888
19,-0.6048713,-0.4904713,"('inhospitable', 'hospitable')",-0.6048713,-0.4904713,0.1144
20,0.7821872,0.6224979,"('rough', 'thoughtful')",0.7821872,0.6224979,-0.1596893
21,-0.009752564,0.28395247,"('immoral', 'moral')",-0.0097526,0.2839525,0.2937051
22,-0.5021106,-0.4799193,"('untrustworthy', 'trustworthy')",-0.5021106,-0.4799193,0.0221913
23,6.15799,6.3287463,"('insincere', 'sincere')",6.15799,6.3287463,0.1707563
24,1.6247545,1.63855,"('dishonest', 'honest')",1.6247545,1.63855,0.0137955
25,0.23083687,0.21869102,"('egoistic', 'altruistic')",0.2308369,0.218691,-0.0121459
26,0.5510417,0.26597252,"('hardhearted', 'benevolent')",0.5510417,0.2659725,-0.2850692
27,1.5146707,1.3903517,"('hardhearted', 'softhearted')",1.5146707,1.3903517,-0.124319
28,1.0616497,1.1277764,"('disloyal', 'loyal')",1.0616497,1.1277764,0.0661267
29,-0.5483664,-0.7518008,"('unfair', 'fair')",-0.5483664,-0.7518008,-0.2034344
30,0.70272386,0.8324253,"('intolerant', 'tolerant')",0.7027239,0.8324253,0.1297014
31,-1.8455467,-1.9603568,"('evil', 'good')",-1.8455467,-1.9603568,-0.1148101
32,1.4260718,1.3704304,"('unkind', 'kind')",1.4260718,1.3704304,-0.0556414
33,-0.49669176,-0.5271741,"('wrong', 'right')",-0.4966918,-0.5271741,-0.0304823
34,4.498653,4.804563,"('mean', 'honorable')",4.4986529,4.804563,0.3059101
35,-1.160423,-1.4124945,"('corrupt', 'incorrupt')",-1.160423,-1.4124945,-0.2520715
36,-1.1468608,-1.2458538,"('hostile', 'amicable')",-1.1468608,-1.2458538,-0.098993
37,0.9142468,0.9147484,"('fake', 'genuine')",0.9142468,0.9147484,0.0005016
38,-0.19869548,-0.06883128,"('untruthful', 'truthful')",-0.1986955,-0.0688313,0.1298642
39,-0.17744148,-0.18673654,"('exploitative', 'cooperative')",-0.1774415,-0.1867365,-0.009295
40,-1.6590538,-2.0033553,"('stingy', 'generous')",-1.6590538,-2.0033553,-0.3443015
41,0.09097311,0.05874637,"('unforgiving', 'forgiving')",0.0909731,0.0587464,-0.0322267
42,-1.9893491,-2.0566077,"('unreliable', 'reliable')",-1.9893491,-2.0566077,-0.0672586
43,1.3294492,1.4553977,"('irresponsible', 'responsible')",1.3294492,1.4553977,0.1259485
44,-1.0448325,-1.1617241,"('prejudiced', 'unprejudiced')",-1.0448325,-1.1617241,-0.1168916
45,0.1473506,0.09709777,"('incompetent', 'competent')",0.1473506,0.0970978,-0.0502528
46,-0.35088795,-0.25478962,"('uncompetitive', 'competitive')",-0.350888,-0.2547896,0.0960984
47,5.0625,5.3090906,"('stupid', 'smart')",5.0625,5.3090906,0.2465906
48,0.63170743,0.63072073,"('unintelligent', 'intelligent')",0.6317074,0.6307207,-0.0009867
49,0.16730502,0.4031459,"('unable', 'able')",0.167305,0.4031459,0.2358409
50,-0.2803106,-0.24668562,"('clumsy', 'skillful')",-0.2803106,-0.2466856,0.033625
51,0.62637484,0.6099685,"('uneducated', 'educated')",0.6263748,0.6099685,-0.0164063
52,-0.75289387,-0.81747097,"('irrational', 'rational')",-0.7528939,-0.817471,-0.0645771
53,-0.12366189,-0.1312977,"('uncreative', 'creative')",-0.1236619,-0.1312977,-0.0076358
54,1.1978699,1.4502163,"('incapable', 'capable')",1.1978699,1.4502163,0.2523464
55,0.81169075,0.85774434,"('incompetent', 'clever')",0.8116907,0.8577443,0.0460536
56,0.70700306,0.6759819,"('impractical', 'practical')",0.7070031,0.6759819,-0.0310212
57,-2.3783739,-2.460103,"('unimaginative', 'imaginative')",-2.3783739,-2.460103,-0.0817291
58,0.082538515,-0.015743941,"('undiscriminating', 'discriminating')",0.0825385,-0.0157439,-0.0982824
59,-0.06838883,-0.06130833,"('foolish', 'wise')",-0.0683888,-0.0613083,0.0070805
60,0.9137073,1.1249062,"('inefficient', 'efficient')",0.9137073,1.1249062,0.2111989
61,-0.039016966,-0.112514846,"('illogical', 'logical')",-0.039017,-0.1125148,-0.0734978
62,1.1548643,1.3035451,"('incompetent', 'brilliant')",1.1548643,1.3035451,0.1486808
