,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,0.9824542,0.9400065,"('unsociable', 'sociable')",0.9824542,0.9400065,-0.0424477
1,1.3059423,1.2581658,"('unfriendly', 'friendly')",1.3059423,1.2581658,-0.0477765
2,0.22115451,0.3788439,"('unlikable', 'likable')",0.2211545,0.3788439,0.1576894
3,0.05579266,0.21111727,"('repellent', 'pleasant')",0.0557927,0.2111173,0.1553246
4,-5.86771,-6.003181,"('disliked', 'liked')",-5.8677101,-6.003181,-0.1354709
5,-1.4977976,-1.5679226,"('distant', 'outgoing')",-1.4977976,-1.5679226,-0.070125
6,-0.60155964,-0.73638135,"('distant', 'open')",-0.6015596,-0.7363814,-0.1348218
7,1.8043942,1.9376963,"('insensitive', 'sensitive')",1.8043942,1.9376963,0.1333021
8,0.78845,0.6498011,"('unaffectionate', 'affectionate')",0.78845,0.6498011,-0.1386489
9,1.4263008,1.3674505,"('unaffectionate', 'caring')",1.4263008,1.3674505,-0.0588503
10,0.87107563,0.9437774,"('unsympathetic', 'sympathetic')",0.8710756,0.9437774,0.0727018
11,0.99651086,1.0683631,"('unhelpful', 'helpful')",0.9965109,1.0683631,0.0718522
12,-0.9398139,-0.8910218,"('unsupportive', 'supportive')",-0.9398139,-0.8910218,0.0487921
13,0.12576954,0.22250775,"('impolite', 'polite')",0.1257695,0.2225077,0.0967382
14,0.95309573,1.0435673,"('antisocial', 'social')",0.9530957,1.0435673,0.0904716
15,0.5367448,0.4031009,"('boring', 'funny')",0.5367448,0.4031009,-0.1336439
16,-0.4467186,-0.47150394,"('unpopular', 'popular')",-0.4467186,-0.4715039,-0.0247853
17,-0.35422844,-0.41587412,"('nasty', 'nice')",-0.3542284,-0.4158741,-0.0616457
18,-0.14966622,-0.12652722,"('disagreeable', 'welcoming')",-0.1496662,-0.1265272,0.023139
19,-0.61683,-0.70161843,"('inhospitable', 'hospitable')",-0.61683,-0.7016184,-0.0847884
20,0.8224277,0.8249406,"('rough', 'thoughtful')",0.8224277,0.8249406,0.0025129
21,-0.048149556,0.15840374,"('immoral', 'moral')",-0.0481496,0.1584037,0.2065533
22,0.27854437,0.35836643,"('untrustworthy', 'trustworthy')",0.2785444,0.3583664,0.079822
23,5.340631,5.4484797,"('insincere', 'sincere')",5.340631,5.4484797,0.1078487
24,1.5905508,1.5815673,"('dishonest', 'honest')",1.5905508,1.5815673,-0.0089835
25,1.0241227,0.91083056,"('egoistic', 'altruistic')",1.0241227,0.9108306,-0.1132921
26,2.8600523,2.7748291,"('hardhearted', 'benevolent')",2.8600523,2.7748291,-0.0852232
27,1.2758758,1.1133342,"('hardhearted', 'softhearted')",1.2758758,1.1133342,-0.1625416
28,1.3635833,1.2599788,"('disloyal', 'loyal')",1.3635833,1.2599788,-0.1036045
29,-0.6519274,-0.7858047,"('unfair', 'fair')",-0.6519274,-0.7858047,-0.1338773
30,1.0563023,1.1686457,"('intolerant', 'tolerant')",1.0563023,1.1686457,0.1123434
31,-1.4171128,-1.4572896,"('evil', 'good')",-1.4171128,-1.4572896,-0.0401768
32,1.1131781,1.0685631,"('unkind', 'kind')",1.1131781,1.0685631,-0.044615
33,-0.068692766,-0.18879315,"('wrong', 'right')",-0.0686928,-0.1887932,-0.1201004
34,4.4196286,4.6035795,"('mean', 'honorable')",4.4196286,4.6035795,0.1839509
35,-0.59343016,-0.906089,"('corrupt', 'incorrupt')",-0.5934302,-0.906089,-0.3126588
36,-0.74701923,-0.93045115,"('hostile', 'amicable')",-0.7470192,-0.9304512,-0.183432
37,0.43386805,0.48433933,"('fake', 'genuine')",0.4338681,0.4843393,0.0504712
38,0.27704,0.2558546,"('untruthful', 'truthful')",0.27704,0.2558546,-0.0211854
39,0.7578547,0.87616736,"('exploitative', 'cooperative')",0.7578547,0.8761674,0.1183127
40,-0.45826912,-0.5309206,"('stingy', 'generous')",-0.4582691,-0.5309206,-0.0726515
41,0.86035866,0.85698193,"('unforgiving', 'forgiving')",0.8603587,0.8569819,-0.0033768
42,-2.3346498,-2.2749827,"('unreliable', 'reliable')",-2.3346498,-2.2749827,0.0596671
43,1.1832592,1.2965628,"('irresponsible', 'responsible')",1.1832592,1.2965628,0.1133036
